,iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,lskde,clskde,mlkde,cmlkde,Metric,EnergyScore,path
0,0.4820218167523831,0.5277053100533954,0.4778384162653826,0.8693707210010809,0.8660298533538617,0.35440844716698877,0.5363798167742218,0.5,0.478618272349068,0.7078149397800854,0.4843511208656817,0.6779939070331182,0.5815682292178508,0.12189078520653848,0.43687664471888277,0.7028243849706818,0.48144833535340303,0.6713038730741093,0.5036638604077265,0.12631528373789322,0.3826492394710693,AuROC,3.178881970869315,./ad/cover/results_mdppprgln_2_1e0.pkl
1,0.13082806660406343,0.17327923538493667,0.12674383537883727,0.5867208632638959,0.5707926967973577,0.11012760198890732,0.1469144724140884,0.5724755700325733,0.13621493599088158,0.5142453514655775,0.16323652691635798,0.19432495833693744,0.1742548502896885,0.08421126180229861,0.1265558674149217,0.41946045049158415,0.15694556050810776,0.31689345142311937,0.14106259120817366,0.08173975167757934,0.11555851416879696,AuPRC,3.178881970869315,./ad/cover/results_mdppprgln_2_1e0.pkl
0,0.5396599731385331,0.5277053100533954,0.4778384162653826,0.8918509297780108,0.8879916139810659,0.8244876120592699,0.601340452713991,0.5,0.478618272349068,0.7050222207663162,0.47725619943001274,0.9087823893602385,0.6674257760889267,0.13348139898013778,0.44816632270885887,0.715237440080366,0.4774959871589085,0.5019744270099693,0.4767958419322785,0.1823365108483201,0.4076234153372424,AuROC,3.2274077798809677,./ad/cover/results_mdppprgln_2_1e1.pkl
1,0.15167253528274227,0.17327923538493667,0.12674383537883727,0.6084201772178657,0.5887713519675383,0.489985233812085,0.18036675325871654,0.5724755700325733,0.13621493599088158,0.514549827352578,0.14401320390399508,0.8034325684283724,0.21568304820456485,0.0846297431035703,0.1292026991517456,0.4900534844929921,0.14039150698409422,0.1339300320683452,0.13469906935925366,0.08716959651898398,0.12091062361143325,AuPRC,3.2274077798809677,./ad/cover/results_mdppprgln_2_1e1.pkl
0,0.4982256144833535,0.5277053100533954,0.4778384162653826,0.9502687238619364,0.9486675183717147,0.5355901333245979,0.48184710802459024,0.5,0.478618272349068,0.6754518950437317,0.4801100664985095,0.8525720400519758,0.6477845841386313,0.16701193478996737,0.4382734409975868,0.6908275734049639,0.47794236795841927,0.6930000764350683,0.5084290409582773,0.09882137124512727,0.347714919033424,AuROC,3.2274167017170763,./ad/cover/results_mdppprgln_2_1e2.pkl
1,0.1359125266418288,0.17327923538493667,0.12674383537883727,0.706181464821993,0.7003634341087487,0.18875435640873756,0.13871489228986195,0.5724755700325733,0.13621493599088158,0.553135794845619,0.15376161621925932,0.3566742055712203,0.20128341207546488,0.08766891551825402,0.1272038030107852,0.5555045192892278,0.14491133215101132,0.2973846851179369,0.1425208062347762,0.08229368969939295,0.10846180552355453,AuPRC,3.2274167017170763,./ad/cover/results_mdppprgln_2_1e2.pkl
0,0.47833405634611736,0.5695813246816197,0.38807456603958035,0.516365547117012,0.5523206673713495,0.49467516359437147,0.7585239133932516,0.5,0.7572489669063811,0.5002535636383633,0.7503691438510308,0.5,0.7572489669063811,0.49388290451546946,0.7462367693752151,0.5498746438398292,0.7555524326834365,0.4208280634866325,0.6938213975124288,0.5861841421911563,0.7842713151297044,AuROC,1.4897718846085193,./ad/mammography/results_mdppprgln_2_1e-1.pkl
1,0.08426112766230395,0.10910412834026659,0.07255258863321173,0.08918730507794838,0.09691896261108615,0.09247673865053599,0.26362338795800117,0.547489539748954,0.2707835503371765,0.08729537459556996,0.22245535283311288,0.547489539748954,0.2707835503371765,0.10808181754237282,0.26161744371323564,0.10073040100407762,0.2591222763053804,0.07445869894525586,0.20203687607700474,0.1109976351849998,0.31210347448776177,AuPRC,1.4897718846085193,./ad/mammography/results_mdppprgln_2_1e-1.pkl
0,0.4953757731654314,0.5695813246816197,0.38807456603958035,0.38796458663016975,0.42429648819452503,0.5094511009142547,0.7597499801426066,0.5,0.7572489669063811,0.309237659393769,0.7363426958397233,0.4271946492980666,0.7572143437589741,0.4082537510106904,0.7364526752491339,0.5163411072482541,0.7411430933949218,0.37365708012814636,0.6901961503133395,0.6398602039507049,0.7896277196991452,AuROC,1.489978346725402,./ad/mammography/results_mdppprgln_2_1e0.pkl
1,0.08670256841151719,0.10910412834026659,0.07255258863321173,0.07144134692558547,0.07562724224863455,0.08698177839278756,0.2670188571627212,0.547489539748954,0.2707835503371765,0.06436828156264546,0.18538119732808378,0.07502709172798103,0.2708203291333895,0.07281760185996518,0.24986853755922014,0.08861046792076663,0.1960041977262734,0.06936443191637606,0.19306800180838968,0.1267237390818984,0.3174938427820111,AuPRC,1.489978346725402,./ad/mammography/results_mdppprgln_2_1e0.pkl
0,0.5130213584086387,0.5695813246816197,0.38807456603958035,0.3702477184364187,0.42151237981185363,0.42504801415883064,0.756316178582121,0.5,0.7572489669063811,0.4769745886464589,0.7551349182588222,0.5,0.7572489669063811,0.4053148567925523,0.7192246044305408,0.41533112967183367,0.7568701489406335,0.39639430469591713,0.690002668019006,0.653843882191686,0.7905543980562159,AuROC,1.4853891071310577,./ad/mammography/results_mdppprgln_2_1e1.pkl
1,0.08911240670609143,0.10910412834026659,0.07255258863321173,0.06855807666742117,0.0742073713102759,0.07476078399028972,0.26868787096250063,0.547489539748954,0.2707835503371765,0.08221954155272958,0.2392957023359043,0.547489539748954,0.2707835503371765,0.07220464610279936,0.23195823242812963,0.07347036003696873,0.2685984813208526,0.0717657789418601,0.20396679073436377,0.129326273262362,0.3171224148965769,AuPRC,1.4853891071310577,./ad/mammography/results_mdppprgln_2_1e1.pkl
0,0.4564624104635225,0.5695813246816197,0.38807456603958035,0.4091559894990031,0.43372416756788684,0.5225651271586005,0.755827381206963,0.5,0.7572489669063811,0.38840043095635246,0.7362897427907479,0.2040138411123399,0.7571960138574056,0.4680499632383641,0.7411695699194095,0.4279502485738318,0.739473035696465,0.3891336270190896,0.6911717084079257,0.6151596432593823,0.7851796635852065,AuROC,1.4875552459045125,./ad/mammography/results_mdppprgln_2_1e2.pkl
1,0.08007935019883605,0.10910412834026659,0.07255258863321173,0.07455952428831053,0.07758449355831823,0.08975033458422829,0.2661715258019867,0.547489539748954,0.2707835503371765,0.07233055505210208,0.18790674886792566,0.1649641133705049,0.2708751428057354,0.08330490378803912,0.2557294879879537,0.07684270809523953,0.1943491442336423,0.0714317212051763,0.20051819311931607,0.11613403035168979,0.3214209413962835,AuPRC,1.4875552459045125,./ad/mammography/results_mdppprgln_2_1e2.pkl
0,0.5831474044325451,0.5285772720511677,0.513647181317864,0.4666815409787297,0.4815186672616391,0.4683920868659823,0.5196712777034063,0.5,0.5259928603302098,0.3942808270117507,0.48784024988844266,0.3922727948832367,0.4448534880261788,0.42243046259110517,0.5103748326639893,0.3834597649858695,0.45812881154246615,0.45723635281868213,0.5227948832366504,0.48612970400118993,0.5211587089097129,AuROC,2.2315553890590696,./ad/pima/results_mdppprgln_2_1e-1.pkl
1,0.5652426251355891,0.513826055985668,0.5257695447481779,0.4731818951388152,0.4966201477400334,0.4624777172622275,0.5401247288275489,0.7530487804878049,0.549882354843982,0.4218411195000994,0.5162650094387394,0.4238195408579146,0.46713622423451556,0.4554548482921744,0.5413581113827395,0.42763198612216186,0.49659049591372895,0.5091761075273189,0.5446472710102275,0.48345391546061667,0.5448758184642519,AuPRC,2.2315553890590696,./ad/pima/results_mdppprgln_2_1e-1.pkl
0,0.5967202141900938,0.5285772720511677,0.513647181317864,0.4309831920273688,0.4459318756507511,0.5049457087609699,0.5253235162873717,0.5,0.5259928603302098,0.4081511230105608,0.49252565818830885,0.4409861668897814,0.5081436858545292,0.43745351777480285,0.5082552431950023,0.41172095790569685,0.46504536665179236,0.4690986166889782,0.5236501561802767,0.45548862115127176,0.5108210620258813,AuROC,2.23253028577723,./ad/pima/results_mdppprgln_2_1e0.pkl
1,0.5727847818939733,0.513826055985668,0.5257695447481779,0.4379959560712332,0.4470890772016456,0.549180553629949,0.5435637362163608,0.7530487804878049,0.549882354843982,0.42349032074993986,0.508295852232446,0.4476487846062684,0.5223694225243194,0.4563640450781625,0.5395630497741996,0.43618918881375024,0.4956400887720872,0.5159799630974687,0.5454122014391637,0.46905993241118044,0.5395574517216032,AuPRC,2.23253028577723,./ad/pima/results_mdppprgln_2_1e0.pkl
0,0.6079503197977093,0.5285772720511677,0.513647181317864,0.4995909564182657,0.5192994199018296,0.46154990331697154,0.5209727800089246,0.5,0.5259928603302098,0.37780752640190385,0.48471664435519857,0.49267440130893947,0.510746690465566,0.40982448311765585,0.5038673211363975,0.3871411572214785,0.452216272497397,0.4512494422132976,0.5211587089097129,0.47642421538003865,0.5181466607169418,AuROC,2.2444567105561792,./ad/pima/results_mdppprgln_2_1e1.pkl
1,0.57665181105178,0.513826055985668,0.5257695447481779,0.4655797431388932,0.4855918580150308,0.4544826447711068,0.5424409469704097,0.7530487804878049,0.549882354843982,0.41064113071897396,0.5054451726933572,0.47500261678477806,0.5191907073016073,0.4505569665270633,0.5382372463574234,0.4205134489154188,0.4907876410111738,0.5140787282750157,0.5440486475773443,0.47467975017392977,0.5437864906504649,AuPRC,2.2444567105561792,./ad/pima/results_mdppprgln_2_1e1.pkl
0,0.5884277852149338,0.5285772720511677,0.513647181317864,0.39792503346720215,0.40722147850661905,0.4847538301353562,0.5166220437304775,0.5,0.5259928603302098,0.45091477019187864,0.49338093113193526,0.4223932768109475,0.44184143983340773,0.4381228618176408,0.5088502156775249,0.4354082998661311,0.4860553324408746,0.46285140562248994,0.5216793098319202,0.46961921761118547,0.5141677822400714,AuROC,2.184447740633268,./ad/pima/results_mdppprgln_2_1e2.pkl
1,0.560616945422217,0.513826055985668,0.5257695447481779,0.4280611058261969,0.43563812883000924,0.47774422687462004,0.5435659181552177,0.7530487804878049,0.549882354843982,0.4494497526087624,0.5063770609630718,0.43430609217118415,0.464572470215376,0.5222658701447027,0.540713674648483,0.44351165900551304,0.5057852754344452,0.5127768441701386,0.5424858945013467,0.46742732119048785,0.5425397965974108,AuPRC,2.184447740633268,./ad/pima/results_mdppprgln_2_1e2.pkl
0,0.6990597194489988,0.491625767258468,0.6661237461873816,0.10998649011830615,0.10887720076694282,0.21591189897710897,0.31087879165020765,0.5,0.5328191822282827,0.3528189477443548,0.456446414109439,0.754963393451405,0.7317016859394418,0.6530124871710234,0.550561949751898,0.21040874156083325,0.3718815892238402,0.9098706911323589,0.7612123901307518,0.2791269622246392,0.3273864601765123,AuROC,1.7463283506604168,./ad/satellite/results_mdppprgln_2_1e-1.pkl
1,0.49934444179402415,0.30130753596271087,0.4623307694519919,0.17385095487090277,0.17369146520292786,0.19016394954911123,0.2582269853734589,0.6492829204693611,0.34264170288941376,0.22353864653977643,0.2963902462044339,0.6973534592452459,0.4865534078510957,0.37337727742945837,0.35272517479710475,0.18949350395136277,0.25771743172001216,0.8655359154967077,0.5303399727082516,0.2207399154094361,0.2656166468559524,AuPRC,1.7463283506604168,./ad/satellite/results_mdppprgln_2_1e-1.pkl
0,0.6632973129945582,0.491625767258468,0.6661237461873816,0.5841084830873957,0.5907524949991791,0.7998562433149534,0.7748593547363049,0.5,0.5328191822282827,0.29799119422664494,0.4238441295144921,0.7542130448820276,0.7596278198946989,0.7178364709086612,0.567729780721453,0.19429879385074916,0.38141336089421346,0.9269573545883996,0.7604881955379512,0.261412603330754,0.32679754477290235,AuROC,1.7476013416653735,./ad/satellite/results_mdppprgln_2_1e0.pkl
1,0.4504420853770451,0.30130753596271087,0.4623307694519919,0.3055077012076082,0.3089899276239041,0.6738538845056842,0.558577650084429,0.6492829204693611,0.34264170288941376,0.20873441994780628,0.2753336018949635,0.7407840806375143,0.5471571110069857,0.4039832040242635,0.36020712234685764,0.1872037106578462,0.24850723317241238,0.8894821881964388,0.5297664237220617,0.21356563036262632,0.2641420532702105,AuPRC,1.7476013416653735,./ad/satellite/results_mdppprgln_2_1e0.pkl
0,0.6458201436123873,0.491625767258468,0.6661237461873816,0.3161041757980119,0.31646221471873653,0.6861658089966072,0.6291663735617568,0.5,0.5328191822282827,0.1891581846615044,0.36224429978589817,0.219702421858231,0.31566857680881805,0.8649958784940359,0.6547566868503216,0.12230501308600691,0.32182648550077647,0.879022526690584,0.750467615063969,0.2784559774462536,0.34124806776224775,AuROC,1.7304241365403628,./ad/satellite/results_mdppprgln_2_1e1.pkl
1,0.4080764216812301,0.30130753596271087,0.4623307694519919,0.2228337261550022,0.22218212466302587,0.4237486757913427,0.4012256807715081,0.6492829204693611,0.34264170288941376,0.20054747681128893,0.26863920197549396,0.20094462173464883,0.234518712211435,0.7527492921291542,0.4067655590150344,0.18872923081882062,0.25081558772077495,0.8419237215258346,0.5092590236683153,0.22564711320433153,0.2696884525806421,AuPRC,1.7304241365403628,./ad/satellite/results_mdppprgln_2_1e1.pkl
0,0.6843269138848757,0.491625767258468,0.6661237461873816,0.16832338580362152,0.16676406768288393,0.2424455591449634,0.36735063824721464,0.5,0.5328191822282827,0.35912025237685535,0.4328906998263015,0.7553935812730312,0.7359512562025508,0.8187484330160586,0.6265798354644315,0.2280527552763393,0.36344377526338856,0.9206371108694125,0.7632442835523955,0.2558805863541176,0.32641335187560083,AuROC,1.7646085972159364,./ad/satellite/results_mdppprgln_2_1e2.pkl
1,0.4533709400087247,0.30130753596271087,0.4623307694519919,0.18251439611452427,0.182184096426567,0.19797635845554323,0.2525741698343958,0.6492829204693611,0.34264170288941376,0.22443827122483923,0.29386059098052364,0.7071345328278912,0.5372879833004699,0.7372534642529609,0.3883031743273808,0.19236079690572805,0.25405824328473914,0.8794161603678612,0.5294835146164772,0.21062784378442073,0.264314078063354,AuPRC,1.7646085972159364,./ad/satellite/results_mdppprgln_2_1e2.pkl
