,iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,lskde,clskde,mlkde,cmlkde,Metric,EnergyScore,path
0,0.28819283856067845,0.5176319692651172,0.4984636094249275,0.886413176687727,0.8756549701220949,0.6163343631421186,0.4954321831600474,0.5973445177736746,0.47931598785222707,0.7260392033268934,0.49978876280652645,0.9054448806760458,0.7261154601948174,0.1262060270705665,0.4327345029957917,0.7249375185763368,0.49112388348809827,0.6534130945973242,0.5017701264870049,0.18403782671245913,0.4005791302417937,AuROC,3.1825606315990145,./ad/cover/results_mdppprgln_2_1e0.pkl
1,0.10046992422451267,0.19025642277122895,0.13160812110485223,0.5925626220039417,0.5582365218270599,0.16483162984591707,0.13899583313246938,0.16971373557345912,0.1367715176538674,0.5255062913521306,0.18008180748288094,0.861300223817867,0.2704161503476509,0.08444605174194843,0.1258686505076529,0.44012694845386685,0.16800387495497737,0.3010840463718213,0.14071340150176626,0.08601377866754005,0.11919321234476163,AuPRC,3.1825606315990145,./ad/cover/results_mdppprgln_2_1e0.pkl
0,0.460543604106206,0.5176319692651172,0.4984636094249275,0.8913931760341132,0.8842677849662217,0.531326217240788,0.47921697873290975,0.5973445177736746,0.47931598785222707,0.6195328945192833,0.47782332455043025,0.5904085448281877,0.534990118441353,0.24563281586776867,0.45600484935403485,0.7255093211265906,0.4769441894303892,0.5134926741329696,0.4784251030888041,0.15799307173365212,0.3964854345982663,AuROC,3.2208945775401108,./ad/cover/results_mdppprgln_2_1e1.pkl
1,0.12931603518617274,0.19025642277122895,0.13160812110485223,0.6073952611755591,0.5723711113098833,0.14012726832119926,0.1360067209463296,0.16971373557345912,0.1367715176538674,0.4635998397952164,0.14247511868871626,0.15775686182164794,0.15229054163193997,0.0932235277157944,0.13111297080511347,0.49338561349202475,0.13927363341667467,0.13707589111312318,0.13515385935326776,0.0860454918137799,0.11870120135953761,AuPRC,3.2208945775401108,./ad/cover/results_mdppprgln_2_1e1.pkl
0,0.3968873529528515,0.5176319692651172,0.4984636094249275,0.9494685160145513,0.9467526839295504,0.798864715202778,0.4943337142654558,0.5973445177736746,0.47931598785222707,0.7679875649058868,0.5665263109011204,0.7241783067354126,0.6267022902471642,0.11933130585242988,0.4313219973647273,0.7765678923589675,0.5360149754275095,0.6782673019783608,0.5063639787369922,0.101241105526959,0.34488651998244896,AuROC,3.243162765524455,./ad/cover/results_mdppprgln_2_1e2.pkl
1,0.11570751489448952,0.19025642277122895,0.13160812110485223,0.7063285329059587,0.6930485715625314,0.2995558789221647,0.1397817971190928,0.16971373557345912,0.1367715176538674,0.6165538126533021,0.2297281873857586,0.2185143105087759,0.19360543057100443,0.08434628073449997,0.12585184131581736,0.6155581362446106,0.1938725558289147,0.27378213576671095,0.14209922976680192,0.08267670900084118,0.10775854759915438,AuPRC,3.243162765524455,./ad/cover/results_mdppprgln_2_1e2.pkl
0,0.6484385262249872,0.566901176211594,0.5522872782224512,0.497447515575109,0.5904313816567981,0.39458457423462345,0.7556224878664844,0.48808706093024323,0.7572210752216951,0.5107359745725621,0.7531758518134117,0.48808706093024323,0.7572210752216951,0.5118888194965172,0.7479811575363744,0.5549922409297251,0.7563674730609995,0.4229759121439732,0.6929032325907102,0.6134519821690534,0.7872908434654312,AuROC,1.4903921548852082,./ad/mammography/results_mdppprgln_2_1e-1.pkl
1,0.13445569633036308,0.10523010796049313,0.13822656492771204,0.08872211615103621,0.10666394775136098,0.07174655006770339,0.2706471953611158,0.09202194211520295,0.27141009393376586,0.0898005652631837,0.2310458718753875,0.09202194211520295,0.27141009393376586,0.10457520637245363,0.262844934344934,0.10146110242180548,0.2661122432733121,0.07489331452521059,0.19773127394191697,0.12190201821417565,0.31421576853899835,AuPRC,1.4903921548852082,./ad/mammography/results_mdppprgln_2_1e-1.pkl
0,0.6625849373255543,0.566901176211594,0.5522872782224512,0.3766561378492818,0.6427763133264095,0.4507612570873192,0.7543115342745426,0.48808706093024323,0.7572210752216951,0.3281533779276142,0.7343180211069202,0.48808706093024323,0.7572210752216951,0.4025011178681176,0.7364919526348718,0.5119661520318365,0.7387655940459665,0.37479078835512686,0.6948995027618801,0.650408114584671,0.7878951181517662,AuROC,1.4900601806214115,./ad/mammography/results_mdppprgln_2_1e0.pkl
1,0.1472611716952708,0.10523010796049313,0.13822656492771204,0.070657475057621,0.13585072262206407,0.07808921543119561,0.26369736904387164,0.09202194211520295,0.27141009393376586,0.066307276862588,0.18358459630489055,0.09202194211520295,0.27141009393376586,0.07230212523716345,0.2505628190863281,0.08794787714914651,0.19070754872117668,0.0696535487961806,0.19800847036359492,0.13657784195462885,0.3165830571864983,AuPRC,1.4900601806214115,./ad/mammography/results_mdppprgln_2_1e0.pkl
0,0.6671001323331573,0.566901176211594,0.5522872782224512,0.504027284735471,0.7599208399867926,0.37130116338084773,0.7564343601156642,0.48808706093024323,0.7572210752216951,0.4732923488962156,0.7549857575995933,0.48808706093024323,0.7572210752216951,0.4012230015872698,0.7179970588713683,0.394871624895636,0.7567325161936089,0.3953660909506046,0.6906802383761875,0.538731675776558,0.7846024984108682,AuROC,1.484893270853163,./ad/mammography/results_mdppprgln_2_1e1.pkl
1,0.14190365056271986,0.10523010796049313,0.13822656492771204,0.08671546726775559,0.23688815527934978,0.06912876247510465,0.269556344135834,0.09202194211520295,0.27141009393376586,0.08192740670786829,0.23906565611660086,0.09202194211520295,0.27141009393376586,0.07188627526907423,0.2310155939603935,0.07138337119422705,0.2684410373438156,0.07183306006757362,0.20532399015525182,0.09750589137229043,0.30975920887510444,AuPRC,1.484893270853163,./ad/mammography/results_mdppprgln_2_1e1.pkl
0,0.659100968981847,0.566901176211594,0.5522872782224512,0.44105174207622805,0.6012450678575115,0.600683509149226,0.7574376543177562,0.48808706093024323,0.7572210752216951,0.3912982711885385,0.7343856601595788,0.5355343019028265,0.7572088135876205,0.4542771653214952,0.739865651904475,0.42649507403796616,0.7371164394509351,0.3904391129871575,0.6925366171191105,0.65455399326871,0.7868847707879605,AuROC,1.4878283934261374,./ad/mammography/results_mdppprgln_2_1e2.pkl
1,0.13675802270176318,0.10523010796049313,0.13822656492771204,0.07728041415562222,0.11453223766868526,0.1045530174597018,0.2708719219954382,0.09202194211520295,0.27141009393376586,0.07245671635800131,0.18574526742375744,0.10023834836004539,0.27138552565711405,0.08163272717363881,0.25452730343791785,0.07683902134877552,0.19091991048178658,0.07139738003667792,0.20205316018325617,0.12943742975605427,0.32516976731012254,AuPRC,1.4878283934261374,./ad/mammography/results_mdppprgln_2_1e2.pkl
0,0.667496140721825,0.566901176211594,0.5522872782224512,0.6069001261231902,,0.48492928808546665,,0.48808706093024323,,0.5069181779003381,,0.48808706093024323,,0.4007913165972603,,0.40236604104164175,,0.36940514901333055,,0.6823311836925302,,AuROC,2.248110640037953,./ad/mammography/results_mdppprgln_test.pkl
1,0.14019180168617829,0.10523010796049313,0.13822656492771204,0.12210690911101894,,0.08352529180139073,,0.09202194211520295,,0.10012176236310172,,0.09202194211520295,,0.07638256825198264,,0.07617467465821776,,0.06861489423665149,,0.15034739221511434,,AuPRC,2.248110640037953,./ad/mammography/results_mdppprgln_test.pkl
0,0.6259545486355006,0.5484159376759276,0.5164450509738757,0.40148546092414505,0.4360078165791265,0.48578532947054753,0.5234715330196258,0.533198815914927,0.5260676403453308,0.39726659953910015,0.48726555329372684,0.5057873018837777,0.5156979256610397,0.4180944115606906,0.5104746281453404,0.38644409289463333,0.45904211034079545,0.45756048356415296,0.5232423762129079,0.4780190046289159,0.5184557510362882,AuROC,2.235375632281842,./ad/pima/results_mdppprgln_2_1e-1.pkl
1,0.6222399122304048,0.5269794195443405,0.5455524858970611,0.43063594443370556,0.4659012619019512,0.47551647954673665,0.5504427477482565,0.5157588926074573,0.5505573368600556,0.4221151484910829,0.5151755026745961,0.47187104917112743,0.501174311015649,0.45223118717068916,0.540720269230782,0.4242167446621306,0.49653303940635984,0.5142876617053878,0.5454857910642352,0.4718318611676667,0.5426514229425405,AuPRC,2.235375632281842,./ad/pima/results_mdppprgln_2_1e-1.pkl
0,0.6271053714167523,0.5484159376759276,0.5164450509738757,0.4030445069623457,0.4506976839760087,0.49665181535921543,0.5226073198336042,0.533198815914927,0.5260676403453308,0.4043180512877493,0.49260990848082387,0.3919986581863471,0.5245803348174258,0.42838398167460273,0.5070897679513879,0.4140140464083235,0.4659490059720901,0.4654277889525002,0.5229851787788653,0.48280308071969114,0.5189762891192946,AuROC,2.2316282223731028,./ad/pima/results_mdppprgln_2_1e0.pkl
1,0.6345656306187504,0.5269794195443405,0.5455524858970611,0.42008460316246465,0.46155845750261515,0.47392542011252825,0.5429816440965537,0.5157588926074573,0.5505573368600556,0.42081614642280757,0.5092975241228086,0.4215301332701961,0.5476758159058706,0.4477154076346912,0.5401792730983763,0.441619397622137,0.4961725236203348,0.5166564304455208,0.5449463033441997,0.4742147229768367,0.5417355257282013,AuPRC,2.2316282223731028,./ad/pima/results_mdppprgln_2_1e0.pkl
0,0.6129105628560226,0.5484159376759276,0.5164450509738757,0.38231384161318216,0.4486075237440789,0.4903502456518237,0.5305917171933459,0.533198815914927,0.5260676403453308,0.38061552136567534,0.4859663548645626,0.5355517457787343,0.5485238879096629,0.40946829823242126,0.5040458029088463,0.387860862785616,0.4547423380203345,0.4499098900886095,0.5214219047553008,0.4823280307047417,0.5190083678483108,AuROC,2.247110924384004,./ad/pima/results_mdppprgln_2_1e1.pkl
1,0.620048115112462,0.5269794195443405,0.5455524858970611,0.41240113611473084,0.46694944623872053,0.4664062413926766,0.5477460558027953,0.5157588926074573,0.5505573368600556,0.41137540952578877,0.5074736381698108,0.5154971023877984,0.5488071088576605,0.43984706735740287,0.5384593572161966,0.4205772954513396,0.4925307749685356,0.5153158818418613,0.5445907330714497,0.473839309529318,0.5419054070959513,AuPRC,2.247110924384004,./ad/pima/results_mdppprgln_2_1e1.pkl
0,0.6321129255629832,0.5484159376759276,0.5164450509738757,0.47842899011562867,0.4991800385890615,0.40937922639730795,0.4974756932916524,0.533198815914927,0.5260676403453308,0.44456867549548695,0.49424714014561955,0.39595647665146927,0.46776991320589467,0.43992501906336445,0.5096221672559536,0.4336110741316075,0.48711632521839365,0.4589356190693763,0.5219084024333677,0.4649090691081106,0.5112555875866087,AuROC,2.1870492973615883,./ad/pima/results_mdppprgln_2_1e2.pkl
1,0.6380691509331888,0.5269794195443405,0.5455524858970611,0.46439306403052266,0.487000581262386,0.4314769728518115,0.5242769681827824,0.5157588926074573,0.5505573368600556,0.4454893760598898,0.5092548795202907,0.4190734534539331,0.4916506650039792,0.5245752806092262,0.5403764208620261,0.4436138561808494,0.5070450479554147,0.5102615870629379,0.5434717784892397,0.47132687727988254,0.542232635182206,AuPRC,2.1870492973615883,./ad/pima/results_mdppprgln_2_1e2.pkl
0,0.43790128963638997,0.5054542260955788,0.47013780844997477,0.15230709864114758,0.14971569199906265,0.7900262076839604,0.6884584301229358,0.5336301689555965,0.5328621277500454,0.3521123179949643,0.4547238200924282,0.7854117514375676,0.7690143533221793,0.6566411334665232,0.5513739121528076,0.2112476805137589,0.37201591864789796,0.9109961432158188,0.7637874615023079,0.28474577675976437,0.32999704514685113,AuROC,1.7449817188652574,./ad/satellite/results_mdppprgln_2_1e-1.pkl
1,0.2655713203884914,0.30936710344606677,0.263943241571693,0.1806971631472681,0.18022006389217654,0.6714411797745802,0.4408866505691255,0.2982826621999466,0.34287885599515,0.2232637840272353,0.2952573382322582,0.7283210534601655,0.5337895148773271,0.3790259531832879,0.3529512584079709,0.18963926542487686,0.2572838865768732,0.8670028435161293,0.5345483571649104,0.22566497008859854,0.26638260427191796,AuPRC,1.7449817188652574,./ad/satellite/results_mdppprgln_2_1e-1.pkl
0,0.441429643980455,0.5054542260955788,0.47013780844997477,0.06497046851931543,0.06555154850485356,0.58319546681074,0.5874309203258553,0.5336301689555965,0.5328621277500454,0.2920875396734428,0.4200194299051929,0.73803894147628,0.7481088875948496,0.7404700136881461,0.5755295409366404,0.19729986946106282,0.3794936531041184,0.9271096581539842,0.7604539818094533,0.27190115570056106,0.3293533735409765,AuROC,1.7467402929971287,./ad/satellite/results_mdppprgln_2_1e0.pkl
1,0.27120368407254464,0.30936710344606677,0.263943241571693,0.16983749384551783,0.16981519541934925,0.4854028531850696,0.3426139932188831,0.2982826621999466,0.34287885599515,0.20740656791551793,0.27336438391430407,0.7148125595589716,0.528647719329944,0.4309981232250685,0.36377658548735337,0.1875904485191725,0.2468664710361986,0.8879852448454231,0.5308033423444745,0.2175193412292949,0.26530930829859023,AuPRC,1.7467402929971287,./ad/satellite/results_mdppprgln_2_1e0.pkl
0,0.4645646693757311,0.5054542260955788,0.47013780844997477,0.1397117330634284,0.13525036053254536,0.6982096844338053,0.5951576622468432,0.5336301689555965,0.5328621277500454,0.19659090648047206,0.36861912390580975,0.6916383756566512,0.7252160333032266,0.8655369630121319,0.6523429301892056,0.12491087561721739,0.33178194460728627,0.8779622142533744,0.7542469708642519,0.26269884214029,0.3311388136648515,AuROC,1.7393085148972323,./ad/satellite/results_mdppprgln_2_1e1.pkl
1,0.28265389158688903,0.30936710344606677,0.263943241571693,0.17997779262128438,0.17920613176943742,0.5527407517413846,0.3829661242261422,0.2982826621999466,0.34287885599515,0.20235990261793046,0.2722906644705192,0.6302023236705544,0.5948897587152582,0.761537046126547,0.40435770132030097,0.18917128298544933,0.25514609688324424,0.8409113796786805,0.513117655687408,0.21336158550027462,0.26653596210148645,AuPRC,1.7393085148972323,./ad/satellite/results_mdppprgln_2_1e1.pkl
0,0.4451630839904532,0.5054542260955788,0.47013780844997477,0.31877976939058467,0.31566441197346573,0.3735605122695422,0.4653568887453511,0.5336301689555965,0.5328621277500454,0.36064328700269505,0.4345576482957169,0.6851283488343317,0.7377851039041332,0.8037256243641744,0.6233982830857276,0.23020018467204095,0.36377314524453885,0.9204720684303159,0.7644872828407999,0.2554903852537982,0.32521617571535977,AuROC,1.7651821540269608,./ad/satellite/results_mdppprgln_2_1e2.pkl
1,0.2755067925662982,0.30936710344606677,0.263943241571693,0.21321939847518173,0.2124622633505449,0.23462835961115053,0.3299793196832811,0.2982826621999466,0.34287885599515,0.2250448281720176,0.29550812892930767,0.6558829455049107,0.5048959398928311,0.7372018202606755,0.3862044153012818,0.19271743861109852,0.2546781958464265,0.8791312152335259,0.5318870132628084,0.21107944476154383,0.26384475312207184,AuPRC,1.7651821540269608,./ad/satellite/results_mdppprgln_2_1e2.pkl
