theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19
1.0162038427934978,1.5473698531081301,1.0820498503923917,0.9617238468129793,1.1357795831310329,1.4414303542727267,1.5343853448173328,0.985308954117298,1.55745652689579,1.2044321638340925,1.541174296710221,1.5240468710129271,1.4296744749053456,1.4821742010956998,1.565153608945314,1.5632556836623697,0.8819499590481977,1.4999970825415836,1.2959244462121688
1.3710534287027418,1.533125895062521,1.5483471581366643,1.5502052668906616,1.2783164268392657,1.4265902794182277,1.5461966690444984,1.1196480780452807,1.417884108397568,1.4905708995170557,1.5672843315307585,1.355540501013239,1.5477610749142547,1.5501177529169494,0.3958362423357744,1.3365652874332479,1.0824017989520196,1.4713750291729875,0.040017067885320695
1.434311262784263,1.3840397779752116,1.270783537215735,1.555083382636882,1.1494736519014939,1.281635044542894,1.2149275435064768,1.4075550747632983,1.5304999839408426,1.2548616342558676,1.0579311500067494,1.443918549328274,1.570712688617609,0.918324497550216,1.4249237537173136,1.0734508147586073,1.3139878524525919,0.6180693371067633,0.2346371798314595
1.5222377166108692,1.555307767220644,1.5381589299752811,1.5054655522672624,0.2807256278991066,1.442254046011114,1.3096800730415015,1.2711937045089543,1.4719512117292526,1.4866197035673285,1.2193609791658566,1.3597796191785638,0.9888756043397838,1.5706314887720993,0.9155434639324986,0.8151192664777063,0.9803672981829434,0.6593563048404887,0.27457872941331984
1.5535585054776404,1.5653505921688375,1.5074079950697603,1.5655732082609948,1.5658133084055619,1.5005795157751158,1.3447928346040636,1.4650918670567725,1.4133618166611017,1.562810648852381,1.5479685659304367,1.1959564685989306,1.5482249525101626,0.3839958430583452,1.5704323938546227,1.070754167547827,0.8184725970265739,0.4691575440766435,0.32680329283577925
1.5047932769761627,1.4438227159212462,1.4979855079792477,0.9672913376757303,1.461515636304782,1.3888847603256382,0.9111101694091683,1.3640203936962818,0.6234784846782154,1.4613292335532437,1.4313631874244357,1.3571587675985122,1.4378977449416201,0.5252661183274095,1.4536454955685953,1.3627249520957214,0.6491355656391461,0.29992763027761105,0.09786116446630085
1.4446245231166837,1.25649472911111,1.564895133574066,1.2167969558297138,0.9993746493577153,1.338377011717156,1.348884963530881,1.369212065036873,0.6797149820470794,1.2300901624643954,1.4193643017383402,1.4821852589902476,1.0345167097329395,0.8991493909872587,1.5616992312630154,1.0420054037574844,0.19903349018224642,0.8438713206236561,0.6458451070007766
1.3342608230686894,1.5586897956494725,1.3233742180820804,1.4872039760650229,1.4753512807231113,1.479407888435064,1.3644874735071915,1.3430199730729249,1.4882967056273348,1.5703866037296115,1.5652674290991657,1.2364098046933978,1.4766440164708756,0.838862367326914,1.5707960645305143,1.460193846371261,0.7265069447272716,1.5154588411242504,0.7727087361102732
1.3064009984824854,1.5341671191681514,1.4759734094090253,1.171591038389339,1.3662426941296415,1.4555698817093548,1.5593879399530133,1.1497143070270865,1.5233946640653988,1.3487406042647623,1.0408120025534937,1.4669905035368052,1.5686649016197618,1.4958067414160272,1.384136062768272,1.5593471775245324,0.888233397671548,1.569173341137534,0.7424764714714703
1.564326032637509,1.5310771660349216,1.4718030556780552,1.4616718624871392,1.3124146916172792,1.2759079397222548,1.2073368215885716,1.497238460465612,1.539626829906069,1.4475370277707225,0.6735741816853363,1.5210766041049142,1.5131785438098093,1.5327231916581197,1.4844089500802435,1.1456840344433634,0.8486584777313694,0.3809013846097162,0.14365783475417512
1.5426430713300379,1.5169187364759558,1.452085168498901,1.570796091458983,1.5327488731407102,1.520369093004565,1.3171199931734403,1.4808791616658088,1.250310709276365,1.5547114190537252,1.468694967610708,0.8261472903496516,1.51416448610212,0.9124033882438373,1.5644016762549262,0.9360092782083768,1.3042243966320082,0.5430011511832666,1.5270549679400607
1.4552546237401065,1.2885774037261726,1.5447203574902941,1.4914510333057107,0.5852581101681665,1.5130313756591676,1.4226632478657724,1.4304164826023338,1.3522035194026818,1.5611625128647155,1.5320597082963325,1.5447433894290168,1.269838680517818,1.441849375097791,0.2585058434222414,0.989925815003974,0.5115108920588906,0.9742645084565357,0.990658584187506
1.538098020048936,1.4365815167050309,1.4636148297386544,0.86650215193362,1.0401295884604898,1.5044631866352292,1.569266808836252,1.4598667061265886,1.542187287001971,1.5107826959473878,1.4226006978640195,1.5440743339966314,1.4891204724664098,1.0143372553592895,1.1476334187366732,1.561767122977603,0.8453556159892327,1.541181179830286,0.4468545026147176
0.8902463503619005,1.37701767948386,1.536078212587519,1.0312961619518775,0.7199126407964362,1.4850711956540898,1.3978894900603411,1.1702035315262398,1.5177007190323815,1.401855376010483,1.3958309685470307,1.1576198590260571,1.2473566455419511,1.195656245034763,0.9608829907593003,1.427256774144362,1.29894443739397,1.5447077225308967,0.3892352918101626
1.5110777159943247,1.5252347202296301,1.4413729107502702,1.5702534671449444,1.5443233406713683,1.5670888325871908,1.1659533588302027,1.2763443504925787,1.2784285260936215,1.5061937299335475,1.541916228053039,1.5658705799098118,1.5345370317801277,1.5646870685093321,1.3228065956550004,0.9615105641551999,1.4710522119876215,0.7025051442379087,0.001005048243423548
1.3843611170833077,1.510389883327598,1.3464256625622435,1.2273102020986437,1.3469972059783117,1.4031760616017774,1.5700501942368632,1.2612801708991417,1.5697965057444292,1.5534224956225147,1.4725686660726751,1.5500494031370493,1.568723661995665,1.4761120521439872,1.5231192471646353,1.5451213739866339,0.8776578899070373,1.570598201133054,0.3083948187007861
1.4450367578321004,1.5490336312745838,1.2524423547141224,1.2732884969619536,1.3774399841604315,1.4380770523200557,1.4050876781039574,1.4811862569480767,1.2104743300260443,1.1761773453200366,1.3829895382641302,1.133908238213339,1.306279687236586,0.6163904874451708,0.8990938962379676,0.4028430433045435,1.5636597259546974,0.7549925422720188,1.1997565085150952
1.355518018251085,1.4867880229355068,1.5671896153077605,1.5687850693130665,1.4342226595372973,1.2616275218190027,1.5319310233755947,1.4300429017521403,1.456906330905456,1.4564516660412576,1.4867489332292845,1.538465316966065,1.5672985238270976,1.287901643681324,0.512169516486975,1.16812393115195,1.2378625604781053,1.3012987289433677,0.28363841839336845
1.552977906248693,1.568684903226433,1.5651878620919644,1.2508601126132948,1.569887553465965,1.541959866250348,1.2462406207298977,1.0894033272793184,1.511831337525767,1.469746786700655,1.5201855682032561,1.5570995388773472,1.1249923202249525,1.5461547915405505,1.540069817561616,1.4766621770903614,1.5376750862627526,0.45962939420139937,0.00044721359910904126
1.519007503575884,1.5601072508694322,1.5139030548424848,1.448143360241069,1.2973447453830254,1.2846896268016914,1.5003489449517906,1.5706585778618063,1.2058001072078393,1.426545832562763,1.1863861087533925,1.556493433267134,1.5235493324530587,1.5664775276207397,1.4794515918146078,0.8431186355751588,0.9382257709180934,0.7889349314292209,0.9019454764227381
1.4617926765334281,1.4828024498596561,1.318570799137086,1.5065122588918916,1.493546846768795,1.5596188522536807,1.4825899639823328,1.4662337650716162,1.544916837649126,1.5706539878346748,1.530813485519654,0.9726124221504303,1.2774616599501194,0.6675269200595912,1.569787904188437,1.5432346325635493,0.29803096944490093,1.4899582435942014,0.7903917175649252
1.4359318066467017,1.555811347026888,1.5620718651516916,1.5616286420409573,1.359538149093063,1.23099834425426,1.561061813304209,1.5215548903946778,1.180568666026459,1.5603629557510883,1.4604157581915407,1.4371998520710114,1.2075372562715543,1.2751730482654133,1.0076404082429762,1.1397498808742494,1.180339243794554,1.393948389251367,0.0868908500541576
1.5706185889767474,1.55143672251001,1.3080016968856178,1.46777297519524,1.554413263227589,1.5703172159748509,1.3527206370485667,1.3800488845964487,1.570184703222304,1.501422247935094,1.4998341354735734,1.5126086062167825,1.5353164910111543,1.519518376500053,1.4444371591362033,1.4399886644793811,1.5295045175428235,0.9722007612847792,0.00044721359910904126
1.230761049073714,1.5252612821954907,1.2016075169583738,1.548863326023288,1.4419031630344066,1.5406605745832878,1.537761313911724,1.416747133342932,1.5066923972230375,1.5590411060533003,1.56789025999155,1.4053302723606145,1.441172734961162,0.2976373319555491,1.566615612630846,1.5469988786055917,0.5402527919510299,1.22063426130287,1.4042761212072135
1.4798107179613886,1.5614540124407048,1.286291180092379,1.5245240841217707,1.4871110321756844,1.54018937445884,1.4938926813382634,1.286908556623542,1.5013570020855442,1.5705193199142626,1.5628237468665567,1.0684739072027767,1.376453821727668,0.7063334355062797,1.5707960790205069,1.5509694964756016,0.38789236946023287,0.5157895548010706,0.3394143474848713
1.5069076302389923,1.5469294312991677,1.5143468190717824,1.5707248030490017,1.4465885174117692,1.4427657008975998,1.330509375406375,1.20539670260514,1.165105239503856,1.5695190791793643,1.4223180793649455,1.2955871358422815,1.519096977075333,0.6452588614831294,1.5683026084860607,0.7318035889629572,1.1575243155565942,1.3287648562813776,1.2746024131442313
1.4572727284388496,1.4241665747175545,1.516223226785162,1.3220598069759655,1.5596087271450758,1.5707328876765265,1.280689024610801,0.9957261038280039,1.3994155372599915,1.4694139475709795,1.3128694810014525,1.517779979083306,1.5246724190913385,1.552825425483912,1.5039327213188756,1.503710225355355,1.5644093505461867,1.1862255556127186,0.007301862748645401
1.5258758598278828,1.5490953176999804,1.398198422928408,1.5706962695325197,1.5672440710238795,1.5699747208300805,1.3589052504617216,0.7816034627128925,1.559454626956656,1.2224305193205462,1.5051804023887374,1.2546295713783673,1.3092893315239362,1.501052957138025,1.5201128995419153,1.1998963829768696,1.4008309604699434,0.7596227774139971,0.02137219823515234
1.3263972990060349,1.4630668578352335,1.4543799604888934,1.4350865786123979,1.4818952727979584,1.4460402096292484,1.5133882191884747,1.510546862231544,1.1144587793383167,1.570110711856831,1.5477666646079304,1.2679050017054108,1.1511285822858373,0.7591341654767829,1.5707961421481997,1.5464644053909344,0.21539971833200494,1.3738081477679938,0.5145041385419943
1.5699076411360322,1.3444718180383992,1.5253612388717166,0.9701619206014124,1.3351306820455717,1.357745703843604,1.4289223205803847,1.3247303371735253,0.6450042954485299,1.3167750071606896,1.4749703250859887,1.5540574560714944,1.3918321057064191,1.4886452613493517,1.560900221453537,1.3070622114016075,0.08922503878397893,1.5302751404706796,0.29034684779822123
1.440998037808239,1.5580958080697507,1.1595803343174675,1.5162274577706905,1.4409488211494133,1.5666964625137243,1.5540067105852828,1.3037271447135506,1.4275458799802376,1.5704910025473764,1.5591525891122735,1.3655249974905046,1.1564911064082912,0.6416361375689924,1.5707963267948943,1.5235134237315704,0.23277279226769473,0.9887808462847932,0.7856766916104766
1.4837391334039507,1.5525411159337967,1.5243185231803933,1.5531221549352372,1.448538320740352,1.5030512694104048,1.4658883758464134,1.3864668393403312,1.1477254517305635,1.5668089139359025,1.3785436136313216,1.168173812150187,1.5160023139484484,0.6345003683932257,1.5671527959070106,1.0582804699689436,1.0232169843948145,0.9497121065412565,0.14258926797080035
1.5087684001726676,1.5118462509205146,1.420532404307979,1.4746638701204837,0.6831943236012324,1.4232723390501845,1.4724649645408887,1.4963990575764685,1.1294514627211218,1.5093073635466812,1.4960749780062865,1.4204086089503198,0.3988560406787521,1.5545707904556125,1.4526477151145998,1.3803477591583346,1.2736185206257769,1.4474665357840542,0.6013591257337912
1.4937492837769564,1.3981871753476953,1.4113131350729464,1.0174824282898722,1.3962591891174818,1.4551414639677467,1.2465624825730641,1.0512821743844336,0.9100708881875358,1.4191355725721364,1.557896949078156,1.3281922382206723,1.2682961523987735,1.4938894863731387,1.5545968482905819,1.1037217641690593,0.9092589924093426,0.7133686792673147,1.493009281664794
1.3689163554916521,1.5653152388447473,1.5412906831193298,1.5601701811193776,1.5107536898314866,1.3636974754907238,1.5177314929027172,1.2266364261850324,1.5343806673950964,1.5280143511254296,1.2882656128576868,1.4072724823833715,1.5280280217112514,1.4689044128310296,0.5272911744561196,1.1930175559921794,0.9752678122870112,1.2070066626086207,0.24049853474065389
1.5699504291470814,1.5486463225457188,1.219303583398032,1.2683896042691123,1.3912787719105544,0.8638040985955718,1.4309544541559582,1.505554421325903,1.4541212556353882,1.519262326009384,1.2550313723935635,1.4364787251146367,1.5181132405495004,1.5405293060806646,1.408828645900471,1.1822475898960432,1.4725029036912194,0.21744983729846717,1.4575704049179914
1.5693452784385635,1.5650472529548483,1.4704337042707292,1.5706079570224374,1.5680978846779152,1.5016997669476977,1.450418115679138,1.52937113683303,1.365484987227811,1.5437015941794903,1.4437898604161572,1.5267514211266238,1.5247205982019478,0.28764491900668726,1.5707208363673757,1.0450534715179902,1.2951184442665813,0.2816381798495421,0.9848380767545762
1.4648917898771447,1.3140815490575966,1.3258358112609898,1.1702679484738738,1.2486029340814337,1.5501176486119894,1.5707669727129343,1.383084522097032,1.570411116314447,1.4400806159024038,1.4776868422532505,1.5513474111419236,1.56773843863077,1.482003314645286,1.4390508804525914,1.543918640767661,1.535302416515525,1.5705413672938577,0.6222766610998653
1.4063033134668352,1.5677551401827787,1.4581093057974488,1.1933181919393994,1.365177826668523,1.451351696367309,1.558378537793161,1.5302099349628189,1.3005614650396544,1.1280382166997212,1.4410585746333657,1.2866372500635124,1.0702374848053255,1.0133462143053888,1.3439638877814075,0.39680389931183113,1.5370123232732307,1.3460121609142397,1.2932698372938933
1.502082130570106,1.4788999216272245,1.455876877322771,1.2456276240057826,1.5567785007157429,1.5340452189883642,1.4780415534543423,1.4601030732369664,1.0524275872628899,1.541458988937293,1.452427691495336,1.5656302862768314,1.4017570238515717,1.3690123306059683,1.569962170003947,1.5656437474754896,0.062385571926187565,1.5233162581328863,1.0482088493252308
1.5280698813657694,1.5610837655543328,1.437305464444338,0.7489446152014748,1.4881908379942728,1.4887859921603375,1.5706672897640976,1.5313892317474043,1.324770155485824,1.3361607286553487,1.457748099066941,1.3875860473644273,1.3931355880463694,0.6420322176033327,0.7273147441508359,1.11139379626704,1.5616986021959751,1.519979331063362,1.4281674105737205
1.567709332984915,1.561494520901003,1.5227786962625534,0.706405718265535,0.8803542339061402,1.4230313611500558,1.5087491677551137,1.4094777704509018,1.337574579950554,1.4478734097876738,1.3983038236120517,1.552659859573261,1.5706743336564066,1.3686960122934861,1.4531890167362425,1.0416757788676536,1.3312758772704056,0.23783084841017652,0.23877423484045726
1.1671424767668033,1.5061691795358425,1.5506742097398043,1.545957913324407,1.2384768926869352,1.0129199266874307,1.4264325509580922,1.3645516938628186,1.444708091000105,1.5510430635827068,1.3854110291016988,1.4189513680762231,1.519472761354705,1.440136639986323,1.2793610257570693,1.49349613821965,1.166498768440804,1.431631464231996,0.031482460272483255
1.556671395027156,1.4135091163103959,1.3457724148136283,0.9812561315436052,1.2100156378408786,1.556057354999996,1.3343225917047052,1.5312269818849351,1.2215680886825078,1.1631186454592586,1.5416367962718502,1.0736826389461653,1.1735921863033056,1.0640983329529579,1.177487537857303,0.418520976959106,1.2916304501802631,1.0030360491580206,0.9252628607993547
1.368050610037996,1.5607518018493713,1.3237427691242984,1.4628889620559469,1.1819666426264495,0.941416891900037,1.2668521520365585,1.514843784827396,1.5118868008153625,1.3513998202928157,0.9845259000965018,1.173365582441137,1.5707963258781146,1.080947154561705,1.4189416461011743,1.3919600380036272,1.1814899964284848,1.1477030936313464,0.14116004188247838
1.518314431778416,1.5707013493948634,1.3758526953889907,1.2191975728677185,1.490745242082821,1.4369169843694165,1.5152103752570034,1.418899978573532,1.5266381047532258,1.0310415486861695,1.544367179299947,1.539430714846841,1.4805726921518454,1.323655006153581,1.1406392304157744,1.1478842427429545,0.4049522416761547,0.5699663408725755,1.3834603125873468
1.4310655783988586,1.5435459326929262,1.5152497188105167,1.522382832406428,1.2133139036322595,1.2111948313344074,1.5369567018428056,1.4596864272985446,1.3732586728247307,1.2406807268193707,1.5078973740521793,1.4864099145230683,1.4923290919903731,1.4356801902209186,0.8841986016940134,1.389486383275837,1.109710824529822,1.3245585394670716,0.38954614170342905
1.5216735186978625,1.56197334894269,1.5149238155078009,1.5369407377724025,1.4314235420677182,1.4139135329331536,1.5488762292007652,1.5180356340073424,1.4020607977267139,1.3945514271561672,1.4340996847535108,1.434080827915694,1.2604959769634088,1.403556786157685,1.5690983507520602,1.0568974632366919,1.242754898459205,0.155111434239492,0.3013097814418847
1.5203992967302642,1.3744845497177145,1.4709082831138427,1.4038967711886365,1.3552622901529077,1.305117698332793,1.2551899026358122,1.4945379706874928,1.4718053436522556,1.3607719748140878,1.3259065034594493,1.3359441372524943,1.52545507450731,1.4614532994188572,1.5019643102299376,0.7707388249098535,0.9461843653043163,0.03532579434130467,0.502265328252921
1.422454974985093,1.4060671164639005,1.5464127076330592,1.3110892265337135,1.3219598491460345,1.3796066599996901,1.1374988072975722,1.4411038000005363,0.8659091738971751,1.4870105233908502,1.215743196654074,1.5578065744746843,1.3026556621979337,1.0704757243947032,1.5248678857726958,1.4310563842948865,0.9989897064160252,0.3748895760038021,1.4749052109604601
1.2787516198226314,1.5350768841536389,1.4222402199411754,1.5165534617930836,1.317101473707139,1.4345742495705849,1.5301647622296743,1.4545708591929714,1.4986899805399934,1.5495277414286246,1.3402534278191476,1.5685961538812077,1.5693270718258374,1.4783496283585815,1.5684894278797905,0.6969533004888216,0.9565134127768264,0.4104416290212555,1.4127821369025868
1.4011795752977663,1.3636037129513618,1.4708096813276876,1.246957525167902,0.9069704131092435,1.398648474627041,1.4181332076080304,1.2826679923862512,1.3601271942094564,1.4267630825095068,1.4982908449251882,1.3097395565564316,1.3253404462165772,1.506152145749672,1.4504624700473967,1.4109962045259339,1.5360386178329732,0.23599720803004148,0.7974797478956425
1.3103231114931502,1.490559842806745,1.3513383986514853,1.4042892083064462,1.5558424805467088,1.514342760899044,1.559053147656085,1.5070725973122334,1.4802598944527152,1.566195458542508,1.568184823902423,1.233878611222253,1.1353820702306046,0.43381588751502137,1.5707960823840315,1.5169881118243678,0.2220537151811311,0.7321909375169865,0.14328056830252536
1.394825532818222,1.335075022563695,1.5624343922436026,1.4523551700491355,0.3480951542044893,1.2951954753837653,1.4538781246503447,1.3573340898989208,1.2972030627188063,1.1206416441439524,1.555478873599339,1.4785290953969112,0.48024724325033996,1.4514845083778642,1.3898373054515702,1.2985910820941733,1.4664321214095384,1.1026148561217115,0.7810942701530849
1.4654703871155066,1.4726703184596581,1.4539415427587268,1.3883877184002043,1.4457919192384294,1.485709126866681,1.2928655922675032,1.4732039375974084,0.913562100535701,1.2752555545790496,1.2771365078627994,1.505994364804183,1.0692667199710197,1.1844853779882833,1.4912247935120428,1.4543963863692404,0.28722959745199744,0.6505314092689898,1.1707324490316866
1.5239164972322055,1.1598937308478976,1.4627266770258724,1.1865601702174824,1.3585839915713236,1.4381854575543336,1.3935232180792716,1.4418961118164222,0.4525105209247797,1.383739576470044,1.303480750369754,0.9790906348399752,1.4971596695979381,0.6176226117075162,1.0039045370519046,1.0215698064545335,0.30019138575184967,1.09717541568954,0.9909791741609844
1.5702029704392733,1.5689282071804684,1.425391965818887,1.3800882349476329,1.5611481292950067,1.4609349547382844,1.4670407491596147,1.330823042516991,1.0259704798412148,1.556259352201518,1.5420257873661474,1.4997229409716828,1.456321727538499,1.5293782399210207,1.3912843666035934,1.131461284925456,1.5417618590184934,0.9095222883392161,0.0005268263137480989
1.398435560622254,1.535326024751372,1.55944189458507,1.5323572053371952,1.2241095192727782,1.3618880869342593,1.492370506181836,1.5287668270004708,1.5653040521354014,1.2376237668264687,1.4198417408344546,1.515112762767669,1.493364960170246,1.0592398578935969,0.5878681663132435,1.3136004004178543,0.900824924402911,1.188913607918869,0.40632021324913564
1.427507113241092,1.4024168503299832,1.5452974552322423,1.37190110460445,1.344815331396732,1.4598070554867981,1.347073230538627,0.6549796118955786,1.0851614847451418,0.9128219553458298,1.5235864198008369,1.3062887489553292,1.2852629409340242,1.1042383111423253,1.3850656108322914,1.1908265619353064,0.16723737659936852,1.373042189710436,1.1215540204893302
1.3457736993930771,1.409791405298652,1.2392062644492021,1.4333059138286954,1.481613046327541,1.5451610137166043,1.52322302082687,1.5186385424644613,1.3746347105429333,1.5684500253643157,1.5091535846399475,1.2302998104278515,1.2205206114230596,0.7137243066853888,1.5707959756671555,1.5130970434405924,0.1955823039835736,0.9257333272796654,0.1398407087528063
1.5257125747630853,1.5419906744177359,1.5131884314342103,0.9155518080363274,1.3985210010032323,1.1505823392796346,1.4730471911371479,1.5689665439507379,1.4462987246681136,1.4331122919299732,1.324228092011974,0.9924361713939002,1.53203603280018,1.3742632513803203,1.441931955916017,0.9903706331907053,0.9910839683561679,0.8372433781676295,1.5343647571430379
1.56659207895301,1.5581179895982966,1.4534679468356253,1.2104398316561247,1.4395660031023125,1.5578982647857291,0.8356457080873181,1.3037537059921613,1.2617542147043037,1.2416929326520754,1.5067043485869125,1.502949137221639,1.167037043679916,0.8415456746964753,0.6512501625760628,0.3350557272913999,1.2343825542719002,1.4386025146452017,0.26940405173862164
1.5057237661540617,1.1357819410570265,1.4506672233544775,1.09655798793219,1.1369574122137698,1.1268972452836474,1.1435993304120267,1.5369568272226268,1.3315747967996785,1.2785133065699037,1.4554031992409016,1.392122111416491,1.3512573801874161,0.9878664660212798,1.565757567856219,1.2656165279260387,0.17975182214896696,0.8044853073751719,1.360095931185076
1.5303269899539955,1.54933456052582,1.180806119154151,1.5260486034833436,1.4751364562325016,1.5696033180340019,1.549395400361806,1.4318688560170447,1.2178177543988074,1.5691256235699804,1.5595719159235721,1.1442137390516824,0.8673556169636243,0.38924709751952524,1.520553099094434,1.1775892762775693,0.6250545607633959,1.503294664492724,0.2491095615663621
1.5663341127402926,1.378135725262676,1.341613169990858,1.430191591891378,1.566308842533475,1.570729901986639,1.3782077692974428,1.4721545594574335,1.537598013163942,1.4906316416882406,1.5239494118252532,1.5449252828269335,1.5132964791542993,1.5472413186632616,1.4475741961732733,1.4796669462349352,1.5498924453437246,1.2471356244558716,0.0026561004547736465
1.5436033147008397,1.5683271294721748,1.5498249421520314,1.5707959256084065,1.5623728421849616,1.3991326747708972,1.4626023492110332,1.134928729509121,1.1238720202826251,1.5265675283742506,1.403610387564911,1.2916178312717042,1.4683737894226192,0.8852128889465068,1.570776737362563,0.8934273239662816,1.397289211429544,0.06337684386432997,1.0907451760725133
1.546751860690163,1.2644623958838928,1.2268165262842876,1.5238538477816013,1.5626595988993999,1.5707928714022643,1.3170487763706544,1.1352465974329524,1.2701806378703624,1.0171425984274445,1.546590625989322,1.538213795243399,1.4084449431162325,1.4980663021356566,1.5537817763534882,1.3273730428564006,1.5131808685907655,0.619695248920349,0.014245399803067505
1.4734774091540659,1.5707125187338686,1.3569995637182437,0.9162549638101342,1.4593368089669696,1.569587910264791,1.3385946081727316,1.235491371688984,1.0526221943175023,1.2888803782154727,1.5098530774163028,1.3694803953272503,1.484087937687589,1.0307938331562074,0.601332814816064,0.4168727474320217,1.5531511520999044,1.445760939696508,0.22716742689187225
