"X","x"
2285,0
2294,0
2296,0
2307,0
2311,0
2316,0
2323,0
2326,0
2327,0
2332,0
2338,0
2339,0
2340,0
2341,0
2345,0
2346,0
2352,0
2355,1
2357,0
2359,0
2360,0
2364,0
2374,0
2381,0
2392,0
2394,0
2395,0
2398,0
2406,0
2407,0
2410,0
2411,0
2413,0
2419,1
2426,0
2435,0
2442,0
2444,0
2445,0
2462,0
2464,1
2465,1
2480,0
2489,0
2490,0
2491,0
2496,0
2498,0
2504,0
2508,0
2512,0
2520,0
2525,1
2527,0
2529,0
2532,1
2534,0
2536,0
2547,0
2551,0
2554,0
2555,0
2557,0
2560,0
2567,0
2570,0
2574,0
2579,0
2589,0
2594,0
2595,0
2596,0
2608,0
2609,0
2610,0
2618,0
2619,1
2628,1
2630,0
2641,0
2645,0
2658,0
2673,0
2678,0
2681,0
2698,0
2706,0
2708,0
2711,0
2722,0
2728,1
2732,0
2736,0
2739,0
2744,0
2747,0
2748,0
2749,0
2752,0
2755,0
2756,0
2759,0
2762,0
2763,0
2764,0
2766,0
2768,0
2770,0
2772,0
2775,0
2776,0
2779,0
2789,0
2790,0
2793,0
2796,0
2799,0
2801,0
2805,0
2806,0
2807,0
2820,0
2824,0
2827,0
2828,0
2833,1
2837,0
2838,0
2839,0
2842,0
2843,0
2844,0
2850,0
2851,0
2864,0
2868,0
2873,0
2874,0
2882,0
2883,1
2887,0
2891,0
2892,0
2899,0
2904,0
2906,0
2916,0
2917,0
2921,0
2936,0
2939,0
2940,0
2952,0
2963,0
2972,0
2975,0
2978,0
2984,0
2993,1
2995,0
3003,0
3004,0
3007,0
3010,0
3013,1
3016,1
3027,0
3031,0
3036,0
3039,0
3041,1
3044,0
3046,0
3050,0
3053,0
3058,0
3059,1
3063,0
3086,0
3092,0
3099,0
3117,0
3122,0
3131,1
3132,0
3152,0
3155,0
3166,0
3170,0
3173,0
3175,0
3176,0
3178,0
3187,0
3189,0
3190,0
3197,0
3199,0
3211,1
3212,0
3213,0
3218,1
3228,0
3229,0
3232,0
3233,0
3239,0
3243,0
3248,0
3249,0
3250,0
3253,0
3260,0
3266,0
3272,0
3276,0
3280,0
3283,0
3290,1
3300,0
3307,0
3309,0
3312,0
3315,0
3318,0
3320,0
3336,0
3343,0
3349,0
3362,0
3367,0
3372,0
3375,0
3381,0
3384,0
3387,0
3391,0
3397,0
3404,0
3406,0
3412,0
3422,0
3425,0
3429,0
3431,0
3432,0
3437,0
3445,0
3447,0
3453,0
3456,0
3463,0
3464,0
3467,0
3468,0
3470,0
3476,0
3482,0
3503,0
3507,0
3508,0
3521,0
3525,0
3526,0
3531,0
3534,0
3538,0
3541,0
3550,0
3551,0
3553,0
3555,1
3560,0
3562,0
3563,0
3567,0
3589,0
3590,1
3593,0
