"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
86,12,258,38,3346,34,41,16,785,1,0,2,0
238,13,67,17,598,72,17,52,892,0,1,3,1
126,10,277,4,2324,17,19,15,2793,1,0,1,0
10,15,85,17,2590,68,4,59,313,0,1,3,1
14,10,631,58,2928,47,33,9,3427,1,0,2,1
100,16,272,9,779,64,43,16,1060,0,1,3,1
180,29,150,50,1805,123,49,65,1230,1,0,3,1
248,20,841,60,2943,64,55,0,2529,1,1,2,0
119,7,242,46,2033,50,23,24,2098,0,1,3,1
163,13,0,30,1824,24,40,28,2846,0,0,2,0
22,11,240,1,5030,41,37,3,6385,0,1,2,0
153,24,931,108,3185,34,8,3,2072,1,1,1,1
62,8,418,63,1806,21,18,7,2925,1,1,1,0
192,4,30,34,1489,33,23,5,2478,0,0,2,1
187,4,641,28,382,30,14,9,1680,1,1,1,1
98,15,755,36,5683,71,7,60,6132,1,1,3,1
72,27,450,49,2030,115,44,64,1356,1,1,3,1
370,6,391,50,3000,47,10,34,3180,1,1,3,1
161,10,175,4,1828,19,16,8,2079,0,1,1,0
328,10,534,12,1250,17,28,22,4039,0,0,2,0
183,16,67,15,1390,9,35,43,2329,0,0,2,0
240,5,240,26,930,31,12,12,1822,0,0,1,1
54,12,190,16,3475,46,38,2,2898,0,0,2,1
254,11,342,49,693,50,4,40,2140,0,1,1,1
90,9,591,83,1694,41,5,29,2239,1,1,1,1
32,15,60,11,1168,75,9,62,408,0,1,3,1
209,5,0,30,992,38,24,9,2084,0,1,2,1
246,9,30,31,1846,19,23,15,5636,0,0,1,0
348,20,60,14,691,83,44,34,2108,0,0,3,1
183,13,636,38,1905,17,16,13,932,1,1,1,0
161,26,95,28,1082,39,79,61,2080,0,0,2,0
54,19,85,8,1001,58,0,47,362,0,0,1,1
147,6,437,78,6234,26,14,4,2758,0,1,1,1
64,13,607,46,2081,36,4,21,2272,1,1,1,1
28,16,576,100,1368,46,49,12,2685,1,0,2,0
110,11,42,32,1110,18,16,11,1772,0,0,1,0
138,20,212,26,741,4,39,58,1211,1,1,1,0
29,11,228,9,3755,15,29,26,1415,1,1,2,0
32,9,300,18,5196,22,31,19,2630,1,1,2,0
285,12,331,21,2897,61,7,51,859,1,1,3,1
54,11,108,12,5060,18,16,11,722,0,1,1,0
358,32,391,152,600,133,61,60,1129,1,0,3,1
123,6,484,29,2885,31,27,3,828,1,1,2,0
92,12,210,28,323,41,41,8,458,1,1,2,0
86,14,323,20,4782,27,8,6,765,1,1,1,1
304,24,30,9,1123,102,49,47,2401,0,0,3,1
284,13,480,39,5449,41,43,9,2584,1,1,2,0
52,18,150,27,6056,19,13,13,3606,0,1,1,0
16,8,371,4,3738,52,25,24,5660,1,1,3,1
91,18,319,4,4421,42,55,24,2903,0,1,2,0
62,14,371,56,5289,42,2,29,1310,1,1,1,1
3,5,725,111,2942,39,24,10,1506,1,1,2,1
11,25,1033,114,2529,6,31,54,1381,1,0,1,0
108,5,95,30,6594,28,13,7,2951,0,1,1,1
201,22,30,17,2274,98,14,78,234,0,0,3,1
262,16,382,20,1337,10,24,33,1718,1,1,1,0
334,4,0,30,5401,45,17,25,256,0,1,3,1
120,20,277,38,3087,5,44,62,1455,1,0,2,0
20,16,752,125,3075,62,45,10,853,1,1,3,1
148,11,201,19,1087,28,8,9,499,1,0,1,1
32,10,42,22,1978,63,20,40,750,0,0,3,1
121,20,765,211,2089,88,8,74,960,1,1,3,1
211,12,270,42,1140,45,40,2,2090,1,0,2,0
201,18,570,67,2026,23,10,4,997,1,1,1,0
271,16,67,24,3319,18,48,45,3189,0,1,2,0
171,21,85,13,1233,88,44,38,2452,0,0,3,1
202,6,150,43,1259,23,18,4,787,0,0,1,0
63,9,324,39,3013,34,34,7,2361,1,0,2,0
16,9,162,19,4530,18,25,18,1728,1,1,2,0
307,14,150,15,4926,74,13,58,1348,1,1,3,1
385,2,150,17,1048,39,19,16,4987,0,0,3,1
47,18,492,230,824,71,2,61,1746,1,0,3,1
52,3,666,76,1359,43,19,21,2230,1,1,3,1
263,6,309,13,5087,27,24,5,2256,0,1,2,0
255,17,306,5,845,56,49,0,1415,0,0,2,0
93,7,285,27,2798,22,24,12,1465,0,1,2,0
129,4,324,13,1293,29,22,1,2845,1,1,2,1
23,14,228,51,4184,26,8,4,1560,1,1,1,1
174,14,360,38,904,12,25,28,1215,0,1,1,0
101,30,480,171,832,22,88,97,765,1,0,2,0
4,11,268,9,4535,20,34,25,5650,1,0,2,0
123,11,120,20,1842,31,37,15,2483,0,0,2,0
0,10,360,10,3667,23,33,20,4206,0,0,2,0
44,33,134,24,785,75,6,41,417,1,0,1,1
332,20,268,154,4140,91,31,56,1053,1,1,3,1
26,21,277,3,1731,4,37,58,1326,1,1,1,0
173,19,216,22,3589,14,52,57,2974,1,1,2,0
74,7,0,30,3376,27,12,6,1934,0,0,1,1
201,2,85,4,1087,41,14,23,2387,1,0,3,1
85,19,268,19,1006,11,51,61,2463,0,1,2,0
111,19,255,31,1440,77,45,26,2634,1,0,3,1
301,10,162,10,765,18,18,12,1114,0,0,1,0
19,14,361,35,1914,19,43,38,3104,1,1,2,0
117,18,552,20,4186,25,8,0,1693,1,0,1,0
93,17,192,20,4825,79,33,43,979,1,1,3,1
72,20,301,62,5266,59,0,48,1463,1,1,1,1
157,14,95,15,2133,18,41,37,3422,0,0,2,0
37,12,108,13,1050,14,24,24,124,0,1,1,0
17,16,592,109,1328,45,51,15,2642,1,0,2,0
226,14,534,61,778,17,42,38,2584,0,0,2,0
43,12,162,5,3734,14,26,26,5712,1,0,1,0
32,10,534,39,6000,59,9,47,6144,1,1,3,1
55,9,457,39,4911,31,34,11,5413,1,1,2,0
344,10,212,11,1948,44,34,4,2106,1,0,2,1
87,10,268,17,1292,32,35,11,2239,1,0,2,0
288,16,201,2,912,10,39,46,671,0,0,2,0
91,8,258,14,2021,36,31,2,1800,1,0,2,0
351,5,255,6,752,26,21,4,5380,1,0,2,0
105,13,60,45,1590,19,13,7,589,0,1,1,0
98,12,108,7,4014,18,14,10,2550,0,1,1,0
119,15,95,30,2763,10,36,43,1224,0,1,2,0
11,13,90,21,4323,69,26,41,2475,0,0,3,1
12,6,424,110,1200,26,14,3,1756,1,0,1,1
104,7,768,42,5614,40,28,7,5555,1,1,2,1
75,13,30,28,3129,47,41,1,4535,0,0,2,0
17,6,366,5,1674,23,22,8,1195,0,0,2,0
21,16,30,23,2644,61,1,52,1863,0,0,1,1
141,40,240,128,1273,155,27,104,1450,1,0,3,1
91,6,297,29,1900,50,20,27,1577,0,1,3,1
69,5,457,36,2202,41,23,14,1846,1,0,2,1
45,13,408,39,6351,22,40,30,3000,0,1,2,0
653,17,42,22,134,75,39,31,1040,0,0,3,1
31,7,417,33,3779,22,16,4,3307,1,0,1,0
176,13,240,7,4117,25,43,29,3036,0,1,2,0
12,6,297,21,4002,39,28,6,4781,0,1,2,1
62,20,679,185,768,76,50,20,1423,1,1,3,1
136,20,940,133,3124,27,8,1,1745,1,1,1,0
46,11,240,1,4034,55,31,20,2147,1,1,3,1
298,13,335,63,765,14,20,21,2292,1,1,1,0
397,11,85,14,1410,38,37,7,4361,0,0,2,0
191,17,350,27,5833,78,8,65,2061,1,1,3,1
52,8,170,10,4981,25,12,3,5850,0,1,1,1
197,10,454,31,1194,44,35,3,1075,0,0,2,1
16,1,180,6,330,38,16,18,446,0,0,3,1
101,17,268,45,4013,30,6,9,2259,1,1,1,1
77,19,182,41,1289,44,1,28,564,0,1,1,1
341,16,560,21,2860,17,14,13,3395,1,1,1,0
19,16,450,86,3270,51,48,5,674,1,0,2,0
272,24,60,1,967,89,58,24,1782,0,0,3,1
176,22,67,18,1194,37,67,46,1537,0,0,2,0
1,12,234,34,1470,14,23,23,2073,1,1,1,0
156,6,408,11,1205,35,26,3,1290,1,1,2,1
95,16,313,35,1269,26,49,36,2614,1,0,2,0
28,1,534,20,3847,36,15,15,3293,1,0,1,1
81,2,0,30,3323,32,18,8,3290,0,0,2,1
208,11,162,13,1476,19,33,26,1920,0,0,2,0
255,13,120,13,5518,24,42,29,1567,0,1,2,0
95,7,30,25,153,26,27,9,1106,0,1,2,0
184,13,277,18,4332,43,42,7,2187,1,1,2,0
235,16,577,52,3737,60,45,9,2885,0,1,3,1
162,17,365,24,591,13,46,51,2567,1,0,2,0
53,7,150,5,3736,24,25,10,5671,0,0,2,0
75,15,1172,212,2754,38,49,20,990,1,1,2,0
63,15,170,8,2352,12,21,26,684,1,1,1,0
711,17,30,36,85,62,48,8,751,0,0,3,1
351,4,212,5,488,44,21,20,932,1,0,3,1
73,14,42,20,5949,66,32,30,4522,0,0,3,1
283,20,450,144,382,11,21,32,3330,0,1,1,0
155,14,210,54,721,15,18,19,2291,0,0,1,0
142,9,234,16,1842,28,34,14,1546,0,0,2,0
22,10,270,1,5031,23,33,21,6423,0,1,2,0
87,18,67,30,1597,65,0,55,480,0,1,1,1
19,14,85,23,949,12,36,39,2177,0,0,2,0
153,19,90,1,3785,88,33,52,1084,1,0,3,1
133,14,127,14,1632,52,41,4,1451,0,0,2,1
264,17,30,24,1776,10,22,31,6508,0,0,1,0
185,3,42,30,2014,31,20,5,2193,0,1,2,1
34,19,600,68,2350,59,55,5,1931,1,1,2,0
163,4,30,30,6900,31,24,1,2635,0,1,2,1
35,4,342,111,5154,42,22,15,5063,1,1,3,1
278,5,446,6,5958,47,12,31,1939,0,1,3,1
121,28,242,54,3079,34,11,6,934,0,1,1,0
135,5,60,28,1895,37,25,8,2388,0,0,2,1
160,3,272,62,6271,33,13,14,2588,0,1,1,1
352,12,90,21,4702,66,22,43,700,1,1,3,1
31,22,190,64,5487,11,60,73,1198,1,1,2,0
9,11,342,22,3421,15,28,26,2242,1,1,2,0
6,11,573,11,5437,62,23,37,2047,0,1,3,1
103,17,474,172,1124,69,43,20,630,1,1,3,1
71,19,90,44,3078,8,26,40,1395,0,0,1,0
136,19,330,113,2696,91,22,66,2592,1,1,3,1
66,15,466,103,240,42,48,15,1024,1,0,2,0
688,12,0,30,1572,32,41,17,990,0,0,2,0
208,13,95,17,2270,33,5,17,713,0,0,1,1
305,9,408,6,2724,28,9,10,1142,1,1,1,1
147,5,272,16,1215,40,25,10,1396,1,1,2,1
256,5,301,54,3099,43,22,18,1237,0,1,3,1
260,17,134,10,2023,10,41,49,797,0,0,2,0
83,11,242,10,2322,54,34,16,2781,1,0,3,1
251,14,382,54,750,32,45,24,153,0,0,2,0
60,5,153,18,1091,33,25,2,1852,1,0,2,1
396,13,42,28,162,14,19,20,1779,0,0,1,0
298,13,175,3,882,58,3,49,1282,1,1,3,1
109,8,190,10,3397,20,19,10,6250,0,0,1,0
175,20,902,209,2685,49,61,23,2191,1,1,2,0
73,7,95,18,4188,53,21,29,663,0,1,3,1
221,24,1057,296,4241,77,1,64,1293,1,1,1,1
161,15,85,14,2244,78,22,54,927,0,0,3,1
23,24,162,45,5316,52,1,33,957,1,1,1,1
177,9,295,3,2439,24,32,17,6153,0,0,2,0
245,13,551,12,4577,14,34,34,2154,1,1,2,0
101,15,514,35,3300,64,40,19,930,0,1,3,1
22,8,175,10,1099,53,10,40,1831,1,0,3,1
212,6,268,25,1231,24,25,9,1852,0,0,2,0
