"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
173,15,277,42,1770,13,20,23,1044,1,0,1,0
30,16,134,13,2160,79,23,53,2279,1,1,3,1
44,12,324,54,2826,67,12,53,2089,1,1,3,1
220,14,247,26,1776,56,42,9,2126,1,0,2,1
55,14,270,36,4308,15,38,37,2349,0,1,2,0
35,6,540,41,4218,44,24,16,5538,1,1,3,1
132,15,127,2,3241,11,37,43,5076,0,0,2,0
347,17,277,98,558,77,35,39,400,1,0,3,1
193,12,537,32,2547,49,37,7,1597,1,0,2,1
7,9,108,6,4368,59,19,39,4203,0,1,3,1
1,16,300,14,5289,75,32,40,2197,0,0,3,1
58,18,175,36,1486,7,31,45,1613,1,1,1,0
6,14,201,15,1590,10,29,35,2024,1,0,1,0
3,15,150,19,942,12,36,41,2089,0,1,2,0
336,11,849,173,6332,61,9,49,1761,1,1,3,1
146,14,201,4,2567,13,37,39,2996,0,1,2,0
89,10,153,35,1611,27,36,18,2412,0,0,2,0
48,25,175,66,1292,52,3,28,569,0,1,1,1
32,5,531,131,4808,48,20,24,5114,1,1,3,1
145,8,335,14,1142,43,31,6,1312,1,1,2,1
249,10,395,42,865,18,30,24,1273,1,0,2,0
13,15,631,111,1218,27,48,34,2571,1,0,2,0
28,7,774,224,484,47,25,19,1527,1,1,3,1
64,18,591,74,175,16,15,19,666,1,1,1,0
255,29,283,30,3062,95,4,75,1844,1,0,3,1
17,18,67,12,365,70,45,20,1561,0,1,3,1
318,14,342,16,3124,33,4,17,976,1,1,1,1
216,6,30,36,1712,50,18,29,4149,0,0,3,1
8,30,234,78,1510,100,5,78,484,1,0,3,1
232,5,150,16,1830,32,26,1,3762,0,0,2,0
331,22,85,2,1295,96,44,46,849,0,0,3,1
94,11,255,11,6441,50,34,11,2998,0,1,2,1
131,17,0,30,2016,12,44,49,2663,0,0,2,0
292,32,255,87,1050,131,20,97,1470,1,0,3,1
199,23,67,26,1179,18,16,22,924,0,1,1,0
169,24,323,81,400,7,29,49,1745,1,1,1,0
114,6,324,17,1263,32,27,1,2829,0,1,2,0
94,12,702,79,3072,24,39,26,1571,1,0,2,0
91,8,212,7,3796,22,28,16,2501,0,1,2,0
21,13,234,28,3432,13,23,25,2817,1,0,1,0
338,19,750,165,830,57,55,7,2147,1,1,2,0
290,9,30,27,1092,44,33,6,1987,0,0,2,1
27,3,120,20,5029,37,12,19,4686,0,0,1,1
159,24,330,111,1001,10,64,80,834,1,0,2,0
30,9,150,7,3245,42,32,4,4499,0,0,2,1
261,30,60,53,732,53,6,19,767,0,0,1,1
334,22,85,3,845,72,61,2,3163,0,0,2,1
26,15,0,30,810,11,23,29,1533,0,1,1,0
66,16,674,124,216,79,23,53,1664,1,0,3,1
219,17,684,83,313,79,36,40,1839,1,1,3,1
132,13,0,30,2040,14,33,32,2646,0,0,2,0
190,35,192,75,1740,95,7,60,1209,1,0,1,1
22,17,376,49,4644,36,54,30,2148,0,1,2,0
211,11,474,68,5093,56,31,22,859,1,1,3,1
303,12,242,15,1585,41,39,5,4327,1,0,2,0
189,7,420,19,2405,28,28,8,5793,0,0,2,0
333,18,210,85,552,9,25,36,3912,0,1,1,0
281,10,395,36,4201,18,31,24,1158,0,1,2,0
156,4,400,17,1738,27,18,2,2259,1,1,1,1
261,7,543,39,6047,40,8,26,2977,1,1,1,1
207,4,180,12,1181,43,13,27,2307,0,0,3,1
43,17,201,36,3701,74,41,29,2753,1,1,3,1
287,15,247,39,888,20,12,7,2484,1,1,1,0
312,6,42,25,5362,23,17,3,569,0,1,1,0
307,20,443,140,924,37,63,41,1860,1,1,2,0
242,12,60,21,1236,48,39,4,1473,0,0,2,1
17,21,268,85,270,3,36,58,1110,1,0,1,0
173,9,170,19,1087,25,33,17,2379,0,0,2,0
335,12,42,18,1140,13,26,27,446,0,0,1,0
138,22,42,19,1095,12,60,70,2203,0,0,2,0
380,10,376,60,3214,18,27,21,2886,1,1,2,0
55,12,90,22,4226,55,35,16,920,0,1,3,1
73,7,67,35,4019,52,22,27,1116,0,1,3,1
164,6,150,20,2047,24,19,4,1008,0,0,1,0
21,10,120,2,1423,40,35,2,1399,0,1,2,0
191,6,134,27,2268,37,9,22,1928,0,1,1,1
97,22,366,107,2240,3,43,66,1546,1,1,1,0
201,22,192,26,2881,81,2,69,324,1,1,3,1
58,9,300,29,4348,28,33,13,1929,1,1,2,0
122,15,573,28,2697,52,46,2,2582,0,1,2,0
42,22,108,4,1326,87,53,27,2311,1,1,3,1
328,11,256,19,659,17,32,28,2347,1,0,2,0
65,12,234,6,4877,17,16,13,5828,1,1,1,0
63,14,547,54,1148,21,12,6,1477,0,1,1,0
41,31,192,22,810,118,11,91,997,1,1,3,1
182,12,488,28,256,35,40,13,949,1,0,2,0
163,13,0,30,1824,24,40,28,2846,0,0,2,0
24,5,218,29,3903,49,15,31,5840,1,0,3,1
222,2,30,28,1259,40,14,22,2106,0,0,3,1
6,20,150,7,4674,8,49,62,6335,0,1,2,0
62,26,210,59,1442,5,65,89,2024,1,0,2,0
49,7,0,30,1203,22,18,6,1657,0,0,1,0
38,11,150,1,3102,26,36,21,2533,1,0,2,0
55,9,443,22,2330,52,29,19,2599,1,0,3,1
68,10,162,25,170,46,35,6,430,1,0,2,1
394,12,865,307,953,26,9,5,1556,1,1,1,1
33,13,362,6,2903,26,43,29,2564,1,0,2,0
227,22,306,7,1338,57,67,22,2680,1,0,2,0
488,19,60,6,658,91,25,63,1682,0,0,3,1
277,8,0,30,1974,23,15,2,1673,0,0,1,0
378,21,42,16,781,4,35,55,3320,0,0,1,0
225,4,0,30,5555,47,16,27,2040,0,1,3,1
28,15,503,43,582,9,35,43,1384,1,0,2,0
188,10,420,5,2012,21,31,21,2349,0,1,2,0
169,12,170,31,2850,38,40,9,3067,0,1,2,0
209,16,95,11,335,50,49,8,2488,0,0,2,0
291,25,175,26,1956,93,62,22,1510,1,0,3,1
492,24,150,30,902,109,28,75,1406,1,0,3,1
43,11,201,11,1248,17,31,27,2448,0,0,2,0
29,26,939,98,2442,4,37,64,1473,1,0,1,0
40,17,283,54,2226,61,1,52,1253,1,1,1,1
272,18,30,27,1698,59,51,1,6428,0,0,2,1
162,13,268,17,3987,14,19,20,503,1,1,1,0
295,3,0,30,1343,30,20,4,1129,0,0,2,1
28,1,376,31,3845,33,16,12,3360,1,0,1,1
204,8,1290,173,3001,29,31,11,1499,1,1,2,0
67,31,108,23,3161,88,4,62,990,0,1,1,1
360,5,424,68,5113,32,10,15,1090,1,1,1,1
255,20,242,23,745,73,1,62,4897,1,1,3,1
47,7,60,29,4962,26,26,9,1323,0,0,2,0
38,9,837,93,1449,58,20,36,2001,0,1,3,1
68,19,335,17,1655,86,38,45,2340,1,1,3,1
6,33,258,97,2320,1,59,101,1831,1,0,1,0
43,17,408,129,421,21,50,44,752,1,1,2,0
162,15,301,3,4816,23,46,36,579,1,1,2,0
772,4,0,30,1129,45,17,24,759,0,0,3,1
84,4,417,20,1337,38,23,10,2039,1,1,2,1
194,8,297,1,3494,56,18,36,787,0,1,3,1
220,22,234,46,768,3,38,61,560,1,1,1,0
94,21,616,183,1911,98,19,75,782,1,1,3,1
159,13,190,8,4924,24,42,29,1092,0,1,2,0
135,6,192,29,3270,39,26,8,6031,1,0,2,1
76,5,607,76,2520,39,24,10,2731,1,0,2,1
59,12,170,26,674,38,40,9,1415,0,0,2,0
20,6,433,17,2940,24,19,3,2053,1,0,1,0
3,14,85,23,1965,69,29,38,2505,0,1,3,1
250,21,182,22,1572,40,64,38,1506,1,0,2,0
65,15,684,65,5869,60,2,51,3687,1,1,1,1
127,6,323,39,5758,48,23,22,4603,1,1,3,1
53,20,85,11,726,78,47,26,1771,0,0,3,1
51,13,67,28,1565,31,43,22,1318,0,1,2,0
6,22,120,15,1560,52,68,30,1275,0,1,2,0
40,11,228,5,4074,39,37,4,2054,0,1,2,0
82,12,85,38,2130,68,23,42,750,0,1,3,1
41,12,85,18,2061,19,37,30,2377,0,0,2,0
169,32,300,86,1020,137,36,90,1480,1,0,3,1
318,20,120,2,2100,53,60,18,1571,0,0,2,0
233,8,201,24,5236,23,28,14,2884,0,1,2,0
86,13,450,44,1724,28,43,26,3218,1,1,2,0
249,22,390,19,1950,53,66,27,2203,0,0,2,0
78,13,646,75,5806,67,8,55,5042,1,1,3,1
94,25,150,35,3962,112,25,81,858,1,0,3,1
291,3,153,34,467,31,15,10,1436,0,0,1,1
73,10,636,92,1664,62,21,39,2116,0,1,3,1
74,26,781,113,4025,86,2,69,1276,0,1,1,1
236,21,240,66,1879,66,0,54,1487,1,0,1,1
338,32,242,76,1099,58,8,21,1074,1,0,1,1
182,23,451,9,872,9,25,41,1253,1,1,1,0
279,9,0,30,616,37,34,4,1509,0,0,2,0
159,24,819,30,2658,70,67,9,2280,1,1,2,0
178,8,30,26,1921,53,24,26,1869,0,1,3,1
161,3,0,30,1826,40,20,16,2783,0,0,3,1
318,9,180,2,4795,59,18,39,1060,0,1,3,1
352,13,319,8,1850,34,42,18,2054,1,0,2,0
149,8,693,32,967,54,20,32,992,0,1,3,1
6,12,234,3,5675,62,7,51,3169,1,1,3,1
125,10,30,29,1199,17,24,19,3013,0,0,1,0
152,10,127,21,1862,57,25,30,1443,0,0,3,1
293,18,297,67,3407,53,0,41,571,0,1,1,1
21,11,212,27,1583,16,28,25,1533,0,0,2,0
343,19,108,10,743,8,26,39,2184,0,0,1,0
50,14,518,67,1566,30,6,13,1853,1,1,1,1
21,23,150,7,1237,14,19,31,659,0,0,1,0
71,12,553,65,6107,65,8,54,5323,1,1,3,1
166,7,162,28,3891,25,26,10,1781,0,1,2,0
525,11,60,24,541,34,38,12,579,0,0,2,0
24,19,417,100,3275,42,58,29,741,1,0,2,0
293,25,426,69,607,66,75,23,2563,1,0,2,0
88,18,516,6,4039,70,48,16,2352,1,1,3,1
114,22,395,94,902,68,61,3,212,1,0,2,0
159,22,927,234,4395,63,0,50,1371,1,1,1,1
104,10,277,6,2394,49,32,12,2040,1,1,3,1
230,11,85,23,1226,16,28,24,633,0,0,2,0
83,11,180,11,4476,14,24,23,4832,0,0,1,0
399,28,108,19,953,62,85,42,1383,1,0,2,0
124,5,67,28,2316,28,23,2,2780,0,0,2,0
172,15,330,40,908,10,33,39,1205,0,1,2,0
27,16,201,7,4677,14,18,22,270,0,0,1,0
182,14,0,30,2225,11,25,30,811,0,0,1,0
280,17,60,8,811,32,53,35,1273,0,0,2,0
102,12,42,23,3546,47,38,3,6499,0,0,2,1
27,16,240,21,1517,47,51,14,912,1,0,2,0
269,10,912,52,3159,26,10,6,2614,1,1,1,1
172,31,95,35,1958,99,83,0,845,1,0,3,0
171,23,255,2,1018,44,70,43,781,0,0,2,0
153,13,60,48,1020,24,10,2,1653,0,1,1,1
263,18,313,31,330,85,28,55,2563,1,1,3,1
252,7,390,28,5957,52,13,37,2706,1,1,3,1
1,14,42,24,5609,11,34,39,1387,0,0,2,0
211,6,417,16,5038,25,24,8,277,1,1,2,0
277,2,342,1,5783,36,19,12,2287,0,1,2,1
180,20,690,46,2363,43,2,26,1230,1,1,1,1
22,11,67,17,4895,27,36,19,6110,0,1,2,0
190,7,85,26,1368,30,10,12,2599,0,0,1,1
89,15,618,29,2525,46,46,8,2377,0,1,2,0
181,4,342,25,641,39,23,10,1310,1,1,2,1
133,3,30,30,5500,41,13,24,2321,0,1,3,1
215,7,120,25,2010,24,26,10,1218,0,0,2,0
26,11,124,8,1610,49,4,39,1476,0,0,1,1
206,26,319,47,1731,5,65,91,2724,1,1,2,0
238,14,247,21,5788,71,9,59,2971,1,1,3,1
350,8,350,23,808,20,19,9,90,0,0,1,0
258,9,127,22,3931,21,15,5,1950,0,1,1,0
136,15,60,24,2758,63,41,17,4468,0,0,3,1
24,20,212,9,1754,85,45,36,2724,1,0,3,1
240,9,417,21,789,46,30,12,937,0,0,2,1
69,6,124,18,3183,50,20,27,3045,0,0,3,1
270,16,95,20,1994,11,42,49,836,0,0,2,0
81,8,120,2,1134,55,19,34,1790,0,1,3,1
17,5,255,21,3228,26,17,1,1889,1,1,1,1
81,5,258,6,1642,34,25,3,1784,0,1,2,1
228,5,134,17,1950,36,10,20,4116,0,0,1,1
198,32,335,31,1350,76,99,46,1620,1,1,2,0
68,11,446,17,2230,51,34,13,2686,1,0,3,1
350,8,108,23,4899,21,25,13,450,0,1,2,0
21,11,402,45,3146,18,16,10,2305,1,0,1,0
241,15,192,61,1128,20,45,39,2263,0,0,2,0
161,10,268,1,1902,26,10,6,641,1,1,1,1
16,5,90,30,4326,26,15,3,5283,0,1,1,1
123,14,450,94,1976,71,10,58,1895,0,1,3,1
200,18,134,10,1589,16,16,19,2395,1,0,1,0
21,5,60,27,1326,37,9,22,1177,0,1,1,1
22,14,379,56,3967,32,5,15,5787,0,1,1,1
155,20,201,43,564,9,25,39,1158,1,1,1,0
207,4,633,72,1201,29,16,6,819,1,0,1,1
169,20,42,11,3042,72,1,62,1917,0,0,3,1
1,12,283,33,4084,33,41,17,4771,0,0,2,0
37,12,127,29,646,40,39,7,1507,0,0,2,0
286,12,256,2,5713,15,21,20,3161,0,1,1,0
459,5,365,1,691,25,19,3,713,0,1,1,0
186,7,190,5,5608,49,9,37,2730,1,1,3,1
149,4,376,18,1121,36,24,7,1277,1,1,2,1
241,16,335,28,390,48,48,8,426,1,0,2,0
152,11,162,13,240,45,37,2,977,0,0,2,1
112,5,0,30,1138,34,25,4,2026,0,1,2,1
113,1,242,24,3102,35,15,15,1187,0,1,1,1
259,18,531,70,2030,47,1,34,973,0,1,1,1
249,11,30,25,2418,18,17,12,4731,0,0,1,0
110,11,0,30,1165,35,39,13,2526,0,0,2,0
824,2,0,30,638,35,14,15,516,0,0,1,1
137,11,510,82,6131,23,12,1,2864,0,1,1,0
144,7,228,20,2805,21,19,7,2223,0,0,1,0
241,17,201,3,2483,45,1,32,973,1,1,1,1
12,9,85,17,4224,51,28,19,4110,0,0,3,1
55,11,551,49,5821,39,4,26,3079,1,1,1,1
104,10,351,64,1233,19,32,23,2763,1,0,2,0
261,4,170,27,5640,27,20,0,3148,0,1,2,0
707,28,30,11,124,121,45,69,661,0,0,3,1
85,21,402,149,1041,90,8,76,607,1,1,3,1
56,23,85,1,1974,65,0,50,1187,1,0,1,1
283,11,450,38,5506,41,37,3,2539,1,1,2,0
79,15,60,11,234,17,44,42,1570,0,1,2,0
76,11,437,162,1935,33,39,15,2950,1,1,2,0
41,12,234,25,3461,32,40,16,1657,1,1,2,0
388,11,391,46,108,55,32,19,693,1,0,3,1
12,11,190,8,1624,32,39,15,1279,1,0,2,0
15,27,120,23,569,68,1,48,1558,1,0,1,1
344,21,256,84,2221,48,64,29,576,1,0,2,0
102,12,301,16,2656,36,41,13,3692,0,0,2,0
103,22,306,71,631,6,53,71,1683,0,1,2,0
228,5,162,7,1907,28,23,2,6649,0,0,2,0
47,19,67,34,870,56,0,45,726,0,0,1,1
182,6,371,27,2012,43,24,15,2086,1,0,3,1
12,10,150,43,3453,41,34,1,6374,0,1,2,1
58,14,67,16,4395,56,41,10,2180,0,1,3,1
134,11,0,30,1308,25,38,23,1231,0,1,2,0
16,14,319,21,3848,41,46,13,5341,1,1,2,0
44,20,531,147,430,89,10,74,1809,1,0,3,1
142,7,306,18,2892,30,30,8,6708,1,0,2,0
214,10,641,48,600,45,34,5,1698,0,1,2,1
225,9,457,78,1249,19,17,9,2591,1,0,1,0
60,9,362,25,1087,33,33,7,2218,1,1,2,0
303,7,108,23,5673,23,23,10,1006,0,1,2,0
407,5,190,11,859,47,12,31,1150,0,0,3,1
401,22,180,36,480,53,66,27,1159,1,0,2,0
20,14,182,3,5202,24,45,33,4119,1,0,2,0
235,10,60,30,2060,28,8,9,633,0,0,1,1
157,4,170,7,812,43,20,20,2018,0,0,3,1
319,9,30,30,1177,41,33,3,395,0,0,2,1
187,23,765,235,778,42,73,48,1524,1,1,2,0
276,10,0,30,1431,30,37,15,1499,0,0,2,0
240,10,379,81,4063,17,19,14,892,1,1,1,0
68,3,765,75,5836,39,12,23,6360,1,1,1,1
88,6,277,42,930,24,16,0,541,1,1,1,0
33,9,175,0,4267,18,21,15,5835,0,0,1,0
125,13,67,21,1680,61,35,23,3294,0,1,3,1
163,6,330,19,1816,24,22,7,780,0,0,2,0
17,10,201,19,4094,62,19,41,5876,1,0,3,1
22,2,446,32,3840,39,19,16,4128,0,0,3,1
486,8,30,26,691,23,29,15,819,0,0,2,0
5,26,240,19,2257,64,77,28,1575,1,1,2,0
75,10,85,31,3956,22,33,21,1262,0,1,2,0
22,9,391,48,3091,21,29,18,2202,1,0,2,0
54,19,175,30,1556,50,57,17,2554,1,0,2,0
9,26,180,19,2758,109,15,86,870,1,0,3,1
396,26,60,48,1492,68,1,48,1359,0,0,1,1
33,4,150,12,3842,40,22,13,3721,0,0,2,1
256,13,865,0,3124,16,17,15,2753,0,1,1,0
382,20,127,45,726,8,50,63,3639,0,1,2,0
33,12,67,13,4379,65,27,35,6005,0,0,3,1
135,12,0,30,3434,24,40,27,6074,0,0,2,0
28,28,331,99,335,116,56,51,1110,1,1,3,1
39,10,162,7,1283,31,36,13,2482,0,0,2,0
303,10,684,130,424,57,27,27,1986,1,1,3,1
209,14,272,13,1681,57,40,12,2118,1,0,3,1
1,18,319,49,3780,46,57,22,2624,1,1,2,0
177,17,228,18,5074,13,46,49,85,0,1,2,0
101,14,537,16,5891,66,4,57,4585,1,1,3,1
147,10,0,30,6964,46,32,8,2792,0,1,2,1
427,12,30,22,212,24,39,25,582,0,0,2,0
227,33,335,132,1084,18,98,118,994,1,0,2,0
193,6,309,3,2388,33,10,17,1674,0,0,1,1
23,16,306,98,1528,13,42,45,2121,1,0,2,0
56,7,228,0,3886,30,29,7,6442,0,0,2,0
88,12,108,5,2291,20,13,6,2812,0,0,1,0
131,20,319,56,4278,6,46,62,2502,1,1,2,0
28,7,351,16,1765,23,18,5,1215,0,0,1,0
211,28,228,73,2070,71,83,29,812,0,0,2,0
45,11,300,45,3605,20,14,6,1599,0,0,1,0
92,26,319,105,2846,87,70,5,1864,1,0,3,1
327,31,446,190,607,126,61,54,1074,1,0,3,1
31,15,525,74,3277,37,48,21,633,1,0,2,0
206,12,420,40,4296,34,41,16,2068,1,1,2,0
307,21,313,52,1022,22,63,60,1361,1,0,2,0
5,3,212,25,4484,29,20,3,4060,0,0,2,1
19,2,228,9,379,32,16,10,350,0,0,1,1
139,8,150,9,3063,50,7,39,1458,0,1,3,1
59,11,67,26,2160,31,7,14,1249,0,1,1,1
63,14,85,30,2892,50,44,1,2193,0,0,2,0
80,27,408,104,577,5,69,95,1608,0,1,2,0
39,12,228,20,4685,26,40,25,5421,0,1,2,0
31,7,242,8,3737,38,8,25,3900,0,0,1,1
152,16,180,19,4290,14,17,21,834,0,1,1,0
52,25,95,4,1570,28,11,8,2445,1,0,1,0
264,14,30,34,1243,18,41,37,2037,0,0,2,0
293,16,433,83,4981,29,51,34,2894,1,1,2,0
39,16,342,98,2039,61,1,52,1664,1,0,1,1
215,8,277,9,3683,20,23,13,2418,1,0,1,0
156,9,175,4,1992,30,34,12,3564,0,0,2,0
88,14,484,59,3211,63,37,21,1020,1,1,3,1
5,15,42,23,3780,9,35,43,1200,0,1,2,0
189,8,270,33,569,36,7,22,1395,1,1,1,1
68,7,573,67,3552,23,16,3,1107,1,1,1,0
230,8,516,1,4419,22,29,16,2087,0,1,2,0
72,22,150,15,1776,70,0,57,1061,0,0,1,1
449,18,90,6,782,84,35,46,601,0,0,3,1
0,9,277,40,3989,24,12,2,1544,1,0,1,1
361,10,42,27,2914,17,22,17,2315,0,0,1,0
129,6,541,150,1648,26,24,5,1240,0,1,2,0
857,9,0,30,1291,58,11,45,589,0,0,3,1
61,17,30,22,2730,67,43,18,920,0,1,3,1
104,5,212,12,769,27,22,3,90,1,0,2,0
292,15,0,30,2334,10,31,38,3059,0,1,1,0
128,8,272,22,1572,49,26,19,2240,0,0,3,1
66,18,30,22,5491,9,44,54,825,0,0,2,0
277,6,127,15,6026,44,9,31,1557,0,1,3,1
75,12,242,17,4218,15,33,32,2437,0,1,2,0
24,17,175,48,5622,7,38,51,4482,1,0,2,0
264,27,30,8,1431,56,84,48,2618,0,0,2,0
29,12,162,0,1060,61,30,28,2047,0,0,3,1
109,10,124,29,2526,53,30,20,2490,0,0,3,1
330,21,150,15,1230,6,30,49,534,1,0,1,0
16,9,30,27,3606,42,32,5,2287,0,0,2,1
201,12,560,22,240,14,31,31,1368,1,1,2,0
50,12,30,30,6152,22,38,28,4460,0,0,2,0
111,10,192,15,5143,20,16,8,3434,1,1,1,0
68,11,658,62,5961,56,5,46,3470,1,1,3,1
145,19,90,11,624,81,6,70,1575,0,1,3,1
352,21,42,16,1218,82,51,25,741,0,0,3,1
365,7,376,45,3072,38,29,3,3335,1,1,2,1
56,19,42,22,5533,8,46,59,864,0,0,2,0
72,28,108,18,780,9,31,56,1052,1,0,1,0
225,13,384,31,5798,69,9,57,2750,1,1,3,1
346,9,0,30,1187,20,27,17,5171,0,0,2,0
207,22,67,28,1761,44,69,42,1770,0,0,2,0
38,8,0,30,907,38,32,0,2165,0,1,2,0
67,17,553,75,1075,70,42,24,1878,1,1,3,1
137,21,108,8,2658,21,12,13,2389,0,0,1,0
198,10,402,42,907,26,34,18,2505,0,0,2,0
260,3,108,24,5836,38,12,21,1632,0,1,1,1
606,27,547,216,1452,0,56,89,990,1,0,1,0
65,5,677,101,5690,26,18,0,4052,1,1,1,0
40,7,256,6,4092,41,28,8,5902,1,0,2,1
376,8,150,11,949,30,32,10,2103,0,0,2,0
325,25,301,57,5328,41,77,55,1500,1,1,2,0
99,16,458,168,1104,78,32,43,631,1,1,3,1
91,20,218,33,685,4,39,57,1027,1,0,1,0
144,13,339,13,5961,50,2,40,2134,1,1,1,1
126,8,272,39,2014,56,18,36,2201,0,1,3,1
42,7,402,36,1020,23,17,4,2529,1,0,1,0
140,6,30,33,6905,24,18,3,2702,0,1,1,0
123,12,360,19,1575,32,6,16,1256,1,0,1,1
62,10,404,46,5527,26,10,5,3247,1,1,1,1
237,47,201,11,3007,9,109,142,1182,0,1,1,0
18,24,351,134,1924,15,20,32,854,1,0,1,0
230,12,509,72,6000,47,3,37,1771,1,1,1,1
229,16,60,19,732,22,11,5,2529,0,1,1,0
135,13,175,10,1767,27,8,7,503,0,1,1,1
129,21,30,21,4853,3,38,59,4715,0,0,1,0
172,14,228,2,3004,60,40,16,1550,1,1,3,1
202,11,216,16,886,24,36,21,319,0,0,2,0
354,15,437,129,1374,26,47,33,2283,1,1,2,0
199,23,120,23,1154,69,66,8,1902,0,0,2,0
59,4,390,80,2730,44,19,21,2185,1,1,3,1
357,12,573,30,1747,21,37,28,3034,0,1,2,0
338,6,190,1,5120,23,20,6,514,1,1,1,0
111,14,216,22,1879,54,41,7,2888,1,0,2,1
197,19,210,24,992,64,53,3,1595,1,1,2,1
378,12,573,153,1343,39,41,9,2220,1,1,2,0
6,11,124,10,4754,16,20,17,5773,0,1,1,0
131,11,90,26,2596,31,39,17,3810,0,0,2,0
15,17,552,58,1634,27,52,39,2910,1,0,2,0
265,9,511,10,560,19,29,21,1900,0,0,2,0
354,17,875,122,900,83,22,58,2532,1,1,3,1
35,8,421,52,3566,26,12,5,3152,1,0,1,1
404,6,270,27,525,26,24,6,3422,0,0,2,0
334,13,408,42,666,28,43,26,808,0,0,2,0
17,10,30,30,2114,38,37,6,2658,0,1,2,0
62,7,210,10,3113,22,22,10,6157,0,1,2,0
169,9,384,48,912,19,29,21,2613,0,0,2,0
2,18,424,11,2496,25,55,46,2460,0,1,2,0
226,11,67,19,1200,60,28,30,2308,0,1,3,1
286,7,524,1,660,41,29,8,1736,0,1,2,1
572,30,218,39,270,127,56,61,882,1,0,3,1
221,11,270,19,5224,52,33,14,2423,0,1,3,1
61,14,277,23,2848,26,46,31,1471,1,1,2,0
258,5,201,12,242,29,25,3,979,0,0,2,0
55,13,942,172,2341,59,3,50,1583,1,0,3,1
29,12,390,4,4120,40,39,7,4802,0,1,2,0
115,12,234,38,3114,20,37,29,1431,0,1,2,0
143,12,30,25,2094,14,31,31,2989,0,0,2,0
105,12,175,9,5139,20,14,7,3406,1,1,1,0
99,15,190,22,918,69,35,31,1209,0,1,3,1
204,3,201,28,2825,37,21,11,953,0,1,2,1
105,18,175,19,618,7,39,52,1052,1,0,2,0
273,9,120,20,1302,18,23,16,1661,0,0,1,0
240,6,60,17,2648,26,24,6,6671,0,0,2,0
90,10,384,37,2313,56,27,26,2297,1,0,3,1
47,10,42,30,3312,29,36,16,4063,0,0,2,0
105,18,30,18,2531,83,32,48,1358,0,0,3,1
75,10,474,35,3169,40,34,0,5784,0,1,2,0
236,7,306,15,1716,47,27,17,5881,0,0,3,1
192,9,285,13,2297,55,27,25,2403,0,1,3,1
133,10,60,30,3277,46,33,8,5442,0,0,2,1
