"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
43,26,108,6,750,41,6,12,1590,0,1,1,1
351,11,908,119,886,44,37,1,2321,1,1,2,1
113,26,297,156,836,73,1,55,1697,1,0,1,1
310,17,30,17,1943,79,32,44,4620,0,0,3,1
1,21,162,15,1950,86,47,34,2329,1,1,3,1
30,11,277,3,3553,39,4,26,3729,0,0,1,1
307,5,0,30,5386,47,13,31,524,0,1,3,1
249,20,451,42,845,21,60,59,1279,0,1,2,0
368,10,658,99,1114,41,36,1,2362,1,1,2,0
195,11,361,52,4910,43,36,0,832,1,1,2,0
351,20,450,138,228,70,53,9,816,1,0,3,1
63,14,547,54,1148,21,12,6,1477,0,1,1,0
24,5,218,29,3903,49,15,31,5840,1,0,3,1
293,2,430,25,5838,33,15,12,1857,0,1,1,1
312,14,201,15,2589,46,44,6,2553,0,0,2,0
66,3,212,25,2446,31,14,10,1908,1,0,1,1
55,12,218,2,1248,42,3,31,1613,1,1,1,1
62,26,210,59,1442,5,65,89,2024,1,0,2,0
60,9,201,4,3869,34,33,6,6432,0,0,2,0
141,7,513,36,1566,28,28,8,2379,1,1,2,0
350,19,330,71,1358,10,49,59,2412,1,1,2,0
55,9,443,22,2330,52,29,19,2599,1,0,3,1
124,9,433,28,5367,48,30,15,3617,1,1,3,1
653,19,192,69,1172,41,2,25,1134,1,0,1,1
386,11,240,9,658,18,33,27,3489,0,0,2,0
449,23,201,53,671,34,70,54,711,1,0,2,0
202,11,190,15,2922,57,31,22,765,0,1,3,1
188,15,726,86,6173,72,9,60,1458,1,1,3,1
78,7,30,26,2737,38,28,5,2451,0,0,2,1
94,11,30,24,3000,62,25,35,2282,0,0,3,1
33,16,268,23,778,56,46,4,1518,0,0,2,1
63,11,382,78,2372,15,22,21,1875,1,1,1,0
32,21,182,11,4544,5,49,69,2166,1,1,2,0
89,9,300,12,1154,28,34,14,2329,1,1,2,0
188,10,420,5,2012,21,31,21,2349,0,1,2,0
169,12,170,31,2850,38,40,9,3067,0,1,2,0
242,9,268,14,319,21,29,17,1218,0,0,2,0
17,32,420,50,3510,90,4,63,1350,0,0,1,1
127,16,458,23,5919,58,1,48,1723,1,1,1,1
291,25,175,26,1956,93,62,22,1510,1,0,3,1
245,6,120,38,1570,24,18,3,1530,0,0,1,0
358,8,569,42,1233,28,31,10,1543,1,0,2,0
210,2,192,7,2512,31,17,7,4924,1,0,1,1
162,13,268,17,3987,14,19,20,503,1,1,1,0
315,8,474,42,5496,20,24,13,2750,1,1,2,0
34,12,446,56,1214,68,19,47,1905,1,1,3,1
130,23,551,222,1660,69,0,55,466,1,1,1,1
407,7,240,13,210,51,22,26,408,1,0,3,1
146,26,30,18,2041,2,58,88,1581,0,0,2,0
6,14,607,97,2524,34,4,18,1708,1,0,1,1
68,19,335,17,1655,86,38,45,2340,1,1,3,1
52,4,30,31,1826,29,15,7,2337,0,0,1,1
22,11,268,4,674,32,39,15,1834,0,0,2,0
462,18,1158,267,3903,88,25,60,2539,1,1,3,1
85,11,258,45,4371,29,38,18,2431,0,1,2,0
52,27,313,108,5648,117,36,74,4863,1,1,3,1
64,6,124,17,3908,31,27,2,1616,0,1,2,0
287,20,150,1,1006,17,58,60,577,0,0,2,0
20,26,499,191,3520,111,46,58,1222,1,1,3,1
214,13,30,25,2568,48,42,0,2361,0,0,2,0
216,13,212,19,2135,23,10,1,2432,0,1,1,1
29,9,255,4,4032,25,31,15,1714,0,1,2,0
357,12,362,76,696,67,25,40,648,1,0,3,1
250,21,182,22,1572,40,64,38,1506,1,0,2,0
94,13,162,9,2605,66,28,36,1855,1,1,3,1
78,17,644,10,5787,79,7,67,4579,0,1,3,1
218,9,384,84,2213,57,21,33,1048,1,1,3,1
382,15,240,7,446,39,48,18,2940,0,0,2,0
102,6,551,25,1328,38,27,7,2471,1,1,2,1
265,3,390,32,1354,34,22,7,768,0,0,2,1
56,5,552,75,1575,46,10,31,1704,0,1,3,1
156,3,330,8,1812,31,15,9,2746,0,0,1,1
128,18,300,40,1657,8,26,39,2592,1,0,1,0
41,12,85,18,2061,19,37,30,2377,0,0,2,0
220,11,67,14,1110,54,32,18,2210,0,1,3,1
32,5,124,32,2260,25,21,4,1802,0,1,2,0
86,13,450,44,1724,28,43,26,3218,1,1,2,0
68,6,190,1,5885,28,27,7,3566,0,1,2,0
243,15,210,8,3605,24,9,1,2522,1,0,1,0
242,15,391,47,319,23,10,2,4777,1,1,1,0
142,9,633,81,794,56,22,32,808,1,1,3,1
172,7,85,26,1945,23,25,11,2845,0,0,2,0
155,9,335,5,408,21,15,5,1552,0,1,1,0
136,20,30,6,1917,32,62,46,2870,0,0,2,0
195,13,210,17,1299,32,44,22,2030,0,0,2,0
617,16,210,45,175,9,26,35,1681,1,0,1,0
197,19,1026,111,3225,49,0,34,2144,1,1,1,1
236,25,323,23,2559,20,16,22,3394,1,1,1,0
338,32,242,76,1099,58,8,21,1074,1,0,1,1
304,13,150,10,720,61,33,24,1544,0,0,3,1
138,9,60,25,5444,55,8,43,2609,0,1,3,1
15,17,446,105,2846,57,49,0,1626,1,1,2,0
102,14,30,27,2718,11,31,35,2512,0,0,2,0
318,9,180,2,4795,59,18,39,1060,0,1,3,1
4,11,228,7,5718,44,4,33,2611,0,0,1,1
331,20,85,12,1921,70,53,10,1438,0,0,3,1
65,12,721,49,5734,22,11,2,3883,1,1,1,0
7,12,192,18,443,43,39,2,1490,0,0,2,0
304,19,514,91,2790,45,1,30,3099,1,1,1,1
6,12,234,3,5675,62,7,51,3169,1,1,3,1
195,13,180,9,1710,40,42,11,1783,0,1,2,0
25,14,85,15,1940,12,34,37,2597,0,1,2,0
127,10,607,82,6001,19,30,22,2993,0,1,2,0
57,6,240,34,5370,23,19,5,1706,1,1,1,0
247,8,0,30,1989,41,6,28,947,0,0,1,1
145,5,85,30,3420,33,25,1,1279,0,1,2,1
50,14,518,67,1566,30,6,13,1853,1,1,1,1
60,13,532,2,2781,42,41,6,3520,0,0,2,0
150,7,162,13,5650,47,8,34,2188,0,1,3,1
71,12,553,65,6107,65,8,54,5323,1,1,3,1
232,11,543,59,805,14,25,24,1429,0,1,1,0
123,10,283,38,2543,58,26,29,1974,1,1,3,1
349,5,180,9,4800,42,22,16,716,1,1,3,1
108,7,331,12,2875,33,29,2,1781,1,1,2,0
525,11,60,24,541,34,38,12,579,0,0,2,0
120,10,351,107,2316,55,29,23,2315,1,0,3,1
96,4,365,24,1846,29,20,2,1987,1,0,2,1
110,16,256,8,1328,29,52,35,2583,1,0,2,0
159,22,927,234,4395,63,0,50,1371,1,1,1,1
104,10,277,6,2394,49,32,12,2040,1,1,3,1
99,6,162,22,3630,30,27,3,2047,0,1,2,0
182,6,700,58,1761,36,9,21,757,1,1,1,1
20,15,182,51,1127,77,16,58,907,0,1,3,1
286,13,457,74,5050,14,34,33,2592,1,1,2,0
10,15,644,12,1931,10,31,38,2799,1,0,1,0
153,13,60,48,1020,24,10,2,1653,0,1,1,1
118,15,390,8,3645,9,28,37,4890,1,1,1,0
34,21,108,21,2830,81,3,70,2079,1,1,3,1
109,14,745,37,450,56,40,11,1112,0,0,3,1
252,7,390,28,5957,52,13,37,2706,1,1,3,1
72,15,228,11,2364,43,49,15,2182,1,0,2,0
14,2,60,36,1722,37,13,19,1560,0,0,1,1
1,6,0,30,3755,27,26,7,2191,0,1,2,0
81,11,532,10,540,26,37,22,1233,0,0,2,0
165,28,511,7,1516,18,81,91,3152,0,1,2,0
207,8,108,2,2230,19,20,11,6559,0,0,1,0
17,20,127,1,1537,8,26,41,2620,1,1,1,0
203,12,242,26,3826,15,32,31,4769,0,1,2,0
249,15,350,68,1396,18,44,40,767,1,0,2,0
141,14,175,6,1530,57,39,13,2547,0,0,3,1
3,3,120,23,5446,29,16,7,3884,0,1,1,1
133,3,30,30,5500,41,13,24,2321,0,1,3,1
62,10,469,35,3529,28,9,9,3144,1,0,1,1
69,25,360,117,3113,86,65,11,1638,1,0,3,1
26,11,124,8,1610,49,4,39,1476,0,0,1,1
41,3,0,30,1092,32,21,5,636,0,1,2,1
342,9,309,9,5474,18,23,16,990,1,1,1,0
85,13,30,27,2366,36,43,16,2925,0,1,2,0
333,9,268,19,4884,59,11,45,1025,1,1,3,1
19,13,192,4,5316,50,2,41,3329,0,1,1,1
170,22,466,186,1243,10,60,73,918,1,0,2,0
195,12,618,21,351,35,5,20,1779,1,1,1,1
253,9,571,118,488,21,30,19,1624,1,1,2,0
80,6,190,19,1315,33,28,1,2355,0,0,2,0
122,6,0,30,4305,35,26,3,5017,0,0,2,1
20,9,124,11,4756,18,20,13,1598,0,0,1,0
61,5,182,7,1706,45,11,30,1682,0,1,3,1
17,5,255,21,3228,26,17,1,1889,1,1,1,1
181,3,258,3,1200,30,18,5,2825,1,1,2,1
289,6,255,2,876,31,27,3,997,1,0,2,0
198,32,335,31,1350,76,99,46,1620,1,1,2,0
52,19,0,30,1449,75,2,65,2550,0,1,3,1
124,21,85,8,997,78,54,17,2177,0,0,3,1
21,11,402,45,3146,18,16,10,2305,1,0,1,0
178,8,60,35,1249,29,30,9,939,0,0,2,0
26,15,212,7,4699,28,47,31,3971,0,1,2,0
175,4,170,3,2904,26,18,1,5041,0,0,1,1
281,27,108,15,2021,45,85,62,892,0,0,2,0
161,10,268,1,1902,26,10,6,641,1,1,1,1
11,23,192,42,6072,4,34,57,4250,1,0,1,0
123,14,450,94,1976,71,10,58,1895,0,1,3,1
200,18,134,10,1589,16,16,19,2395,1,0,1,0
205,16,319,38,983,36,3,19,1377,0,1,1,1
23,6,242,14,3333,52,14,35,2981,1,0,3,1
22,11,270,11,4353,58,28,28,5071,0,1,3,1
227,14,361,12,566,29,6,10,859,0,0,1,1
42,25,503,160,1891,14,22,36,2028,1,0,1,0
365,24,0,30,1616,31,8,0,1414,0,0,1,0
193,18,242,25,150,32,5,11,914,1,1,1,1
155,20,201,43,564,9,25,39,1158,1,1,1,0
184,13,277,29,1032,17,38,35,2407,0,0,2,0
200,26,212,23,3341,26,14,15,1061,1,1,1,0
70,19,30,27,3049,6,32,48,2843,0,0,1,0
459,5,365,1,691,25,19,3,713,0,1,1,0
24,5,0,30,3949,34,26,2,1182,0,1,2,1
327,18,42,20,1443,67,50,10,1952,0,0,3,1
143,8,342,13,2100,20,23,13,2418,0,0,1,0
141,14,518,19,277,14,37,38,1443,0,1,2,0
66,32,67,3,5799,7,43,77,4456,0,0,1,0
59,13,212,58,2410,65,8,54,1513,1,1,3,1
144,7,228,20,2805,21,19,7,2223,0,0,1,0
22,19,626,22,3050,75,45,25,1572,1,1,3,1
77,13,258,7,2316,46,41,1,2151,1,0,2,0
55,11,551,49,5821,39,4,26,3079,1,1,1,1
7,15,228,13,4399,73,30,40,361,1,1,3,1
184,36,488,213,1020,125,13,88,1654,1,0,3,1
104,10,351,64,1233,19,32,23,2763,1,0,2,0
50,17,150,27,990,64,1,55,1666,1,0,1,1
184,15,702,290,2372,34,4,17,1260,1,1,1,1
288,9,390,0,5878,24,13,1,3227,0,1,1,1
105,7,458,12,4377,37,29,3,1350,0,1,2,1
433,16,67,10,492,78,30,45,537,0,0,3,1
41,12,234,25,3461,32,40,16,1657,1,1,2,0
255,22,153,19,782,42,67,40,1188,1,0,2,0
163,21,0,30,2506,11,22,36,966,0,0,1,0
98,13,882,82,5518,44,43,7,5470,1,1,2,0
11,21,390,79,2980,73,57,8,1744,1,0,3,1
34,9,150,23,4186,24,31,16,2972,0,0,2,0
228,5,162,7,1907,28,23,2,6649,0,0,2,0
315,17,604,5,2873,9,24,34,3283,0,1,1,0
97,5,85,18,379,30,24,0,301,0,0,2,0
44,20,531,147,430,89,10,74,1809,1,0,3,1
154,20,516,85,420,11,22,34,1643,1,1,1,0
58,3,285,21,4731,34,22,6,5109,0,1,2,1
356,11,170,29,2491,54,34,16,2581,0,0,3,1
50,14,175,13,1455,13,37,39,2021,0,1,2,0
194,32,277,29,3491,29,21,28,1020,1,1,1,0
64,14,120,10,1296,47,43,3,2301,0,0,2,0
70,8,484,65,3645,20,23,13,5995,1,0,1,0
198,21,360,97,1765,60,0,47,1410,1,0,1,1
157,4,170,7,812,43,20,20,2018,0,0,3,1
206,13,511,23,6220,36,4,22,1864,0,1,1,1
45,16,607,37,2108,27,51,37,1205,1,0,2,0
101,6,424,64,1865,49,13,33,2218,0,1,3,1
73,12,190,5,3211,64,26,36,1865,1,1,3,1
188,28,990,60,3120,6,35,63,2460,1,1,1,0
88,6,277,42,930,24,16,0,541,1,1,1,0
293,1,525,12,693,38,17,17,1746,1,1,3,1
373,9,853,62,725,36,6,23,2737,1,1,1,1
33,9,175,0,4267,18,21,15,5835,0,0,1,0
453,12,828,211,1167,50,3,41,4214,1,1,1,1
9,8,330,9,3034,23,13,0,1598,1,1,1,0
294,20,242,25,1436,59,58,8,2837,1,0,2,0
296,8,350,3,2659,25,12,4,1209,0,1,1,1
18,17,228,36,1476,28,53,39,1165,1,1,2,0
26,21,90,7,1260,67,59,2,1922,1,0,2,0
22,2,446,32,3840,39,19,16,4128,0,0,3,1
486,8,30,26,691,23,29,15,819,0,0,2,0
5,26,240,19,2257,64,77,28,1575,1,1,2,0
1,10,390,11,3652,36,36,7,4169,0,0,2,0
328,7,60,34,981,25,14,2,603,0,0,1,1
7,11,306,13,5651,64,17,45,3361,0,0,3,1
146,9,484,133,3126,60,16,42,2166,1,1,3,1
90,14,376,11,1863,31,44,24,1538,0,1,2,0
143,15,234,0,4695,42,48,15,745,0,1,2,0
242,24,85,8,511,104,41,58,514,0,0,3,1
136,17,218,22,1773,65,1,56,301,0,1,3,1
47,16,150,5,1320,57,45,5,2250,1,0,2,1
223,9,690,68,631,60,18,40,1464,0,1,3,1
414,9,30,28,510,34,33,6,277,0,0,2,0
339,6,268,19,633,45,9,31,967,1,0,3,1
114,5,404,56,5449,25,19,3,751,1,1,1,0
23,9,30,32,589,24,32,17,2359,0,1,2,0
709,24,108,10,1040,2,48,74,1253,1,0,1,0
183,2,67,30,1020,33,20,7,2275,0,0,2,1
52,8,170,11,4440,21,17,6,2012,0,1,1,0
174,15,162,30,1740,46,48,10,1732,0,1,2,0
313,11,366,25,5647,17,19,15,2960,1,1,1,0
28,28,331,99,335,116,56,51,1110,1,1,3,1
177,17,228,18,5074,13,46,49,85,0,1,2,0
166,13,268,67,283,41,43,11,2616,1,0,2,0
427,12,30,22,212,24,39,25,582,0,0,2,0
158,11,301,15,2658,25,36,21,1987,1,0,2,0
44,15,210,13,1583,75,26,47,1451,1,1,3,1
19,16,323,32,3237,21,11,7,3454,1,0,1,0
45,13,30,26,1451,52,41,5,1395,0,1,2,1
50,10,67,20,1529,18,31,24,2190,0,0,2,0
46,20,339,29,750,43,62,32,134,0,0,2,0
246,23,90,3,2658,100,42,53,1142,1,0,3,1
278,25,408,74,1921,67,74,21,2239,1,0,2,0
5,21,361,128,3720,30,64,52,2601,1,0,2,0
71,18,342,35,2130,67,1,58,2006,1,0,3,1
1,10,743,104,3246,35,36,8,765,1,0,2,0
14,15,510,120,1748,16,43,43,1980,1,0,2,0
211,28,228,73,2070,71,83,29,812,0,0,2,0
42,15,95,61,1366,19,13,9,648,0,1,1,0
327,31,446,190,607,126,61,54,1074,1,0,3,1
285,8,258,16,792,25,13,3,1716,0,0,1,1
50,14,454,146,459,22,43,33,1075,1,1,2,0
143,23,127,3,3156,16,65,71,1493,0,0,2,0
289,12,95,22,930,17,17,13,2466,0,1,1,0
182,9,228,11,2026,58,21,34,2440,0,1,3,1
59,11,67,26,2160,31,7,14,1249,0,1,1,1
275,13,0,30,1758,13,30,32,95,0,0,2,0
231,4,175,49,1710,29,14,8,912,0,0,1,1
247,10,485,54,735,33,36,11,1860,0,0,2,0
80,13,509,93,3273,13,31,33,2823,1,0,2,0
179,11,180,3,1888,33,39,15,1423,0,0,2,0
264,17,270,32,300,82,13,66,2656,1,1,3,1
251,21,180,28,1907,89,43,42,2163,1,1,3,1
39,16,342,98,2039,61,1,52,1664,1,0,1,1
111,10,607,49,5540,19,17,10,6068,1,1,1,0
72,22,150,15,1776,70,0,57,1061,0,0,1,1
1,13,313,9,845,44,43,6,1682,1,1,2,0
180,16,134,2,2850,63,45,12,570,1,0,3,1
449,18,90,6,782,84,35,46,601,0,0,3,1
34,12,228,21,371,35,5,20,1410,1,1,1,1
361,10,42,27,2914,17,22,17,2315,0,0,1,0
857,9,0,30,1291,58,11,45,589,0,0,3,1
97,13,216,39,2898,69,24,43,324,1,1,3,1
62,7,218,7,3947,28,12,8,1295,1,1,1,1
45,8,636,45,5761,51,7,40,3805,1,1,3,1
104,5,212,12,769,27,22,3,90,1,0,2,0
124,14,150,6,3271,15,39,39,5101,1,0,2,0
129,14,361,8,4922,66,33,30,421,0,1,3,1
85,19,330,36,4146,60,54,2,2139,1,1,2,0
83,11,607,53,2052,50,35,10,932,1,0,2,1
75,12,242,17,4218,15,33,32,2437,0,1,2,0
24,17,175,48,5622,7,38,51,4482,1,0,2,0
19,21,85,18,2212,85,5,73,1478,0,0,3,1
13,20,180,9,1332,11,20,31,752,1,1,1,0
171,11,108,4,911,46,3,36,458,0,0,1,1
182,5,361,48,2407,42,10,27,1224,1,1,1,1
180,22,313,32,3463,34,6,8,1048,1,1,1,1
136,8,735,2,2184,53,8,41,1050,1,1,3,1
67,26,90,11,4098,34,9,1,1358,0,0,1,0
101,2,552,32,5539,37,20,12,6473,1,1,2,1
58,10,342,94,6437,20,15,6,4004,1,1,1,0
51,12,108,6,1584,29,7,11,2432,0,1,1,1
99,17,794,27,3019,32,5,12,2329,1,1,1,1
68,11,658,62,5961,56,5,46,3470,1,1,3,1
338,28,42,26,832,2,44,76,2101,0,0,1,0
145,19,90,11,624,81,6,70,1575,0,1,3,1
191,24,150,4,5187,3,54,78,108,0,1,2,0
53,10,67,20,4257,18,20,14,5921,0,0,1,0
346,9,0,30,1187,20,27,17,5171,0,0,2,0
144,2,162,28,3158,32,20,7,5336,0,0,2,1
285,6,60,24,90,34,28,0,698,0,0,2,0
267,15,573,36,711,22,10,4,2042,0,1,1,0
96,7,30,27,3749,42,28,10,6122,0,0,2,1
435,21,30,20,735,31,65,52,1307,0,0,2,0
22,19,451,85,1015,6,42,58,741,1,0,2,0
286,10,150,30,691,18,30,24,1710,0,0,2,0
240,11,750,1,6113,53,4,44,1127,0,1,1,1
35,12,295,107,5221,65,26,38,5020,1,1,3,1
141,25,108,18,1044,47,78,49,2122,0,0,2,0
199,25,190,66,1100,17,71,78,1026,0,1,2,0
149,25,418,27,1666,33,8,1,1425,0,0,1,1
213,12,959,311,959,21,37,28,1655,1,1,2,0
205,11,134,13,2216,27,39,22,2442,0,0,2,0
35,11,510,70,3275,42,38,3,631,1,0,2,0
140,4,503,176,6196,28,16,4,3861,1,1,1,1
91,20,218,33,685,4,39,57,1027,1,0,1,0
143,14,631,13,577,18,40,36,1048,0,1,2,0
207,7,210,20,2310,43,28,10,4344,0,0,2,1
144,13,339,13,5961,50,2,40,2134,1,1,1,1
319,15,446,108,541,72,8,60,3305,0,1,3,1
558,26,60,12,509,54,78,41,1158,0,0,2,0
218,6,210,21,3010,27,25,6,997,0,1,2,0
42,7,402,36,1020,23,17,4,2529,1,0,1,0
100,18,0,30,959,8,44,56,1563,0,0,2,0
160,5,277,25,1760,37,25,8,2139,1,1,2,1
123,12,360,19,1575,32,6,16,1256,1,0,1,1
227,4,691,64,659,44,12,28,1506,0,1,3,1
62,10,404,46,5527,26,10,5,3247,1,1,1,1
4,16,300,7,5751,70,5,60,2462,0,0,3,1
237,47,201,11,3007,9,109,142,1182,0,1,1,0
345,22,42,22,977,4,33,54,3300,0,0,1,0
2,17,192,29,1864,82,32,47,2395,1,0,3,1
37,33,664,144,1249,8,89,142,726,1,1,2,0
202,11,216,16,886,24,36,21,319,0,0,2,0
110,19,810,144,2520,50,57,17,1740,1,1,2,0
45,9,371,29,5488,32,7,16,3390,1,1,1,1
59,4,390,80,2730,44,19,21,2185,1,1,3,1
357,12,573,30,1747,21,37,28,3034,0,1,2,0
73,16,108,10,408,11,41,48,1400,0,1,2,0
233,11,571,70,446,20,14,6,1909,0,1,1,0
82,22,270,8,3333,17,63,68,2698,1,0,2,0
378,12,573,153,1343,39,41,9,2220,1,1,2,0
