"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
10,8,283,34,3187,55,21,31,2188,1,1,3,1
199,15,459,18,180,53,1,44,2264,1,1,1,1
65,8,247,16,4335,21,16,5,2052,1,1,1,0
183,15,124,38,300,20,44,38,1055,0,0,2,0
63,14,162,43,1493,74,19,53,1500,0,0,3,1
1,12,30,24,4444,53,35,13,1905,0,0,3,1
132,19,127,8,2903,11,49,58,2142,0,0,2,0
168,14,108,26,3000,29,6,10,2252,0,0,1,1
170,16,511,10,510,10,24,32,1276,1,1,1,0
43,10,942,102,2888,45,4,35,1448,1,1,1,1
275,9,190,30,3537,44,5,33,1561,0,1,1,1
120,8,42,27,1448,52,9,39,774,0,0,3,1
83,4,443,25,3412,34,23,6,6313,1,0,2,1
42,11,309,114,5234,62,26,33,5033,1,1,3,1
63,11,342,28,666,57,29,24,797,0,0,3,1
359,9,531,90,1213,31,34,11,2407,1,1,2,0
179,7,301,21,2010,38,8,25,1266,0,0,1,1
20,3,180,35,3829,29,16,7,6039,0,0,1,1
26,10,433,14,1687,20,30,22,1128,0,0,2,0
215,6,342,13,3329,48,10,34,860,0,1,3,1
340,8,30,30,638,34,31,4,5787,0,0,2,0
341,27,240,41,2525,20,19,29,3104,1,1,1,0
183,11,120,22,5538,59,8,48,3208,0,1,3,1
140,2,120,14,6637,40,14,22,3037,0,1,3,1
14,2,569,30,4414,32,18,9,4526,0,0,2,1
125,12,577,55,3039,48,39,4,1438,1,0,2,1
329,11,30,34,5049,14,25,24,379,0,1,1,0
190,21,201,14,2179,4,43,63,511,1,0,2,0
103,12,95,17,242,14,23,22,1167,0,1,1,0
106,4,85,26,2087,29,21,1,1892,0,1,2,1
206,12,120,25,3056,42,40,6,937,0,1,2,0
177,20,391,118,1718,49,1,33,1345,1,0,1,1
359,18,480,130,190,71,47,18,779,1,0,3,1
240,32,108,26,858,111,8,86,1487,1,0,3,1
190,18,450,85,840,21,11,9,1304,1,1,1,0
389,1,90,27,553,39,15,19,1084,0,0,3,1
106,10,150,22,4808,17,22,17,1974,0,1,1,0
3,9,470,20,4252,24,31,16,4590,0,1,2,0
255,15,240,42,2671,48,47,7,2446,1,0,2,0
252,3,300,8,4884,43,16,23,2489,0,1,3,1
77,10,400,3,1315,61,21,38,1621,1,1,3,1
9,5,295,24,4463,48,16,29,5188,0,1,3,1
270,29,124,4,2024,46,91,70,882,0,0,2,0
204,8,497,33,300,20,18,8,1819,1,1,1,0
173,15,592,17,3940,43,46,12,3392,0,1,2,0
120,8,362,108,2292,39,30,3,2335,1,0,2,1
39,8,488,54,1243,56,19,35,1899,1,1,3,1
11,24,696,226,2486,2,50,78,1806,1,0,2,0
143,10,240,11,2040,48,32,12,2343,1,0,2,1
130,14,319,37,492,53,43,5,2337,1,0,2,1
117,15,484,21,5378,9,32,40,3195,1,1,1,0
31,24,153,13,5408,110,29,75,819,1,0,3,1
337,15,488,149,3826,24,9,0,457,1,1,1,0
45,7,127,11,4747,36,29,2,5523,0,1,2,1
59,20,255,6,743,79,50,22,1315,0,0,3,1
102,21,812,136,2512,53,63,22,1680,1,1,2,0
25,25,450,107,1179,98,7,81,247,1,1,3,1
31,31,547,285,1959,122,14,94,1680,1,1,3,1
71,11,638,57,5430,16,21,17,2952,1,1,1,0
766,26,153,46,765,2,40,69,134,1,0,1,0
132,11,309,7,1854,32,39,15,1632,0,0,2,0
30,17,240,1,1478,57,0,47,1410,0,1,1,1
125,11,591,0,3181,31,39,17,6416,0,0,2,0
13,10,210,62,937,50,32,15,1967,1,0,3,1
17,13,42,17,5721,70,13,55,5050,0,0,3,1
369,18,67,9,680,33,55,36,1052,0,0,2,0
286,9,765,50,3194,20,16,7,2758,1,1,1,0
418,4,67,32,2316,27,20,0,2271,0,0,2,0
171,14,175,0,2910,28,45,29,693,0,0,2,0
102,28,42,7,4855,123,45,70,4773,0,0,3,1
4,19,698,109,3103,12,50,57,638,1,1,2,0
2,22,85,17,3532,3,40,63,2785,0,1,1,0
144,10,85,14,2118,16,23,20,2736,0,0,1,0
307,12,162,7,1695,15,20,19,4778,1,0,1,0
130,4,95,25,2976,31,24,1,999,0,1,2,1
53,8,30,25,1103,24,29,14,1676,0,1,2,0
71,25,360,113,3139,89,66,13,1624,1,0,3,1
41,8,216,56,2030,55,13,39,1142,1,1,3,1
236,2,458,17,815,41,18,18,895,0,0,3,1
349,18,201,36,2431,47,57,21,589,1,0,2,0
256,8,541,54,618,32,31,6,1885,0,0,2,0
135,20,361,19,5752,70,0,59,1869,1,1,1,1
52,6,256,10,3954,24,21,6,1892,1,1,2,0
77,25,408,121,1770,10,26,44,2138,1,0,1,0
19,9,295,6,4686,19,29,21,6400,1,1,2,0
80,13,424,43,4897,46,42,3,1664,1,1,2,0
62,11,216,4,2293,21,13,4,2213,0,0,1,0
28,2,150,38,1195,36,13,18,741,0,1,1,1
151,13,190,13,190,59,35,20,1031,1,1,3,1
51,13,30,28,1945,43,43,8,2307,0,0,2,0
924,14,0,30,270,11,24,29,313,0,0,1,0
220,10,153,5,4744,58,24,31,2580,0,1,3,1
301,22,816,65,4094,30,7,2,1495,0,1,1,1
298,14,658,22,2851,12,22,25,3231,0,1,1,0
35,29,247,37,1978,56,90,56,1857,1,1,2,0
97,12,240,41,1699,16,35,33,1723,1,0,2,0
162,18,30,27,2797,68,1,59,1226,0,1,3,1
106,17,591,199,872,26,52,40,997,1,1,2,0
24,16,60,7,2718,65,2,56,992,0,0,3,1
269,11,366,37,309,59,6,49,2457,1,1,3,1
135,13,258,12,2047,41,3,28,1613,1,1,1,1
221,18,242,17,150,85,12,69,2547,0,1,3,1
76,9,272,22,2638,30,34,12,1674,1,0,2,0
333,2,210,3,1974,31,17,7,1374,1,1,1,1
296,9,95,20,1184,19,19,12,2651,0,1,1,0
128,8,268,24,1760,24,30,15,3072,1,0,2,0
299,8,90,50,1140,20,22,12,721,0,0,1,0
203,8,268,7,6643,25,12,3,2329,0,1,1,1
288,2,30,25,1120,37,14,18,6190,0,0,1,1
19,11,127,1,2001,33,38,14,2077,0,1,2,0
238,5,60,24,1910,27,21,2,5653,0,0,2,0
49,11,433,29,2372,47,37,4,2561,1,0,2,1
8,4,319,5,3738,27,16,3,4624,0,1,1,1
35,6,150,35,1463,33,10,16,553,0,1,1,1
47,15,170,10,4768,16,15,15,1426,1,1,1,0
157,10,420,48,6468,28,8,9,2863,0,1,1,1
360,5,0,30,793,47,17,27,2121,0,0,3,1
320,5,426,12,1060,27,22,3,2379,1,1,2,0
255,19,216,43,850,38,59,35,1896,1,0,2,0
127,16,752,44,1476,36,50,25,2807,0,1,2,0
177,16,60,39,2306,10,41,49,547,0,0,2,0
75,6,624,59,5260,34,27,1,5574,1,1,2,1
173,14,390,39,842,23,10,0,1282,0,1,1,0
351,21,218,25,534,24,62,56,902,1,1,2,0
28,30,150,10,4129,27,18,24,1443,1,0,1,0
1,6,175,28,967,24,16,1,2287,0,0,1,0
19,13,95,20,3960,31,44,23,4963,0,1,2,0
127,29,150,15,2742,3,70,102,1256,0,1,2,0
376,17,604,141,3882,81,32,46,2187,1,1,3,1
226,26,402,7,1245,12,72,88,1597,1,0,2,0
341,25,85,13,1276,47,78,49,792,0,0,2,0
113,14,272,58,90,50,43,0,1291,1,1,2,0
19,9,379,6,5159,59,10,45,2012,1,1,3,1
290,35,342,128,1195,104,8,70,1034,1,0,1,1
68,21,90,10,1627,46,63,30,2761,1,0,2,0
88,14,335,62,3362,23,9,0,3026,1,0,1,0
295,20,180,32,1761,60,59,9,1412,1,0,2,0
413,28,60,2,591,119,18,91,1012,0,0,3,1
157,2,277,7,1448,41,17,20,2394,1,0,3,1
285,16,192,18,1189,33,51,30,2190,1,0,2,0
112,22,150,11,1635,60,66,18,1566,1,1,2,0
23,12,175,0,3456,56,34,19,4819,0,0,3,1
143,23,732,2,2675,77,64,3,2400,1,1,3,1
42,24,150,7,5290,109,28,76,722,1,0,3,1
410,16,335,5,940,41,51,20,957,0,0,2,0
9,12,162,15,4639,33,40,16,4025,0,1,2,0
171,6,162,17,1828,24,18,2,2297,0,0,1,0
39,9,134,10,4573,19,23,15,5552,0,1,1,0
287,4,120,20,150,32,24,2,618,0,0,2,1
51,18,808,156,2980,67,46,15,934,1,1,3,1
455,24,190,62,926,107,18,83,1410,1,0,3,1
190,16,541,41,594,36,51,27,1276,1,0,2,0
103,9,339,46,5382,20,29,20,693,1,1,2,0
75,16,30,23,6367,55,48,0,3436,0,1,2,0
181,14,598,122,1556,13,36,38,2488,1,0,2,0
383,9,779,72,819,31,8,14,2664,1,1,1,1
33,17,437,41,966,70,41,25,1772,1,1,3,1
17,18,577,175,2952,61,51,3,1682,1,0,2,1
163,8,450,12,2445,56,18,35,2113,1,1,3,1
294,14,120,6,1803,16,16,15,973,0,0,1,0
215,11,201,4,5199,38,38,8,2991,1,1,2,0
374,15,42,38,661,15,17,18,3823,0,1,1,0
160,7,418,30,323,51,22,26,1195,1,1,3,1
157,24,255,95,1158,60,73,28,1061,1,0,2,0
1,6,376,6,5514,40,8,27,5442,1,0,1,1
165,11,573,1,1597,29,39,19,2713,0,0,2,0
244,10,323,66,2885,33,36,11,1401,0,1,2,0
39,23,90,47,3079,69,0,55,1179,0,0,1,1
277,3,180,27,2114,36,21,10,2995,0,1,2,1
111,7,892,95,5500,25,14,3,5651,1,1,1,1
99,19,277,25,1481,54,58,14,2676,1,0,2,0
50,23,360,76,484,22,67,66,2012,0,0,2,0
247,16,297,37,990,12,42,48,1922,1,1,2,0
369,12,120,18,1559,22,38,28,1781,1,0,2,0
283,16,360,27,1124,12,41,46,457,0,0,2,0
96,22,0,30,324,30,68,56,1639,0,0,2,0
300,24,277,29,5325,38,74,54,1591,1,1,2,0
254,7,342,49,664,22,22,9,2256,0,1,2,0
213,20,108,4,2851,36,4,14,1214,1,1,1,1
36,18,108,1,3017,7,40,53,2080,1,0,2,0
221,15,162,14,942,50,1,39,4782,0,1,1,1
140,18,418,43,2507,20,12,10,2927,1,1,1,0
90,12,285,19,2529,46,38,1,2516,1,1,2,1
186,12,190,19,5476,14,26,25,874,0,1,1,0
160,10,234,3,3022,28,36,18,2418,0,0,2,0
290,18,541,117,666,41,56,27,1917,1,1,2,0
76,11,212,16,4142,59,27,29,5207,1,0,3,1
197,15,60,13,3064,54,43,5,6249,0,0,2,1
186,13,604,84,6177,70,22,46,1530,1,1,3,1
69,12,277,58,2695,31,40,18,2758,1,0,2,0
156,6,30,23,1804,51,19,29,2805,0,0,3,1
63,14,384,37,2760,10,27,34,1871,1,0,1,0
394,31,162,34,875,87,91,23,1338,1,0,2,0
453,26,127,22,752,12,71,86,785,1,0,2,0
366,16,30,27,932,8,33,43,319,0,0,1,0
423,12,90,12,339,68,16,49,616,0,0,3,1
123,11,674,213,511,35,37,9,994,1,1,2,0
116,14,42,22,842,13,20,23,258,0,1,1,0
16,30,60,3,2721,117,12,91,2230,1,1,3,1
70,21,633,244,1390,86,44,37,994,1,0,3,1
137,7,638,85,886,52,19,30,930,1,1,3,1
78,21,60,19,886,83,49,28,1541,0,0,3,1
138,16,67,14,540,9,40,48,990,0,0,2,0
21,11,270,120,1958,65,19,44,1132,1,1,3,1
30,20,134,28,968,65,0,54,272,1,0,1,1
254,21,361,20,1332,57,63,18,2746,0,0,2,0
178,15,67,12,1492,73,30,41,2592,0,0,3,1
165,9,216,6,127,60,14,44,2110,1,0,3,1
12,6,240,36,4468,30,11,11,5232,0,1,1,1
96,8,192,19,1339,29,31,10,2588,0,1,2,0
143,12,277,69,277,17,36,32,2630,1,0,2,0
242,8,371,13,6432,55,11,41,1832,1,1,3,1
418,4,0,30,180,27,18,1,1371,0,0,1,1
91,22,190,46,323,32,68,54,1515,1,1,2,0
259,10,30,26,1679,19,16,9,5524,0,0,1,0
51,7,371,15,2554,25,28,12,2165,1,1,2,0
252,18,201,34,1848,10,23,33,1276,1,0,1,0
349,14,218,10,932,26,46,32,1159,1,0,2,0
118,11,170,6,1660,25,9,5,443,0,1,1,1
102,17,446,165,1103,38,3,22,495,1,1,1,1
311,16,255,28,1209,28,50,35,1293,1,0,2,0
192,8,323,24,1710,26,29,11,552,1,0,2,0
189,6,323,1,2405,35,9,19,1666,1,0,1,1
45,24,134,5,4109,41,4,15,1415,0,0,1,1
366,15,912,55,702,70,6,60,2748,1,1,3,1
30,9,390,49,3294,30,34,13,2202,1,1,2,0
245,6,108,22,5711,41,8,27,1850,0,1,1,1
209,8,351,20,6279,26,12,5,2040,0,1,1,1
738,19,30,28,1376,73,47,20,979,0,0,3,1
49,17,902,71,2995,18,14,14,1626,1,1,1,0
174,15,420,29,2195,36,49,23,1622,0,1,2,0
60,5,362,32,1482,25,17,0,2910,1,0,1,0
121,13,360,103,2828,37,42,14,2469,1,1,2,0
279,25,95,14,1269,37,77,60,503,0,0,2,0
119,4,153,23,2230,45,12,29,2358,0,0,3,1
276,20,67,12,876,27,61,51,1256,0,0,2,0
929,8,0,30,150,31,31,7,300,0,0,2,0
176,9,182,14,1371,56,8,44,2290,1,0,3,1
6,13,30,21,2468,55,2,47,218,0,0,1,1
143,16,351,141,1443,22,10,3,1131,1,0,1,0
16,12,258,42,6045,16,18,16,3287,0,1,1,0
82,28,242,30,1342,118,51,59,2550,1,0,3,1
140,25,150,21,3170,62,0,44,1295,1,1,1,1
268,12,30,19,1776,60,32,24,6804,0,0,3,1
327,16,30,29,1762,10,24,32,1749,0,1,1,0
211,6,335,43,60,25,16,1,973,1,1,1,1
187,13,391,17,162,37,4,23,1660,1,1,1,1
15,17,255,24,2743,12,20,27,1914,1,0,1,0
137,10,120,11,3243,58,26,30,2876,0,0,3,1
167,21,313,28,2919,18,61,62,1328,1,0,2,0
95,9,218,18,1181,19,19,11,2382,1,1,1,0
125,7,551,66,787,55,16,36,755,1,1,3,1
20,34,420,249,1425,144,30,99,1605,1,0,3,1
102,22,735,136,2514,58,65,19,2102,1,1,2,0
33,14,90,16,4194,25,8,3,2259,0,1,1,1
371,2,85,25,418,31,17,7,5617,0,0,1,1
210,16,67,19,2760,66,43,18,547,0,0,3,1
728,32,42,6,1188,6,42,75,1103,0,0,1,0
237,12,150,10,1879,31,41,20,5402,0,0,2,0
33,20,1006,71,2531,41,61,34,1080,1,1,2,0
104,16,283,23,2208,64,43,16,2402,1,0,3,1
121,23,600,59,3421,89,55,26,1752,1,1,3,1
169,9,120,1,1932,57,24,30,1974,1,1,3,1
280,20,60,24,1510,92,19,70,1140,0,0,3,1
19,12,127,10,3596,15,33,32,6453,0,1,2,0
123,23,256,107,2546,100,13,81,2746,1,1,3,1
225,14,95,14,3463,18,14,11,1579,0,1,1,0
265,18,306,38,1266,9,46,57,2343,1,0,2,0
104,5,153,14,3212,31,12,12,300,0,1,1,1
254,7,256,1,5816,51,11,37,2233,0,1,3,1
275,18,659,86,6078,84,10,69,2407,1,1,3,1
184,14,0,30,1209,37,44,17,2382,0,0,2,0
109,10,531,35,2644,34,37,11,2584,0,1,2,0
75,17,297,66,2484,85,25,58,1110,1,0,3,1
317,19,330,42,1050,5,42,58,1208,1,0,2,0
111,13,30,32,664,15,17,17,908,0,1,1,0
117,23,313,60,1798,29,9,3,2202,1,1,1,0
181,6,270,11,2527,25,23,6,5713,0,0,2,0
216,16,571,13,6246,38,3,23,1756,0,1,1,1
107,13,150,37,708,68,27,39,2115,1,0,3,1
2,16,170,22,3390,69,41,23,1699,1,1,3,1
69,4,339,27,3960,29,20,2,1405,1,1,2,1
142,21,319,17,2671,16,60,65,2800,0,1,2,0
223,1,210,7,2077,38,16,18,4435,1,0,3,1
223,6,153,5,1632,31,27,3,3483,0,0,2,0
138,6,576,32,2454,41,8,28,1456,1,1,1,1
71,6,95,11,2938,42,25,12,6233,0,1,2,1
273,6,537,56,6066,41,8,28,3154,1,1,1,1
11,8,192,13,1939,56,21,32,1772,0,1,3,1
