"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
16,20,450,19,5584,74,1,64,4050,1,1,3,1
35,12,67,19,819,14,28,28,2496,0,1,2,0
54,14,361,36,4720,67,34,29,1897,1,1,3,1
20,13,457,104,674,12,26,30,1318,1,0,1,0
190,32,216,70,1682,95,5,69,1243,1,0,1,1
307,19,30,30,5161,31,58,42,180,0,1,2,0
281,4,242,25,1302,35,24,6,5535,0,0,2,1
74,10,0,30,5449,18,30,23,787,0,0,2,0
125,2,558,42,1544,31,18,7,1260,0,1,2,1
50,33,469,267,2202,104,6,76,1273,1,1,1,1
135,24,170,46,2343,92,6,78,361,1,0,3,1
171,8,192,8,2457,31,31,8,6725,1,0,2,0
205,21,451,32,2162,81,53,20,1383,0,1,3,1
77,20,240,38,3242,73,1,63,1198,1,1,3,1
265,18,127,18,2250,31,55,38,849,0,0,2,0
58,5,560,35,5098,25,16,1,6185,1,1,1,1
361,33,390,156,706,131,73,44,1259,1,0,3,1
124,8,95,23,1262,23,28,14,2058,0,1,2,0
67,17,192,19,5222,19,50,47,553,1,1,2,0
102,6,1127,205,2920,24,24,9,1181,1,1,2,0
343,17,309,25,1140,25,51,41,1180,1,0,2,0
108,12,180,32,3219,18,16,11,603,0,1,1,0
381,11,180,19,768,20,34,26,883,0,0,2,0
217,2,190,30,2110,34,20,8,6674,0,0,2,1
250,19,395,77,1260,77,47,24,1711,1,1,3,1
208,7,560,1,1055,28,29,9,890,1,0,2,0
108,11,67,26,2467,28,37,18,3036,0,1,2,0
327,12,404,100,708,14,24,25,3391,0,1,1,0
192,10,210,12,1922,22,13,3,1159,0,0,1,0
10,9,420,20,3583,33,35,10,4075,0,0,2,0
8,14,604,77,2161,48,43,1,1302,1,1,2,0
73,12,90,24,2791,62,30,29,2413,0,0,3,1
221,11,42,22,1200,61,27,31,2304,0,1,3,1
27,8,283,19,3947,20,25,15,5771,1,0,2,0
112,14,400,7,1256,59,2,51,592,0,1,3,1
106,3,212,21,3556,32,20,6,6345,0,0,2,1
68,6,430,33,2643,27,13,5,1591,1,1,1,1
286,32,67,0,426,101,5,76,1441,0,0,1,1
74,10,0,30,1433,45,35,6,2295,0,0,2,1
343,24,361,137,892,16,67,75,930,1,0,2,0
130,7,134,2,509,24,15,0,1290,1,1,1,0
182,7,150,36,1842,22,24,11,2312,0,1,2,0
6,3,162,28,1590,34,12,16,182,0,1,1,1
19,10,371,29,3382,44,33,5,3923,0,0,2,1
213,29,480,101,1991,20,23,37,1290,1,1,1,0
4,2,511,19,5420,32,20,7,2118,0,0,2,1
113,6,285,20,2197,25,23,6,2226,0,0,2,0
76,10,67,17,3854,50,32,14,6337,0,0,3,1
243,9,201,2,2513,23,31,18,902,1,0,2,0
47,11,0,30,1455,53,32,18,1423,0,1,3,1
237,21,95,0,1947,28,8,1,2362,0,0,1,0
402,9,60,20,30,25,32,17,787,0,0,2,0
66,19,242,82,1966,81,44,32,2839,1,1,3,1
205,10,313,32,1110,58,26,29,1663,1,1,3,1
78,5,42,28,2847,34,10,18,2527,0,0,1,1
323,4,900,64,1606,32,24,2,2789,0,1,2,1
49,9,573,36,5501,55,10,43,4248,1,1,3,1
119,12,765,89,420,47,39,2,1084,1,0,2,1
130,6,175,21,1173,47,21,23,1745,0,1,3,1
286,17,362,39,1142,59,49,3,1550,0,0,2,1
254,16,150,19,1377,13,43,46,2430,0,1,2,0
84,10,240,26,1291,35,36,9,2525,0,1,2,0
134,3,162,29,3108,30,17,7,5916,0,0,1,1
208,13,342,30,5757,59,4,50,2565,1,1,3,1
44,14,300,16,1922,74,21,51,1516,1,1,3,1
119,11,323,40,576,38,39,8,2255,1,0,2,0
7,22,42,14,1768,90,49,35,2809,0,0,3,1
265,16,420,30,577,8,34,44,2071,1,1,1,0
115,25,67,15,3277,22,73,74,5022,0,0,2,0
78,23,85,8,1731,26,11,9,2374,1,0,1,0
87,14,170,14,2139,30,45,26,1406,1,0,2,0
58,8,283,4,5221,21,17,7,5872,0,1,1,0
10,12,384,27,3035,40,39,7,2133,1,0,2,0
57,18,162,0,1681,36,3,18,384,0,1,1,1
253,8,192,22,474,25,12,4,2161,1,1,1,1
741,11,85,19,1092,62,24,35,1218,0,0,3,1
17,17,242,38,3960,58,51,1,2582,1,1,2,0
142,8,671,82,900,56,18,36,878,1,1,3,1
10,10,162,9,3542,17,20,16,2032,1,0,1,0
245,14,300,6,3342,36,4,20,684,1,1,1,1
32,16,182,33,967,9,25,35,2105,1,0,1,0
204,12,127,10,5635,60,6,50,3042,0,1,3,1
130,9,636,93,2301,57,9,45,1455,0,1,3,1
136,10,30,30,3197,53,29,20,5286,0,1,3,1
70,13,319,38,859,58,35,19,872,1,1,3,1
72,8,182,20,930,20,18,8,376,1,1,1,0
203,6,240,8,1127,24,24,9,2240,0,0,2,0
227,22,127,11,443,83,3,71,2285,1,1,3,1
61,27,376,161,379,19,78,87,1290,1,1,2,0
908,9,30,31,518,29,34,14,537,0,0,2,0
189,12,277,26,2195,16,18,16,1908,0,1,1,0
195,19,983,229,2761,46,60,26,2165,1,1,2,0
141,28,180,32,1933,62,3,37,1410,0,0,1,1
1,12,335,35,2112,27,41,25,2226,1,1,2,0
29,4,404,3,3946,31,14,10,3523,0,0,1,1
41,10,430,33,1980,51,32,16,1387,1,0,3,1
144,16,30,14,2806,25,50,38,4568,0,0,2,0
127,5,108,33,3711,38,25,8,1806,0,1,2,1
224,10,30,25,2460,46,34,7,5286,0,0,2,1
30,16,134,13,2160,79,23,53,2279,1,1,3,1
327,13,90,9,1749,67,26,40,4493,0,0,3,1
44,12,324,54,2826,67,12,53,2089,1,1,3,1
220,14,247,26,1776,56,42,9,2126,1,0,2,1
165,2,182,0,2337,41,14,23,2134,0,1,3,1
50,13,85,14,4096,63,33,26,5997,0,0,3,1
82,17,30,20,875,78,36,38,1570,0,0,3,1
18,5,190,32,1836,27,23,3,1343,0,1,2,0
3,8,201,23,4920,35,31,3,2156,0,1,2,0
225,6,30,35,2584,27,14,4,2335,0,0,1,1
55,14,270,36,4308,15,38,37,2349,0,1,2,0
277,10,745,121,6218,60,11,47,1516,1,1,3,1
194,15,42,23,3124,58,44,8,6189,0,0,2,1
488,7,60,22,604,22,25,12,1560,0,0,2,0
112,27,626,143,1040,112,50,55,1320,1,0,3,1
101,24,443,172,1172,76,68,3,595,1,0,2,0
117,14,285,13,3075,10,31,37,1909,1,1,1,0
294,16,120,15,3245,9,27,36,2388,0,0,1,0
147,9,503,13,390,50,6,39,1302,0,1,3,1
183,11,618,2,309,45,4,34,1682,1,1,1,1
135,14,85,14,2030,63,37,22,2976,0,0,3,1
211,16,30,20,1362,21,11,6,2181,0,0,1,0
54,18,450,61,5342,79,6,68,1090,1,1,3,1
35,6,540,41,4218,44,24,16,5538,1,1,3,1
290,17,313,137,433,19,13,11,3501,0,1,1,0
132,15,127,2,3241,11,37,43,5076,0,0,2,0
94,7,313,17,4442,35,28,1,693,1,1,2,1
20,7,841,111,1343,52,10,39,1819,0,1,3,1
347,17,277,98,558,77,35,39,400,1,0,3,1
396,20,750,29,4031,36,4,14,1661,1,1,1,1
108,11,690,125,5883,16,20,18,5336,1,1,1,0
276,15,258,34,779,19,12,8,2372,0,1,1,0
101,11,240,14,2687,22,36,25,4153,1,0,2,0
186,3,360,31,2403,30,19,5,2442,0,1,2,1
221,1,450,65,1054,39,17,17,726,1,0,3,1
27,20,120,17,2215,30,6,6,3051,0,1,1,1
287,7,417,42,5710,32,29,4,2407,1,1,2,0
55,10,242,20,3649,23,34,21,5944,0,1,2,0
290,6,685,73,618,51,13,36,713,1,1,3,1
7,9,108,6,4368,59,19,39,4203,0,1,3,1
55,27,0,30,2040,9,72,94,1506,0,0,2,0
52,8,518,19,4374,48,26,18,4930,1,1,3,1
45,10,268,74,1570,63,14,46,942,1,1,3,1
6,14,201,15,1590,10,29,35,2024,1,0,1,0
197,7,300,27,1972,42,28,10,1982,1,0,2,1
3,15,150,19,942,12,36,41,2089,0,1,2,0
198,8,60,30,371,29,32,11,2270,0,1,2,0
32,14,85,16,376,21,43,36,1500,0,1,2,0
138,9,272,1,4859,57,21,34,424,1,1,3,1
172,7,124,4,1728,45,26,15,2631,0,0,3,1
94,9,108,7,6180,41,33,2,3350,0,1,2,1
31,22,85,3,4652,9,25,42,1385,0,1,1,0
168,14,480,47,671,60,39,17,641,0,0,3,1
123,5,642,44,1519,26,21,4,1176,0,1,2,0
212,7,210,20,2067,24,26,11,2591,0,0,2,0
244,16,0,30,1529,24,51,41,1786,0,0,2,0
294,3,60,21,1353,42,18,20,90,0,0,3,1
324,8,510,84,4481,54,11,40,1034,1,1,3,1
177,17,268,14,5750,77,7,66,2202,1,1,3,1
33,9,42,23,4446,57,23,31,5961,0,0,3,1
327,26,42,10,5161,30,78,71,150,0,1,2,0
256,6,270,14,5465,26,26,7,2742,0,1,2,0
408,12,511,64,3435,60,5,50,1434,1,1,3,1
222,11,42,25,1230,61,29,30,2338,0,1,3,1
146,14,201,4,2567,13,37,39,2996,0,1,2,0
11,11,0,30,2460,51,4,42,247,0,0,1,1
89,10,153,35,1611,27,36,18,2412,0,0,2,0
205,6,30,30,272,25,17,1,2414,0,0,1,0
409,14,240,21,914,11,29,34,3719,0,1,1,0
301,15,531,70,1138,10,32,39,3811,1,0,1,0
10,11,85,20,1992,15,30,28,2704,0,1,2,0
64,12,365,28,1544,13,26,27,2895,1,0,1,0
193,8,0,30,268,38,32,0,2522,0,0,2,0
72,18,42,22,3371,16,50,51,1865,0,0,2,0
243,7,134,3,1710,30,30,8,6316,0,0,2,0
275,19,450,143,382,5,40,57,4002,0,1,1,0
69,3,883,197,1054,31,15,10,2368,1,1,1,1
326,19,67,25,2240,49,58,20,1366,0,0,2,0
13,11,124,7,4158,55,32,19,4050,0,0,3,1
14,14,67,29,930,11,32,36,1635,0,1,2,0
86,6,212,5,3007,44,8,31,577,1,1,3,1
25,3,192,1,4158,35,13,17,3714,0,0,1,1
5,38,212,91,1323,35,118,125,1015,1,1,2,0
48,25,175,66,1292,52,3,28,569,0,1,1,1
145,8,335,14,1142,43,31,6,1312,1,1,2,1
6,5,295,9,4453,37,26,6,6193,1,1,2,1
249,10,395,42,865,18,30,24,1273,1,0,2,0
202,15,418,26,5160,9,31,38,1063,1,1,1,0
13,15,631,111,1218,27,48,34,2571,1,0,2,0
151,27,499,21,1477,14,76,91,3087,0,1,2,0
28,7,774,224,484,47,25,19,1527,1,1,3,1
62,25,218,31,1170,32,76,66,771,1,0,2,0
177,12,90,7,2673,22,12,2,5616,0,0,1,0
81,4,488,68,5521,27,18,2,1581,1,1,1,1
255,29,283,30,3062,95,4,75,1844,1,0,3,1
17,18,67,12,365,70,45,20,1561,0,1,3,1
318,14,342,16,3124,33,4,17,976,1,1,1,1
187,8,42,25,1507,28,10,8,2680,0,0,1,1
58,18,124,40,391,23,54,46,1765,0,0,2,0
100,12,993,203,2850,35,5,21,1317,1,1,1,1
216,6,30,36,1712,50,18,29,4149,0,0,3,1
105,12,127,12,3930,49,38,6,2291,0,1,2,1
8,30,234,78,1510,100,5,78,484,1,0,3,1
26,18,212,69,1782,74,3,64,1114,1,0,3,1
345,10,180,42,1600,23,34,21,1897,1,0,2,0
95,21,309,12,900,4,43,63,552,1,0,2,0
159,15,150,14,2969,9,32,41,2680,1,0,1,0
255,21,85,45,1482,73,58,7,2638,0,0,3,1
283,21,180,3,1061,6,50,67,541,1,0,2,0
136,22,1168,152,3211,26,10,5,1425,1,1,1,0
22,18,127,3,1493,7,39,53,2663,1,0,2,0
59,11,579,17,2083,32,6,17,2376,1,1,1,1
137,9,750,88,6173,27,10,8,3100,0,1,1,1
188,10,192,16,1146,61,12,47,1560,0,1,3,1
232,5,150,16,1830,32,26,1,3762,0,0,2,0
94,11,255,11,6441,50,34,11,2998,0,1,2,1
101,5,768,85,5368,27,23,4,5721,1,1,2,0
201,14,216,6,1910,72,25,45,2672,0,1,3,1
6,18,85,20,3552,6,31,45,2769,0,1,1,0
32,6,418,16,3645,34,28,0,5574,1,1,2,0
173,13,180,3,5105,11,29,34,977,0,1,1,0
43,14,560,3,2818,33,45,21,3492,1,0,2,0
180,14,309,42,840,11,31,35,1572,1,1,2,0
83,12,30,34,3608,36,41,13,5639,0,0,2,0
120,25,124,4,1860,69,0,52,2221,1,0,1,1
234,19,376,36,5800,88,11,72,2806,1,1,3,1
384,9,834,73,1020,45,5,34,2452,1,1,1,1
292,32,255,87,1050,131,20,97,1470,1,0,3,1
46,1,242,12,1315,36,15,16,2105,1,0,1,1
129,13,417,6,1812,23,40,29,1703,0,0,2,0
429,25,67,3,1101,71,73,15,1380,0,0,2,0
149,29,400,18,2470,107,68,28,2250,0,1,3,1
18,7,150,6,1995,22,23,10,2047,0,1,2,0
199,23,67,26,1179,18,16,22,924,0,1,1,0
56,15,466,21,930,34,48,25,1591,1,0,2,0
110,33,255,138,1689,113,9,84,1481,1,0,3,1
136,11,360,15,3523,15,24,22,4980,1,1,1,0
150,22,182,23,1266,21,65,63,2341,0,0,2,0
91,14,778,85,5949,29,6,11,3495,1,1,1,1
169,24,323,81,400,7,29,49,1745,1,1,1,0
81,9,242,9,4194,28,33,13,5102,1,1,2,0
65,14,513,101,5759,13,21,24,4200,1,1,1,0
29,17,212,40,1440,67,44,18,1742,1,1,3,1
185,3,67,30,1972,42,12,26,2125,0,1,3,1
417,22,120,20,778,28,9,2,1116,1,0,1,0
77,15,531,87,5450,40,2,27,845,1,1,1,1
311,10,210,2,3284,26,10,5,1253,1,1,1,1
49,5,306,7,3606,30,26,2,5427,0,1,2,0
42,20,510,135,514,10,52,63,853,1,1,2,0
29,16,301,93,1146,21,11,7,700,1,1,1,0
206,8,30,27,2096,22,27,14,1290,0,0,2,0
75,5,658,144,5306,27,22,3,5315,1,1,2,0
94,12,702,79,3072,24,39,26,1571,1,0,2,0
338,20,339,4,1140,25,62,54,1224,0,0,2,0
91,8,212,7,3796,22,28,16,2501,0,1,2,0
162,7,495,70,2789,30,29,5,1677,1,1,2,0
204,19,150,15,2579,68,50,12,2172,1,0,3,1
34,9,95,9,1207,58,13,42,1727,0,0,3,1
268,10,430,36,594,46,34,7,2724,1,1,2,1
21,13,234,28,3432,13,23,25,2817,1,0,1,0
338,19,750,165,830,57,55,7,2147,1,1,2,0
311,11,180,48,1503,16,24,21,1434,1,1,1,0
11,16,335,42,3344,16,46,46,2291,1,1,2,0
251,18,324,58,2761,63,50,7,2483,0,0,3,1
292,16,560,119,1184,50,48,6,1896,1,1,2,0
27,3,120,20,5029,37,12,19,4686,0,0,1,1
277,16,297,30,573,27,51,37,1075,0,0,2,0
88,11,360,31,1328,46,37,3,2412,1,1,2,1
21,20,268,3,4648,54,59,15,3926,0,1,2,0
240,14,182,31,1740,68,33,32,2163,1,1,3,1
104,11,95,17,4045,23,36,23,3774,0,1,2,0
67,10,361,8,815,46,35,6,785,1,1,2,1
164,21,738,251,1595,49,1,31,511,1,1,1,1
377,27,0,30,1574,52,4,25,1395,0,0,1,1
159,24,330,111,1001,10,64,80,834,1,0,2,0
304,22,366,58,664,53,0,36,2480,1,0,1,1
109,9,180,1,2219,57,23,31,1825,1,0,3,1
221,10,242,0,1380,17,24,19,3726,0,0,1,0
304,5,0,30,85,29,24,3,691,0,0,2,0
5,18,514,112,1027,6,39,53,953,1,1,2,0
143,8,0,30,2681,34,33,5,3123,0,1,2,0
8,16,270,25,1805,46,50,13,2890,1,0,2,0
10,13,660,51,2635,50,2,40,1752,1,0,1,1
187,21,190,22,1732,3,41,63,2586,1,1,1,0
131,26,120,6,1914,112,19,86,1689,1,0,3,1
325,17,218,56,1027,10,44,52,1072,0,0,2,0
130,15,95,18,2016,12,39,43,1697,0,0,2,0
30,9,150,7,3245,42,32,4,4499,0,0,2,1
31,14,124,5,3880,51,42,3,1207,0,1,2,1
229,9,67,29,1198,18,27,20,607,0,0,2,0
261,30,60,53,732,53,6,19,767,0,0,1,1
122,23,511,37,960,23,67,65,1080,1,1,2,0
247,12,552,66,5972,53,3,44,2419,1,1,1,1
140,12,430,32,1771,20,36,28,2789,0,0,2,0
334,22,85,3,845,72,61,2,3163,0,0,2,1
26,15,0,30,810,11,23,29,1533,0,1,1,0
51,10,418,100,1380,23,34,21,1500,1,0,2,0
62,8,234,14,4034,56,15,39,1282,1,1,3,1
145,11,120,3,2173,26,37,21,3432,0,0,2,0
228,13,420,32,1034,26,41,26,2061,0,0,2,0
49,4,671,108,1271,28,22,1,2290,1,1,2,0
143,18,120,26,1124,62,51,4,1455,0,1,2,1
54,15,153,10,4715,16,43,43,1772,0,1,2,0
162,6,42,33,834,51,15,33,1956,0,1,3,1
215,12,108,8,2113,14,27,27,5369,1,0,1,0
268,31,108,31,2310,134,52,72,2271,1,0,3,1
128,5,564,151,1626,26,23,5,1273,0,1,2,0
396,14,108,24,743,16,16,15,3975,0,1,1,0
66,16,674,124,216,79,23,53,1664,1,0,3,1
45,2,127,23,1142,41,14,23,2215,0,0,3,1
357,5,240,5,5640,47,21,23,481,0,1,3,1
219,17,684,83,313,79,36,40,1839,1,1,3,1
386,17,1129,202,3649,74,4,64,2482,1,1,3,1
144,19,67,14,3212,9,47,59,5018,0,0,2,0
263,4,335,8,5894,40,11,24,2300,1,1,1,1
6,18,277,94,283,10,46,56,1116,1,1,2,0
211,17,366,77,2242,75,37,35,1075,1,1,3,1
6,14,391,28,2164,35,46,20,2024,1,0,2,0
256,7,430,39,5968,46,7,34,3001,1,1,3,1
22,17,376,49,4644,36,54,30,2148,0,1,2,0
165,13,0,30,2916,43,42,6,335,0,0,2,0
211,11,474,68,5093,56,31,22,859,1,1,3,1
0,7,150,44,1687,25,26,9,1584,0,0,2,0
189,7,420,19,2405,28,28,8,5793,0,0,2,0
52,10,569,38,3406,16,25,22,2925,1,0,1,0
11,19,170,52,5822,15,17,22,4361,1,0,1,0
241,17,150,18,255,54,51,6,713,1,0,2,0
333,18,210,85,552,9,25,36,3912,0,1,1,0
40,16,150,4,4110,27,49,35,6240,0,0,2,0
281,10,395,36,4201,18,31,24,1158,0,1,2,0
10,2,234,16,4006,32,19,7,4824,0,1,2,1
156,4,400,17,1738,27,18,2,2259,1,1,1,1
129,10,450,33,1507,30,35,14,2353,1,1,2,0
16,9,30,26,2554,56,23,30,760,0,1,3,1
324,11,510,84,4441,62,10,49,1114,1,1,3,1
48,4,277,27,1679,27,20,0,2647,1,1,2,0
162,15,437,9,1681,15,41,42,1731,0,0,2,0
1,21,255,59,1829,41,66,41,2683,1,0,2,0
264,23,30,22,1616,3,38,63,1416,0,0,1,0
50,28,361,140,1570,91,3,72,430,1,1,1,1
201,5,713,307,2438,43,9,30,1320,1,1,3,1
82,11,240,16,4916,26,9,6,774,1,1,1,1
67,13,306,59,5776,68,11,55,1265,1,1,3,1
261,7,543,39,6047,40,8,26,2977,1,1,1,1
256,11,365,36,2484,30,7,12,900,1,1,1,1
201,5,417,22,1405,26,20,2,1650,1,0,2,0
207,4,180,12,1181,43,13,27,2307,0,0,3,1
49,10,469,43,5795,48,5,37,2940,1,1,1,1
422,7,499,3,860,22,22,9,3849,1,0,2,0
287,15,247,39,888,20,12,7,2484,1,1,1,0
312,6,42,25,5362,23,17,3,569,0,1,1,0
21,7,42,30,4195,30,30,8,2262,0,1,2,0
307,20,443,140,924,37,63,41,1860,1,1,2,0
70,15,95,14,3899,12,40,44,6181,0,0,2,0
16,6,0,30,3573,27,26,7,1523,0,0,2,0
242,12,60,21,1236,48,39,4,1473,0,0,2,1
260,18,67,12,1911,11,46,54,331,0,0,2,0
58,17,488,17,6374,10,22,31,2958,0,1,1,0
196,19,339,38,1693,6,43,58,2755,1,1,2,0
148,9,240,12,2873,27,33,15,6612,1,0,2,0
45,14,417,29,5532,19,13,8,3523,1,1,1,0
213,15,324,3,3629,11,23,30,3152,1,1,1,0
51,16,240,58,1114,24,9,0,2898,1,0,1,0
140,8,335,17,2142,29,10,10,1570,1,1,1,1
195,34,592,6,2940,27,104,142,2761,0,1,2,0
839,18,30,24,886,7,29,44,792,0,0,1,0
246,21,516,65,306,44,2,25,2045,1,1,1,1
393,5,42,28,1340,27,22,2,3540,0,1,2,0
173,9,170,19,1087,25,33,17,2379,0,0,2,0
100,24,295,115,1434,14,67,77,1082,1,0,2,0
338,12,162,4,1423,51,3,41,1471,0,0,1,1
142,15,467,52,1740,25,47,35,2512,0,0,2,0
615,10,30,26,537,40,5,28,644,0,0,1,1
335,12,42,18,1140,13,26,27,446,0,0,1,0
54,20,108,18,3569,69,54,7,2949,0,0,3,1
267,15,120,3,1832,16,16,17,1390,0,0,1,0
278,3,301,24,376,36,21,11,1237,0,0,2,1
476,29,228,62,618,21,86,96,661,1,0,2,0
430,14,30,28,1273,22,11,3,4502,0,0,1,0
78,2,430,27,2032,37,20,13,1549,1,0,2,1
380,10,376,60,3214,18,27,21,2886,1,1,2,0
55,12,90,22,4226,55,35,16,920,0,1,3,1
206,15,371,71,295,9,30,38,1626,1,1,1,0
216,16,150,16,162,82,19,61,2926,0,1,3,1
43,26,108,6,750,41,6,12,1590,0,1,1,1
73,7,67,35,4019,52,22,27,1116,0,1,3,1
108,9,426,109,1894,58,24,32,2147,0,1,3,1
351,11,908,119,886,44,37,1,2321,1,1,2,1
337,8,134,3,1366,41,29,7,4929,0,0,2,1
164,6,150,20,2047,24,19,4,1008,0,0,1,0
113,26,297,156,836,73,1,55,1697,1,0,1,1
403,20,990,208,3860,94,33,57,2371,1,1,3,1
310,17,30,17,1943,79,32,44,4620,0,0,3,1
1,21,162,15,1950,86,47,34,2329,1,1,3,1
29,2,277,19,3319,32,20,6,2634,1,0,2,1
150,12,258,40,361,49,3,40,2124,1,0,1,1
174,9,361,42,4875,25,31,15,270,1,1,2,0
143,9,319,12,2329,25,11,4,2698,0,0,1,1
142,5,474,46,2980,39,24,11,1660,1,1,2,1
30,11,277,3,3553,39,4,26,3729,0,0,1,1
275,8,300,37,601,54,22,30,1919,0,1,3,1
21,10,120,2,1423,40,35,2,1399,0,1,2,0
191,6,134,27,2268,37,9,22,1928,0,1,1,1
11,16,124,9,6051,13,44,48,4429,1,0,2,0
108,16,242,29,4688,65,41,20,268,0,1,3,1
76,14,60,29,4056,40,45,14,3150,0,0,2,0
