"X","V2","V3","V4","V5","V6","V7","V8","V9","C2","C3","C4"
1113,0.02,0.0700000000000001,0,0.2,0.5,0,0.48,0.59,0,1,0
1114,0.09,0.26,0.07,0.12,0.5,0,0.51,0.22,0,1,0
1115,0.01,0.0600000000000001,0.07,0.18,0.5,0,0.62,0.69,0,1,1
1118,0.05,0.01,0,0.26,0.5,0,0.48,0.22,1,1,0
1120,0.22,0.08,0.27,0.2,0.5,0,0.51,0.22,0,0,0
1122,0.1,0.04,0,0.29,0.5,0,0.46,0.22,0,0,0
1125,0.06,0.02,0.04,0.18,0.5,0,0.53,0.22,0,0,0
1131,0.04,0.08,0.13,0.28,0.5,0,0.47,0.31,0,1,0
1137,0.03,0.02,0.07,0.18,0.5,0,0.66,0.11,1,0,1
1143,0.17,0.16,0.03,0.4,0.5,0,0.49,0.22,1,1,1
1144,0.28,0.24,0.02,0.46,0.5,0,0.62,0.22,1,1,0
1166,0.24,0.16,0.03,0.18,0.5,0,0.58,0.33,0,0,0
1169,0.01,0.03,0,0.22,0.5,0,0.54,0.37,1,1,0
1176,0.04,0.01,0,0.18,0.5,0,0.49,0.27,1,0,0
1178,0.11,0.03,0,0.1,0.5,0,0.52,0.31,1,0,0
1179,0.05,0.1,0.12,0.11,0.5,0,0.51,0.26,0,0,1
1181,0.04,0.04,0,0.3,0.5,0,0.52,0.44,0,0,0
1183,0.3,0.17,0.09,0.14,0.5,0,0.8,0.25,0,1,1
1192,0.09,0.16,0.13,0.17,0.5,0,0.43,0.22,0,1,0
1193,0.13,0.12,0.12,0.25,0.5,0,0.7,0.22,0,0,1
1194,0,0.0600000000000001,0.1,0.19,0.5,0,0.52,0.31,0,1,0
1195,0.19,0.04,0.04,0.19,0.5,0,0.47,0.4,0,0,1
1196,0.39,0.23,0.19,0.3,0.5,0,0.48,0.33,1,1,0
1200,0.0600000000000001,0.08,0.16,0.61,0.5,0,0.51,0.14,1,0,1
1201,0.21,0.31,0.21,0.26,0.5,0,0.51,0.25,0,0,1
1202,0.17,0.16,0.02,0.17,0.5,0,0.53,0.66,1,1,1
1205,0.16,0.12,0.02,0.22,0.5,0,0.45,0.22,0,0,0
1219,0.11,0.15,0.04,0.44,0.5,0,0.52,0.26,0,0,1
1222,0.02,0.02,0.01,0.19,0.5,0,0.49,0.26,0,0,0
1241,0,0.02,0.01,0.13,0.5,0,0.49,0.33,0,1,1
1242,0.04,0.09,0.05,0.15,0.5,0,0.48,0.22,0,0,1
1246,0.05,0.01,0.04,0.33,0.5,0,0.45,0.4,1,0,1
1247,0.0600000000000001,0.3,0.06,0.25,0.5,0,0.49,0.22,1,1,0
1249,0.14,0.09,0.0599999999999999,0.1,0.5,0,0.48,0.33,1,1,1
1255,0.05,0.0600000000000001,0.04,0.4,0.5,0,0.47,0.22,1,1,1
1261,0.17,0.17,0.01,0.18,0.5,0,0.52,0.34,0,0,1
1262,0.21,0.22,0.01,0.14,0.5,0,0.5,0.28,0,0,0
1271,0.0600000000000001,0.2,0,0.12,0.5,0,0.49,0.22,1,1,0
1278,0,0.01,0.09,0.43,0.5,0,0.5,0.36,0,1,0
1289,0.1,0.01,0.1,0.53,0.5,0,0.52,0.56,1,0,0
1291,0.04,0.04,0.01,0.29,0.5,0,0.45,0.38,1,0,1
1296,0.01,0.05,0,0.24,0.5,0,0.51,0.22,0,0,0
1297,0.1,0.15,0.07,0.26,0.5,0,0.5,0.22,1,1,0
1299,0.01,0.01,0.03,0.34,0.5,0,0.48,0.27,1,1,0
1302,0.1,0.03,0.0599999999999999,0.17,0.5,0,0.48,0.22,1,0,1
1318,0.22,0.06,0.01,0.13,0.5,0,0.46,0.31,0,0,0
1319,0.07,0.03,0.07,0.17,0.5,0,0.49,0.42,0,0,0
1332,0.0600000000000001,0.05,0.01,0.09,0.5,0,0.45,0.22,1,0,0
1335,0.13,0.02,0,0.17,0.5,0,0.48,0.22,0,1,0
1355,0.29,0.22,0.16,0.25,0.5,0,0.51,0.22,1,1,0
1362,0.1,0.14,0.1,0.27,0.5,0,0.51,0.22,0,1,0
1367,0.08,0.04,0.09,0.28,0.5,0,0.48,0.45,1,1,1
1377,0.21,0.08,0.05,0.18,0.5,0,0.53,0.39,0,0,0
1382,0.27,0.04,0.15,0.22,0.5,0,0.46,0.31,0,1,0
1389,0.09,0.09,0.08,0.19,0.5,0.83,0.52,0.22,0,0,0
1393,0.16,0.13,0.25,0.33,0.5,0,0.45,0.22,1,1,0
1409,0.26,0.24,0.16,0.33,0.5,0,0.51,0.28,1,1,0
1412,0.21,0.01,0.15,0.16,0.5,0,0.47,0.22,0,0,0
1423,0.02,0.09,0.12,0.19,0.5,0,0.48,0.32,0,0,1
1425,0.12,0.27,0.21,0.16,0.5,0,0.55,0.41,1,1,0
1426,0.16,0.11,0.04,0.14,0.5,0,0.49,0.47,0,0,0
1430,0.29,0.11,0.01,0.29,0.5,0,0.49,0.22,0,1,0
1433,0.43,0.17,0.01,0.23,0.5,0,0.47,0.22,1,1,1
1440,0.14,0.22,0.07,0.53,0.5,0,0.48,0.22,1,1,0
1444,0.28,0.19,0.16,0.19,0.5,0,0.47,0.43,1,1,0
1463,0.03,0.04,0.07,0.69,0.5,0,0.5,0.22,1,1,1
1475,0.01,0.12,0.0599999999999999,0.17,0.5,0,0.55,0.22,0,1,1
1482,0.18,0.08,0.15,0.19,0.5,0,0.44,0.22,1,1,0
1483,0.06,0.09,0.09,0.16,0.5,0,0.47,0.39,0,0,1
1484,0.16,0.05,0.03,0.13,0.5,0,0.47,0.22,1,1,1
