"X","V2","V3","V4","V5","V6","V7","V8","V9","C2","C3","C4"
72,0.09,0.02,0.02,0.27,0.5,0,0.43,0.29,1,1,0
73,0.11,0.01,0.07,0.61,0.5,0,0.53,0.22,1,1,0
74,0.04,0.0600000000000001,0.03,0.66,0.5,0,0.53,0.22,0,1,1
77,0.14,0.04,0.03,0.4,0.5,0,0.5,0.22,1,1,1
78,0.01,0.05,0.02,0.54,0.5,0,0.49,0.27,1,1,1
79,0.14,0.08,0.08,0.4,0.5,0,0.62,0.22,1,1,1
80,0.06,0.08,0,0.49,0.5,0,0.52,0.22,0,1,0
81,0.01,0.04,0.04,0.5,0.5,0,0.47,0.22,0,0,1
82,0.01,0.09,0.05,0.46,0.5,0,0.54,0.22,1,1,0
83,0.02,0.05,0.09,0.57,0.5,0,0.42,0.22,1,1,1
84,0.05,0.03,0.12,0.37,0.5,0,0.54,0.22,1,1,1
85,0.18,0.13,0.11,0.43,0.5,0.83,0.5,0.22,1,1,0
86,0.21,0.09,0.3,0.13,0.5,0,0.49,0.22,0,1,0
87,0.1,0.05,0.16,0.16,0.5,0,0.45,0.22,0,0,0
88,0.31,0.14,0.06,0.29,0.5,0,0.49,0.22,1,1,0
90,0.07,0.02,0.01,0.41,0.5,0,0.47,0.32,0,0,1
91,0.13,0.03,0.11,0.46,0.5,0,0.49,0.33,0,0,1
93,0.09,0.04,0.05,0.2,0.5,0,0.55,0.22,0,0,1
94,0.16,0.06,0.13,0.16,0.5,0,0.48,0.52,0,0,1
96,0.11,0.01,0.14,0.26,0.5,0,0.57,0.22,0,1,0
97,0.2,0.21,0.01,0.36,0.5,0,0.54,0.22,1,1,1
98,0.12,0.23,0.12,0.33,0.5,0,0.42,0.22,1,1,0
99,0.29,0.26,0.11,0.28,0.5,0,0.47,0.22,1,1,0
100,0.15,0.08,0.0599999999999999,0.27,0.5,0,0.63,0.22,1,1,1
101,0.13,0.09,0.16,0.24,0.5,0,0.56,0.22,0,1,0
103,0.02,0.03,0.01,0.4,0.5,0,0.59,0.22,0,1,0
104,0.01,0.26,0.0599999999999999,0.27,0.5,0,0.52,0.47,0,0,1
105,0.02,0.1,0.04,0.24,0.5,0,0.53,0.22,0,0,1
106,0.05,0.1,0.15,0.16,0.5,0,0.48,0.22,0,1,0
108,0.19,0.0700000000000001,0.04,0.18,0.5,0,0.5,0.22,0,1,1
109,0.16,0.16,0.01,0.16,0.5,0,0.4,0.22,1,1,1
110,0.22,0.11,0.03,0.23,0.5,0,0.45,0.22,0,1,0
111,0.04,0.08,0.01,0.46,0.5,0.5,0.5,0.27,0,0,0
112,0.05,0.03,0.1,0.23,0.5,0,0.49,0.22,0,1,0
113,0.19,0.17,0.0599999999999999,0.19,0.5,0,0.52,0.55,0,0,1
114,0.09,0.05,0.02,0.47,0.5,0,0.51,0.27,0,0,0
115,0.04,0.02,0.01,0.16,0.5,0,0.48,1,0,1,0
116,0.04,0.04,0.01,0.6,0.5,0,0.51,0.22,0,0,0
117,0.1,0.18,0.05,0.41,0.5,0,0.53,0.22,1,1,1
118,0.02,0.02,0.0599999999999999,0.48,0.5,0,0.52,0.22,0,0,1
121,0.15,0.13,0.22,0.28,0.5,0,0.49,0.22,1,1,0
122,0.0600000000000001,0.04,0.04,0.46,0.5,0,0.48,0.22,1,1,1
123,0.18,0.13,0.03,0.43,0.5,0,0.47,0.22,1,1,1
124,0.1,0.11,0.02,0.43,0.5,0,0.47,0.31,1,1,0
126,0.09,0.13,0.03,0.17,0.5,0,0.52,0.22,1,1,1
127,0.09,0.11,0.02,0.16,0.5,0,0.48,0.27,0,0,1
128,0.03,0.22,0.03,0.53,0.5,0,0.47,0.22,0,1,0
131,0.01,0.15,0.0599999999999999,0.15,0.5,0,0.53,0.22,1,1,1
133,0.11,0.01,0.0599999999999999,0.25,0.5,0,0.59,0.26,1,1,1
134,0.13,0.02,0.01,0.42,0.5,0,0.46,0.27,1,1,1
136,0.15,0.05,0.01,0.21,0.5,0,0.46,0.31,0,1,0
138,0.01,0.05,0.01,0.17,0.5,0,0.47,0.22,0,1,0
139,0.2,0.17,0.07,0.15,0.5,0,0.5,0.3,0,0,1
141,0.1,0.02,0.05,0.16,0.5,0,0.53,0.22,0,0,1
142,0.09,0.01,0,0.47,0.5,0,0.45,0.22,1,0,0
144,0.12,0.03,0.11,0.27,0.5,0,0.55,0.22,0,0,0
145,0.06,0.08,0.02,0.16,0.5,0,0.46,0.22,0,1,1
146,0.21,0.12,0.1,0.09,0.5,0,0.48,0.55,0,0,1
147,0.1,0.01,0.01,0.14,0.5,0,0.55,0.25,1,0,0
148,0.1,0.0600000000000001,0.03,0.31,0.5,0,0.46,0.29,0,1,0
149,0.23,0.13,0.04,0.34,0.5,0,0.47,0.72,0,0,0
150,0.02,0.15,0.01,0.19,0.5,0,0.5,0.22,1,0,0
151,0.09,0.01,0.01,0.12,0.5,0,0.52,0.25,1,1,0
152,0.05,0.1,0.02,0.14,0.5,0,0.46,0.44,0,0,1
153,0.08,0.1,0.07,0.34,0.5,0,0.52,0.4,0,0,0
154,0.04,0.06,0,0.24,0.5,0,0.46,0.33,0,0,0
155,0.13,0.19,0.05,0.16,0.5,0,0.47,0.28,0,1,0
156,0.07,0.18,0.01,0.15,0.5,0,0.47,0.22,0,0,0
160,0.22,0.1,0.03,0.43,0.5,0,0.41,0.22,1,1,0
161,0.09,0.07,0.2,0.21,0.5,0,0.46,0.32,0,0,1
162,0.09,0.07,0.2,0.21,0.5,0,0.46,0.32,0,0,1
163,0.05,0,0.02,0.2,0.5,0,0.48,0.22,1,0,0
164,0.07,0.02,0.01,0.12,0.5,0,0.48,0.46,0,1,0
165,0.08,0.02,0.02,0.18,0.5,0,0.44,0.25,1,1,1
166,0.14,0.04,0.08,0.11,0.5,0,0.44,0.22,0,0,0
167,0.07,0.07,0.09,0.2,0.5,0,0.51,0.22,0,0,0
168,0.23,0.01,0.18,0.28,0.5,0,0.49,0.22,0,1,0
169,0.1,0.07,0.13,0.4,0.5,0,0.51,0.47,0,0,0
170,0.23,0.05,0.21,0.11,0.5,0,0.49,0.47,0,0,0
172,0.01,0.12,0.07,0.2,0.5,0,0.53,0.22,0,1,0
173,0.17,0.04,0.01,0.23,0.5,0,0.51,0.22,1,0,0
174,0.28,0.08,0.04,0.11,0.5,0,0.5,0.27,0,0,1
175,0.11,0.19,0.07,0.45,0.5,0,0.47,0.22,0,1,0
176,0.05,0.11,0.03,0.32,0.5,0.83,0.47,0.22,0,0,0
178,0,0.18,0.02,0.35,0.5,0,0.49,0.29,0,0,0
179,0.11,0.12,0.05,0.21,0.5,0,0.51,0.22,0,0,1
180,0.1,0.09,0.02,0.67,0.5,0,0.53,0.22,0,0,1
181,0.25,0.15,0.18,0.18,0.5,0,0.48,0.22,0,0,1
182,0,0.06,0,0.13,0.5,0,0.53,0.22,0,0,0
184,0.06,0.08,0.02,0.53,0.5,0,0.47,0.25,0,1,1
185,0.01,0.15,0.1,0.23,0.5,0,0.4,0.22,0,1,1
186,0.18,0.0600000000000001,0.01,0.17,0.5,0,0.48,0.22,0,1,1
187,0.17,0.08,0.01,0.15,0.5,0,0.47,0.22,0,1,0
188,0.17,0.07,0.01,0.24,0.5,0,0.4,0.22,0,0,1
189,0.1,0.01,0.01,0.28,0.5,0,0.45,0.25,1,1,1
190,0.12,0.07,0,0.11,0.5,0,0.43,0.22,0,0,0
191,0.26,0.21,0.13,0.27,0.5,0,0.51,0.22,1,1,0
193,0.05,0.07,0.09,0.21,0.5,0,0.43,0.22,0,0,1
195,0.14,0.0700000000000001,0.06,0.58,0.5,0,0.49,0.22,1,1,0
196,0.03,0.0700000000000001,0.03,0.53,0.5,0,0.55,0.22,1,1,1
197,0.09,0.09,0.07,0.49,0.5,0,0.51,0.26,1,1,1
198,0.23,0.13,0.17,0.29,0.5,0,0.44,0.28,1,1,0
199,0.23,0.12,0.14,0.3,0.5,0,0.43,0.22,1,1,0
200,0.03,0.06,0.13,0.33,0.5,0,0.52,0.28,0,0,0
201,0.08,0.08,0.07,0.37,0.5,0,0.48,0.25,1,1,0
202,0.07,0.18,0.11,0.12,0.5,0,0.6,0.22,0,0,1
203,0,0.03,0.06,0.45,0.5,0,0.48,0.22,0,0,0
204,0.07,0.09,0.1,0.65,0.5,0,0.54,0.26,0,1,0
205,0.1,0.12,0.17,0.22,0.5,0,0.49,0.22,1,1,0
206,0.03,0.28,0.13,0.34,0.5,0,0.49,0.22,1,1,0
207,0.01,0.03,0.09,0.51,0.5,0,0.52,0.22,1,1,1
208,0,0.11,0.08,0.56,0.5,0,0.64,0.22,0,1,0
209,0.01,0.08,0.07,0.5,0.5,0,0.58,0.22,1,0,0
210,0.01,0.09,0.05,0.7,0.5,0,0.5,0.22,1,0,1
211,0.12,0.09,0.07,0.51,0.5,0,0.56,0.22,0,1,0
212,0.0600000000000001,0.04,0.06,0.54,0.5,0,0.5,0.22,1,0,0
213,0.18,0.19,0.05,0.29,0.5,0,0.54,0.22,1,1,0
214,0.04,0.02,0.05,0.28,0.5,0,0.52,0.22,1,1,0
215,0.14,0.17,0.02,0.21,0.5,0,0.46,0.25,0,1,0
217,0.28,0.3,0.07,0.23,0.5,0,0.52,0.22,1,1,1
219,0.24,0.34,0.08,0.3,0.5,0,0.45,0.22,1,1,0
220,0.29,0.25,0.07,0.25,1,0,0.47,0.22,1,1,1
221,0.21,0.16,0.03,0.28,0.5,0,0.4,0.4,1,1,1
222,0.02,0.05,0.14,0.14,0.5,0,0.5,0.22,0,1,0
223,0.0700000000000001,0.03,0.03,0.17,0.5,0,0.54,0.22,1,1,0
224,0.08,0.08,0.08,0.24,0.5,0,0.6,0.22,1,0,1
227,0.04,0.11,0.15,0.25,0.5,0,0.57,0.22,1,0,1
229,0.2,0.12,0.13,0.27,0.5,0,0.48,0.22,1,1,0
230,0.12,0.04,0.09,0.19,0.5,0.5,0.58,0.22,0,1,1
231,0.08,0.04,0.02,0.17,0.5,0,0.49,0.25,0,0,1
232,0.18,0.03,0.03,0.52,0.5,0,0.5,0.34,0,0,1
233,0.13,0.12,0.18,0.14,0.5,0,0.43,0.31,0,0,0
234,0.33,0.29,0.02,0.23,0.5,0,0.54,0.22,1,1,0
235,0.33,0.26,0.03,0.23,0.5,0,0.54,0.22,1,1,1
236,0.08,0.02,0.07,0.15,0.5,0,0.55,0.27,0,1,1
237,0.11,0.02,0.24,0.17,0.5,0,0.45,0.22,0,1,1
238,0.11,0.02,0.24,0.17,0.5,0,0.45,0.22,0,1,1
240,0.03,0.05,0.2,0.15,0.5,0,0.41,0.22,0,1,1
241,0.09,0.0700000000000001,0.03,0.14,0.5,0,0.53,0.22,0,1,0
243,0.07,0.08,0.21,0.22,0.5,0,0.43,0.22,0,1,1
245,0.29,0.23,0.01,0.14,0.5,0,0.47,0.44,0,0,1
246,0.02,0.04,0.04,0.14,0.5,0,0.49,0.22,1,1,1
247,0.05,0.19,0.06,0.51,0.5,0,0.48,0.41,0,1,0
248,0.22,0.1,0.15,0.11,0.5,0,0.56,0.22,0,0,1
250,0.15,0.07,0.21,0.23,0.5,0,0.47,0.22,0,0,0
251,0.05,0.04,0.01,0.23,0.5,0.83,0.49,0.22,0,1,1
252,0.1,0.09,0.05,0.21,0.5,0,0.46,0.33,1,1,1
253,0.1,0.21,0.05,0.12,0.5,0,0.59,0.22,0,0,0
254,0.0700000000000001,0.06,0.03,0.16,0.5,0,0.5,0.22,1,0,1
256,0.22,0.13,0.09,0.33,0.5,0,0.63,0.31,0,0,1
257,0.14,0.09,0.08,0.22,0.5,0,0.53,0.37,0,0,1
258,0.07,0.17,0.01,0.21,0.5,0,0.49,0.22,0,0,0
260,0.0600000000000001,0.05,0.05,0.22,0.5,0,0.5,0.37,1,1,1
261,0.13,0.25,0.02,0.16,0.5,0,0.49,0.22,0,0,0
266,0.02,0.16,0.03,0.62,0.5,0,0.47,0.36,0,1,1
267,0.06,0.1,0.03,0.14,0.5,0,0.53,0.22,0,0,1
268,0.01,0.02,0.01,0.09,0.5,0,0.52,0.25,1,1,1
269,0.04,0.12,0.01,0.21,0.5,0,0.45,0.3,1,1,1
270,0.05,0.07,0.1,0.16,0.5,0,0.48,0.22,1,0,0
272,0.03,0.06,0.02,0.79,0.5,0,0.51,0.63,0,0,0
273,0.02,0.0600000000000001,0.16,0.16,0.5,0,0.49,0.47,1,1,0
274,0.0700000000000001,0.03,0.04,0.19,0.5,0,0.46,0.22,1,1,1
275,0.12,0.19,0.08,0.12,0.5,0,0.51,0.27,1,0,1
276,0.12,0.04,0.05,0.23,0.5,0,0.53,0.22,0,1,0
277,0.34,0.09,0.18,0.04,0.5,0,0.47,0.22,1,1,0
278,0.1,0.04,0.02,0.18,0.5,0,0.46,0.22,0,0,1
279,0.03,0.05,0.01,0.21,0.5,0,0.52,0.3,1,1,0
281,0.13,0,0.21,0.22,0.5,0,0.48,0.31,0,0,0
282,0.29,0.21,0.19,0.23,0.5,0,0.47,0.22,1,1,0
283,0.0600000000000001,0.03,0.02,0.11,0.5,0,0.48,0.48,1,0,1
285,0.04,0.0700000000000001,0.02,0.32,0.5,0,0.43,0.22,0,1,1
286,0.2,0.06,0.11,0.15,0.5,0,0.47,0.22,0,0,0
288,0.22,0.0700000000000001,0.12,0.27,0.5,0,0.48,0.22,1,1,0
289,0.09,0.11,0.08,0.12,0.5,0,0.45,0.22,1,1,0
290,0.05,0.16,0.02,0.34,0.5,0,0.48,0.22,1,1,0
291,0.08,0.1,0.07,0.16,0.5,0,0.48,0.22,1,1,0
292,0.1,0.09,0.05,0.19,0.5,0,0.44,0.27,1,1,0
293,0.43,0.12,0.11,0.22,0.5,0,0.46,0.22,1,1,0
294,0.0600000000000001,0.0700000000000001,0.06,0.14,0.5,0,0.46,0.22,1,1,0
295,0.14,0.12,0.1,0.22,0.5,0,0.49,0.22,1,1,0
296,0.09,0.04,0.13,0.18,0.5,0,0.48,0.22,1,1,0
297,0.13,0.03,0.08,0.19,0.5,0,0.52,0.22,0,0,0
300,0.13,0.09,0.05,0.13,0.5,0,0.47,0.22,1,1,0
302,0.24,0.0600000000000001,0.1,0.16,0.5,0,0.54,0.22,1,1,0
305,0.28,0.31,0,0.4,1,0,0.46,0.22,1,1,0
306,0.28,0.38,0.04,0.37,0.5,0,0.52,0.22,1,1,0
307,0.14,0.03,0.02,0.15,1,0,0.45,0.35,0,0,0
308,0.06,0.02,0.03,0.14,0.5,0,0.5,0.22,0,1,0
309,0.08,0.12,0.06,0.26,0.5,0,0.5,0.22,1,1,0
312,0.0700000000000001,0.13,0.02,0.24,0.5,0,0.43,0.22,1,1,1
313,0.09,0.11,0,0.24,0.5,0,0.47,0.22,1,1,0
314,0.22,0.1,0.02,0.15,0.5,0,0.51,0.33,1,1,1
315,0.03,0.14,0.18,0.17,0.5,0,0.45,0.22,0,0,0
316,0.05,0.0600000000000001,0.09,0.22,0.5,0,0.52,0.22,1,1,0
317,0.1,0.05,0.23,0.12,0.5,0,0.54,0.27,0,0,0
319,0.32,0.33,0.1,0.36,0.5,0,0.61,0.22,1,1,0
320,0.2,0.11,0,0.13,0.5,0.83,0.48,0.22,1,1,0
321,0.03,0.01,0.07,0.21,0.5,0,0.45,0.22,0,0,0
322,0.14,0.13,0.0599999999999999,0.17,0.5,0,0.48,0.22,0,0,1
323,0.25,0.23,0.04,0.25,0.5,0,0.43,0.22,1,1,0
324,0.05,0.08,0.01,0.19,0.5,0,0.41,0.67,1,1,1
326,0.42,0.28,0.17,0.47,0.5,0,0.48,0.31,1,1,0
327,0.32,0.41,0.12,0.41,0.5,0,0.47,0.22,1,1,0
328,0.04,0.09,0.05,0.14,0.5,0,0.46,0.22,0,0,1
329,0.02,0.02,0.07,0.16,0.5,0,0.51,0.28,0,0,1
333,0.14,0.0700000000000001,0.15,0.3,0.5,0,0.47,0.25,0,1,0
335,0.02,0.09,0.03,0.29,0.5,0,0.47,0.22,1,1,1
336,0.12,0.06,0.11,0.27,0.5,0,0.52,0.22,0,0,1
337,0.0600000000000001,0.17,0.0599999999999999,0.32,0.5,0,0.43,0.34,1,1,1
338,0.01,0.14,0.09,0.21,0.5,0,0.43,0.22,0,0,0
340,0.0700000000000001,0.1,0.02,0.16,0.5,0,0.76,0.42,1,1,1
341,0.05,0.02,0.14,0.15,0.5,0,0.49,0.22,0,1,0
343,0.01,0.01,0.03,0.17,0.5,0,0.53,0.26,1,1,0
344,0.11,0.11,0.02,0.3,0.5,0,0.47,0.22,1,1,0
350,0.02,0.14,0.05,0.15,0.5,0,0.49,0.42,1,0,0
351,0.07,0.1,0.04,0.13,0.5,0,0.5,0.27,0,0,0
352,0.17,0.11,0.01,0.2,0.5,0,0.48,0.28,0,0,1
353,0.1,0.16,0.01,0.3,0.5,0,0.54,0.31,1,1,1
354,0.08,0.03,0.1,0.11,0.5,0,0.46,0.35,0,1,0
355,0.12,0.16,0.01,0.12,0.5,0,0.49,0.54,0,0,0
356,0.04,0.0700000000000001,0.02,0.17,0.5,0,0.48,0.22,0,1,0
358,0.18,0.18,0.03,0.18,0.5,0,0.48,0.29,0,0,1
359,0.22,0.02,0.04,0.35,0.5,0,0.51,0.28,0,1,0
360,0.05,0.0700000000000001,0.0599999999999999,0.18,0.5,0,0.55,0.25,1,1,1
361,0.32,0.11,0.06,0.09,0.5,0,0.46,0.27,0,0,0
362,0.06,0.02,0.03,0.15,0.5,0,0.55,0.26,0,1,1
363,0.11,0.09,0.08,0.18,0.5,0,0.52,0.22,1,0,1
364,0.42,0.2,0.0599999999999999,0.45,0.5,0,0.44,0.22,1,1,1
365,0.11,0.02,0.02,0.12,0.5,0,0.52,0.22,0,0,1
366,0.1,0.06,0.01,0.19,0.5,0,0.45,0.27,1,0,1
367,0.15,0.04,0.06,0.13,0.5,0,0.47,0.22,1,1,0
368,0,0.18,0.17,0.13,0.5,0,0.48,0.22,0,0,0
369,0.03,0.02,0,0.12,0.5,0,0.49,0.4,1,1,0
371,0,0.02,0.01,0.16,0.5,0,0.47,0.28,0,0,1
372,0.01,0.1,0.02,0.18,0.5,0,0.49,0.22,0,0,0
373,0.05,0.15,0.04,0.18,0.5,0,0.48,0.22,0,0,1
374,0.06,0.05,0.07,0.16,0.5,0,0.5,0.36,0,1,1
375,0,0.07,0.03,0.17,0.5,0,0.5,0.36,0,0,1
376,0.15,0.17,0,0.16,0.5,0,0.53,0.33,0,1,0
377,0.29,0.15,0.18,0.1,0.5,0,0.52,0.31,0,0,0
378,0.25,0.04,0.01,0.08,0.5,0,0.45,0.31,1,1,0
379,0.2,0.01,0.13,0.15,0.5,0,0.45,0.22,1,0,0
380,0.19,0.01,0.04,0.11,0.5,0,0.54,0.22,0,1,0
381,0.05,0.02,0.03,0.38,0.5,0,0.48,0.22,0,1,0
382,0.18,0.04,0.01,0.17,0.5,0,0.51,0.22,0,0,0
384,0.09,0.15,0.01,0.17,0.5,0,0.53,0.51,0,0,1
385,0.09,0.01,0.01,0.17,0.5,0,0.46,0.5,0,0,0
387,0.09,0.01,0.05,0.12,0.5,0,0.54,0.25,1,0,1
388,0.09,0.04,0.03,0.24,0.5,0,0.48,0.37,1,0,0
390,0.08,0.11,0.02,0.29,0.5,0,0.53,0.43,0,1,1
392,0.11,0,0.1,0.13,0.5,0,0.46,0.22,0,0,1
393,0.11,0.01,0.07,0.52,0.5,0,0.46,0.63,1,0,0
394,0.02,0,0.12,0.17,0.5,0,0.69,0.26,0,0,1
395,0.21,0.02,0.04,0.11,0.5,0,0.54,0.22,0,1,1
398,0.03,0.08,0.0599999999999999,0.15,0.5,0,0.48,0.26,0,1,1
399,0.06,0.07,0.03,0.22,0.5,0,0.43,0.33,0,0,1
400,0.08,0.1,0.01,0.58,0.5,0,0.47,0.22,1,1,0
401,0.01,0.15,0.04,0.14,0.5,0,0.53,0.26,0,0,0
402,0.14,0.09,0.02,0.18,0.5,0,0.58,0.38,0,0,1
404,0.04,0.06,0.04,0.15,0.5,0,0.42,0.22,1,0,0
405,0.03,0.04,0.05,0.16,0.5,0,0.44,0.22,0,0,1
406,0.05,0.07,0.11,0.14,0.5,0,0.45,0.37,0,0,1
407,0.12,0.15,0.07,0.24,0.5,0,0.56,0.18,0,0,1
408,0.12,0.15,0.07,0.24,0.5,0,0.56,0.18,0,0,1
410,0.1,0.1,0.04,0.52,0.5,0,0.63,0.16,0,0,1
411,0.01,0.03,0.13,0.29,0.5,0,0.47,0.22,0,0,0
412,0.01,0.08,0.01,0.09,0.5,0,0.48,0.42,0,1,0
413,0.12,0.08,0.06,0.21,0.5,0,0.5,0.42,1,1,0
414,0.0700000000000001,0.05,0.05,0.19,0.5,0,0.46,0.22,1,0,1
415,0.02,0.14,0.21,0.35,0.5,0,0.47,0.27,1,1,0
416,0.04,0.19,0.17,0.42,0.5,0,0.46,0.27,1,1,0
418,0.02,0.01,0.07,0.22,0.5,0,0.5,0.28,1,0,1
419,0,0.12,0.08,0.17,0.5,0,0.49,0.22,0,0,1
420,0.02,0.01,0.07,0.22,0.5,0,0.5,0.28,1,0,1
421,0.04,0.04,0.02,0.17,0.5,0,0.51,0.37,1,1,1
422,0.2,0.19,0.04,0.26,0.5,0,0.53,0.37,0,1,0
423,0.01,0.04,0.02,0.15,0.5,0,0.45,0.43,1,0,0
427,0.12,0.05,0.02,0.16,0.5,0,0.46,0.42,1,1,0
428,0.15,0.14,0.1,0.19,0.5,0,0.48,0.25,0,0,1
429,0.0600000000000001,0.04,0.05,0.29,0.5,0,0.52,0.22,1,1,1
430,0.17,0.13,0.01,0.17,0.5,0,0.51,0.22,1,1,1
431,0.05,0.08,0.07,0.2,0.5,0,0.43,0.25,0,0,1
432,0.12,0.13,0.17,0.25,0.5,0,0.49,0.22,0,1,0
433,0.04,0.0700000000000001,0,0.64,0.5,0,0.46,0.22,0,1,0
434,0.11,0.03,0.01,0.75,0.5,0,0.5,0.26,0,0,1
435,0.12,0.05,0.02,0.19,0.5,0,0.46,0.47,1,1,0
436,0.05,0.04,0.01,0.37,0.5,0,0.5,0.22,0,1,1
439,0.15,0.15,0.1,0.18,0.5,0,0.48,0.32,0,0,1
441,0.08,0.19,0.02,0.28,0.5,0,0.46,0.22,0,0,0
442,0.08,0.06,0.01,0.28,0.5,0,0.5,0.22,0,0,0
444,0,0.09,0.17,0.26,0.5,0,0.5,0.22,0,0,0
447,0.06,0.04,0.14,0.12,0.5,0,0.52,0.22,0,0,0
448,0.04,0.08,0.21,0.17,0.5,0,0.49,0.22,0,1,0
449,0.04,0.08,0.21,0.17,0.5,0,0.49,0.22,0,1,0
451,0.03,0.01,0.02,0.1,0.5,0,0.52,0.22,1,1,1
452,0.04,0.0700000000000001,0.02,0.46,0.5,0,0.48,0.22,1,1,0
453,0.04,0.05,0.03,0.62,0.5,0,0.47,0.22,0,1,1
454,0.02,0.06,0.12,0.18,0.5,0,0.48,0.22,1,0,1
455,0.02,0.03,0.03,0.5,0.5,0,0.49,0.22,1,1,0
456,0.0600000000000001,0,0.01,0.46,0.5,0,0.48,0.25,1,0,0
457,0.01,0.03,0.01,0.16,0.5,0,0.48,0.26,1,0,1
458,0.01,0.04,0.06,0.44,0.5,0,0.51,0.22,1,1,0
459,0.04,0.1,0.02,0.74,0.5,0,0.53,0.25,0,1,1
462,0.18,0.02,0.02,0.28,0.5,0,0.49,0.22,1,1,1
463,0.14,0,0.04,0.22,0.5,0,0.5,0.28,0,0,0
464,0.02,0.14,0.15,0.45,0.5,0,0.63,0.11,0,1,1
