"X","V2","V3","V4","V5","V6","V7","V8","V9","C2","C3","C4"
229,0.2,0.12,0.13,0.27,0.5,0,0.48,0.22,1,1,0
236,0.08,0.02,0.07,0.15,0.5,0,0.55,0.27,0,1,1
241,0.09,0.0700000000000001,0.03,0.14,0.5,0,0.53,0.22,0,1,0
250,0.15,0.07,0.21,0.23,0.5,0,0.47,0.22,0,0,0
251,0.05,0.04,0.01,0.23,0.5,0.83,0.49,0.22,0,1,1
252,0.1,0.09,0.05,0.21,0.5,0,0.46,0.33,1,1,1
254,0.0700000000000001,0.06,0.03,0.16,0.5,0,0.5,0.22,1,0,1
266,0.02,0.16,0.03,0.62,0.5,0,0.47,0.36,0,1,1
268,0.01,0.02,0.01,0.09,0.5,0,0.52,0.25,1,1,1
274,0.0700000000000001,0.03,0.04,0.19,0.5,0,0.46,0.22,1,1,1
275,0.12,0.19,0.08,0.12,0.5,0,0.51,0.27,1,0,1
277,0.34,0.09,0.18,0.04,0.5,0,0.47,0.22,1,1,0
279,0.03,0.05,0.01,0.21,0.5,0,0.52,0.3,1,1,0
283,0.0600000000000001,0.03,0.02,0.11,0.5,0,0.48,0.48,1,0,1
285,0.04,0.0700000000000001,0.02,0.32,0.5,0,0.43,0.22,0,1,1
294,0.0600000000000001,0.0700000000000001,0.06,0.14,0.5,0,0.46,0.22,1,1,0
305,0.28,0.31,0,0.4,1,0,0.46,0.22,1,1,0
307,0.14,0.03,0.02,0.15,1,0,0.45,0.35,0,0,0
314,0.22,0.1,0.02,0.15,0.5,0,0.51,0.33,1,1,1
320,0.2,0.11,0,0.13,0.5,0.83,0.48,0.22,1,1,0
323,0.25,0.23,0.04,0.25,0.5,0,0.43,0.22,1,1,0
328,0.04,0.09,0.05,0.14,0.5,0,0.46,0.22,0,0,1
344,0.11,0.11,0.02,0.3,0.5,0,0.47,0.22,1,1,0
353,0.1,0.16,0.01,0.3,0.5,0,0.54,0.31,1,1,1
356,0.04,0.0700000000000001,0.02,0.17,0.5,0,0.48,0.22,0,1,0
358,0.18,0.18,0.03,0.18,0.5,0,0.48,0.29,0,0,1
364,0.42,0.2,0.0599999999999999,0.45,0.5,0,0.44,0.22,1,1,1
376,0.15,0.17,0,0.16,0.5,0,0.53,0.33,0,1,0
390,0.08,0.11,0.02,0.29,0.5,0,0.53,0.43,0,1,1
393,0.11,0.01,0.07,0.52,0.5,0,0.46,0.63,1,0,0
401,0.01,0.15,0.04,0.14,0.5,0,0.53,0.26,0,0,0
402,0.14,0.09,0.02,0.18,0.5,0,0.58,0.38,0,0,1
404,0.04,0.06,0.04,0.15,0.5,0,0.42,0.22,1,0,0
408,0.12,0.15,0.07,0.24,0.5,0,0.56,0.18,0,0,1
410,0.1,0.1,0.04,0.52,0.5,0,0.63,0.16,0,0,1
414,0.0700000000000001,0.05,0.05,0.19,0.5,0,0.46,0.22,1,0,1
427,0.12,0.05,0.02,0.16,0.5,0,0.46,0.42,1,1,0
435,0.12,0.05,0.02,0.19,0.5,0,0.46,0.47,1,1,0
439,0.15,0.15,0.1,0.18,0.5,0,0.48,0.32,0,0,1
452,0.04,0.0700000000000001,0.02,0.46,0.5,0,0.48,0.22,1,1,0
455,0.02,0.03,0.03,0.5,0.5,0,0.49,0.22,1,1,0
456,0.0600000000000001,0,0.01,0.46,0.5,0,0.48,0.25,1,0,0
457,0.01,0.03,0.01,0.16,0.5,0,0.48,0.26,1,0,1
462,0.18,0.02,0.02,0.28,0.5,0,0.49,0.22,1,1,1
471,0.4,0.32,0.15,0.71,0.5,0,0.45,0.63,1,1,0
474,0,0.08,0.19,0.21,0.5,0,0.5,0.32,0,0,0
489,0.36,0.0700000000000001,0.18,0.38,1,0,0.45,0.25,1,1,0
491,0.1,0.04,0.04,0.26,0.5,0,0.47,0.31,1,1,0
496,0.35,0.14,0.13,0.23,0.5,0,0.47,0.22,1,1,0
497,0.4,0.28,0.15,0.34,0.5,0,0.56,0.22,1,1,0
499,0.13,0.14,0.04,0.22,0.5,0,0.56,0.31,0,0,0
500,0.08,0,0.03,0.16,0.5,0,0.49,0.22,1,0,0
506,0.4,0.33,0.09,0.49,0.5,0,0.45,0.22,1,1,1
515,0.45,0.11,0.18,0.49,0.5,0,0.46,0.22,1,1,0
516,0.13,0.05,0.0599999999999999,0.18,0.5,0,0.58,0.22,0,0,1
526,0.05,0.08,0.07,0.13,0.5,0,0.51,0.42,0,0,0
530,0.04,0.05,0.04,0.22,0.5,0,0.47,0.22,1,0,0
532,0.03,0.35,0.15,0.21,0.5,0,0.5,0.25,0,0,0
543,0.1,0.12,0.05,0.15,0.5,0,0.5,0.27,0,0,1
548,0.01,0.13,0.03,0.66,0.5,0,0.51,0.22,1,1,1
549,0.02,0.05,0.03,0.48,0.5,0,0.47,0.26,0,1,1
552,0.32,0.16,0.01,0.41,0.5,0,0.43,0.26,1,1,1
562,0.23,0.0700000000000001,0.11,0.26,0.5,0,0.49,0.26,1,1,0
577,0.0600000000000001,0.16,0.01,0.28,0.5,0,0.45,0.22,1,1,0
582,0.04,0.01,0.12,0.67,0.5,0,0.52,0.22,0,0,1
583,0.17,0.03,0.01,0.44,0.5,0,0.44,0.27,1,1,1
586,0.12,0.18,0.02,0.16,0.5,0,0.47,0.44,0,0,1
588,0.01,0.02,0.03,0.55,0.5,0,0.49,0.65,0,0,1
590,0.04,0.24,0.04,0.65,0.5,0,0.46,0.43,0,1,0
593,0.07,0.01,0.02,0.22,0.5,0.83,0.5,0.22,0,1,1
608,0.07,0.04,0.02,0.64,0.5,0,0.53,0.22,0,1,1
612,0.11,0.08,0.13,0.52,0.5,0,0.53,0.28,1,1,1
624,0.04,0.03,0.1,0.35,0.5,0,0.5,0.22,1,1,1
629,0.11,0.05,0.03,0.41,0.5,0,0.49,0.22,0,1,1
640,0.02,0.11,0,0.26,0.5,0,0.46,0.22,1,1,0
641,0,0.03,0.09,0.46,0.5,0,0.45,0.22,0,0,0
657,0.02,0.03,0.04,0.28,0.5,0,0.56,0.46,0,0,1
668,0.0700000000000001,0.14,0.01,0.2,0.5,0,0.66,0.26,1,1,1
672,0.12,0.08,0.06,0.14,0.5,0,0.53,0.22,0,0,0
673,0.12,0.02,0.0599999999999999,0.4,0.5,0,0.52,0.27,0,1,1
675,0.01,0.13,0.02,0.41,0.5,0,0.45,0.36,1,0,1
676,0.1,0.09,0.12,0.52,0.5,0,0.5,0.31,1,1,0
680,0.04,0.12,0,0.49,0.5,0,0.46,0.27,1,1,0
682,0.16,0.03,0.02,0.29,0.5,0,0.5,0.55,0,0,1
696,0.38,0.02,0.09,0.47,0.5,0,0.41,0.22,1,0,1
706,0.21,0.02,0.04,0.24,0.5,0,0.47,0.25,1,1,0
715,0.09,0.02,0.05,0.16,0.5,0,0.66,0.22,1,1,1
722,0.21,0.01,0.05,0.16,0.5,0,0.52,0.26,0,0,1
725,0.0700000000000001,0.01,0.01,0.3,0.5,0,0.49,0.22,1,0,0
727,0.02,0.06,0.08,0.27,0.5,0,0.45,0.22,0,0,1
729,0.01,0.02,0.0599999999999999,0.27,0.5,0,0.52,0.22,1,1,1
735,0.02,0.03,0.0599999999999999,0.25,0.5,0,0.47,0.22,1,0,1
741,0.16,0.11,0.06,0.19,0.5,0,0.46,0.37,0,0,0
742,0.12,0.03,0.07,0.47,0.5,0,0.5,0.37,1,0,0
747,0.21,0.03,0.25,0.18,0.5,0,0.61,0.22,0,0,0
749,0.31,0.33,0.0599999999999999,0.26,0.5,0,0.43,0.27,1,1,1
752,0.18,0.03,0.07,0.3,0.5,0,0.43,0.27,1,0,1
754,0.04,0.04,0.04,0.43,0.5,0,0.5,0.27,0,1,0
757,0.01,0.04,0.08,0.35,0.5,0,0.45,0.3,0,0,1
759,0.1,0.04,0.07,0.21,0.5,0,0.51,0.22,1,0,1
761,0.1,0.09,0.04,0.61,0.5,0,0.56,0.3,1,1,0
762,0.01,0.08,0.11,0.25,0.5,0,0.49,0.22,1,1,1
773,0.25,0.23,0.01,0.28,0.5,0,0.5,0.27,1,1,0
775,0.11,0.13,0.01,0.14,0.5,0,0.47,0.22,0,1,1
776,0.28,0.23,0.03,0.26,0.5,0,0.49,0.22,1,1,0
787,0.02,0.05,0.02,0.77,0.5,0,0.48,0.36,0,1,1
792,0.29,0.2,0.07,0.26,0.5,0,0.46,0.22,1,1,0
793,0,0.11,0.21,0.34,0.5,0,0.5,0.43,0,1,0
796,0.0600000000000001,0.02,0.03,0.2,0.5,0,0.44,0.22,1,1,1
797,0.46,0.22,0.24,0.39,0.5,0,0.69,0.22,1,1,0
806,0.05,0.04,0.03,0.14,0.5,0,0.51,0.33,1,1,0
811,0.08,0.04,0.1,0.15,0.5,0,0.46,0.25,0,1,0
819,0.26,0.2,0.03,0.13,0.5,0,0.43,0.4,1,1,0
823,0.03,0.13,0.03,0.25,0.5,0,0.54,0.22,0,1,1
826,0.03,0.03,0.05,0.2,0.5,0,0.5,0.22,1,0,1
835,0.19,0.19,0.05,0.32,0.5,0,0.55,0.22,0,0,0
844,0.09,0.21,0.03,0.06,0.5,0,0.51,0.42,0,0,0
852,0.12,0.05,0,0.56,0.5,0,0.5,0.38,0,0,0
858,0.14,0.02,0.02,0.19,0.5,0,0.52,0.22,0,0,1
865,0.06,0.03,0.01,0.21,0.5,0,0.51,0.34,0,0,0
866,0.12,0.0600000000000001,0,0.26,0.5,0,0.48,0.22,1,1,0
877,0.02,0.0600000000000001,0.05,0.18,0.5,0,0.5,0.38,1,1,1
878,0.1,0.05,0.03,0.24,0.5,0,0.49,0.49,0,0,1
879,0.06,0.01,0.02,0.18,0.5,0,0.54,0.22,0,0,1
882,0.16,0.21,0.01,0.15,0.5,0,0.49,0.86,0,0,1
889,0.08,0.03,0.05,0.26,0.5,0,0.52,0.32,0,1,1
890,0.01,0.02,0.08,0.41,0.5,0,0.44,0.27,0,0,1
897,0.12,0.03,0.03,0.11,0.5,0,0.53,0.22,1,0,1
903,0.05,0.16,0.04,0.16,0.5,0,0.51,0.22,0,0,1
913,0.0600000000000001,0.04,0.07,0.25,0.5,0,0.51,0.22,1,0,1
916,0.11,0.01,0.05,0.32,0.5,0,0.6,0.33,1,0,0
922,0.04,0,0.0599999999999999,0.25,0.5,0,0.52,0.22,0,0,1
929,0.11,0.09,0.08,0.25,0.5,0,0.56,0.22,0,0,1
932,0.04,0.01,0.0599999999999999,0.29,0.5,0,0.56,0.11,0,1,1
951,0.05,0.01,0.04,0.24,0.5,0,0.52,0.22,0,1,1
955,0.18,0.11,0.14,0.18,0.5,0,0.54,0.22,0,1,1
960,0.2,0.09,0.01,0.16,0.5,0,0.49,0.34,0,0,0
961,0.12,0.19,0,0.15,0.5,0,0.42,0.26,0,0,0
965,0.08,0.06,0.01,0.3,0.5,0,0.63,0.11,1,0,1
967,0.1,0.02,0.03,0.12,0.5,0,0.46,0.31,1,1,0
978,0.09,0.04,0.04,0.27,0.5,0,0.52,0.11,1,0,1
980,0.14,0.15,0.06,0.26,0.5,0,0.57,0.22,1,1,0
987,0.15,0.15,0.14,0.4,0.5,0,0.68,0.16,0,0,1
988,0.15,0.15,0.14,0.4,0.5,0,0.68,0.16,0,0,1
992,0.0700000000000001,0.14,0.04,0.41,0.5,0,0.5,0.22,1,0,0
993,0.0700000000000001,0.14,0.04,0.35,0.5,0,0.48,0.22,1,0,0
998,0.17,0.11,0.01,0.19,0.5,0,0.31,0.22,1,1,1
1001,0.29,0.33,0.05,0.21,0.5,0,0.31,0.22,1,1,1
1005,0.02,0.0700000000000001,0.05,0.5,0.5,0,0.49,0.22,0,1,0
1010,0.17,0.05,0.03,0.21,0.5,0,0.6,0.19,0,0,1
1013,0.03,0.1,0.03,0.22,0.5,0,0.52,0.25,0,0,1
1014,0.07,0.01,0.13,0.13,0.5,0,0.51,0.22,0,1,1
1024,0.08,0,0.14,0.28,0.5,0,0.41,0.57,0,0,1
1027,0.12,0.19,0.11,0.43,0.5,0,0.56,0.39,0,0,1
1028,0.12,0.19,0.11,0.43,0.5,0,0.56,0.39,0,0,1
1032,0,0.09,0.07,0.23,0.5,0,0.53,0.27,0,0,1
1036,0.15,0.24,0.04,0.28,0.5,0,0.49,0.49,0,0,1
1039,0.01,0.01,0.03,0.23,0.5,0,0.47,0.68,1,0,0
1042,0.1,0.03,0.18,0.18,0.5,0,0.47,0.22,0,0,0
1060,0.05,0.22,0.01,0.21,0.5,0,0.46,0.27,0,1,0
1075,0.1,0.19,0.12,0.2,0.5,0,0.57,0.47,0,0,1
1089,0.04,0,0.04,0.21,0.5,0,0.47,0.22,1,0,0
1091,0.07,0.06,0.16,0.7,0.5,0,0.58,0.25,0,0,1
1093,0.09,0,0.02,0.23,0.5,0,0.56,0.26,0,0,1
1095,0.07,0.07,0.04,0.31,0.5,0,0.57,0.22,0,0,1
1099,0.16,0.07,0.04,0.23,0.5,0,0.48,0.43,0,0,1
1101,0.12,0.02,0.02,0.12,0.5,0,0.53,0.31,0,0,0
1103,0.11,0.07,0.2,0.35,0.5,0,0.48,0.22,0,0,0
1104,0.03,0.0700000000000001,0.05,0.25,0.5,0,0.57,0.22,0,1,1
1108,0.31,0.2,0.02,0.33,0.5,0,0.49,0.22,1,1,1
1112,0.09,0.06,0.15,0.33,0.5,0,0.49,0.22,0,0,0
1119,0.11,0.15,0.05,0.36,0.5,0,0.54,0.27,1,1,1
1124,0.12,0.09,0.13,0.18,0.5,0,0.49,0.22,0,0,0
1129,0.02,0.01,0.03,0.11,0.5,0,0.4,0.22,1,1,1
1130,0.05,0.11,0.0599999999999999,0.17,0.5,0,0.56,0.22,1,1,1
1134,0.13,0.17,0.04,0.27,0.5,0,0.53,0.43,0,0,1
1135,0.03,0.08,0.06,0.23,0.5,0,0.52,0.22,0,0,0
1136,0.09,0.1,0.09,0.23,0.5,0,0.48,0.31,0,0,1
1138,0.03,0.02,0.07,0.18,0.5,0,0.66,0.11,1,0,1
1141,0.05,0.06,0.05,0.28,0.5,0,0.55,0.29,0,0,0
1142,0.03,0.01,0.01,0.28,0.5,0,0.5,0.37,0,1,0
1145,0.11,0.09,0.05,0.21,0.5,0,0.48,0.22,0,1,0
1148,0.03,0.04,0.06,0.13,0.5,0,0.52,0.22,1,0,0
1151,0.05,0.1,0.03,0.18,0.5,0,0.51,0.22,0,1,1
1156,0.26,0.36,0,0.16,0.5,0,0.47,0.51,0,0,0
1157,0,0.11,0.03,0.35,0.5,0,0.47,0.46,0,1,1
1159,0,0.01,0,0.21,0.5,0,0.47,0.22,0,0,0
1163,0.02,0.17,0,0.24,0.5,0,0.46,0.27,0,0,0
1184,0.08,0.07,0.28,0.16,0.5,0,0.6,0.22,0,0,0
1187,0,0.18,0.08,0.24,0.5,0,0.46,0.22,0,0,0
1189,0.34,0.32,0.06,0.38,0.5,0,0.6,0.26,1,1,0
1203,0.13,0.01,0.12,0.23,0.5,0,0.5,0.22,0,1,0
1204,0.01,0.05,0.05,0.29,0.5,0,0.49,0.43,0,1,1
1212,0.1,0.1,0.14,0.16,0.5,0,0.55,0.22,0,0,1
1213,0.02,0.1,0.04,0.21,0.5,0,0.48,0.22,1,1,1
1218,0.24,0.01,0.06,0.32,0.5,0,0.6,0.22,0,0,0
1220,0.12,0.05,0.03,0.38,0.5,0,0.46,0.29,1,1,1
1221,0.01,0.32,0.14,0.33,0.5,0,0.56,0.36,0,0,0
1228,0.14,0.15,0.02,0.2,0.5,0,0.48,0.25,1,1,0
1231,0.01,0.05,0.05,0.37,0.5,0,0.54,0.36,0,0,0
1244,0.14,0.06,0.03,0.11,0.5,0,0.49,0.22,1,0,0
1251,0.08,0.1,0.14,0.14,0.5,0,0.51,0.33,0,1,1
1252,0.02,0.11,0.01,0.15,0.5,0,0.51,0.47,0,0,0
1269,0.31,0.34,0.08,0.24,0.5,0,0.46,0.22,1,1,0
1270,0.09,0.0600000000000001,0,0.13,0.5,0,0.48,0.22,1,1,0
1286,0.05,0.06,0.03,0.27,0.5,0,0.56,0.41,1,0,0
1295,0.04,0.27,0,0.25,0.5,0,0.41,0.22,0,1,0
1310,0.0700000000000001,0.03,0,0.25,0.5,0,0.46,0.22,1,0,0
1316,0.1,0.21,0.05,0.19,0.5,0,0.46,0.44,1,1,0
1317,0.3,0.08,0.04,0.13,0.5,0,0.48,0.25,0,0,1
1322,0.15,0.07,0.03,0.19,0.5,0,0.54,0.31,0,0,0
1324,0.04,0.05,0.03,0.52,0.5,0,0.51,0.38,1,0,1
1328,0.09,0.21,0.07,0.44,0.5,0,0.59,0.22,0,0,1
1329,0.05,0.14,0.04,0.19,0.5,0,0.7,0.22,1,0,1
1336,0.19,0.19,0.16,0.16,0.5,0,0.38,0.22,1,1,0
1338,0.24,0.1,0.16,0.15,0.5,0,0.46,0.22,1,1,0
1339,0.11,0.12,0.01,0.15,0.5,0,0.45,0.26,1,0,1
1343,0.01,0,0.02,0.26,0.5,0,0.61,0.27,0,0,0
1348,0.08,0.01,0,0.2,0.5,0,0.49,0.22,0,0,0
1356,0.15,0.0700000000000001,0.01,0.17,0.5,0,0.46,0.47,1,1,1
1357,0.51,0.31,0.22,0.36,0.5,0,0.48,0.22,1,1,0
1361,0,0.04,0.15,0.15,0.5,0,0.48,0.27,0,1,0
1374,0.1,0.0700000000000001,0.01,0.48,0.5,0,0.54,0.22,1,1,0
1378,0.04,0.01,0.08,0.16,0.5,0,0.48,0.28,0,1,0
1380,0.03,0.12,0.04,0.29,0.5,0,0.51,0.22,0,1,1
1385,0.09,0.05,0.04,0.25,0.5,0,0.46,0.56,0,0,0
1390,0.08,0.03,0.05,0.2,0.5,0.83,0.48,0.41,1,1,0
1407,0.02,0.11,0.09,0.21,0.5,0,0.54,0.34,1,0,0
1411,0.22,0.15,0.09,0.28,0.5,0,0.57,0.22,1,1,0
1416,0.01,0.09,0.04,0.17,0.5,0,0.47,0.74,0,1,0
1420,0.11,0.0700000000000001,0.13,0.16,0.5,0,0.47,0.22,0,1,0
1421,0.31,0.3,0.08,0.25,0.5,0,0.48,0.22,1,1,0
1424,0.34,0.45,0.19,0.21,0.5,0,0.49,0.22,1,1,0
1427,0.11,0.18,0.18,0.17,0.5,0,0.49,0.22,0,1,0
1428,0.1,0.16,0.18,0.23,0.5,0,0.53,0.22,0,0,0
1435,0.37,0.29,0.17,0.15,0.5,0,0.47,0.22,1,1,0
1436,0.11,0.05,0.0599999999999999,0.14,0.5,0,0.47,0.52,0,0,1
1437,0.23,0.24,0.1,0.28,0.5,0,0.56,0.22,1,1,0
1439,0,0.0600000000000001,0.16,0.23,0.5,0,0.43,0.22,0,1,0
1442,0.09,0.06,0.02,0.17,0.5,0,0.49,0.36,0,0,0
1445,0.02,0.1,0.05,0.13,0.5,0,0.52,0.22,1,1,0
1447,0.02,0.01,0.09,0.63,0.5,0,0.62,0.16,0,1,1
1453,0.08,0.24,0.08,0.44,0.5,0,0.4,0.69,0,0,1
1459,0.01,0.12,0.07,0.2,0.5,0,0.51,0.22,1,1,0
1461,0.03,0.13,0.05,0.54,0.5,0,0.49,0.27,0,1,0
1469,0.1,0.09,0.04,0.18,0.5,0,0.52,0.22,0,1,0
1473,0.1,0.18,0.03,0.19,0.5,0,0.52,0.6,1,1,1
1477,0.12,0.01,0.03,0.25,0.5,0,0.5,0.22,1,0,1
1480,0.32,0.13,0.08,0.17,0.5,0,0.47,0.22,1,1,0
