"X","V2","V3","V4","V5","V6","V7","V8","V9","C2","C3","C4"
208,0,0.11,0.08,0.56,0.5,0,0.64,0.22,0,1,0
209,0.01,0.08,0.07,0.5,0.5,0,0.58,0.22,1,0,0
212,0.0600000000000001,0.04,0.06,0.54,0.5,0,0.5,0.22,1,0,0
213,0.18,0.19,0.05,0.29,0.5,0,0.54,0.22,1,1,0
214,0.04,0.02,0.05,0.28,0.5,0,0.52,0.22,1,1,0
216,0.03,0.09,0.09,0.12,0.5,0,0.45,0.22,1,0,1
218,0.02,0.03,0.08,0.49,0.5,0,0.44,0.22,0,0,1
220,0.29,0.25,0.07,0.25,1,0,0.47,0.22,1,1,1
221,0.21,0.16,0.03,0.28,0.5,0,0.4,0.4,1,1,1
222,0.02,0.05,0.14,0.14,0.5,0,0.5,0.22,0,1,0
223,0.0700000000000001,0.03,0.03,0.17,0.5,0,0.54,0.22,1,1,0
224,0.08,0.08,0.08,0.24,0.5,0,0.6,0.22,1,0,1
225,0.0700000000000001,0.08,0.07,0.21,0.5,0,0.58,0.22,1,0,1
226,0.09,0.0700000000000001,0.06,0.12,0.5,0,0.49,0.22,1,1,0
227,0.04,0.11,0.15,0.25,0.5,0,0.57,0.22,1,0,1
228,0.15,0.13,0.03,0.11,0.5,0,0.64,0.21,0,0,1
229,0.2,0.12,0.13,0.27,0.5,0,0.48,0.22,1,1,0
230,0.12,0.04,0.09,0.19,0.5,0.5,0.58,0.22,0,1,1
231,0.08,0.04,0.02,0.17,0.5,0,0.49,0.25,0,0,1
232,0.18,0.03,0.03,0.52,0.5,0,0.5,0.34,0,0,1
233,0.13,0.12,0.18,0.14,0.5,0,0.43,0.31,0,0,0
234,0.33,0.29,0.02,0.23,0.5,0,0.54,0.22,1,1,0
235,0.33,0.26,0.03,0.23,0.5,0,0.54,0.22,1,1,1
236,0.08,0.02,0.07,0.15,0.5,0,0.55,0.27,0,1,1
237,0.11,0.02,0.24,0.17,0.5,0,0.45,0.22,0,1,1
239,0.04,0.05,0,0.33,0.5,0,0.48,0.22,1,0,0
241,0.09,0.0700000000000001,0.03,0.14,0.5,0,0.53,0.22,0,1,0
242,0.04,0.04,0.09,0.13,0.5,0,0.51,0.22,1,1,1
243,0.07,0.08,0.21,0.22,0.5,0,0.43,0.22,0,1,1
244,0.04,0.22,0.0599999999999999,0.36,0.5,0,0.48,0.18,0,0,1
246,0.02,0.04,0.04,0.14,0.5,0,0.49,0.22,1,1,1
247,0.05,0.19,0.06,0.51,0.5,0,0.48,0.41,0,1,0
249,0.0600000000000001,0.07,0.17,0.3,0.5,0,0.48,0.22,1,0,0
250,0.15,0.07,0.21,0.23,0.5,0,0.47,0.22,0,0,0
251,0.05,0.04,0.01,0.23,0.5,0.83,0.49,0.22,0,1,1
252,0.1,0.09,0.05,0.21,0.5,0,0.46,0.33,1,1,1
253,0.1,0.21,0.05,0.12,0.5,0,0.59,0.22,0,0,0
254,0.0700000000000001,0.06,0.03,0.16,0.5,0,0.5,0.22,1,0,1
255,0.13,0.19,0.13,0.08,0.5,0,0.47,0.25,0,1,0
256,0.22,0.13,0.09,0.33,0.5,0,0.63,0.31,0,0,1
257,0.14,0.09,0.08,0.22,0.5,0,0.53,0.37,0,0,1
258,0.07,0.17,0.01,0.21,0.5,0,0.49,0.22,0,0,0
259,0.26,0.29,0.02,0.2,0.5,0,0.56,0.22,0,0,1
260,0.0600000000000001,0.05,0.05,0.22,0.5,0,0.5,0.37,1,1,1
261,0.13,0.25,0.02,0.16,0.5,0,0.49,0.22,0,0,0
262,0.11,0.01,0.08,0.22,0.5,0,0.54,0.22,0,0,1
263,0.31,0.03,0.01,0.15,0.5,0,0.47,0.22,1,0,0
264,0.11,0.0700000000000001,0.04,0.2,0.5,0,0.5,0.38,1,1,0
265,0.08,0.25,0.03,0.26,0.5,0,0.59,0.22,0,0,1
266,0.02,0.16,0.03,0.62,0.5,0,0.47,0.36,0,1,1
267,0.06,0.1,0.03,0.14,0.5,0,0.53,0.22,0,0,1
268,0.01,0.02,0.01,0.09,0.5,0,0.52,0.25,1,1,1
271,0.03,0.14,0.02,0.16,0.5,0,0.49,0.29,0,0,1
272,0.03,0.06,0.02,0.79,0.5,0,0.51,0.63,0,0,0
274,0.0700000000000001,0.03,0.04,0.19,0.5,0,0.46,0.22,1,1,1
275,0.12,0.19,0.08,0.12,0.5,0,0.51,0.27,1,0,1
277,0.34,0.09,0.18,0.04,0.5,0,0.47,0.22,1,1,0
278,0.1,0.04,0.02,0.18,0.5,0,0.46,0.22,0,0,1
279,0.03,0.05,0.01,0.21,0.5,0,0.52,0.3,1,1,0
280,0.14,0.1,0.0599999999999999,0.11,0.5,0,0.52,0.22,0,0,1
281,0.13,0,0.21,0.22,0.5,0,0.48,0.31,0,0,0
282,0.29,0.21,0.19,0.23,0.5,0,0.47,0.22,1,1,0
283,0.0600000000000001,0.03,0.02,0.11,0.5,0,0.48,0.48,1,0,1
284,0.04,0.0700000000000001,0.03,0.32,0.5,0,0.43,0.22,0,1,1
285,0.04,0.0700000000000001,0.02,0.32,0.5,0,0.43,0.22,0,1,1
286,0.2,0.06,0.11,0.15,0.5,0,0.47,0.22,0,0,0
287,0.03,0.26,0.14,0.14,0.5,0,0.54,0.22,1,1,0
288,0.22,0.0700000000000001,0.12,0.27,0.5,0,0.48,0.22,1,1,0
290,0.05,0.16,0.02,0.34,0.5,0,0.48,0.22,1,1,0
291,0.08,0.1,0.07,0.16,0.5,0,0.48,0.22,1,1,0
293,0.43,0.12,0.11,0.22,0.5,0,0.46,0.22,1,1,0
294,0.0600000000000001,0.0700000000000001,0.06,0.14,0.5,0,0.46,0.22,1,1,0
295,0.14,0.12,0.1,0.22,0.5,0,0.49,0.22,1,1,0
296,0.09,0.04,0.13,0.18,0.5,0,0.48,0.22,1,1,0
297,0.13,0.03,0.08,0.19,0.5,0,0.52,0.22,0,0,0
298,0.17,0.02,0.04,0.12,0.5,0,0.48,0.22,0,0,1
299,0.15,0.11,0.06,0.19,0.5,0,0.49,0.22,0,0,0
300,0.13,0.09,0.05,0.13,0.5,0,0.47,0.22,1,1,0
301,0.04,0.19,0.09,0.19,0.5,0,0.47,0.22,1,1,0
303,0.0600000000000001,0.03,0.05,0.31,0.5,0,0.42,0.48,1,0,0
304,0.14,0.11,0.04,0.13,0.5,0,0.48,0.43,0,1,0
305,0.28,0.31,0,0.4,1,0,0.46,0.22,1,1,0
306,0.28,0.38,0.04,0.37,0.5,0,0.52,0.22,1,1,0
307,0.14,0.03,0.02,0.15,1,0,0.45,0.35,0,0,0
308,0.06,0.02,0.03,0.14,0.5,0,0.5,0.22,0,1,0
309,0.08,0.12,0.06,0.26,0.5,0,0.5,0.22,1,1,0
310,0.14,0.13,0.09,0.12,0.5,0,0.48,0.25,1,1,0
311,0.24,0.09,0,0.18,0.5,0,0.5,0.27,0,0,0
312,0.0700000000000001,0.13,0.02,0.24,0.5,0,0.43,0.22,1,1,1
313,0.09,0.11,0,0.24,0.5,0,0.47,0.22,1,1,0
314,0.22,0.1,0.02,0.15,0.5,0,0.51,0.33,1,1,1
316,0.05,0.0600000000000001,0.09,0.22,0.5,0,0.52,0.22,1,1,0
317,0.1,0.05,0.23,0.12,0.5,0,0.54,0.27,0,0,0
318,0.16,0.05,0.02,0.08,0.5,0,0.52,0.49,0,0,0
319,0.32,0.33,0.1,0.36,0.5,0,0.61,0.22,1,1,0
320,0.2,0.11,0,0.13,0.5,0.83,0.48,0.22,1,1,0
323,0.25,0.23,0.04,0.25,0.5,0,0.43,0.22,1,1,0
324,0.05,0.08,0.01,0.19,0.5,0,0.41,0.67,1,1,1
325,0.07,0.03,0.11,0.17,0.5,0,0.5,0.26,0,1,0
326,0.42,0.28,0.17,0.47,0.5,0,0.48,0.31,1,1,0
328,0.04,0.09,0.05,0.14,0.5,0,0.46,0.22,0,0,1
329,0.02,0.02,0.07,0.16,0.5,0,0.51,0.28,0,0,1
330,0.08,0.1,0,0.52,0.5,0,0.51,0.22,0,0,0
331,0.12,0.15,0.19,0.22,0.5,0,0.44,0.22,0,0,0
332,0.2,0.11,0.01,0.31,0.5,0,0.45,0.22,1,1,0
333,0.14,0.0700000000000001,0.15,0.3,0.5,0,0.47,0.25,0,1,0
334,0.35,0.17,0.15,0.78,0.5,0,0.51,0.5,1,1,0
337,0.0600000000000001,0.17,0.0599999999999999,0.32,0.5,0,0.43,0.34,1,1,1
339,0.13,0.09,0.01,0.15,0.5,0,0.48,0.29,1,1,1
340,0.0700000000000001,0.1,0.02,0.16,0.5,0,0.76,0.42,1,1,1
341,0.05,0.02,0.14,0.15,0.5,0,0.49,0.22,0,1,0
342,0.05,0.05,0.02,0.15,0.5,0,0.54,0.27,0,0,0
344,0.11,0.11,0.02,0.3,0.5,0,0.47,0.22,1,1,0
345,0,0.03,0.17,0.21,0.5,0,0.45,0.22,0,0,0
346,0.14,0.19,0.0599999999999999,0.4,0.5,0,0.47,0.36,0,1,1
347,0.21,0.2,0.08,0.33,0.5,0,0.42,0.22,1,1,0
348,0.26,0.19,0.07,0.22,0.5,0,0.52,0.27,0,0,1
349,0.04,0.07,0.01,0.2,0.5,0,0.5,0.25,0,0,1
351,0.07,0.1,0.04,0.13,0.5,0,0.5,0.27,0,0,0
352,0.17,0.11,0.01,0.2,0.5,0,0.48,0.28,0,0,1
353,0.1,0.16,0.01,0.3,0.5,0,0.54,0.31,1,1,1
356,0.04,0.0700000000000001,0.02,0.17,0.5,0,0.48,0.22,0,1,0
357,0.0700000000000001,0.05,0.08,0.14,0.5,0,0.48,0.27,1,1,1
358,0.18,0.18,0.03,0.18,0.5,0,0.48,0.29,0,0,1
359,0.22,0.02,0.04,0.35,0.5,0,0.51,0.28,0,1,0
360,0.05,0.0700000000000001,0.0599999999999999,0.18,0.5,0,0.55,0.25,1,1,1
361,0.32,0.11,0.06,0.09,0.5,0,0.46,0.27,0,0,0
362,0.06,0.02,0.03,0.15,0.5,0,0.55,0.26,0,1,1
363,0.11,0.09,0.08,0.18,0.5,0,0.52,0.22,1,0,1
364,0.42,0.2,0.0599999999999999,0.45,0.5,0,0.44,0.22,1,1,1
366,0.1,0.06,0.01,0.19,0.5,0,0.45,0.27,1,0,1
368,0,0.18,0.17,0.13,0.5,0,0.48,0.22,0,0,0
369,0.03,0.02,0,0.12,0.5,0,0.49,0.4,1,1,0
370,0,0.06,0.03,0.15,0.5,0,0.45,0.25,0,0,0
371,0,0.02,0.01,0.16,0.5,0,0.47,0.28,0,0,1
372,0.01,0.1,0.02,0.18,0.5,0,0.49,0.22,0,0,0
373,0.05,0.15,0.04,0.18,0.5,0,0.48,0.22,0,0,1
376,0.15,0.17,0,0.16,0.5,0,0.53,0.33,0,1,0
377,0.29,0.15,0.18,0.1,0.5,0,0.52,0.31,0,0,0
378,0.25,0.04,0.01,0.08,0.5,0,0.45,0.31,1,1,0
379,0.2,0.01,0.13,0.15,0.5,0,0.45,0.22,1,0,0
380,0.19,0.01,0.04,0.11,0.5,0,0.54,0.22,0,1,0
381,0.05,0.02,0.03,0.38,0.5,0,0.48,0.22,0,1,0
382,0.18,0.04,0.01,0.17,0.5,0,0.51,0.22,0,0,0
383,0.0600000000000001,0.08,0.05,0.21,0.5,0,0.48,0.22,1,0,1
384,0.09,0.15,0.01,0.17,0.5,0,0.53,0.51,0,0,1
385,0.09,0.01,0.01,0.17,0.5,0,0.46,0.5,0,0,0
386,0.09,0.01,0.05,0.1,0.5,0,0.54,0.25,1,0,1
389,0.09,0.08,0,0.26,0.5,0,0.49,0.37,1,0,0
390,0.08,0.11,0.02,0.29,0.5,0,0.53,0.43,0,1,1
391,0.2,0.01,0.02,0.42,0.5,0,0.51,0.22,1,1,0
393,0.11,0.01,0.07,0.52,0.5,0,0.46,0.63,1,0,0
394,0.02,0,0.12,0.17,0.5,0,0.69,0.26,0,0,1
395,0.21,0.02,0.04,0.11,0.5,0,0.54,0.22,0,1,1
396,0.0700000000000001,0.08,0.12,0.39,1,0,0.41,0.4,1,1,1
397,0.28,0.11,0.02,0.16,0.5,0,0.49,0.45,0,0,0
399,0.06,0.07,0.03,0.22,0.5,0,0.43,0.33,0,0,1
400,0.08,0.1,0.01,0.58,0.5,0,0.47,0.22,1,1,0
401,0.01,0.15,0.04,0.14,0.5,0,0.53,0.26,0,0,0
402,0.14,0.09,0.02,0.18,0.5,0,0.58,0.38,0,0,1
403,0.02,0.04,0.02,0.62,0.5,0,0.54,0.22,0,0,1
404,0.04,0.06,0.04,0.15,0.5,0,0.42,0.22,1,0,0
407,0.12,0.15,0.07,0.24,0.5,0,0.56,0.18,0,0,1
408,0.12,0.15,0.07,0.24,0.5,0,0.56,0.18,0,0,1
409,0.1,0.1,0.04,0.52,0.5,0,0.63,0.16,0,0,1
410,0.1,0.1,0.04,0.52,0.5,0,0.63,0.16,0,0,1
411,0.01,0.03,0.13,0.29,0.5,0,0.47,0.22,0,0,0
412,0.01,0.08,0.01,0.09,0.5,0,0.48,0.42,0,1,0
413,0.12,0.08,0.06,0.21,0.5,0,0.5,0.42,1,1,0
414,0.0700000000000001,0.05,0.05,0.19,0.5,0,0.46,0.22,1,0,1
416,0.04,0.19,0.17,0.42,0.5,0,0.46,0.27,1,1,0
417,0.12,0.27,0.13,0.35,0.5,0,0.53,0.22,0,0,1
418,0.02,0.01,0.07,0.22,0.5,0,0.5,0.28,1,0,1
419,0,0.12,0.08,0.17,0.5,0,0.49,0.22,0,0,1
420,0.02,0.01,0.07,0.22,0.5,0,0.5,0.28,1,0,1
421,0.04,0.04,0.02,0.17,0.5,0,0.51,0.37,1,1,1
422,0.2,0.19,0.04,0.26,0.5,0,0.53,0.37,0,1,0
423,0.01,0.04,0.02,0.15,0.5,0,0.45,0.43,1,0,0
424,0.16,0.21,0.2,0.24,0.5,0,0.47,0.22,0,0,0
425,0.36,0.36,0.21,0.31,0.5,0,0.45,0.42,1,1,0
426,0.06,0.1,0,0.28,0.5,0,0.6,0.22,0,0,0
427,0.12,0.05,0.02,0.16,0.5,0,0.46,0.42,1,1,0
430,0.17,0.13,0.01,0.17,0.5,0,0.51,0.22,1,1,1
431,0.05,0.08,0.07,0.2,0.5,0,0.43,0.25,0,0,1
432,0.12,0.13,0.17,0.25,0.5,0,0.49,0.22,0,1,0
433,0.04,0.0700000000000001,0,0.64,0.5,0,0.46,0.22,0,1,0
435,0.12,0.05,0.02,0.19,0.5,0,0.46,0.47,1,1,0
437,0.05,0.04,0.01,0.37,0.5,0,0.5,0.22,0,1,1
438,0.17,0.15,0.1,0.17,0.5,0,0.48,0.32,0,0,1
439,0.15,0.15,0.1,0.18,0.5,0,0.48,0.32,0,0,1
440,0.02,0.19,0.02,0.59,0.5,0,0.46,0.27,1,1,0
441,0.08,0.19,0.02,0.28,0.5,0,0.46,0.22,0,0,0
443,0.19,0.01,0.17,0.26,0.5,0,0.49,0.22,0,1,0
444,0,0.09,0.17,0.26,0.5,0,0.5,0.22,0,0,0
445,0.15,0.09,0.21,0.23,0.5,0,0.49,0.22,0,0,0
446,0.06,0.05,0.21,0.18,0.5,0,0.49,0.22,0,0,0
447,0.06,0.04,0.14,0.12,0.5,0,0.52,0.22,0,0,0
448,0.04,0.08,0.21,0.17,0.5,0,0.49,0.22,0,1,0
449,0.04,0.08,0.21,0.17,0.5,0,0.49,0.22,0,1,0
450,0.07,0.05,0.18,0.17,0.5,0,0.46,0.27,0,0,0
452,0.04,0.0700000000000001,0.02,0.46,0.5,0,0.48,0.22,1,1,0
453,0.04,0.05,0.03,0.62,0.5,0,0.47,0.22,0,1,1
454,0.02,0.06,0.12,0.18,0.5,0,0.48,0.22,1,0,1
455,0.02,0.03,0.03,0.5,0.5,0,0.49,0.22,1,1,0
456,0.0600000000000001,0,0.01,0.46,0.5,0,0.48,0.25,1,0,0
