"X","V2","V3","V4","V5","V6","V7","V8","V9","C2","C3","C4"
114,0.09,0.05,0.02,0.47,0.5,0,0.51,0.27,0,0,0
117,0.1,0.18,0.05,0.41,0.5,0,0.53,0.22,1,1,1
121,0.15,0.13,0.22,0.28,0.5,0,0.49,0.22,1,1,0
128,0.03,0.22,0.03,0.53,0.5,0,0.47,0.22,0,1,0
131,0.01,0.15,0.0599999999999999,0.15,0.5,0,0.53,0.22,1,1,1
134,0.13,0.02,0.01,0.42,0.5,0,0.46,0.27,1,1,1
142,0.09,0.01,0,0.47,0.5,0,0.45,0.22,1,0,0
147,0.1,0.01,0.01,0.14,0.5,0,0.55,0.25,1,0,0
154,0.04,0.06,0,0.24,0.5,0,0.46,0.33,0,0,0
162,0.09,0.07,0.2,0.21,0.5,0,0.46,0.32,0,0,1
164,0.07,0.02,0.01,0.12,0.5,0,0.48,0.46,0,1,0
165,0.08,0.02,0.02,0.18,0.5,0,0.44,0.25,1,1,1
167,0.07,0.07,0.09,0.2,0.5,0,0.51,0.22,0,0,0
172,0.01,0.12,0.07,0.2,0.5,0,0.53,0.22,0,1,0
174,0.28,0.08,0.04,0.11,0.5,0,0.5,0.27,0,0,1
179,0.11,0.12,0.05,0.21,0.5,0,0.51,0.22,0,0,1
187,0.17,0.08,0.01,0.15,0.5,0,0.47,0.22,0,1,0
190,0.12,0.07,0,0.11,0.5,0,0.43,0.22,0,0,0
191,0.26,0.21,0.13,0.27,0.5,0,0.51,0.22,1,1,0
197,0.09,0.09,0.07,0.49,0.5,0,0.51,0.26,1,1,1
200,0.03,0.06,0.13,0.33,0.5,0,0.52,0.28,0,0,0
202,0.07,0.18,0.11,0.12,0.5,0,0.6,0.22,0,0,1
212,0.0600000000000001,0.04,0.06,0.54,0.5,0,0.5,0.22,1,0,0
214,0.04,0.02,0.05,0.28,0.5,0,0.52,0.22,1,1,0
221,0.21,0.16,0.03,0.28,0.5,0,0.4,0.4,1,1,1
223,0.0700000000000001,0.03,0.03,0.17,0.5,0,0.54,0.22,1,1,0
227,0.04,0.11,0.15,0.25,0.5,0,0.57,0.22,1,0,1
231,0.08,0.04,0.02,0.17,0.5,0,0.49,0.25,0,0,1
233,0.13,0.12,0.18,0.14,0.5,0,0.43,0.31,0,0,0
234,0.33,0.29,0.02,0.23,0.5,0,0.54,0.22,1,1,0
235,0.33,0.26,0.03,0.23,0.5,0,0.54,0.22,1,1,1
256,0.22,0.13,0.09,0.33,0.5,0,0.63,0.31,0,0,1
257,0.14,0.09,0.08,0.22,0.5,0,0.53,0.37,0,0,1
261,0.13,0.25,0.02,0.16,0.5,0,0.49,0.22,0,0,0
267,0.06,0.1,0.03,0.14,0.5,0,0.53,0.22,0,0,1
272,0.03,0.06,0.02,0.79,0.5,0,0.51,0.63,0,0,0
281,0.13,0,0.21,0.22,0.5,0,0.48,0.31,0,0,0
288,0.22,0.0700000000000001,0.12,0.27,0.5,0,0.48,0.22,1,1,0
297,0.13,0.03,0.08,0.19,0.5,0,0.52,0.22,0,0,0
308,0.06,0.02,0.03,0.14,0.5,0,0.5,0.22,0,1,0
309,0.08,0.12,0.06,0.26,0.5,0,0.5,0.22,1,1,0
317,0.1,0.05,0.23,0.12,0.5,0,0.54,0.27,0,0,0
326,0.42,0.28,0.17,0.47,0.5,0,0.48,0.31,1,1,0
340,0.0700000000000001,0.1,0.02,0.16,0.5,0,0.76,0.42,1,1,1
341,0.05,0.02,0.14,0.15,0.5,0,0.49,0.22,0,1,0
351,0.07,0.1,0.04,0.13,0.5,0,0.5,0.27,0,0,0
359,0.22,0.02,0.04,0.35,0.5,0,0.51,0.28,0,1,0
361,0.32,0.11,0.06,0.09,0.5,0,0.46,0.27,0,0,0
363,0.11,0.09,0.08,0.18,0.5,0,0.52,0.22,1,0,1
368,0,0.18,0.17,0.13,0.5,0,0.48,0.22,0,0,0
369,0.03,0.02,0,0.12,0.5,0,0.49,0.4,1,1,0
372,0.01,0.1,0.02,0.18,0.5,0,0.49,0.22,0,0,0
373,0.05,0.15,0.04,0.18,0.5,0,0.48,0.22,0,0,1
377,0.29,0.15,0.18,0.1,0.5,0,0.52,0.31,0,0,0
378,0.25,0.04,0.01,0.08,0.5,0,0.45,0.31,1,1,0
379,0.2,0.01,0.13,0.15,0.5,0,0.45,0.22,1,0,0
381,0.05,0.02,0.03,0.38,0.5,0,0.48,0.22,0,1,0
385,0.09,0.01,0.01,0.17,0.5,0,0.46,0.5,0,0,0
400,0.08,0.1,0.01,0.58,0.5,0,0.47,0.22,1,1,0
411,0.01,0.03,0.13,0.29,0.5,0,0.47,0.22,0,0,0
420,0.02,0.01,0.07,0.22,0.5,0,0.5,0.28,1,0,1
422,0.2,0.19,0.04,0.26,0.5,0,0.53,0.37,0,1,0
423,0.01,0.04,0.02,0.15,0.5,0,0.45,0.43,1,0,0
441,0.08,0.19,0.02,0.28,0.5,0,0.46,0.22,0,0,0
454,0.02,0.06,0.12,0.18,0.5,0,0.48,0.22,1,0,1
464,0.02,0.14,0.15,0.45,0.5,0,0.63,0.11,0,1,1
476,0.07,0.17,0.1,0.13,0.5,0,0.86,0.27,0,0,1
486,0.02,0.06,0.16,0.32,0.5,0,0.46,0.22,0,0,0
492,0.18,0.14,0.17,0.41,0.5,0,0.4,0.33,1,1,0
502,0.11,0,0.03,1,0.5,0,0.5,0.27,0,0,1
513,0.27,0.25,0.05,0.34,0.5,0,0.49,0.3,1,1,1
522,0.34,0.04,0.01,0.2,0.5,0,0.52,0.25,1,1,1
523,0.13,0.15,0.05,0.19,0.5,0,0.48,0.22,0,0,0
524,0.02,0.06,0.04,0.19,0.5,0,0.48,0.37,1,0,0
525,0.05,0.05,0.02,0.14,0.5,0,0.44,0.22,1,1,0
527,0.03,0.13,0.03,0.19,0.5,0,0.5,0.22,1,1,1
557,0.09,0,0.01,0.41,0.5,0,0.43,0.22,1,0,0
558,0.13,0.11,0.04,0.16,0.5,0,0.47,0.22,1,1,0
560,0.09,0.03,0.02,0.52,0.5,0,0.49,0.22,0,1,1
563,0,0.05,0.06,0.22,0.5,0,0.49,0.22,0,0,0
566,0.04,0.01,0.06,0.44,0.5,0,0.51,0.27,1,0,0
569,0.19,0.19,0.02,0.15,0.5,0,0.47,0.22,1,1,0
574,0.09,0.02,0.03,0.18,0.5,0,0.54,0.22,0,0,0
587,0.06,0.1,0.08,0.13,0.5,0,0.59,0.43,0,0,1
591,0.17,0.05,0.02,0.16,0.5,0,0.46,0.36,1,1,0
595,0.25,0.0700000000000001,0.16,0.36,0.5,0,0.49,0.25,1,1,0
598,0.09,0.03,0.05,0.34,0.5,0,0.5,0.43,1,0,0
600,0.1,0.08,0.08,0.26,0.5,0,0.49,0.22,1,1,0
603,0.13,0.09,0.02,0.48,0.5,0,0.52,0.22,0,0,1
607,0.03,0.01,0.08,0.31,0.5,0,0.5,0.22,1,1,1
611,0.04,0.11,0.13,0.14,0.5,0,0.46,0.22,0,0,1
614,0.08,0.03,0.02,0.41,0.5,0,0.61,0.33,0,1,1
617,0.09,0.03,0.1,0.33,0.5,0,0.62,0.11,1,1,1
618,0.08,0.12,0.04,0.27,0.5,0,0.56,0.21,1,1,1
619,0.08,0.09,0.07,0.35,0.5,0,0.51,0.22,1,1,1
620,0.15,0.15,0.05,0.21,0.5,0,0.5,0.22,1,1,1
622,0.11,0.03,0.08,0.16,0.5,0,0.51,0.22,1,0,1
626,0.0600000000000001,0.01,0.09,0.31,0.5,0,0.54,0.27,1,1,1
628,0.16,0.04,0.04,0.52,0.5,0,0.53,0.27,1,1,1
632,0.0600000000000001,0.1,0.04,0.64,0.5,0,0.46,0.33,1,1,0
645,0.04,0.09,0.0599999999999999,0.12,0.5,0,0.47,0.32,1,0,1
648,0.03,0.05,0.02,0.31,0.5,0,0.52,0.22,0,0,1
654,0.05,0.04,0.02,0.37,0.5,0,0.49,0.22,0,1,1
659,0.09,0.11,0.11,0.21,0.5,0,0.5,0.22,1,0,0
663,0.09,0.0700000000000001,0.01,0.25,0.5,0,0.43,0.35,1,1,1
664,0.02,0.16,0.02,0.19,0.5,0,0.51,0.22,1,1,1
681,0.01,0.05,0.02,0.6,0.5,0,0.47,0.31,0,1,1
685,0.38,0.08,0.16,0.13,0.5,0,0.55,0.29,0,0,1
686,0.09,0.04,0.07,0.18,0.5,0,0.46,0.31,0,1,0
690,0,0.05,0,0.18,0.5,0,0.48,0.27,0,0,0
694,0.04,0.28,0.02,0.24,0.5,0,0.54,0.31,0,0,0
695,0.05,0.15,0.1,0.13,0.5,0,0.51,0.26,0,0,1
699,0.26,0.18,0,0.29,0.5,0,0.48,0.36,1,1,0
704,0.41,0.05,0.08,0.2,0.5,0,0.52,0.22,1,1,1
708,0.2,0.13,0.02,0,1,0,0.53,0.22,1,1,0
711,0.29,0.16,0.11,0.16,0.5,0,0.37,0.22,1,1,0
712,0.03,0.15,0.17,0.16,0.5,0,0.43,0.22,1,1,0
713,0.26,0.17,0.13,0.39,0.5,0,0.54,0.32,1,1,1
714,0.08,0,0.07,0.22,0.5,0,0.48,0.22,0,0,1
721,0,0.22,0.0599999999999999,0.18,0.5,0.83,0.46,0.22,0,0,1
730,0.04,0.03,0.1,0.2,0.5,0,0.38,0.22,0,0,1
737,0.03,0.03,0,0.18,0.5,0,0.5,0.22,1,0,0
738,0.0600000000000001,0.1,0.01,0.1,0.5,0,0.47,0.22,1,1,1
740,0.21,0.35,0.02,0.28,1,0,0.42,0.22,1,1,0
750,0.03,0,0.06,0.28,0.5,0,0.45,0.22,0,0,0
764,0.13,0.06,0.02,0.29,0.5,0,0.5,0.27,1,0,0
768,0.03,0.03,0.02,0.23,0.5,0,0.49,0.22,0,0,1
777,0.05,0.07,0.0599999999999999,0.22,0.5,0,0.5,0.25,0,0,1
778,0.25,0.25,0,0.27,0.5,0,0.5,0.22,1,1,0
779,0.1,0.32,0.16,0.28,0.5,0,0.49,0.45,0,1,0
790,0.28,0.24,0,0.27,0.5,0,0.66,0.22,1,1,0
791,0.02,0.12,0.01,0.23,0.5,0,0.51,0.22,0,1,0
795,0.09,0.1,0.18,0.17,0.5,0,0.49,0.31,0,0,0
803,0.22,0,0.15,0.26,0.5,0,0.51,0.26,0,0,0
804,0,0.01,0.01,0.2,0.5,0,0.45,0.22,0,0,1
805,0.13,0.1,0.03,0.16,0.5,0,0.5,0.28,0,0,1
812,0.01,0.04,0.02,0.21,0.5,0,0.72,0.22,1,0,1
815,0.07,0.16,0.07,0.34,0.5,0,0.5,0.22,0,1,1
821,0.14,0.0600000000000001,0.02,0.51,0.5,0,0.45,0.22,1,1,1
822,0.0600000000000001,0.14,0.03,0.16,0.5,0,0.55,0.27,1,1,1
831,0.28,0.08,0.06,0.17,0.5,0,0.47,0.22,1,1,0
840,0.17,0.01,0.02,0.17,0.5,0,0.53,0.22,0,0,0
850,0.1,0.03,0.03,0.46,0.5,0,0.51,0.22,1,0,0
857,0.01,0.01,0.05,0.11,0.5,0,0.67,0.22,0,1,1
861,0.04,0.04,0,0.42,0.5,0,0.48,0.22,0,1,0
862,0.2,0.09,0.1,0.48,0.5,0,0.47,0.3,0,0,0
864,0.03,0.06,0.01,0.24,0.5,0,0.52,0.31,0,0,0
871,0.11,0.18,0.08,0.19,0.5,0,0.54,0.22,0,0,1
881,0.03,0.01,0,0.2,0.5,0,0.49,0.22,1,1,0
893,0.02,0.12,0.01,0.23,0.5,0,0.48,0.61,1,1,0
894,0.1,0.02,0,0.53,0.5,0,0.47,0.26,1,0,0
895,0.09,0.11,0.01,0.16,0.5,0,0.49,0.22,0,1,0
896,0.05,0.04,0.02,0.17,0.5,0,0.49,0.39,1,1,1
905,0.08,0.0600000000000001,0.01,0.16,0.5,0,0.51,0.39,1,1,1
906,0.04,0.17,0.12,0.11,0.5,0,0.46,0.22,0,1,0
907,0.17,0,0.02,0.28,0.5,0,0.5,0.5,0,0,1
908,0.14,0.07,0.05,0.28,0.5,0,0.53,0.22,0,0,1
910,0.08,0.02,0.07,0.22,0.5,0,0.49,0.22,1,1,1
931,0.05,0.0600000000000001,0.05,0.14,0.5,0,0.5,0.25,1,1,1
942,0.08,0.12,0.08,0.27,0.5,0,0.47,0.28,1,0,0
948,0.09,0.19,0.0599999999999999,0.13,0.5,0,0.54,0.22,0,0,1
949,0.22,0.18,0.04,0.13,0.5,0,0.5,0.22,0,0,1
963,0.03,0.14,0.18,0.18,0.5,0,0.7,0.25,0,0,1
969,0.12,0.04,0.08,0.17,0.5,0,0.56,0.28,1,1,1
972,0.05,0.0700000000000001,0.01,0.18,0.5,0,0.5,0.11,0,1,1
974,0.12,0.05,0.13,0.48,0.5,0,0.64,0.27,0,0,1
976,0.23,0.12,0.12,0.38,0.5,0,0.6,0.14,1,0,1
982,0.06,0.16,0.16,0.12,0.5,0,0.57,0.23,0,0,1
985,0.09,0.04,0.1,0.29,0.5,0,0.56,0.22,0,0,1
996,0.01,0.03,0.07,0.16,0.5,0,0.55,0.22,0,0,1
999,0.2,0.05,0.04,0.23,0.5,0,0.27,0.22,1,1,1
1006,0.03,0.16,0.06,0.22,0.5,0,0.59,0.37,0,0,0
1011,0.01,0.08,0.01,0.33,0.5,0,0.49,0.26,0,0,1
1012,0.03,0.1,0.03,0.22,0.5,0,0.52,0.25,0,0,1
1017,0.1,0.16,0.0599999999999999,0.19,0.5,0,0.56,0.25,0,1,1
1023,0.01,0.01,0.11,0.23,0.5,0,0.65,0.11,1,1,1
1030,0.07,0.11,0.01,0.29,0.5,0,0.58,0.22,0,0,1
1034,0.08,0.01,0.11,0.08,0.5,0,0.53,0.22,1,1,0
1041,0.0700000000000001,0.07,0.01,0.14,0.5,0,0.49,0.22,1,0,1
1043,0.03,0.05,0.04,0.49,0.5,0,0.46,0.22,1,1,0
1047,0.05,0.15,0.11,0.56,0.5,0,0.49,0.22,1,1,0
1050,0.11,0.02,0.02,0.18,0.5,0,0.47,0.38,1,1,0
1052,0.0600000000000001,0.03,0.07,0.2,0.5,0,0.44,0.22,1,1,0
1053,0,0.11,0.05,0.09,0.5,0,0.54,0.22,0,0,1
1057,0.15,0.03,0.01,0.19,0.5,0,0.47,0.26,0,0,1
1059,0.03,0.02,0.07,0.18,1,0,0.54,0.22,0,0,0
1061,0.0700000000000001,0,0.19,0.22,0.5,0,0.5,0.22,1,0,0
1062,0.08,0,0.04,0.09,0.5,0,0.51,0.22,0,0,0
1063,0.05,0.02,0.02,0.3,0.5,0,0.47,0.22,0,1,1
1072,0.12,0.07,0.05,0.15,0.5,0,0.49,0.31,0,0,0
1073,0.1,0.0600000000000001,0.0599999999999999,0.18,0.5,0,0.49,0.22,1,1,1
1079,0.07,0.21,0.18,0.23,0.5,0,0.61,0.26,0,0,0
1081,0.01,0.01,0.04,0.29,0.5,0,0.54,0.27,0,1,0
1116,0.08,0.02,0.17,0.13,0.5,0,0.47,0.27,1,1,0
1117,0.26,0.12,0.19,0.13,0.5,0,0.47,0.22,0,0,0
1127,0.0600000000000001,0.09,0.11,0.22,0.5,0,0.63,0.28,1,0,1
1132,0.0600000000000001,0.08,0,0.07,0.5,0,0.45,0.22,1,1,0
1133,0.05,0.02,0.07,0.4,0.5,0,0.54,0.27,1,0,1
1140,0.08,0.0600000000000001,0,0.18,0.5,0,0.49,0.43,1,1,0
1147,0.22,0.03,0.01,0.17,0.5,0,0.51,0.44,0,0,1
1152,0.01,0.16,0.15,0.24,0.5,0,0.46,0.31,0,1,0
1154,0.24,0.03,0.08,0.25,0.5,0,0.49,0.22,1,1,1
1158,0.03,0.18,0.05,0.16,0.5,0,0.45,0.22,1,0,1
1161,0.11,0.13,0.03,0.11,0.5,0,0.49,0.22,1,1,1
1164,0.04,0.24,0.08,0.27,0.5,0,0.55,0.26,1,0,1
1165,0.18,0.01,0.03,0.32,0.5,0,0.47,0.31,0,1,1
1171,0.0700000000000001,0.03,0.05,0.17,0.5,0,0.51,0.73,1,1,0
1177,0.11,0.03,0,0.1,0.5,0,0.52,0.31,1,0,0
1188,0.03,0.08,0.08,0.18,0.5,0,0.46,0.22,0,0,0
1197,0.05,0.09,0.02,0.19,0.5,0,0.52,0.27,0,0,1
1199,0.03,0.12,0.13,0.35,0.5,0,0.51,0.22,0,1,0
1207,0.09,0.15,0.09,0.3,0.5,0,0.46,0.22,1,1,0
1209,0.25,0.33,0.05,0.24,0.5,0,0.52,0.22,1,1,0
1214,0.08,0.14,0.09,0.22,0.5,0,0.44,0.79,0,0,1
1216,0.08,0,0.04,0.13,0.5,0,0.45,0.22,0,0,1
1223,0.0600000000000001,0.11,0.01,0.16,0.5,0,0.51,0.64,1,0,1
1224,0.08,0.1,0.1,0.17,0.5,0,0.5,0.61,0,0,1
1227,0.18,0.02,0.13,0.18,0.5,0,0.54,0.31,0,1,0
1230,0.05,0.16,0.02,0.16,0.5,0,0.52,0.31,0,1,0
1237,0,0.01,0.01,0.24,0.5,0,0.5,0.22,0,0,1
1238,0.1,0.01,0.02,0.42,0.5,0,0.48,0.22,1,0,0
1240,0.12,0.03,0.01,0.44,0.5,0,0.47,0.22,1,1,0
1243,0.14,0.06,0.03,0.11,0.5,0,0.49,0.22,1,0,0
1250,0.05,0.18,0.05,0.15,0.5,0,0.43,0.33,1,1,1
1253,0.16,0.32,0.01,0.13,0.5,0,0.49,0.75,0,0,1
1256,0.18,0.18,0.0599999999999999,0.15,0.5,0,0.5,0.22,0,0,1
1272,0.02,0.03,0.02,0.12,0.5,0,0.49,0.25,0,0,1
1273,0.08,0.2,0.12,0.22,0.5,0,0.51,0.27,1,0,1
1276,0.04,0.13,0.01,0.19,0.5,0,0.47,0.7,0,0,0
1277,0.04,0.02,0.03,0.21,0.5,0,0.55,0.22,1,1,1
1283,0.07,0.04,0.24,0.21,0.5,0,0.52,0.22,0,0,1
1285,0.14,0.05,0.02,0.27,0.5,0,0.51,0.22,1,1,1
1290,0,0.11,0.02,0.15,0.5,0,0.47,0.25,0,0,0
1294,0.08,0.13,0,0.25,0.5,0,0.46,0.25,1,0,0
1300,0.3,0.13,0.16,0.35,0.5,0,0.4,0.28,1,1,0
1304,0.1,0.03,0.04,0.17,0.5,0,0.48,0.25,1,0,1
1305,0.12,0.24,0.01,0.58,0.5,0,0.5,0.22,1,1,0
1308,0.17,0.05,0.02,0.17,0.5,0,0.46,0.22,1,1,1
1313,0.06,0.01,0.15,0.26,0.5,0,0.48,0.22,0,0,0
1315,0.03,0.02,0.11,0.3,0.5,0,0.62,0.22,0,0,1
1325,0.01,0.1,0.05,0.23,0.5,0,0.4,0.22,0,0,1
1327,0.02,0.1,0.05,0.09,0.5,0,0.5,0.22,0,1,1
1333,0.17,0.12,0.09,0.25,0.5,0,0.31,0.22,1,0,1
1337,0.05,0.14,0.04,0.14,0.5,0,0.48,0.22,0,0,1
1345,0.09,0.13,0.19,0.16,0.5,0,0.49,0.27,0,0,0
1350,0.14,0.0700000000000001,0.01,0.21,0.5,0,0.5,0.22,1,1,1
1354,0.01,0.09,0.0599999999999999,0.17,0.5,0,0.41,0.22,1,0,1
1358,0.02,0.1,0.05,0.55,0.5,0,0.54,0.64,1,0,1
1366,0,0,0.11,0.2,0.5,0,0.52,0.26,0,0,0
1368,0.04,0.03,0.02,0.27,0.5,0,0.49,0.22,1,1,0
1372,0.02,0.08,0.05,0.18,0.5,0,0.47,0.22,0,0,0
1373,0.04,0.1,0.05,0.29,0.5,0,0.58,0.22,0,0,0
1375,0.17,0.19,0.0599999999999999,0.38,0.5,0,0.5,0.25,0,0,1
1381,0.05,0.05,0.13,0.22,0.5,0,0.46,0.3,1,0,0
1396,0.22,0.02,0.02,0.23,0.5,0,0.7,0.32,1,1,0
1398,0.09,0.14,0.01,0.7,0.5,0,0.54,0.22,1,1,1
1399,0.19,0.19,0.1,0.17,0.5,0,0.49,0.22,0,1,0
1403,0.18,0.12,0.12,0.24,0.5,0,0.49,0.22,1,1,0
1404,0.2,0.08,0.12,0.19,0.5,0,0.52,0.39,1,1,0
1410,0.05,0.05,0.05,0.18,0.5,0,0.54,0.29,1,1,1
1413,0.09,0.05,0.06,0.32,0.5,0,0.48,0.37,1,0,0
1418,0.11,0.12,0.15,0.14,0.5,0,0.46,0.22,0,0,0
1438,0.31,0.24,0.04,0.19,0.5,0,0.51,0.22,1,1,0
1448,0.15,0.25,0,0.15,0.5,0,0.46,0.4,0,0,0
1452,0.13,0.01,0.1,0.26,0.5,0,0.5,0.16,0,0,1
1454,0.19,0.12,0.11,0.45,0.5,0,0.52,0.41,0,0,0
1456,0.11,0.09,0.12,0.19,0.5,0,0.54,0.62,0,0,0
1464,0.08,0.02,0.01,0.14,0.5,0,0.47,0.37,0,0,0
1466,0.09,0.0700000000000001,0.13,0.39,0.5,0,0.46,0.57,1,1,0
1472,0.02,0.04,0.11,0.25,0.5,0,0.41,0.22,1,0,1
1481,0.02,0.06,0.1,0.4,0.5,0,0.52,0.47,0,0,1
