"IDX","x","y","STATEFP","POINTID","FULLNAME","MTFCC","Category","NearOcean","elevation"
1993384,-72.4641261941582,40.8476824558177,36,11015504297760,"Southampton Heliport","K2460","Transportation",1,2.0341208
2013749,-72.5591261941582,40.8436824558177,36,1102654343411,"Pine Neck","C3081","Locality",1,9.4816276
2029071,-72.5821261941582,40.8406824558177,36,1102654331064,"East Quogue","C3081","Locality",1,12.2375332
2131345,-72.6081261941582,40.8206824558178,36,110496823721,NA,"C3061","Land",1,14.3700792
2131399,-72.5541261941582,40.8206824558178,36,1105598922546,NA,"C3061","Land",1,2.6902888
2141596,-72.5871261941582,40.8186824558177,36,1102654319298,"Shinnecock Yacht Club","C3081","Locality",1,-4.92126
2151814,-72.5991261941582,40.8166824558177,36,110496823808,NA,"C3061","Land",1,9.8097116
2151819,-72.5941261941582,40.8166824558177,36,1102654317758,"Quogue Field Club","C3081","Locality",1,7.9724412
2167038,-72.7201261941582,40.8136824558177,36,1105598811384,NA,"C3061","Land",0,16.4698168
2182444,-72.6591261941582,40.8106824558177,36,1102654322131,"Westhampton Country Club","C3081","Locality",1,12.0734912
2182515,-72.5881261941582,40.8106824558177,36,1102654317746,"Quogue Beach Club","C3081","Locality",1,7.709974
2197740,-72.7081261941582,40.8076824558177,36,1102654344574,"Remsenburg","C3081","Locality",0,13.5170608
2202963,-72.6001261941582,40.8066824558177,36,1102654320503,"Surf Club of Quogue","C3081","Locality",1,13.3530188
2218294,-72.6141261941582,40.8036824558177,36,1102654351225,"Westhampton Beach","C3081","Locality",1,8.0052496
2223362,-72.6611261941582,40.8026824558177,36,11015504297718,"Westhampton Beach Heliport","K2460","Transportation",1,-4.92126
2223364,-72.6591261941582,40.8026824558177,36,11015504297729,"Alexander's East Heliport","K2460","Transportation",1,2.2309712
2238668,-72.7001261941582,40.7996824558178,36,11015504297841,"Carter's Heliport","K2460","Transportation",1,1.1154856
2274359,-72.8141261941582,40.7926824558177,36,1107061745662,NA,"C3061","Land",0,13.4842524
2279634,-72.6541261941582,40.7916824558177,36,1102654317428,"Potunk","C3081","Locality",1,20.4396332
2294847,-72.7861261941582,40.7886824558177,36,110496812635,NA,"C3061","Land",0,7.4146984
2299934,-72.8141261941582,40.7876824558178,36,1107061746530,NA,"C3061","Land",0,9.5472444
2310177,-72.8011261941582,40.7856824558177,36,1105598765419,NA,"C3061","Land",0,4.593176
2315294,-72.7991261941582,40.7846824558177,36,1102654314007,"Moriches Yacht Club","C3081","Locality",0,4.4947508
2320423,-72.7851261941582,40.7836824558177,36,1102654325029,"Bellview Beach","C3081","Locality",1,4.5603676
2325410,-72.9131261941582,40.7826824558177,36,1105319264805,NA,"C3061","Land",0,17.7821528
2335730,-72.8231261941582,40.7806824558177,36,1102654342098,"Old Mastic","C3081","Locality",0,7.3490816
2340776,-72.8921261941582,40.7796824558177,36,1102654336020,"Indian Landing","C3081","Locality",0,-4.92126
2345868,-72.9151261941582,40.7786824558177,36,1102654326261,"Brookhaven","C3081","Locality",0,8.2349084
2350987,-72.9111261941582,40.7776824558177,36,110496746035,NA,"C3061","Land",0,18.1758536
2356299,-72.7141261941582,40.7766824558177,36,110496827800,NA,"C3061","Land",1,6.725722
2366416,-72.8271261941582,40.7746824558177,36,1102654356655,"Floyd Cmtry","K2582","Parks&Rec",1,10.2034124
2371528,-72.8301261941582,40.7736824558177,36,1102654322402,"William Floyd Estate","C3081","Locality",1,15.8792656
2376574,-72.8991261941582,40.7726824558177,36,1102654347673,"Squassux Landing","C3081","Locality",0,5.085302
2422584,-72.9241261941582,40.7636824558177,36,11012812574218,NA,"C3061","Land",0,-2.7559056
2427700,-72.9231261941582,40.7626824558178,36,11012812574219,NA,"C3061","Land",0,5.5118112
2432809,-72.9291261941582,40.7616824558177,36,1105319315236,NA,"C3061","Land",0,10.826772
2432816,-72.9221261941582,40.7616824558177,36,11012812574220,NA,"C3061","Land",0,2.7230972
2453224,-72.9741261941582,40.7576824558177,36,1105319904936,NA,"C3061","Land",0,17.9461948
2458431,-72.8821261941582,40.7566824558177,36,1102654361626,"Saint George Cmtry","K2582","Parks&Rec",1,12.4015752
2463456,-72.9721261941582,40.7556824558177,36,1105319905027,NA,"C3061","Land",0,13.451444
2463459,-72.9691261941582,40.7556824558177,36,1105319905024,NA,"C3061","Land",0,15.1246724
2468573,-72.9701261941582,40.7546824558177,36,1105319905025,NA,"C3061","Land",0,14.5669296
2473686,-72.9721261941582,40.7536824558177,36,1105319905026,NA,"C3061","Land",0,9.7112864
2478781,-72.9921261941582,40.7526824558178,36,1105598529047,NA,"C3061","Land",0,5.9383204
2478796,-72.9771261941582,40.7526824558178,36,1105319905085,NA,"C3061","Land",0,4.2979004
2483896,-72.9921261941582,40.7516824558177,36,110496767938,NA,"C3061","Land",0,6.5288716
2488998,-73.0051261941582,40.7506824558178,36,1104469257074,NA,"C3061","Land",0,4.0026248
2494095,-73.0231261941582,40.7496824558177,36,1104742570646,NA,"C3061","Land",0,-4.92126
2494121,-72.9971261941582,40.7496824558177,36,1107292527824,NA,"C3061","Land",0,1.2139108
2494124,-72.9941261941582,40.7496824558177,36,110496761981,NA,"C3061","Land",0,8.3333336
2499207,-73.0261261941582,40.7486824558177,36,1104742570594,NA,"C3061","Land",0,10.9580056
2504325,-73.0231261941582,40.7476824558177,36,1104742570595,NA,"C3061","Land",0,5.6758532
2504326,-73.0221261941582,40.7476824558177,36,1104742570645,NA,"C3061","Land",0,2.8871392
2509437,-73.0261261941582,40.7466824558177,36,1104742570583,NA,"C3061","Land",0,5.3805776
2509489,-72.9741261941582,40.7466824558177,36,1105319905675,NA,"C3061","Land",0,1.3779528
2518744,-73.9491261941582,40.7446824558177,36,1102654338278,"Long Island City","C3081","Locality",0,10.334646
2519563,-73.1301261941582,40.7446824558177,36,1105598549251,NA,"C3061","Land",0,12.8608928
2524670,-73.1381261941582,40.7436824558178,36,1102654341926,"Oakdale","C3081","Locality",0,10.66273
2528951,-73.9721261941582,40.7426824558177,36,11015504297986,"East 34th Street Heliport","K2460","Transportation",0,5.905512
2528976,-73.9471261941582,40.7426824558177,36,1102654310331,"Hunters Point Sta","C3081","Locality",0,8.4973756
2529791,-73.1321261941582,40.7426824558177,36,1102654315161,"Oakdale Sta","C3081","Locality",0,9.514436
2529794,-73.1291261941582,40.7426824558177,36,1105598549252,NA,"C3061","Land",0,11.811024
2539194,-73.9591261941582,40.7406824558177,36,1102654312413,"Long Island City Sta","C3081","Locality",0,4.8884516
2544291,-73.9771261941582,40.7396824558177,36,1102654336957,"Kips Bay","C3081","Locality",0,22.2769036
2544333,-73.9351261941582,40.7396824558177,36,1102654348257,"Sunnyside","C3081","Locality",0,16.0433076
2550326,-73.0571261941582,40.7386824558178,36,110496676529,NA,"C3061","Land",0,16.6010504
2550333,-73.0501261941582,40.7386824558178,36,1102654324617,"Bayport","C3081","Locality",0,13.9107616
2555370,-73.1281261941582,40.7376824558177,36,1105319208511,NA,"C3061","Land",0,-4.92126
2560484,-73.1291261941582,40.7366824558177,36,1105319208479,NA,"C3061","Land",0,5.6430448
2564697,-74.0311261941582,40.7356824558177,34,1102672705596,"Hoboken Trmnl","C3081","Locality",0,10.006562
2564782,-73.9461261941582,40.7356824558177,36,1102654308947,"Greenpojt Incinerator","C3081","Locality",0,8.0708664
2565520,-73.2081261941582,40.7356824558177,36,1102654310948,"Islip Sta","C3081","Locality",0,19.3241476
2565599,-73.1291261941582,40.7356824558177,36,1105319208478,NA,"C3061","Land",0,8.1364832
2565646,-73.0821261941582,40.7356824558177,36,1102654345805,"Sayville","C3081","Locality",0,19.0944888
2569906,-73.9371261941582,40.7346824558178,36,1102654325507,"Blissville","C3081","Locality",0,21.3910768
2570619,-73.2241261941582,40.7346824558178,36,1105598553340,NA,"C3061","Land",0,10.170604
2570646,-73.1971261941582,40.7346824558178,36,1105319207893,NA,"C3061","Land",0,20.997376
2570713,-73.1301261941582,40.7346824558178,36,1105319208475,NA,"C3061","Land",0,9.2847772
2574931,-74.0271261941582,40.7336824558177,34,1102672739345,"Pier 1","C3081","Locality",0,-4.1666668
2574949,-74.0091261941582,40.7336824558177,36,1102654351105,"West Village Houses","C3081","Locality",0,3.1496064
2574976,-73.9821261941582,40.7336824558177,36,110460905661,"Hosp for Joint Diseases","K1231","Services",0,18.372704
2575761,-73.1971261941582,40.7336824558177,36,110496675785,NA,"C3061","Land",0,20.013124
2575827,-73.1311261941582,40.7336824558177,36,1105319208474,NA,"C3061","Land",0,8.1036748
2575872,-73.0861261941582,40.7336824558177,36,110498816250,"St Lawrence R C Church","K3544","Parks&Rec",0,17.7493444
2575918,-73.0401261941582,40.7336824558177,36,1105319632963,NA,"C3061","Land",0,2.624672
2580061,-74.0121261941582,40.7326824558177,36,1102654316420,"Pier 45","C3081","Locality",0,-4.1338584
2580062,-74.0111261941582,40.7326824558177,36,1102654316432,"Pier 46","C3081","Locality",0,-4.1338584
2580125,-73.9481261941582,40.7326824558177,36,1102654314604,"Newtown Creek Water Pollution Control Plant","C3081","Locality",0,14.8622052
2580943,-73.1301261941582,40.7326824558177,36,1105319208476,NA,"C3061","Land",0,5.4461944
2585204,-73.9841261941582,40.7316824558178,36,110460905662,"N Y Eye & Ear Infirmary","K1231","Services",0,25.7874024
2585210,-73.9781261941582,40.7316824558177,36,1102654348151,"Stuyvesant Town","C3081","Locality",0,12.6640424
2585248,-73.9401261941582,40.7316824558178,36,1102654314597,"Newtown Creek Slip","C3081","Locality",0,7.0209976
2586002,-73.1861261941582,40.7316824558178,36,1102654330821,"East Islip","C3081","Locality",0,17.1259848
2586143,-73.0451261941582,40.7316824558178,36,110496684322,NA,"C3061","Land",0,4.9868768
2590275,-74.0281261941582,40.7306824558177,34,1102672739913,"Pier 7","C3081","Locality",0,8.6614176
2591238,-73.0651261941582,40.7306824558177,36,1105319634711,NA,"C3061","Land",0,0.984252
2591239,-73.0641261941582,40.7306824558177,36,1105319634711,NA,"C3061","Land",0,4.0682416
2595388,-74.0301261941582,40.7296824558177,34,1102672740458,"Pier 9","C3081","Locality",0,-4.1994752
2595390,-74.0281261941582,40.7296824558177,34,1102672740127,"Pier 8","C3081","Locality",0,-4.1994752
2595406,-74.0121261941582,40.7296824558177,36,1102654316392,"Pier 40","C3081","Locality",0,7.874016
2596208,-73.2101261941582,40.7296824558177,36,1102654336187,"Islip","C3081","Locality",0,12.7296592
2596277,-73.1411261941582,40.7296824558177,36,1105319209060,NA,"C3061","Land",0,3.937008
2600506,-74.0271261941582,40.7286824558178,34,1102672740271,"Pier 9","C3081","Locality",0,-4.1994752
2601328,-73.2051261941582,40.7286824558177,36,1104468867218,NA,"C3061","Land",0,8.530184
2601333,-73.2001261941582,40.7286824558177,36,1104469932146,NA,"C3061","Land",0,11.1876644
2605610,-74.0381261941582,40.7276824558177,34,1102672732077,"Newport Centre Mall Shopping Ctr","C3081","Locality",0,10.1377956
2605619,-74.0291261941582,40.7276824558177,34,1102672739982,"Pier 8","C3081","Locality",0,-2.0669292
2606408,-73.2401261941582,40.7276824558177,36,1105319960676,NA,"C3061","Land",0,13.4186356
2606551,-73.0971261941582,40.7276824558177,36,1102654351029,"West Sayville","C3081","Locality",0,13.779528
2610750,-74.0131261941582,40.7266824558178,36,1102654316320,"Pier 34","C3081","Locality",0,-4.2322836
2616633,-73.2451261941582,40.7256824558178,36,1102654324568,"Bay Shore","C3081","Locality",0,18.0118116
2620963,-74.0301261941582,40.7246824558177,34,11015504297179,"Newport Helistop","K2460","Transportation",0,-3.5761156
2621013,-73.9801261941582,40.7246824558177,36,1102654338226,"Loisaida","C3081","Locality",0,9.7112864
2621018,-73.9751261941582,40.7246824558177,36,1102654336255,"Jacob Riis Houses","C3081","Locality",0,9.1207352
2621740,-73.2531261941582,40.7246824558177,36,1102654299708,"Bay Shore Sta","C3081","Locality",0,18.536746
2621787,-73.2061261941582,40.7246824558177,36,1105319209139,NA,"C3061","Land",0,14.107612
2626077,-74.0311261941582,40.7236824558177,34,1102672742898,"Pier M","C3081","Locality",0,-4.265092
2626157,-73.9511261941582,40.7236824558177,36,1102654334044,"Greenpoint","C3081","Locality",0,12.2375332
2631129,-74.0941261941582,40.7226824558177,34,1102672692916,"Fourhundredforty Shopping Ctr","C3081","Locality",0,9.678478
2631181,-74.0421261941582,40.7226824558177,34,110460187799,NA,"C3061","Land",0,12.3359584
2631992,-73.2311261941582,40.7226824558177,36,110496674927,NA,"C3061","Land",0,3.5433072
2631997,-73.2261261941582,40.7226824558177,36,1105598589900,NA,"C3061","Land",0,4.8228348
2632018,-73.2051261941582,40.7226824558177,36,1105319209071,NA,"C3061","Land",0,12.7296592
2636296,-74.0421261941582,40.7216824558177,34,110460187820,NA,"C3061","Land",0,11.48294
2637181,-73.1571261941582,40.7216824558177,36,1102654333950,"Great River","C3081","Locality",0,15.7808404
2641357,-74.0961261941582,40.7206824558177,34,1102672707930,"Hudson Mall Shopping Ctr","C3081","Locality",0,10.006562
2641438,-74.0151261941582,40.7206824558177,36,1102654316271,"Pier 26","C3081","Locality",0,-4.265092
2642227,-73.2261261941582,40.7206824558177,36,1105598589899,NA,"C3061","Land",0,5.74147
2642237,-73.2161261941582,40.7206824558177,36,1105598562158,NA,"C3061","Land",0,8.3333336
2642288,-73.1651261941582,40.7206824558177,36,1105598559961,NA,"C3061","Land",0,16.4042
2646537,-74.0311261941582,40.7196824558177,34,1102672741847,"Pier F","C3081","Locality",0,-4.2979004
2647396,-73.1721261941582,40.7196824558177,36,1105598559959,NA,"C3061","Land",0,14.3372708
2647417,-73.1511261941582,40.7196824558177,36,1104470368458,NA,"C3061","Land",0,13.9107616
2651630,-74.0531261941582,40.7186824558177,34,1102672735213,"Old Colony Plaza Shopping Ctr","C3081","Locality",0,6.9225724
2652516,-73.1671261941582,40.7186824558177,36,1105598559960,NA,"C3061","Land",0,15.58399
2652537,-73.1461261941582,40.7186824558177,36,1102654320972,"Timber Point Country Club","C3081","Locality",0,1.8700788
2656819,-73.9791261941582,40.7176824558177,36,1102178464858,NA,"C3061","Land",0,11.5813652
2661882,-74.0311261941582,40.7166824558177,34,1102672741480,"Pier D","C3081","Locality",0,-4.3307088
2662712,-73.2011261941582,40.7166824558177,36,110496674140,NA,"C3061","Land",0,6.069554
2667019,-74.0091261941582,40.7156824558177,36,1102654349061,"Tribeca","C3081","Locality",0,22.3425204
2672161,-73.9821261941582,40.7146824558177,36,1102654323427,"Amalgamated Dwellings","C3081","Locality",0,31.7585312
2672162,-73.9811261941582,40.7146824558177,36,1102654335384,"Hillman Housing","C3081","Locality",0,22.9986884
2677226,-74.0321261941582,40.7136824558178,34,11015504297283,"Paulus Hook Pier Heliport","K2460","Transportation",0,-4.3635172
2677242,-74.0161261941582,40.7136824558178,36,1102654322713,"World Financial Ctr","C3081","Locality",0,13.7139112
2677279,-73.9791261941582,40.7136824558178,36,1102654331084,"East River Houses","C3081","Locality",0,16.5026252
2677930,-73.3281261941582,40.7136824558178,36,11015922764836,NA,"C3061","Land",0,13.8451448
2677931,-73.3271261941582,40.7136824558178,36,11015922764835,NA,"C3061","Land",0,18.1430452
2682373,-74.0001261941582,40.7126824558177,36,11015504298022,"One Police Plaza Heliport","K2460","Transportation",0,18.4711292
2687342,-74.1461261941582,40.7116824558177,34,1102673110156,"Oak Island Junction","C3081","Locality",0,8.7926512
2687381,-74.1071261941582,40.7116824558177,34,1108310884294,NA,"C3062","Land",0,12.5984256
2687472,-74.0161261941582,40.7116824558177,36,1102654324537,"Battery Park City","C3081","Locality",0,14.5013128
2687476,-74.0121261941582,40.7116824558177,36,1102654322718,"World Trade Center Recovery Site","C3081","Locality",0,16.6338588
2687479,-74.0091261941582,40.7116824558178,36,1102654362021,"Saint Paul's Churchyard","K2582","Parks&Rec",0,31.1351716
2687489,-73.9991261941582,40.7116824558178,36,1102654356599,"First Shearith Israel Graveyard","K2582","Parks&Rec",0,14.4685044
2688218,-73.2701261941582,40.7116824558177,36,1102654319850,"Southward Ho Country Club","C3081","Locality",0,13.3530188
2692604,-73.9991261941582,40.7106824558177,36,1102654333765,"Governor Alfred E Smith Houses","C3081","Locality",0,12.7624676
2692608,-73.9951261941582,40.7106824558177,36,1102654337038,"Knickerbocker Village","C3081","Locality",0,10.0721788
2693280,-73.3231261941582,40.7106824558177,36,1102312282503,NA,"C3061","Land",0,21.7519692
2697732,-73.9861261941582,40.7096824558177,36,1102654316364,"Pier 36","C3081","Locality",0,7.5131236
2702773,-74.0601261941582,40.7086824558177,34,1102672891254,"Communipaw","C3081","Locality",0,24.278216
2703497,-73.3361261941582,40.7086824558177,36,1102312282073,NA,"C3061","Land",0,17.060368
2703552,-73.2811261941582,40.7086824558177,36,1102654350451,"West Bay Shore","C3081","Locality",0,17.5853024
2707811,-74.1371261941582,40.7076824558177,34,1102672733867,"Oak Island Yards","C3081","Locality",0,19.9146988
2707936,-74.0121261941582,40.7076824558177,36,1102654307211,"Empire Bldg","C3081","Locality",0,37.8280852
2707944,-74.0041261941582,40.7076824558178,36,1102654321013,"Titanic Memorial Lighthouse","C3081","Locality",0,8.1364832
2708636,-73.3121261941582,40.7076824558177,36,1105598493955,NA,"C3061","Land",0,13.9107616
2708666,-73.2821261941582,40.7076824558177,36,1104470063810,NA,"C3061","Land",0,14.435696
2708733,-73.2151261941582,40.7076824558177,36,1105598589584,NA,"C3061","Land",0,4.6916012
2712924,-74.1391261941582,40.7066824558177,34,1102672695572,"Garden Yards","C3081","Locality",0,16.0433076
2713757,-73.3061261941582,40.7066824558177,36,1102654350802,"West Islip","C3081","Locality",0,21.32546
2718908,-73.2701261941582,40.7056824558178,36,1105598585788,NA,"C3061","Land",0,10.7611552
2723291,-74.0021261941582,40.7046824558177,36,1102654316198,"Pier 16","C3081","Locality",0,6.56168
2723951,-73.3421261941582,40.7046824558177,36,11015924948827,NA,"C3061","Land",0,19.9803156
2728392,-74.0161261941582,40.7036824558177,36,1108311246982,"Castle Clinton Natl Mnmt","K2181","Parks&Rec",0,11.1220476
2729104,-73.3041261941582,40.7036824558177,36,1105598502288,NA,"C3061","Land",0,15.9776908
2733372,-74.1511261941582,40.7026824558177,34,1102672746388,"Port Newark Trmnl","C3081","Locality",0,10.0721788
2733373,-74.1501261941582,40.7026824558177,34,11015504297207,"Prt Newark Helistop","K2460","Transportation",0,11.1876644
2733539,-73.9841261941582,40.7026824558177,36,1102654349824,"Vinegar Hl","C3081","Locality",0,42.322836
2734256,-73.2671261941582,40.7026824558177,36,1105598585790,NA,"C3061","Land",0,9.2847772
2734271,-73.2521261941582,40.7026824558177,36,1105319960251,NA,"C3061","Land",0,7.1522312
2738585,-74.0531261941582,40.7016824558178,34,110460534194,"Liberty State Park","K2184","Parks&Rec",0,6.725722
2738629,-74.0091261941582,40.7016824558178,36,11015504298012,"Downtown Manhattan/wall St Heliport","K2460","Transportation",0,2.2309712
2738642,-73.9961261941582,40.7016824558177,36,1102654316154,"Pier 1","C3081","Locality",0,11.48294
2738662,-73.9761261941582,40.7016824558178,36,1102654306479,"Dry Dock Number 1","C3081","Locality",0,5.413386
2739300,-73.3381261941582,40.7016824558177,36,110496677137,NA,"C3061","Land",0,19.7178484
2743739,-74.0141261941582,40.7006824558177,36,110460905685,"US Coast Guard Bldg","K2165","Services",0,7.053806
2744430,-73.3231261941582,40.7006824558177,36,1102654299185,"Babylon Sta","C3081","Locality",0,11.7782156
2744488,-73.2651261941582,40.7006824558177,36,1105598585789,NA,"C3061","Land",0,6.1023624
2748806,-74.0621261941582,40.6996824558177,34,1102672719862,"Liberty Industrial Park","C3081","Locality",0,8.4973756
2748870,-73.9981261941582,40.6996824558177,36,1102654316224,"Pier 2","C3081","Locality",0,8.8910764
2749521,-73.3471261941582,40.6996824558177,36,11015923709107,NA,"C3061","Land",0,22.6706044
2749523,-73.3451261941582,40.6996824558177,36,11015923701062,NA,"C3061","Land",0,21.2270348
2759099,-73.9991261941582,40.6976824558177,36,1102654316279,"Pier 3","C3081","Locality",0,9.4160108
2759754,-73.3441261941582,40.6976824558177,36,11015923266487,NA,"C3061","Land",0,18.8976384
2764156,-74.0571261941582,40.6966824558177,34,1102672652492,"Black Tom","C3081","Locality",0,8.9566932
2764157,-74.0561261941582,40.6966824558177,34,1105046993099,NA,"C3061","Land",0,10.8595804
2764213,-74.0001261941582,40.6966824558177,36,1102654316386,"Pier 4","C3081","Locality",0,-5.3149608
2770002,-73.3261261941582,40.6956824558177,36,1102654324108,"Babylon","C3081","Locality",0,6.4304464
2774441,-74.0021261941582,40.6946824558177,36,1102654316477,"Pier 5","C3081","Locality",0,10.1377956
2775129,-73.3141261941582,40.6946824558177,36,1104470292099,NA,"C3061","Land",0,4.8884516
2775136,-73.3071261941582,40.6946824558177,36,1105598501567,NA,"C3061","Land",0,7.38189
2775162,-73.2811261941582,40.6946824558177,36,1105319148531,NA,"C3061","Land",0,7.2506564
2779500,-74.0581261941582,40.6936824558177,34,11015504297199,"Liberty State Park","K2460","Transportation",0,9.5800528
2780244,-73.3141261941582,40.6936824558177,36,1109096985595,NA,"C3061","Land",0,4.429134
2780279,-73.2791261941582,40.6936824558177,36,1105319148530,NA,"C3061","Land",0,7.9724412
2784504,-74.1691261941582,40.6926824558178,34,11015504297308,"Newark Liberty International Arprt","K2451","Transportation",0,7.38189
2784544,-74.1291261941582,40.6926824558177,34,110428352479,"Maritime","K1225","Services",0,10.9580056
2784653,-74.0201261941582,40.6926824558177,36,1102654303842,"Castle William Light","C3081","Locality",0,-5.3149608
2784670,-74.0031261941582,40.6926824558177,36,1102654316560,"Pier 6","C3081","Locality",0,-5.3149608
2785367,-73.3061261941582,40.6926824558177,36,110496676519,NA,"C3061","Land",0,6.2664044
2789786,-74.0021261941582,40.6916824558177,36,1102654316599,"Pier 7","C3081","Locality",0,8.9238848
2790489,-73.2991261941582,40.6916824558177,36,1109096999870,NA,"C3061","Land",0,6.1351708
2795622,-73.2811261941582,40.6906824558177,36,1109096982554,NA,"C3061","Land",0,2.8543308
2800718,-73.3001261941582,40.6896824558177,36,1109096999871,NA,"C3061","Land",0,5.7086616
2800731,-73.2871261941582,40.6896824558178,36,1109097001899,NA,"C3061","Land",0,5.3149608
2800738,-73.2801261941582,40.6896824558178,36,1109096982553,NA,"C3061","Land",0,4.6587928
2801027,-72.9911261941582,40.6896824558178,36,1102654324601,"Bayberry Dunes","C3081","Locality",1,3.116798
2805779,-73.3541261941582,40.6886824558177,36,1105598503656,NA,"C3061","Land",0,7.053806
2805831,-73.3021261941582,40.6886824558177,36,1109096999869,NA,"C3061","Land",0,4.6916012
2805833,-73.3001261941582,40.6886824558177,36,1109096999872,NA,"C3061","Land",0,4.9540684
2805845,-73.2881261941582,40.6886824558177,36,1109097001898,NA,"C3061","Land",0,5.085302
2805853,-73.2801261941582,40.6886824558177,36,1109096982552,NA,"C3061","Land",0,2.7230972
2805856,-73.2771261941582,40.6886824558177,36,1109096982551,NA,"C3061","Land",0,4.92126
2810250,-73.9981261941582,40.6876824558177,36,1102654328305,"Cobble Hl","C3081","Locality",0,19.8162736
2810933,-73.3151261941582,40.6876824558177,36,1109096984202,NA,"C3061","Land",0,3.9698164
2810934,-73.3141261941582,40.6876824558177,36,1109096985117,NA,"C3061","Land",0,1.804462
2810935,-73.3131261941582,40.6876824558177,36,1109096985116,NA,"C3061","Land",0,3.937008
2810937,-73.3111261941582,40.6876824558177,36,1102654299200,"Babylon Yacht Club","C3081","Locality",0,-4.92126
2810939,-73.3091261941582,40.6876824558177,36,1105598501684,NA,"C3061","Land",0,6.397638
2810940,-73.3081261941582,40.6876824558177,36,1105598501685,NA,"C3061","Land",0,-4.92126
2810945,-73.3031261941582,40.6876824558177,36,1109096999868,NA,"C3061","Land",0,4.7900264
2810948,-73.3001261941582,40.6876824558177,36,1109096999873,NA,"C3061","Land",0,3.7073492
2810960,-73.2881261941582,40.6876824558177,36,1109097001901,NA,"C3061","Land",0,4.4947508
2810961,-73.2871261941582,40.6876824558177,36,1109097001900,NA,"C3061","Land",0,-4.92126
2815358,-74.0051261941582,40.6866824558178,36,1102654316755,"Pier 9b","C3081","Locality",0,8.3005252
2815989,-73.3741261941582,40.6866824558177,36,1102654337973,"Lindenhurst","C3081","Locality",0,19.3897644
2816059,-73.3041261941582,40.6866824558178,36,11015504297707,"Wagstaff Heliport","K2460","Transportation",0,5.249344
