"R1","R2","R3","R4","R5","R6","R7","R8","R9","C10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","C1","C3","C5","C7","C9","C11","C12","C13","C15","C17","C19","C20","C21","C23","C25","C27","C29","C31","C33","R35.1"
8,94,3,78,4,85,11,85,1,85,6,9,3,83,14,87,0,83,13,38,1,83,13,90,3,79,19,92,3,79,15,95,0,75,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,15,86,0,89,15,85,1,85,10,5,3,83,14,87,0,83,13,38,1,83,13,90,3,79,15,92,3,75,19,90,4,75,19,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89,15,82,0,85,11,81,1,94,6,2,0,83,14,87,0,83,13,38,4,83,13,87,3,75,19,87,3,75,19,95,0,75,15,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,11,78,0,94,7,78,9,94,11,2,0,83,14,87,3,83,13,35,9,91,9,83,3,75,19,92,1,75,15,86,0,75,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,7,75,8,94,10,78,13,98,6,-2,3,83,14,84,8,91,9,31,9,95,4,76,1,75,15,83,1,75,4,78,8,83,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,10,71,12,89,14,70,21,102,6,-6,20,103,7,69,16,99,8,20,21,99,4,72,16,99,9,71,20,103,9,70,21,103,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,89,14,67,20,102,5,70,25,115,11,-10,16,99,7,69,20,99,4,20,21,103,13,69,20,103,9,67,20,103,9,70,17,103,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,102,5,67,24,115,10,66,25,115,15,-13,20,99,3,69,20,103,13,17,21,112,18,65,20,103,9,67,16,103,13,70,21,111,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,115,14,60,24,111,19,66,17,106,11,-6,20,112,17,62,20,112,22,17,25,112,28,65,20,111,13,62,25,107,9,65,26,111,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,106,10,67,16,98,10,70,17,98,6,-10,24,112,12,66,20,103,13,20,30,107,13,69,20,111,18,62,25,107,13,70,26,107,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,5,63,16,102,10,70,17,106,11,-6,29,107,12,66,24,112,18,13,25,112,18,65,25,107,13,67,25,107,9,70,21,107,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102,10,67,16,106,10,70,21,111,15,-10,24,112,17,62,24,112,18,13,25,107,13,65,25,107,9,67,20,107,9,65,21,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,106,10,67,20,111,14,66,21,111,20,-6,24,112,17,62,24,107,13,13,25,107,18,69,20,107,9,62,20,107,9,70,21,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,14,63,20,111,19,70,21,111,15,-6,24,107,12,62,24,107,18,17,21,107,18,69,20,107,9,67,20,107,9,70,21,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,14,67,24,106,5,70,21,106,6,-6,20,107,17,66,20,107,18,17,21,103,8,72,20,107,9,67,20,103,9,70,26,103,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,106,5,67,20,106,5,70,17,106,11,-2,20,107,17,66,20,103,8,20,21,103,13,65,20,103,9,67,25,103,9,70,21,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,98,5,71,16,98,5,74,21,106,2,-2,20,107,12,66,20,103,8,24,21,103,8,69,20,111,13,62,20,107,13,70,21,107,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,5,71,20,106,1,74,21,102,2,-2,20,103,7,73,20,103,8,17,17,99,4,72,20,107,13,67,20,107,13,70,21,107,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,102,1,71,20,98,5,74,17,102,6,-2,16,99,3,69,16,103,8,24,21,99,4,72,20,107,9,71,16,99,4,70,12,99,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,98,5,71,16,102,5,74,21,111,11,-6,16,103,7,73,20,99,4,20,17,103,8,72,16,99,4,67,11,99,0,78,21,95,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102,5,71,20,111,10,70,21,111,6,-6,20,99,3,69,16,103,8,20,21,95,4,76,11,99,0,75,20,95,0,78,21,95,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,106,14,67,20,106,10,70,21,106,6,-6,20,103,7,69,20,103,13,20,21,99,4,72,16,103,4,71,16,99,9,74,17,103,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,106,10,67,20,106,5,70,17,106,6,-6,20,103,12,69,20,99,4,20,17,99,4,72,16,99,9,71,16,103,4,74,21,99,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102,10,71,16,98,3,74,13,98,2,-2,16,99,3,73,16,99,0,24,13,91,4,79,16,99,4,75,11,95,0,78,12,99,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,3,71,12,98,1,74,13,94,2,-2,16,99,1,73,12,91,4,27,13,87,4,83,11,95,0,75,11,99,0,74,12,95,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,94,1,71,8,89,3,78,1,77,6,2,12,87,5,80,3,75,13,27,7,54,13,83,11,95,0,71,11,91,4,78,8,79,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,89,3,75,0,77,7,78,7,62,22,5,3,75,14,76,8,54,13,31,11,61,13,79,11,91,4,75,7,79,4,78,8,83,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,62,23,78,4,73,11,81,13,94,6,-2,12,61,14,76,3,79,0,24,13,95,0,72,7,83,4,75,16,99,4,74,17,99,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,73,11,78,12,94,5,74,17,98,2,-2,3,79,1,73,12,95,0,20,13,91,0,76,16,99,4,71,16,99,4,74,12,95,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,81,19,86,0,73,23,92,3,69,22,16,3,79,22,87,3,79,17,38,4,79,21,94,3,79,23,87,3,75,19,90,0,72,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,23,89,4,69,23,92,1,77,14,16,3,79,18,87,3,79,21,42,1,75,21,90,3,75,19,87,1,72,19,90,0,64,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,15,89,4,66,15,89,10,55,22,9,0,75,22,87,8,68,21,38,14,54,25,87,1,64,19,87,9,61,23,86,12,54,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,66,15,86,11,55,23,85,14,49,29,16,8,68,22,87,15,54,25,35,14,54,29,94,9,61,23,83,13,54,15,90,12,51,26,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,55,23,82,15,49,30,92,10,49,26,16,15,54,26,84,15,54,29,42,11,54,29,94,13,54,15,87,13,51,26,90,12,48,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,49,27,89,15,49,27,89,14,52,26,13,12,54,30,91,12,51,33,42,14,51,33,90,13,48,30,92,17,48,30,90,16,48,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,126,32,51,24,112,17,72,17,103,4,0,34,126,33,50,20,121,28,5,17,107,13,70,22,113,17,62,22,113,22,61,28,128,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,17,69,16,103,3,76,17,99,4,3,20,121,27,54,16,107,13,18,17,99,4,78,22,113,22,58,27,128,27,54,28,123,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,3,73,16,99,3,79,17,99,4,0,16,107,12,67,16,99,4,26,17,99,4,78,27,128,27,51,27,123,27,57,15,100,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,76,16,99,3,76,9,99,4,0,16,99,3,75,16,99,4,26,17,103,4,78,27,123,27,54,14,100,8,72,15,100,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,73,8,99,3,76,9,99,8,-4,16,99,3,75,16,103,4,26,12,107,9,70,14,100,8,69,14,100,8,76,15,100,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,99,7,69,8,103,17,69,13,107,18,-7,11,107,8,67,11,107,9,18,12,107,13,70,14,100,4,76,10,100,4,76,15,104,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,103,17,66,12,107,17,69,13,112,18,-7,11,107,8,67,11,107,13,18,12,103,4,74,10,100,4,73,14,104,4,72,15,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,107,17,66,12,112,17,69,13,107,13,-4,11,107,12,67,11,103,4,22,12,103,4,78,14,104,4,69,14,104,8,72,15,100,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,112,17,66,12,107,12,72,13,95,0,3,11,103,3,71,11,103,4,26,12,95,0,78,14,104,8,69,14,100,8,72,11,96,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,91,1,76,12,91,1,83,13,95,4,7,11,95,1,79,7,95,0,26,8,91,4,82,6,91,8,84,10,91,4,83,7,87,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,95,3,80,8,91,3,83,9,95,0,3,7,91,5,79,7,91,4,34,12,87,7,86,6,87,8,84,6,87,12,87,11,87,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,91,3,80,8,95,1,79,9,91,0,7,7,91,5,83,11,87,7,34,12,87,7,90,6,87,12,84,10,87,16,87,7,87,12,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,14,87,0,83,14,90,1,79,13,18,3,79,16,92,1,75,15,43,4,75,15,95,2,83,12,84,2,83,16,91,1,79,16,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,14,87,0,79,14,94,1,79,13,14,1,75,16,92,3,75,15,43,0,79,19,95,2,83,16,88,2,79,16,94,1,79,12,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,83,14,87,0,83,14,90,1,83,13,14,3,79,16,92,3,75,19,38,4,75,19,95,2,79,12,88,2,71,12,87,8,60,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,14,87,0,83,14,90,4,83,13,11,3,75,20,87,3,75,19,43,0,75,15,86,2,71,12,84,9,60,4,76,11,49,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,91,10,80,8,95,3,76,17,103,4,-4,1,75,5,75,7,83,4,22,12,99,4,74,19,40,12,40,22,34,22,32,18,40,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112,12,66,20,103,12,69,21,103,8,-4,20,107,3,67,20,107,9,22,17,99,9,74,18,104,8,69,18,104,8,72,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,7,69,20,99,3,72,21,103,13,-7,20,103,8,67,20,103,9,18,17,103,13,70,18,100,8,69,22,104,12,68,23,104,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,99,3,69,20,103,12,69,21,112,18,-11,20,103,8,67,16,103,13,18,21,111,13,65,22,104,12,65,22,104,12,72,23,109,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,27,62,24,112,17,61,25,112,13,-7,25,111,12,62,25,116,18,13,21,111,18,65,22,109,12,65,22,109,12,68,23,104,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,17,58,24,112,12,69,21,103,13,-4,25,116,17,62,20,111,18,13,26,107,13,70,22,109,12,65,22,104,17,65,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,12,66,20,103,12,72,30,107,13,-7,20,111,17,62,25,107,13,18,26,107,13,70,22,104,17,62,22,109,12,68,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,12,69,29,107,12,69,25,112,18,-11,25,107,12,67,25,107,13,18,26,107,9,70,22,109,12,65,22,109,12,68,23,104,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,107,12,66,24,112,17,65,25,112,18,-11,25,107,12,67,25,107,9,18,21,107,9,65,22,109,12,65,22,104,12,72,23,104,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,17,62,24,112,17,65,25,107,13,-11,25,107,8,67,20,107,9,13,21,107,9,70,22,104,12,69,22,104,12,68,19,104,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,7,69,20,103,12,65,21,107,13,-7,25,103,8,67,20,107,9,18,21,111,13,65,18,104,4,73,18,96,4,76,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,7,73,20,103,7,69,17,99,4,-4,20,107,12,67,20,107,13,18,21,107,9,74,22,109,12,62,18,109,8,68,19,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,7,73,20,99,3,72,17,103,8,-4,16,99,3,67,11,99,0,26,21,95,0,78,22,109,12,62,18,104,8,68,19,104,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,99,3,69,16,103,7,72,21,95,4,0,11,99,1,75,20,95,0,26,21,95,0,74,18,104,8,65,18,104,4,72,15,100,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,7,69,20,103,12,72,21,107,13,-4,20,103,1,71,20,103,9,22,21,103,13,74,14,100,4,76,18,100,4,76,15,100,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,12,69,20,107,12,72,21,103,8,-4,20,103,8,71,20,103,13,22,17,103,4,74,18,100,4,73,14,100,4,76,15,100,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,69,20,103,7,72,21,103,13,-4,20,103,12,71,16,103,4,22,17,99,9,74,14,100,4,73,14,100,4,76,19,100,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,7,69,20,103,12,72,21,99,4,-4,16,103,3,71,16,99,9,22,17,103,4,74,14,100,4,73,18,100,4,76,15,96,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,12,69,20,99,3,72,17,99,4,-4,16,99,8,71,16,103,4,22,21,99,0,78,18,100,4,73,14,96,0,76,15,100,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,1,73,12,91,5,79,13,87,4,7,11,95,1,75,11,99,0,22,12,95,0,74,14,96,0,73,18,96,4,76,15,96,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,87,5,80,3,75,14,79,7,54,13,7,11,95,1,71,11,91,4,26,8,79,4,78,14,96,0,73,14,100,4,79,15,96,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,1,73,12,95,1,72,13,91,0,0,16,99,3,71,16,99,4,22,12,95,0,82,14,100,4,69,18,100,8,72,19,100,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,91,1,73,12,91,1,79,9,83,9,7,11,95,1,79,7,87,7,34,8,83,15,86,18,100,12,69,18,100,12,72,15,96,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,91,1,76,8,83,10,83,4,79,13,11,7,87,8,83,7,83,15,34,4,75,15,90,18,100,12,69,14,96,0,76,11,83,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,22,91,0,75,22,90,7,68,21,14,1,72,20,87,1,64,19,38,8,61,23,86,2,75,24,88,2,71,20,91,1,63,24,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,22,87,8,68,22,90,14,54,25,11,1,64,20,87,9,61,23,34,12,54,15,90,2,71,20,88,2,63,24,91,8,60,27,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,68,22,87,15,54,26,87,14,54,29,18,9,61,24,83,13,54,15,38,12,51,26,90,2,63,24,88,9,60,27,94,8,56,24,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,54,26,84,15,54,30,94,11,54,29,18,13,54,16,87,13,51,26,38,12,48,30,95,9,60,27,91,9,56,24,91,8,53,24,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,54,30,91,12,51,34,94,14,51,33,14,13,48,31,92,17,48,30,38,16,48,30,90,9,53,24,84,12,49,27,87,18,40,31,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,126,27,50,34,137,38,49,35,126,34,-23,22,109,11,65,22,109,12,16,23,113,17,65,28,108,19,64,24,103,10,71,20,108,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,137,38,46,34,126,33,53,21,121,28,-19,22,109,11,65,22,113,17,13,23,113,22,61,24,103,10,68,19,108,14,71,20,103,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,126,33,50,20,121,27,57,17,107,13,-6,22,113,16,62,22,113,22,9,28,128,27,54,19,108,14,68,19,103,14,67,25,122,35,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,107,12,67,16,99,3,78,17,99,4,2,27,128,26,51,27,123,27,5,15,100,8,72,24,122,35,45,28,127,30,52,25,108,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,75,16,99,3,78,17,103,4,2,27,123,26,54,14,100,8,20,15,100,8,76,28,127,30,49,24,108,14,71,16,103,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,75,16,103,3,78,12,107,9,-6,14,100,7,69,14,100,8,24,15,100,4,79,24,108,14,68,15,103,5,74,12,103,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,3,75,11,107,8,70,12,107,9,-6,14,100,7,73,14,100,4,27,11,100,4,76,15,103,5,71,11,103,10,74,12,99,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,107,8,67,11,107,8,70,12,107,13,-6,14,100,3,76,10,100,4,24,15,104,4,72,11,103,10,71,11,99,5,74,16,103,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,103,3,71,11,103,3,78,12,95,0,2,14,104,7,69,14,100,8,20,11,96,4,79,11,99,5,71,11,95,1,78,16,95,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,95,1,75,11,95,5,82,12,95,0,6,10,96,5,76,10,91,8,35,7,91,8,87,15,95,7,79,15,91,3,85,16,91,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,95,1,75,7,91,5,82,8,91,4,10,10,91,5,80,6,87,8,35,7,87,12,87,11,91,7,82,11,91,10,89,12,88,7,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,87,8,83,11,87,8,90,8,87,4,10,10,87,17,84,6,87,12,39,7,87,8,87,11,91,7,82,7,91,7,89,12,88,7,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,87,8,87,3,87,12,90,4,79,19,19,10,87,9,88,6,83,8,39,3,83,8,91,7,84,7,82,7,88,10,89,8,91,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,87,12,87,3,79,20,95,4,79,15,19,6,83,9,88,2,83,8,39,3,83,12,87,7,88,10,86,7,91,3,82,8,88,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75,20,92,1,75,16,86,0,75,4,2,9,60,5,73,12,49,4,5,18,40,12,43,22,37,19,27,22,32,19,26,21,34,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,16,83,1,75,5,78,8,83,4,-2,12,49,3,54,19,40,12,-9,21,34,22,32,22,32,19,23,22,34,19,26,25,34,19,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,99,3,71,16,99,12,70,17,99,9,-6,19,40,16,40,5,67,4,20,15,96,4,79,22,34,19,23,16,48,10,52,4,77,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,12,67,16,99,8,70,17,103,9,-2,5,67,3,69,14,96,4,27,19,100,8,72,16,48,10,49,3,77,3,82,16,99,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,67,20,107,3,70,21,107,9,-2,22,104,11,69,18,104,8,20,19,104,8,72,19,103,5,68,19,95,5,74,16,99,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,8,67,20,103,8,70,17,103,13,-6,18,100,7,69,22,104,12,16,23,104,12,72,19,103,5,68,19,108,14,71,25,108,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,8,67,16,103,12,70,21,111,13,-11,22,104,11,65,22,104,12,20,23,109,12,72,19,108,14,68,24,108,14,67,29,108,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,12,62,25,107,8,65,26,111,13,-11,22,109,11,69,22,109,17,16,23,109,12,68,28,108,14,64,28,112,14,67,25,108,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,107,8,62,25,111,12,65,26,116,18,-11,22,109,16,65,22,109,12,16,23,109,12,68,28,112,14,64,24,108,10,67,20,108,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,17,62,25,107,12,70,26,107,13,-6,22,104,16,62,22,109,12,16,23,109,12,68,24,108,10,68,19,103,10,67,20,103,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,107,12,67,25,107,12,70,26,107,9,-6,22,109,11,65,22,109,12,16,23,104,12,72,19,103,10,64,19,103,14,71,25,108,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,107,8,67,20,107,8,65,21,107,9,-6,22,104,11,69,22,104,12,16,19,104,8,68,24,108,14,68,24,108,10,71,25,108,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,62,20,107,8,70,21,107,9,-6,22,104,11,65,18,104,8,16,23,104,8,65,24,108,10,68,24,108,10,71,25,103,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,20,107,8,70,21,103,9,-6,22,104,7,62,22,109,8,16,19,104,12,72,24,103,5,68,19,103,5,74,25,103,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,20,103,8,70,26,103,9,-6,22,109,7,65,18,104,12,20,19,104,4,76,19,103,5,71,24,103,10,74,25,103,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,20,111,12,65,21,107,13,-6,18,96,3,73,18,104,8,20,23,109,12,65,19,99,5,71,19,103,5,71,25,108,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,12,62,20,107,12,70,21,107,13,-6,18,104,7,69,22,109,12,13,19,109,8,68,19,103,5,68,24,108,10,67,25,108,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
