"R1","R2","R3","R4","R5","R6","R7","R8","R9","C10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","C1","C3","C5","C7","C9","C11","C12","C13","C15","C17","C19","C20","C21","C23","C25","C27","C29","C31","C33","R35.1"
8,103,17,66,12,107,17,69,13,112,18,-7,11,107,8,67,11,107,13,18,12,103,4,74,10,100,4,73,14,104,4,72,15,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,107,17,66,12,112,17,69,13,107,13,-4,11,107,12,67,11,103,4,22,12,103,4,78,14,104,4,69,14,104,8,72,15,100,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,112,17,66,12,107,12,72,13,95,0,3,11,103,3,71,11,103,4,26,12,95,0,78,14,104,8,69,14,100,8,72,11,96,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,91,1,76,12,91,1,83,13,95,4,7,11,95,1,79,7,95,0,26,8,91,4,82,6,91,8,84,10,91,4,83,7,87,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,91,10,80,8,95,3,76,17,103,4,-4,1,75,5,75,7,83,4,22,12,99,4,74,19,40,12,40,22,34,22,32,18,40,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112,12,66,20,103,12,69,21,103,8,-4,20,107,3,67,20,107,9,22,17,99,9,74,18,104,8,69,18,104,8,72,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,17,58,24,112,12,69,21,103,13,-4,25,116,17,62,20,111,18,13,26,107,13,70,22,109,12,65,22,104,17,65,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,12,66,20,103,12,72,30,107,13,-7,20,111,17,62,25,107,13,18,26,107,13,70,22,104,17,62,22,109,12,68,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,7,69,20,103,12,72,21,107,13,-4,20,103,1,71,20,103,9,22,21,103,13,74,14,100,4,76,18,100,4,76,15,100,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,12,69,20,107,12,72,21,103,8,-4,20,103,8,71,20,103,13,22,17,103,4,74,18,100,4,73,14,100,4,76,15,100,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,91,1,73,12,91,1,79,9,83,9,7,11,95,1,79,7,87,7,34,8,83,15,86,18,100,12,69,18,100,12,72,15,96,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,91,1,76,8,83,10,83,4,79,13,11,7,87,8,83,7,83,15,34,4,75,15,90,18,100,12,69,14,96,0,76,11,83,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,126,27,50,34,137,38,49,35,126,34,-23,22,109,11,65,22,109,12,16,23,113,17,65,28,108,19,64,24,103,10,71,20,108,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,107,12,67,16,99,3,78,17,99,4,2,27,128,26,51,27,123,27,5,15,100,8,72,24,122,35,45,28,127,30,52,25,108,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,75,16,103,3,78,12,107,9,-6,14,100,7,69,14,100,8,24,15,100,4,79,24,108,14,68,15,103,5,74,12,103,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,95,1,75,11,95,5,82,12,95,0,6,10,96,5,76,10,91,8,35,7,91,8,87,15,95,7,79,15,91,3,85,16,91,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,87,8,83,11,87,8,90,8,87,4,10,10,87,17,84,6,87,12,39,7,87,8,87,11,91,7,82,7,91,7,89,12,88,7,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,87,8,87,3,87,12,90,4,79,19,19,10,87,9,88,6,83,8,39,3,83,8,91,7,84,7,82,7,88,10,89,8,91,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,8,67,20,103,8,70,17,103,13,-6,18,100,7,69,22,104,12,16,23,104,12,72,19,103,5,68,19,108,14,71,25,108,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,107,8,67,20,107,8,65,21,107,9,-6,22,104,11,69,22,104,12,16,19,104,8,68,24,108,14,68,24,108,10,71,25,108,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,67,20,107,8,74,17,99,4,-6,18,109,7,65,18,109,12,16,23,109,12,65,24,108,10,64,19,108,10,71,20,108,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,95,1,75,20,95,1,74,21,103,0,-2,18,104,3,69,14,100,0,20,15,100,4,79,15,103,5,68,15,103,10,74,16,99,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,12,71,16,103,3,74,17,99,9,-2,14,100,3,73,14,100,4,24,19,100,4,76,11,95,5,75,15,99,5,74,20,99,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,79,5,75,7,83,5,78,17,99,4,-2,14,96,3,73,14,96,4,20,15,100,4,72,15,95,1,75,15,99,5,74,20,99,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,51,27,87,13,48,31,95,16,48,30,14,9,56,25,88,9,53,24,35,11,49,27,87,5,63,28,94,5,66,28,93,8,57,25,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,109,11,65,22,109,11,68,23,113,17,-11,28,108,18,64,24,103,10,19,20,108,14,71,29,120,19,53,29,115,19,60,22,120,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,113,21,58,27,128,26,54,28,123,27,-19,19,103,13,64,24,122,35,-4,29,127,30,52,25,115,24,53,25,125,35,53,26,130,29,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,87,17,84,6,87,13,91,7,87,8,11,11,91,8,82,7,91,7,37,12,88,7,89,10,92,3,81,10,88,7,84,15,92,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,87,9,88,6,83,9,91,3,83,8,15,7,84,8,82,7,88,10,37,8,91,3,82,10,84,7,85,6,84,11,88,7,88,7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,83,17,88,2,79,17,94,1,79,12,15,1,81,15,90,5,77,14,33,4,73,3,74,11,63,3,64,15,49,10,49,20,40,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,13,88,2,71,13,87,8,60,4,0,9,60,9,56,19,45,19,-11,21,37,19,30,26,37,19,25,24,34,24,21,23,34,24,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,40,11,40,22,34,21,32,18,40,17,-33,22,34,18,23,26,34,19,-26,21,34,19,26,24,34,19,21,24,37,19,21,23,34,24,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,104,16,62,22,109,11,68,23,109,12,-8,24,108,9,68,19,103,10,15,20,103,14,71,21,102,10,67,25,106,14,67,26,111,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,100,5,73,14,100,3,76,15,100,4,0,11,95,0,75,11,95,5,26,16,99,5,74,17,102,5,67,17,102,1,77,18,97,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,96,3,73,14,96,3,72,15,100,4,-4,15,95,0,75,15,99,5,22,20,99,5,74,14,102,14,67,21,106,14,70,22,106,14,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,83,17,84,6,75,13,91,3,79,12,15,11,88,4,82,3,81,14,37,4,77,18,93,14,97,5,74,10,88,11,84,3,79,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,13,88,2,75,25,91,1,71,20,15,3,77,19,90,3,81,18,37,4,77,14,89,2,79,18,89,2,88,11,88,7,84,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,71,21,88,2,63,25,91,8,60,27,18,3,77,15,86,1,73,25,45,4,66,32,100,6,84,15,85,6,79,15,88,0,79,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,56,25,88,9,53,25,87,11,49,27,11,5,63,29,94,5,66,28,41,8,57,25,93,2,79,18,92,1,75,26,95,7,63,26,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,103,9,71,11,99,4,74,16,103,14,-5,10,102,9,71,10,102,10,22,15,102,5,74,8,102,2,75,12,98,2,78,13,98,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,91,4,79,7,88,8,85,0,81,14,17,6,88,8,78,1,75,7,25,10,63,3,67,11,49,11,45,18,40,25,29,20,34,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77,15,82,5,73,4,74,8,60,10,-17,15,49,9,46,21,40,19,-17,25,37,19,28,21,34,31,19,21,34,25,22,23,34,31,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,48,9,49,3,77,4,82,16,99,5,-2,24,34,18,21,15,56,5,8,7,92,1,81,27,31,31,15,24,40,20,37,3,73,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,77,4,79,15,99,4,74,20,103,5,-5,15,56,4,57,6,92,1,29,15,102,10,74,24,40,20,34,4,73,6,74,17,102,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,99,9,71,19,99,4,71,20,103,5,-5,17,97,4,71,14,97,5,22,26,106,14,67,20,102,15,67,16,111,6,70,17,106,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,103,9,64,19,103,13,71,25,108,14,-5,25,106,13,64,25,111,10,11,26,106,14,70,20,111,11,67,24,106,11,70,21,106,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,103,4,68,19,103,4,74,25,103,10,-2,21,106,13,64,21,106,14,15,26,106,5,67,20,111,15,67,20,106,11,70,21,111,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,103,9,71,24,103,9,71,20,99,5,-2,25,106,4,64,21,111,10,22,22,111,14,70,20,111,11,67,24,111,15,66,25,111,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,103,9,68,19,99,4,74,20,103,5,-5,21,111,9,71,21,111,14,18,22,111,10,70,24,111,15,63,24,111,15,66,21,106,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,99,4,71,19,103,4,71,25,108,10,-9,21,111,13,67,21,111,10,18,22,106,10,70,24,111,15,63,20,106,15,66,21,115,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,108,9,64,24,108,9,67,20,108,10,-5,21,106,9,67,21,106,14,15,22,102,14,67,20,115,15,63,24,115,20,63,21,111,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,103,9,71,15,99,0,78,12,95,1,2,17,106,13,67,21,97,5,22,18,102,5,70,24,106,11,67,20,102,6,74,21,106,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,103,4,75,15,103,4,74,20,103,5,-2,10,102,4,71,14,106,5,18,15,97,5,70,16,98,6,71,12,98,2,74,13,98,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,103,4,71,19,103,4,74,12,88,3,9,14,106,4,67,14,97,5,18,15,97,5,77,12,98,2,71,12,98,2,78,9,94,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,77,15,86,1,73,26,97,4,66,32,24,6,84,16,85,6,79,15,36,0,79,18,92,0,85,14,86,4,85,14,85,5,81,18,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,33,97,5,63,29,97,4,66,28,17,1,79,19,89,2,79,18,43,0,75,26,95,4,81,18,86,4,81,14,89,5,77,22,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,88,8,78,1,75,8,77,10,63,3,-9,11,49,10,45,18,40,25,-23,20,34,25,22,22,34,33,8,22,31,39,14,21,31,33,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,92,0,78,14,102,9,74,18,102,10,-2,4,73,5,71,16,102,6,22,21,111,11,66,18,51,13,51,3,87,4,76,21,103,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,102,9,71,17,111,13,70,22,106,14,-6,16,102,14,63,20,111,20,11,21,111,20,66,20,112,13,62,24,112,18,65,21,103,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,106,13,67,21,106,13,74,15,102,5,-2,20,102,14,67,16,102,2,22,13,98,2,78,20,103,13,69,16,99,4,76,13,95,9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,106,4,67,14,97,4,70,15,97,5,1,12,98,1,71,12,98,2,26,9,94,6,81,0,79,17,87,0,79,17,90,4,75,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,94,7,82,12,89,7,85,13,89,2,9,12,99,1,80,12,95,0,31,17,95,0,83,16,91,0,79,16,95,0,78,12,95,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102,5,71,20,106,5,70,21,111,15,-2,20,103,7,66,24,107,13,17,21,107,13,69,20,103,9,67,20,111,9,70,26,107,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,106,5,67,20,111,14,74,25,111,15,-10,24,107,12,66,20,107,13,17,21,107,13,69,20,111,9,67,25,107,13,65,26,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,10,67,24,106,10,70,21,106,11,-6,20,107,17,66,20,107,13,17,21,107,8,72,20,107,13,67,25,111,9,70,26,111,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,111,14,63,20,106,14,66,21,115,15,-10,20,107,12,66,20,107,13,17,21,107,8,69,20,107,9,67,16,107,9,65,21,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,115,14,63,24,115,19,63,21,111,11,-10,20,107,7,66,20,107,13,13,25,112,22,65,20,107,9,67,16,107,9,65,21,107,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,106,5,71,20,106,14,70,17,111,15,-6,20,107,12,66,20,103,13,13,17,107,13,69,20,111,9,62,16,111,13,65,17,107,18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102,14,63,20,111,19,63,21,111,20,-10,20,112,12,62,24,112,18,13,21,103,13,72,20,111,23,58,25,116,18,61,21,111,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,106,10,63,20,106,5,70,21,106,11,-6,20,103,7,69,20,107,13,17,21,107,18,69,20,107,9,71,16,103,9,74,21,103,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,5,71,12,98,1,74,13,98,2,2,8,87,5,84,0,79,17,38,1,79,17,90,7,83,15,87,7,79,11,86,8,79,15,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,116,21,58,16,107,12,72,17,99,4,3,20,103,8,67,16,107,13,18,17,103,4,74,22,113,22,62,22,109,12,65,19,113,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,107,12,69,16,99,3,79,13,95,0,3,16,107,12,67,16,103,4,22,17,99,0,78,22,109,12,62,18,113,12,68,19,109,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,99,3,76,12,95,1,79,13,99,0,7,11,99,3,75,16,95,4,26,17,99,0,82,14,100,4,73,14,100,0,76,15,100,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,45,12,40,22,34,32,11,21,31,39,-62,17,45,12,50,24,37,28,-32,26,32,39,7,22,32,22,18,16,40,12,43,15,37,17,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,103,7,66,20,107,7,69,21,107,13,-4,20,107,8,67,20,107,13,18,21,107,9,70,2,71,0,69,14,96,4,76,23,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,7,66,20,107,12,72,21,107,13,-7,20,107,12,67,20,107,9,18,21,107,9,70,14,96,4,73,22,104,8,72,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,66,24,107,12,69,21,103,13,-4,20,107,8,67,20,107,4,22,21,107,9,70,18,104,8,69,18,104,4,72,19,104,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,66,20,107,12,69,21,107,8,-7,20,107,8,67,16,107,9,13,21,107,9,70,18,104,8,65,18,104,8,68,19,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,66,20,107,7,69,21,107,13,-11,16,107,8,62,20,107,9,18,17,107,9,65,18,104,8,65,18,109,12,68,15,104,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112,12,69,16,99,7,72,17,103,13,-7,16,103,8,67,16,103,9,22,21,103,9,70,18,109,12,65,14,100,4,72,15,100,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,7,69,20,107,12,69,21,107,18,-7,20,107,8,71,16,103,9,22,21,103,13,70,18,104,8,69,18,100,8,76,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,99,7,69,16,103,7,72,21,103,13,-4,20,103,12,67,20,103,9,18,17,99,4,78,14,96,0,76,2,79,16,91,3,75,24,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,18,87,0,79,18,90,4,75,13,14,7,79,12,83,7,79,15,34,4,79,15,90,2,79,16,88,2,79,20,87,7,83,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,8,67,16,107,12,70,17,103,4,-2,22,113,21,62,22,109,12,13,19,113,12,68,24,112,19,60,24,117,19,59,29,112,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,32,38,4,24,32,38,3,23,29,45,-69,16,37,16,32,22,29,38,-46,18,32,38,6,16,45,10,45,22,40,19,18,25,30,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,103,12,67,16,103,3,74,17,103,4,-2,22,109,11,65,18,109,8,16,19,104,8,72,19,103,5,68,19,108,10,71,20,112,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,16,107,8,65,21,107,9,-6,18,104,7,65,18,104,8,16,19,109,12,68,19,103,5,68,15,103,10,67,20,108,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,8,62,16,111,12,65,17,107,18,-11,22,109,16,69,22,109,17,13,23,113,12,61,24,117,24,56,24,117,19,63,25,108,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,91,8,83,3,79,24,95,8,83,15,14,2,79,21,88,2,75,20,39,1,71,20,94,1,73,25,94,3,73,25,97,4,73,21,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,79,12,83,7,79,16,86,4,79,15,14,2,79,17,88,2,79,20,35,7,83,16,87,1,73,28,94,5,70,25,100,4,77,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,16,92,11,87,12,86,8,87,11,10,2,75,25,91,2,75,24,42,3,79,16,91,1,77,21,90,3,77,25,93,4,77,18,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,123,26,51,22,118,21,61,23,109,17,-8,24,122,29,49,28,117,19,11,25,112,19,67,29,125,24,53,25,120,24,63,26,115,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,118,21,58,22,109,16,68,19,109,12,-11,28,117,18,60,24,112,19,15,25,112,14,63,25,120,24,60,25,115,19,63,22,115,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,53,7,47,19,37,21,32,24,32,27,-52,22,34,29,19,26,32,30,-30,25,32,24,18,24,31,29,14,24,34,24,24,23,34,24,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,32,21,29,22,34,21,32,21,32,17,-48,22,34,29,23,19,34,24,-26,21,34,19,33,26,34,19,25,24,34,14,28,23,34,14,31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19,34,16,25,22,34,21,28,21,34,22,-44,22,34,18,23,22,37,30,-22,21,34,24,33,21,37,14,28,21,34,19,31,20,34,14,31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18,104,7,65,18,109,3,72,19,109,12,-4,19,103,4,68,19,103,14,19,20,108,19,67,21,106,10,64,21,111,10,70,26,106,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,109,11,69,22,109,11,68,23,109,12,-8,19,108,18,64,24,112,19,15,25,108,10,67,25,106,14,67,25,106,14,67,26,111,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,109,7,65,18,104,7,72,19,104,8,-8,19,108,9,68,19,112,14,15,16,103,5,74,21,106,10,67,21,106,14,67,22,106,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,104,11,69,18,104,7,68,19,104,8,-8,15,99,9,68,19,103,5,19,16,103,10,67,21,106,5,67,17,106,10,70,22,111,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,104,7,69,22,104,11,72,23,109,17,-4,24,112,13,64,28,112,14,11,25,117,24,59,29,120,19,57,25,115,14,67,22,111,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,104,11,69,22,109,16,72,23,109,17,-11,28,112,13,60,24,117,24,7,25,117,19,63,25,115,14,64,21,111,14,63,22,111,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,83,17,84,6,79,21,91,3,75,24,18,3,77,19,90,3,77,18,41,0,77,21,93,1,71,26,89,2,79,18,95,11,84,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,108,13,64,19,103,4,74,16,99,1,2,29,111,18,60,25,106,14,15,22,106,1,77,20,111,11,67,24,106,15,66,21,102,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,34,23,19,22,37,18,26,15,45,10,-28,24,34,28,18,24,31,24,-31,23,37,19,31,24,31,25,19,24,31,25,22,23,31,20,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,103,13,68,19,108,18,67,25,112,19,-9,21,111,9,67,25,106,14,18,26,106,14,67,20,102,6,67,20,102,11,74,21,111,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,117,18,60,24,108,13,63,25,108,14,-9,21,111,9,64,17,97,5,25,15,92,3,81,8,85,10,86,4,77,22,96,7,69,33,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,84,11,86,1,73,26,97,4,66,28,24,1,79,23,89,1,75,26,43,0,67,30,102,0,69,29,97,4,69,26,100,1,69,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,106,13,64,21,106,0,77,7,75,3,-2,24,106,14,63,20,102,11,22,9,77,2,74,20,103,8,69,16,95,0,72,13,95,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,49,13,46,21,37,18,31,23,31,24,-52,15,40,14,38,24,29,25,-30,20,34,25,22,4,64,4,58,22,36,22,18,21,31,28,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
