"R1","R2","R3","R4","R5","R6","R7","R8","R9","C10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","C1","C3","C5","C7","C9","C11","C12","C13","C15","C17","C19","C20","C21","C23","C25","C27","C29","C31","C33","R35.1"
16,103,3,69,16,103,7,72,21,107,18,-7,11,99,3,71,16,99,13,18,17,99,9,70,19,40,17,40,5,67,4,72,15,96,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,17,62,20,107,17,65,21,112,13,-7,16,103,8,71,20,107,13,18,21,107,4,70,18,100,8,69,22,104,12,72,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,12,66,20,112,17,65,21,112,22,-7,16,103,12,67,20,111,13,13,26,107,9,65,22,104,12,69,22,109,12,72,23,109,17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112,17,62,20,112,21,69,25,112,28,-11,20,111,12,62,25,107,9,13,26,111,13,65,22,109,12,69,22,109,17,68,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112,21,66,24,112,27,65,25,112,18,-15,25,107,8,62,25,111,13,13,26,116,18,65,22,109,17,65,22,109,12,68,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,107,12,62,24,107,17,69,21,107,18,-7,20,107,8,67,20,107,9,18,21,107,9,70,18,104,8,65,22,104,8,65,23,109,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,107,17,66,20,107,17,69,21,107,18,-7,20,107,8,67,20,107,9,18,21,103,9,70,22,104,8,62,22,109,8,68,19,104,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,17,66,20,107,17,69,21,103,8,-4,20,107,8,67,20,103,9,18,26,103,9,70,22,109,8,65,18,104,12,72,19,104,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,17,66,20,103,7,72,21,103,13,-11,20,103,8,67,25,103,9,18,21,107,9,70,18,104,12,69,18,104,4,76,19,96,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,69,16,103,7,76,21,99,4,-4,20,107,8,71,16,99,4,18,12,99,0,78,18,109,12,65,22,109,12,65,19,104,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,14,84,3,79,22,90,4,79,17,14,3,75,16,87,3,79,23,38,4,75,19,90,10,83,16,84,6,75,12,91,3,79,12,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,18,87,3,79,22,94,1,75,21,14,3,75,20,87,1,72,19,38,0,64,19,90,2,79,12,88,2,75,24,91,1,71,20,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,54,30,91,12,54,30,94,11,51,33,18,13,51,27,87,13,48,30,43,16,48,30,90,9,56,24,88,9,53,24,87,11,49,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,103,3,75,11,95,1,78,12,95,4,6,14,100,7,69,10,96,4,27,11,91,8,87,11,95,1,75,15,95,7,82,16,91,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,95,1,79,7,95,1,78,8,91,4,6,6,91,9,84,10,91,4,31,7,87,8,87,15,91,3,82,11,91,7,85,12,91,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,87,5,83,7,91,5,86,8,87,7,14,6,87,9,84,10,87,12,39,11,87,8,91,11,88,7,86,7,84,10,89,8,84,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75,20,87,3,75,20,95,0,75,15,10,2,71,13,84,9,60,4,24,11,49,4,57,19,45,19,38,22,37,19,30,21,32,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,8,67,16,103,8,74,21,107,13,-6,14,96,3,76,18,100,8,20,23,104,12,72,3,77,3,79,15,99,5,74,20,103,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,8,71,20,107,12,70,21,107,4,-6,18,100,7,69,22,104,12,20,19,104,8,72,15,99,5,71,19,103,5,71,20,95,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,71,16,99,8,74,21,103,9,-6,18,104,7,69,18,104,8,20,19,100,8,72,15,99,10,71,19,99,5,71,20,103,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,8,71,20,103,8,70,21,103,9,-6,18,104,7,69,18,100,8,20,23,104,12,68,19,99,5,68,19,103,5,71,20,108,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,12,67,20,111,12,65,26,107,9,-11,22,104,11,69,22,109,12,20,23,109,17,68,24,108,14,64,28,108,14,67,29,112,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,111,12,62,25,116,17,65,21,111,18,-11,22,109,11,65,22,109,12,16,23,104,17,65,24,108,10,64,19,108,10,67,25,108,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,116,17,62,20,111,17,65,26,107,13,-6,22,109,11,65,22,104,17,13,23,109,12,68,19,108,10,64,24,108,10,71,20,103,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,20,107,8,70,21,107,9,-6,18,104,7,65,22,104,8,13,23,109,8,68,24,108,10,68,24,103,5,71,20,103,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,103,8,67,20,107,8,70,21,111,13,-11,18,104,3,73,18,96,4,24,19,104,8,72,24,103,10,68,19,99,5,74,20,103,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,67,20,107,12,70,21,107,9,-2,22,109,11,62,18,109,8,16,19,109,12,68,24,108,10,64,24,108,10,67,20,108,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,99,1,75,20,95,1,78,21,95,0,-2,18,104,7,65,18,104,4,20,15,100,0,72,19,103,10,68,15,103,5,71,16,103,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,99,1,75,16,99,3,78,12,95,0,2,14,100,7,73,14,96,4,27,15,96,0,76,15,99,1,75,15,99,5,78,16,95,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,71,16,99,3,74,12,95,0,6,14,100,3,69,18,100,8,20,19,100,12,72,19,99,5,71,15,103,5,71,16,103,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,20,87,1,64,20,90,8,61,23,10,2,75,25,88,2,71,20,39,1,63,24,91,3,81,18,86,3,77,14,89,0,73,25,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,48,31,92,17,48,31,90,16,48,30,14,9,53,25,84,12,49,27,35,18,40,31,91,5,66,28,90,9,57,25,93,11,48,25,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,113,16,62,22,113,21,61,28,128,27,-22,19,108,13,68,19,103,14,15,25,122,35,48,21,120,24,57,25,115,24,56,26,125,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,123,26,54,14,100,7,72,15,100,8,0,28,127,29,49,24,108,14,19,16,103,5,74,25,130,29,53,21,120,29,60,11,106,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,96,5,76,10,91,9,87,7,91,8,11,15,95,8,79,15,91,3,33,16,91,3,85,10,97,1,74,14,92,7,81,11,92,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,91,9,84,6,91,9,87,11,91,4,7,15,91,4,82,15,91,3,33,12,91,7,85,14,92,7,78,10,92,7,84,7,92,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,60,5,73,12,49,3,57,18,40,12,-33,22,37,18,27,22,32,19,-26,21,34,19,26,24,34,24,18,26,31,24,24,23,34,19,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,104,11,69,18,104,7,72,19,104,8,-4,19,103,4,68,19,95,5,22,16,99,10,74,14,102,10,71,17,102,10,74,18,97,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,104,7,69,18,104,7,72,19,104,8,-4,19,95,4,71,15,99,10,22,20,99,5,71,17,102,10,71,17,97,5,74,15,97,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,104,7,69,18,104,7,72,19,100,8,-4,15,99,9,71,19,99,5,19,20,103,5,71,17,97,5,71,14,97,5,74,26,106,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,109,11,65,22,104,16,65,23,109,12,-8,19,108,9,64,24,108,10,19,20,103,10,67,21,106,10,67,21,102,10,70,26,106,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,109,11,65,22,109,11,65,19,104,8,-8,19,108,9,68,19,108,19,15,20,103,10,71,21,102,14,64,21,106,14,70,22,106,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,109,11,62,18,104,7,68,19,104,4,-4,19,108,18,64,19,103,10,19,16,103,5,71,21,106,14,67,21,106,14,67,18,102,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,104,3,69,14,100,1,72,15,100,4,3,15,103,4,68,15,103,10,22,16,99,1,78,17,102,10,67,17,106,14,70,22,97,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,100,3,73,14,96,1,76,15,100,8,0,19,99,4,71,19,95,3,22,16,99,1,78,17,102,10,71,17,111,14,70,22,106,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,100,3,76,14,96,3,76,15,96,4,-4,15,95,4,71,15,95,1,26,16,99,5,74,14,102,5,71,14,102,14,70,22,106,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,96,1,73,10,83,17,87,7,75,12,15,19,103,4,71,11,88,3,33,4,81,14,89,14,97,5,67,14,97,5,77,11,88,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,75,13,88,2,79,13,91,3,75,24,15,3,81,15,86,3,77,18,41,4,81,18,89,10,88,11,81,2,79,18,92,3,88,11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,108,18,64,24,103,9,71,20,108,14,-5,29,120,18,53,29,115,19,8,22,120,24,60,29,131,36,49,24,120,25,59,21,120,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,103,9,68,19,108,13,71,20,103,14,-9,29,115,18,57,21,120,24,8,26,115,24,56,24,120,25,56,20,120,25,59,21,125,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,103,13,64,24,122,34,48,29,127,30,-24,25,115,23,53,25,125,35,1,26,130,29,56,20,125,31,52,20,125,36,48,21,125,36,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,95,0,75,15,95,8,82,16,91,3,9,10,102,4,74,10,97,1,25,15,92,7,81,12,98,2,78,16,94,2,81,13,94,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,91,4,82,15,91,4,85,12,91,7,9,14,92,8,78,10,92,7,32,7,92,7,88,12,94,6,82,12,89,6,85,13,89,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,91,4,82,11,91,8,85,12,91,10,13,10,92,8,81,6,92,7,36,11,88,3,84,12,89,6,82,12,89,2,85,13,94,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,88,8,82,1,81,15,93,4,77,14,9,1,75,8,74,11,63,3,15,14,49,10,49,18,40,25,26,21,34,25,22,20,34,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,45,18,38,22,37,18,30,21,32,19,-50,24,34,23,18,24,34,24,-31,25,31,24,24,24,34,20,19,24,31,20,18,23,34,31,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11,95,0,75,11,95,4,78,16,99,5,-2,17,102,4,67,17,102,1,25,18,97,1,74,20,106,6,71,20,106,15,70,17,111,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,95,4,75,15,99,4,74,20,99,5,-2,17,102,0,74,17,97,1,22,18,102,10,74,20,106,15,67,16,111,15,70,17,102,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,95,4,71,15,99,0,78,16,99,5,2,17,111,13,67,21,106,14,18,22,106,5,70,20,111,20,60,20,111,20,66,21,106,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,95,0,75,11,99,4,78,12,99,5,-2,17,102,9,71,17,102,5,22,18,102,1,74,20,106,6,67,20,106,11,70,21,111,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,34,23,18,24,34,18,24,14,56,5,-16,27,31,30,19,27,31,31,-34,23,40,20,37,25,31,28,19,25,31,28,25,21,34,18,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,102,9,71,17,97,4,74,15,97,5,-2,20,111,10,63,20,102,15,18,17,111,6,70,20,103,8,66,20,103,8,69,21,107,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,115,13,64,25,111,18,67,22,111,14,-6,24,111,10,67,20,106,6,22,17,102,6,74,24,107,13,66,20,103,13,72,21,103,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,106,13,64,25,111,9,63,26,106,14,-6,20,111,10,67,24,106,11,18,21,106,11,70,20,107,18,66,20,107,13,69,21,107,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,106,9,67,21,106,13,67,22,106,14,-9,16,106,14,63,20,111,15,18,21,106,11,70,20,107,8,69,20,107,13,72,17,103,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,106,13,64,21,102,13,67,22,106,14,-6,24,115,19,60,20,111,11,14,17,106,11,70,20,107,13,62,24,112,22,65,21,112,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,106,13,67,21,97,4,74,18,102,5,-6,24,106,10,67,20,102,6,22,21,106,6,74,20,107,13,69,20,103,8,72,21,107,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,102,4,67,17,102,0,77,18,97,1,-2,20,106,5,71,20,106,15,18,17,111,15,70,20,107,13,66,20,103,13,65,17,107,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,97,0,71,17,102,9,74,18,111,14,-6,16,111,14,67,16,102,15,14,21,111,20,63,16,107,13,66,20,112,13,65,25,112,18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,102,9,71,17,102,4,74,18,102,1,-2,20,106,5,67,20,106,11,18,21,111,11,70,20,107,13,66,20,107,18,69,21,103,18,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,102,4,71,14,102,13,70,22,106,14,-6,20,102,10,71,16,102,6,22,21,102,15,70,20,99,8,69,16,103,8,72,21,103,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,106,13,71,14,102,4,74,11,102,5,-2,16,102,1,71,12,98,2,26,17,98,6,74,16,99,4,73,12,95,9,83,9,87,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,19,89,2,88,12,88,7,84,15,12,8,85,15,82,8,85,14,33,1,85,14,89,0,79,17,87,3,83,13,87,4,83,9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,79,16,85,1,79,19,92,3,79,18,19,4,85,15,82,4,81,18,37,5,81,14,89,8,87,9,84,8,83,13,90,4,79,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,19,92,1,75,27,95,7,63,26,23,4,81,15,86,4,77,22,44,3,73,26,100,3,79,17,87,3,79,21,90,4,83,21,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,125,30,52,20,125,35,48,21,125,36,-24,24,121,27,51,20,121,28,6,25,116,22,58,25,116,23,58,20,111,18,65,21,111,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,102,1,75,12,98,1,78,13,98,2,2,16,99,3,76,12,95,0,27,13,99,4,79,16,103,4,71,16,99,0,78,12,99,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,89,7,82,12,89,3,85,13,94,6,9,12,95,1,80,16,95,0,31,13,91,9,87,16,95,0,75,11,95,0,82,4,83,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,94,7,82,12,94,7,85,13,89,10,13,12,91,10,84,3,91,4,31,9,91,4,87,3,83,4,79,1,72,4,74,8,58,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,94,7,82,12,89,11,89,13,89,10,9,3,91,5,80,8,91,4,35,4,79,4,83,1,72,4,71,9,58,4,57,16,45,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,24,26,21,34,24,22,20,34,31,-54,22,31,38,11,22,31,33,-41,24,31,39,11,27,32,39,4,24,32,39,3,23,29,45,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27,31,30,15,24,40,19,37,3,73,6,-2,25,31,27,22,22,34,18,-27,17,51,13,54,20,34,23,21,20,32,28,28,19,37,23,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,111,10,67,24,111,14,66,25,111,15,-10,16,107,12,66,20,107,18,13,21,107,13,69,20,107,13,67,25,111,9,65,21,107,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,111,14,63,24,111,14,66,21,106,15,-10,20,107,17,62,20,107,13,17,21,107,13,69,25,111,9,62,20,107,9,70,17,107,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,106,10,67,20,106,14,70,25,106,11,-6,20,112,12,69,16,99,8,20,17,103,13,69,16,103,9,67,16,103,9,74,21,103,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,10,67,20,102,10,74,17,102,6,-2,20,103,17,69,20,99,8,20,17,103,8,72,20,107,9,67,20,103,13,70,21,103,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,102,1,71,12,98,3,78,17,98,6,-2,16,99,3,73,12,95,9,31,9,87,4,87,11,91,7,83,3,79,23,95,8,83,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,98,1,71,12,98,3,78,9,94,6,5,0,79,18,87,0,79,17,38,4,75,13,90,7,79,11,83,7,79,15,86,4,79,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,85,15,82,0,85,15,89,5,85,14,9,3,83,14,84,3,83,9,31,9,87,9,87,11,87,11,83,7,87,11,86,8,83,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,121,32,51,24,121,27,54,21,121,28,-18,20,121,27,50,25,116,23,9,21,111,18,65,22,123,27,51,22,118,22,61,23,109,17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,121,27,51,20,121,27,58,25,116,22,-18,25,116,22,58,20,111,18,13,21,111,13,65,22,118,22,58,22,109,17,68,19,109,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,116,21,55,20,116,21,61,17,107,13,-4,20,111,12,62,20,103,9,18,17,107,13,70,18,109,12,62,22,113,22,65,23,109,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,76,12,95,1,79,13,99,4,3,16,103,3,71,16,99,0,26,12,99,4,78,18,113,12,65,18,109,4,72,15,100,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91,5,80,8,91,5,87,4,79,4,7,1,72,5,71,9,58,4,5,16,45,13,41,12,53,8,47,19,37,22,32,24,32,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,91,5,84,3,79,5,83,1,68,0,-7,9,58,3,54,17,45,13,-11,23,34,28,28,19,37,22,29,25,32,27,24,24,34,27,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,79,5,80,0,68,1,69,11,54,8,-22,17,45,12,38,24,34,28,-24,23,34,23,28,25,32,27,21,25,34,27,24,24,32,22,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,54,7,51,12,54,3,65,14,45,13,-33,24,34,22,25,20,37,18,-16,16,45,13,53,25,32,22,21,22,29,27,21,21,32,22,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,31,27,19,25,31,27,25,21,34,18,-51,24,37,22,25,20,34,23,-28,19,32,28,28,22,32,17,25,19,34,17,28,21,34,22,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,34,17,22,18,51,12,54,4,87,4,0,20,32,27,25,20,37,23,-20,8,58,4,65,22,34,22,25,22,34,22,32,18,37,17,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,107,12,66,20,107,12,69,21,107,13,-7,20,111,8,67,25,107,13,13,26,107,9,70,18,109,4,69,18,109,12,72,23,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,66,20,107,7,72,21,107,4,-7,25,111,8,67,25,111,9,18,26,107,13,65,18,109,12,65,22,113,12,65,23,113,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,12,66,20,107,12,72,21,103,8,-4,20,103,8,67,20,103,9,22,21,107,9,70,14,100,4,69,22,104,8,72,23,104,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,87,10,84,8,83,14,90,4,79,17,14,7,83,12,87,7,83,15,38,8,83,11,86,6,87,8,80,6,83,16,91,7,83,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,121,27,50,25,116,22,61,21,111,18,-11,22,123,26,51,22,118,22,9,23,109,17,68,24,122,30,49,28,117,19,63,25,112,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,34,27,25,24,34,22,28,19,37,18,-40,25,34,26,21,25,32,22,-28,21,29,27,21,26,32,35,15,26,32,30,22,21,32,24,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,37,27,17,27,32,38,7,23,32,39,-73,16,40,11,40,16,37,17,-17,21,29,38,6,22,37,19,23,16,45,10,48,21,40,19,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,29,33,13,24,32,33,20,19,34,28,-48,22,29,37,7,22,29,33,-35,21,32,27,24,26,30,30,12,22,30,24,22,21,32,24,26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,107,8,67,20,107,12,70,21,107,9,-6,2,71,1,69,14,96,4,24,23,104,8,72,16,51,10,56,7,84,1,78,20,99,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,111,8,62,20,107,8,70,17,107,9,-11,18,104,11,69,18,104,8,16,19,104,8,68,15,99,10,68,19,103,5,71,16,103,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
