"R1","R2","R3","R4","R5","R6","R7","R8","R9","C10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","C1","C3","C5","C7","C9","C11","C12","C13","C15","C17","C19","C20","C21","C23","C25","C27","C29","C31","C33","R35.1"
22,109,11,69,22,109,16,68,23,109,12,-8,28,108,13,64,28,112,14,15,25,108,10,67,25,111,19,64,21,111,14,70,22,106,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,109,11,65,22,104,11,72,23,104,12,-8,19,103,13,68,24,108,14,19,25,108,10,71,25,111,10,60,25,106,14,70,22,111,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,84,8,82,7,88,11,89,8,91,3,6,10,84,8,85,6,84,11,36,7,88,7,81,4,81,6,82,4,69,2,74,10,49,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,88,11,86,7,91,4,82,8,88,7,9,6,84,12,85,6,88,7,29,0,75,7,77,4,69,2,71,11,49,11,48,17,40,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,108,9,64,19,108,9,67,25,108,10,-5,21,106,13,67,21,106,10,18,22,102,10,70,20,106,6,67,20,111,15,74,25,111,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,103,13,68,24,108,13,71,25,108,10,-5,25,111,9,60,25,106,14,18,22,111,10,70,24,106,11,67,20,106,11,70,17,102,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,108,9,68,24,108,9,71,25,103,5,-5,21,111,9,67,17,106,10,18,22,106,14,67,16,102,15,67,16,106,15,66,21,111,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,108,9,64,19,108,9,71,20,108,19,-9,21,106,13,64,21,102,14,15,22,106,14,70,24,115,20,60,20,111,11,66,17,106,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,108,9,68,19,108,18,67,20,103,10,-5,21,102,13,64,21,106,14,18,22,106,14,67,20,111,11,63,16,106,11,70,21,106,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,120,18,53,29,115,18,60,22,120,24,-16,29,131,35,49,24,120,25,7,21,120,25,59,24,126,39,47,20,126,39,54,21,121,33,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,115,18,57,21,120,23,60,26,115,24,-20,24,120,24,56,20,120,25,7,21,125,31,55,20,126,39,51,20,121,33,54,25,121,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,130,28,53,21,120,28,60,11,106,10,-6,20,125,35,49,20,125,25,3,17,111,11,66,24,116,22,55,20,116,22,61,17,107,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,84,12,85,6,88,8,81,0,75,7,1,4,69,1,71,11,49,11,-4,17,40,25,29,15,45,13,40,22,34,33,11,21,31,39,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,40,18,32,26,37,18,28,23,34,24,-55,21,34,24,19,24,34,31,-26,23,34,20,22,25,31,39,11,25,31,33,18,21,31,33,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26,37,18,25,24,34,23,21,23,34,24,-55,24,34,30,23,24,34,20,-30,23,31,20,18,25,31,33,15,22,31,33,18,24,31,33,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,56,4,57,6,92,0,81,15,102,10,-2,24,40,19,34,4,73,6,22,17,102,6,74,22,34,18,22,18,51,13,54,4,87,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,97,4,71,14,97,4,74,26,106,14,-9,20,102,14,67,16,111,6,18,17,106,11,70,20,103,8,66,20,107,8,69,21,107,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,106,13,67,21,106,9,70,22,102,10,-6,20,106,5,67,20,111,15,22,25,111,15,66,24,107,13,66,20,107,13,69,21,107,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,106,9,67,21,106,13,67,22,102,14,-9,20,115,14,63,24,115,20,11,21,111,11,66,20,107,8,66,20,107,13,65,25,112,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,102,13,67,21,106,13,70,22,106,14,-2,16,102,5,71,20,102,15,18,17,102,2,74,16,103,8,69,20,103,13,72,17,99,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,131,35,49,24,120,24,59,21,120,25,-17,24,126,38,47,20,126,39,2,21,121,33,54,25,126,34,46,20,126,34,53,21,121,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,120,24,56,20,120,24,59,21,125,31,-21,20,126,38,51,20,121,33,2,25,121,28,54,20,126,34,50,20,121,28,53,26,116,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,89,11,86,12,89,11,85,13,85,10,13,8,91,5,84,3,79,4,31,1,68,0,69,9,58,4,54,17,45,13,41,23,34,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,69,1,71,11,49,10,48,17,40,25,-47,15,45,12,40,22,34,33,-41,21,31,39,14,17,45,13,50,24,37,28,20,26,32,39,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11,49,10,45,18,40,24,29,20,34,25,-54,22,34,32,8,22,31,39,-38,21,31,33,11,24,37,28,17,27,32,39,7,23,32,39,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,31,19,15,24,34,30,22,23,31,25,-54,25,31,32,15,25,31,28,-30,24,31,28,22,24,32,34,17,20,34,28,28,19,37,23,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21,31,30,15,27,31,30,22,26,31,31,-58,22,34,32,22,25,31,28,-30,24,31,28,25,24,34,18,25,24,37,23,28,19,34,23,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,106,10,67,16,102,14,70,17,106,15,-10,20,107,7,69,20,107,4,17,21,107,8,72,25,111,9,67,25,107,13,65,21,103,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,106,10,67,20,102,5,74,21,106,6,-2,20,107,12,69,20,103,8,20,21,107,13,69,20,103,9,71,20,107,9,70,21,111,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,98,3,75,16,98,5,74,13,98,2,-2,12,95,10,80,8,87,4,35,1,79,17,90,3,79,23,92,7,83,15,90,8,79,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,94,7,78,8,89,15,85,9,85,14,9,3,75,14,87,3,75,21,42,1,79,17,90,3,79,15,87,7,79,19,90,4,79,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,81,15,86,4,77,23,96,3,73,26,24,3,79,18,87,3,79,21,38,4,83,21,94,7,83,11,83,7,79,11,86,4,79,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,126,38,47,20,126,38,54,21,121,33,-22,25,126,33,46,20,126,34,1,21,121,28,53,22,123,33,51,18,128,33,50,23,123,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,126,38,51,20,121,32,54,25,121,28,-22,20,126,33,50,20,121,28,1,26,116,23,61,18,128,33,47,22,123,27,54,23,118,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,95,1,80,12,91,10,87,4,91,4,7,11,95,1,79,3,83,4,30,0,72,4,74,6,79,4,73,2,63,0,65,11,53,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,68,1,66,12,54,7,54,11,54,4,-11,24,34,27,25,24,34,23,-24,19,37,18,36,25,34,27,21,25,32,22,24,21,29,27,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,34,32,8,22,31,38,14,21,31,33,-65,24,37,27,17,27,32,39,-45,23,32,39,3,16,40,12,40,16,37,17,35,21,29,38,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,31,38,8,25,31,38,14,24,31,33,-58,24,29,44,4,24,29,39,-45,23,27,34,11,19,32,38,3,22,29,38,6,21,29,33,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,31,38,11,25,31,32,18,21,31,33,-58,24,29,38,4,24,27,34,-41,23,29,34,16,22,29,38,3,22,29,33,6,21,29,38,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,31,27,22,22,34,17,25,17,51,13,-22,20,34,22,21,20,32,28,-24,19,37,23,32,19,34,17,25,22,34,22,28,21,34,22,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,107,17,66,20,107,12,69,21,107,8,-4,20,107,12,67,25,111,9,18,26,111,9,70,22,109,12,65,18,109,12,68,23,113,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,66,20,103,12,65,17,107,13,-7,20,111,8,62,16,111,13,13,17,107,18,65,22,109,17,69,22,109,17,65,23,113,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,107,12,66,20,112,12,65,25,112,18,-11,16,107,17,62,20,111,23,9,26,116,18,61,22,113,12,58,22,113,22,61,28,113,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112,12,62,24,112,17,65,21,103,13,-4,20,111,22,58,25,116,18,9,21,111,13,70,22,113,22,58,27,113,17,61,28,113,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,17,62,20,103,12,72,21,103,8,-4,25,116,17,58,20,111,13,18,21,107,9,74,27,113,17,58,27,113,12,65,19,104,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,66,20,107,17,69,21,103,18,-4,16,103,8,71,20,103,13,18,21,107,9,70,18,100,8,73,18,104,8,72,23,109,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,7,69,20,103,12,72,17,99,4,0,20,103,8,67,16,99,4,26,12,91,7,86,2,79,16,88,2,75,24,94,3,79,20,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,95,10,80,8,87,5,87,1,79,17,14,3,79,24,92,7,83,15,38,8,79,11,86,2,75,20,88,2,71,20,94,3,79,16,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,18,87,3,75,14,90,4,75,21,18,7,79,16,83,3,79,15,38,8,79,19,90,2,79,20,84,6,83,16,87,7,79,20,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75,14,87,3,75,22,94,1,79,17,14,3,79,16,87,7,79,19,38,4,79,15,95,6,83,16,84,6,79,20,91,3,75,24,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,83,14,87,3,79,18,90,4,79,21,14,7,83,16,87,7,83,11,34,8,79,11,86,6,83,16,88,6,83,12,87,7,83,16,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,18,87,3,79,22,90,4,83,21,18,7,83,12,83,7,79,11,34,4,79,15,90,6,83,12,84,6,83,16,87,7,83,20,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,12,62,20,103,8,70,17,107,13,-6,18,109,11,62,22,113,22,13,23,109,12,65,24,112,14,60,24,112,19,63,25,117,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,1,75,11,99,3,78,17,95,4,2,18,109,3,69,14,100,4,24,15,100,0,76,24,108,14,64,19,103,5,74,16,99,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,1,79,11,99,1,82,17,91,0,6,14,100,5,76,10,96,0,24,15,96,4,79,15,95,1,75,11,91,5,78,4,73,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,5,71,9,58,3,57,16,45,13,-35,12,53,7,47,19,37,22,-20,24,32,27,24,22,34,30,19,26,32,30,22,25,32,24,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9,58,3,54,17,45,12,41,23,34,28,-48,19,37,21,29,25,32,27,-28,24,34,27,24,26,32,30,19,26,32,24,18,25,32,35,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,29,38,4,24,27,33,11,23,29,34,-60,22,29,37,3,22,29,33,-46,21,29,38,10,26,30,40,4,26,30,35,7,25,30,30,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11,91,1,75,20,107,8,70,21,107,13,-6,19,43,16,43,2,71,0,20,15,96,4,76,22,37,19,30,16,51,10,59,8,84,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,20,107,8,70,21,107,4,-2,22,104,7,69,18,104,8,20,19,104,4,72,19,99,5,71,19,103,10,71,20,103,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,107,12,62,25,107,8,70,21,107,13,-6,18,109,11,69,22,109,12,16,23,109,12,68,19,108,19,64,24,112,19,67,25,108,10,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,103,8,71,20,103,8,70,21,103,9,-2,14,100,3,69,14,100,4,20,23,104,8,72,19,103,5,68,19,103,5,74,25,112,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,71,16,103,8,74,21,103,13,-6,18,104,7,69,18,100,8,24,19,104,8,72,15,95,1,75,7,91,7,85,8,84,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,75,11,91,8,86,4,79,23,19,2,75,25,91,2,79,20,39,1,75,20,91,1,70,28,94,1,73,25,97,4,73,25,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,83,12,83,7,79,12,86,4,79,15,14,6,83,13,84,6,83,16,35,7,83,20,87,1,73,25,94,5,66,28,100,4,70,28,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,123,32,51,18,128,32,50,23,123,27,-22,19,122,29,53,24,127,35,0,25,122,30,52,21,125,29,50,25,125,29,53,30,125,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,63,1,62,12,53,7,50,18,37,22,-44,19,37,29,23,22,34,30,-30,25,32,30,22,24,34,29,11,24,31,29,17,23,34,24,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,109,11,65,22,109,11,68,19,109,12,-8,24,112,18,64,24,108,10,15,25,112,19,67,25,106,14,64,25,111,19,63,26,111,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,113,11,62,22,113,11,68,23,109,12,-8,24,108,18,60,24,108,10,19,20,103,5,71,25,111,14,64,21,106,14,74,22,106,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,113,11,58,22,113,21,61,28,113,17,-15,24,108,13,60,24,108,14,15,25,103,10,71,17,97,5,74,14,92,3,81,11,88,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,17,88,2,75,25,94,3,79,20,15,5,66,29,94,1,70,28,45,0,73,25,97,5,67,30,99,1,71,30,99,0,75,18,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,17,88,2,79,21,87,7,83,16,11,1,73,29,94,5,70,25,48,4,77,18,93,1,75,22,96,5,63,26,99,0,71,26,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,21,84,6,83,17,87,7,79,20,15,5,70,26,97,3,77,18,41,4,77,18,93,5,63,26,96,1,71,26,92,3,79,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,87,9,80,6,83,17,91,7,83,12,11,3,88,8,82,7,84,10,37,0,73,25,97,1,79,18,89,1,79,22,92,0,75,26,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,13,60,24,112,18,63,25,117,19,-17,21,115,18,64,21,115,14,11,26,115,24,60,20,102,11,67,16,106,11,66,21,111,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,95,0,75,11,91,4,78,4,73,1,-9,6,75,4,71,15,49,14,-3,20,37,19,31,8,77,2,71,15,40,15,41,23,29,25,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,37,18,23,16,45,9,48,21,40,19,-58,24,31,23,18,24,37,19,-21,17,43,10,42,24,31,25,19,24,31,20,26,17,40,15,44,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,40,18,15,26,30,34,0,25,30,40,-69,18,43,9,39,24,34,29,-38,25,29,35,7,18,40,15,41,18,46,11,41,23,31,31,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,30,23,19,22,32,23,26,21,34,30,-50,24,34,23,11,24,34,19,-31,25,34,19,28,24,31,36,15,24,31,31,22,23,31,20,26,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,34,29,23,19,34,23,26,21,34,19,-43,26,34,18,25,24,34,14,-24,23,34,14,31,24,31,20,23,24,31,20,29,23,34,15,33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,34,18,23,22,37,29,30,21,34,24,-43,21,37,13,28,21,34,19,-21,20,34,14,31,21,34,15,34,21,37,20,33,23,34,20,37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,34,23,30,22,37,18,30,21,37,19,-43,21,34,13,28,21,34,14,-17,20,37,14,31,24,34,20,34,21,37,20,33,23,37,20,33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,37,18,27,22,37,18,33,15,51,10,-17,21,34,13,32,21,37,14,-21,20,40,14,42,21,37,20,30,24,37,20,33,23,37,15,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,103,9,68,19,103,9,71,20,103,5,-5,17,106,9,64,21,106,14,15,22,106,10,67,16,102,2,67,20,106,11,70,21,106,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,18,64,24,108,9,67,25,112,19,-9,25,106,13,64,25,111,19,11,26,111,14,67,20,111,11,63,24,115,15,66,21,111,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,108,9,68,19,112,13,67,16,103,5,-2,21,106,9,67,21,106,14,15,22,106,14,70,29,111,20,63,24,111,11,70,21,111,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,103,9,64,19,108,9,67,16,103,5,-9,21,111,4,64,21,111,10,15,18,106,10,70,24,111,15,67,20,106,11,70,21,106,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
