,if,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,lskde,clskde,mlkde,cmlkde,Metric,path
0,0.3943638920340282,0.5176319692651172,0.4984636094249275,0.8861386118798382,0.8748819502448346,0.3751555459304034,0.47251908736792536,0.5973445177736746,0.47931598785222707,0.7181124435954493,0.49118330445386316,0.9157887826288819,0.7603997807810485,0.1315203119430289,0.4367335253460758,0.7127382019084707,0.4857760020755996,0.6624029492948181,0.5022662569713205,0.21508904450206037,0.40585779162791746,AuROC,./ad/cover/results_mdppprgln_2_1e0.pkl
1,0.11560568266649046,0.19025642277122895,0.13160812110485223,0.5928835023700936,0.5587717152438462,0.10668803845851589,0.13490863121123664,0.16971373557345912,0.1367715176538674,0.5202027080357734,0.17233903964900663,0.5404269641306382,0.26727000330574047,0.08464991411275122,0.12659952813852784,0.4326799476975032,0.16410326144666929,0.308799940281984,0.14083141275560979,0.08877363078220266,0.1202029445791982,AuPRC,./ad/cover/results_mdppprgln_2_1e0.pkl
0,0.2226401725895928,0.5176319692651172,0.4984636094249275,0.891711994758461,0.8845803136546592,0.8682608782930619,0.5830699104305623,0.5973445177736746,0.47931598785222707,0.7002601034678657,0.47889006546318036,0.855689529518465,0.6437291935751699,0.155392691164695,0.4474824578399812,0.7395210931359859,0.47834808186381744,0.5061453192624886,0.4771070578812164,0.3061181288918386,0.43796106462215956,AuROC,./ad/cover/results_mdppprgln_2_1e1.pkl
1,0.09116469802908136,0.19025642277122895,0.13160812110485223,0.6074773515339762,0.5724561913506209,0.4362841347596017,0.16603945508529427,0.16971373557345912,0.1367715176538674,0.5053974977027511,0.15356531883912267,0.38770650295913833,0.1982339827928281,0.08621671317228402,0.1291702954307535,0.49463506578503014,0.1418938823134852,0.13509153451291728,0.13486180009565615,0.09739773202091426,0.12774387214487765,AuPRC,./ad/cover/results_mdppprgln_2_1e1.pkl
0,0.4400660093723729,0.5176319692651172,0.4984636094249275,0.9503645459814791,0.9477280648259401,0.9593418739054949,0.6153808177129927,0.5973445177736746,0.47931598785222707,0.7618964662130006,0.5340660889261819,0.8394711151444207,0.6506885644855305,0.14956471055005485,0.436861501548586,0.7682848696539804,0.5112484772032154,0.6776594727928202,0.5069160955992192,0.08769796528389033,0.3447077059298417,AuROC,./ad/cover/results_mdppprgln_2_1e2.pkl
1,0.12122420745282197,0.19025642277122895,0.13160812110485223,0.7064897415286269,0.6931861827651298,0.9185127438106401,0.18629835105691328,0.16971373557345912,0.1367715176538674,0.6223691418571599,0.2156344227639344,0.34153657573804697,0.20460911302135468,0.08603969879868908,0.12703843107069113,0.5989894284224597,0.18056429825491427,0.2652217974976688,0.14229530935230728,0.08126438402112801,0.10787330445112253,AuPRC,./ad/cover/results_mdppprgln_2_1e2.pkl
0,0.6627892369076923,0.566901176211594,0.5522872782224512,0.36552978934785907,0.5432833455866934,0.43704839063169,0.7555298297746036,0.48808706093024323,0.7572210752216951,0.5029493539110332,0.7532905007404467,0.48808706093024323,0.7572210752216951,0.47008088833118433,0.7445766562946178,0.5518878674304674,0.7564382995542593,0.4192251647391375,0.6938678832738083,0.6410634522175879,0.7876112582212635,AuROC,./ad/mammography/results_mdppprgln_2_1e-1.pkl
1,0.13988712308434556,0.10523010796049313,0.13822656492771204,0.06869854578339693,0.11030668230103927,0.08602442407163086,0.27060582884870826,0.09202194211520295,0.27141009393376586,0.0887737923403333,0.23149697949671827,0.09202194211520295,0.27141009393376586,0.10297522459940113,0.2604224920578526,0.1010608555257192,0.266547342841831,0.07442885129908743,0.2020874690887961,0.13429707267907637,0.31487158303687346,AuPRC,./ad/mammography/results_mdppprgln_2_1e-1.pkl
0,0.6519011048807601,0.566901176211594,0.5522872782224512,0.4282954226229607,0.5126973240907511,0.5618263127236686,0.7576523913683622,0.48808706093024323,0.7572210752216951,0.3510038227826774,0.734374689719715,0.48808706093024323,0.7572210752216951,0.4120965140443834,0.7362071904665248,0.5118087479182235,0.7387112275003227,0.3679245309182525,0.6954522976343749,0.6884880721703288,0.7902117648774386,AuROC,./ad/mammography/results_mdppprgln_2_1e0.pkl
1,0.13125563311457744,0.10523010796049313,0.13822656492771204,0.07602094494371396,0.08915250079610701,0.10225596050188242,0.27137707716386716,0.09202194211520295,0.27141009393376586,0.06853157987446651,0.18360977629161865,0.09202194211520295,0.27141009393376586,0.07347750872783099,0.24946165107812454,0.08791684237070402,0.19061360057619323,0.06896323172731575,0.19858391745150386,0.14828225103997222,0.32079859949194367,AuPRC,./ad/mammography/results_mdppprgln_2_1e0.pkl
0,0.6528124640939079,0.566901176211594,0.5522872782224512,0.37719530610789886,0.5064477421390738,0.4731608162445905,0.7568606663299731,0.48808706093024323,0.7572210752216951,0.47806530284444554,0.7545118240111501,0.48808706093024323,0.7572210752216951,0.3885881117134658,0.715691028497272,0.4109050016082173,0.7560398180004873,0.3949560763433718,0.6889769854270503,0.6274030002111941,0.7888039537160163,AuROC,./ad/mammography/results_mdppprgln_2_1e1.pkl
1,0.13669496648955157,0.10523010796049313,0.13822656492771204,0.06943869112417257,0.08594991937702115,0.0810239894650652,0.27070111060800106,0.09202194211520295,0.27141009393376586,0.0825645768401175,0.23702439364349168,0.09202194211520295,0.27141009393376586,0.0705253826220201,0.22761743773890541,0.07306995490585633,0.26425820083991863,0.07180429041068319,0.20326020210851803,0.12390793022252518,0.3155907360906085,AuPRC,./ad/mammography/results_mdppprgln_2_1e1.pkl
0,0.6382046997184312,0.566901176211594,0.5522872782224512,0.5410763211460988,0.7791677038563993,0.6093605131730427,0.757831341576791,0.48808706093024323,0.7572210752216951,0.3881687860537834,0.7363166863666859,0.6666573633725399,0.7573043120718894,0.4536789356545168,0.7388017290962876,0.427447245364797,0.7393566289448112,0.3879545004327214,0.6920261092094296,0.6114804917571366,0.7842553349927706,AuROC,./ad/mammography/results_mdppprgln_2_1e2.pkl
1,0.1362432791549545,0.10523010796049313,0.13822656492771204,0.09970823694402549,0.29716354657166544,0.10648110830414964,0.27055003905551817,0.09202194211520295,0.27141009393376586,0.07226001194947332,0.18841077585428456,0.14428417538411356,0.2715651337360625,0.08207441177290023,0.253777706361189,0.0769270030959176,0.19460890198420333,0.07142436697869703,0.20170566433893267,0.11627659870838279,0.319432264777067,AuPRC,./ad/mammography/results_mdppprgln_2_1e2.pkl
0,0.6389655120278483,0.566901176211594,0.5522872782224512,0.4371379766320384,,0.5328979259730674,,0.48808706093024323,,0.48830922143272215,,0.48808706093024323,,0.40407819371176823,,0.40326633667170836,,0.36691115395515994,,0.6551044777357662,,AuROC,./ad/mammography/results_mdppprgln_test.pkl
1,0.13184346530528857,0.10523010796049313,0.13822656492771204,0.0822754986832964,,0.09219992715158654,,0.09202194211520295,,0.08845934320417095,,0.09202194211520295,,0.07641616560746496,,0.07682580614719814,,0.06862462323943931,,0.1434011090735362,,AuPRC,./ad/mammography/results_mdppprgln_test.pkl
0,0.6168021488034134,0.5484159376759276,0.5164450509738757,0.4926150763220618,0.5496787419622583,0.4656883674087643,0.5222728055932222,0.533198815914927,0.5260676403453308,0.39565083087658015,0.4865610199814288,0.4053853389139134,0.4470468015384982,0.44445495225168785,0.5133662436435484,0.38524159989742024,0.45809058823245913,0.46082008678880493,0.5231675292603772,0.46751439330530176,0.515405525296841,AuROC,./ad/pima/results_mdppprgln_2_1e-1.pkl
1,0.6214898291717169,0.5269794195443405,0.5455524858970611,0.48587412455809154,0.5552217087622267,0.4587674660950125,0.5441144828082907,0.5157588926074573,0.5505573368600556,0.42076050264272435,0.513894273337627,0.4286697880054923,0.47151559103244584,0.4674968300631132,0.5419595147685718,0.4272995048758465,0.4951877662091772,0.5125660927069419,0.5455410053428964,0.4728972053332644,0.541366666148811,AuPRC,./ad/pima/results_mdppprgln_2_1e-1.pkl
0,0.6372265871150797,0.5484159376759276,0.5164450509738757,0.430648565086246,0.4643525617299114,0.3658324518222912,0.5103594008589288,0.533198815914927,0.5260676403453308,0.40953486680327034,0.4930923434679467,0.4496873150051493,0.5258067272020185,0.4231498034146636,0.5063467599722793,0.41396302849058875,0.46557537228005375,0.47519997797021546,0.5230612292386999,0.4802842478521684,0.5196051121230846,AuROC,./ad/pima/results_mdppprgln_2_1e0.pkl
1,0.6298396782739683,0.5269794195443405,0.5455524858970611,0.43605018755800284,0.4682863365999492,0.40665656460989796,0.5321362344446006,0.5157588926074573,0.5505573368600556,0.4238862698666783,0.5073902196593529,0.44367586767421585,0.550330928295582,0.45039175995192027,0.5401818019936486,0.44216706139867057,0.4975717159327345,0.5216799329202515,0.5452460028748836,0.4741432586369738,0.5432666305345963,AuPRC,./ad/pima/results_mdppprgln_2_1e0.pkl
0,0.6288505205296134,0.5484159376759276,0.5164450509738757,0.388968589486653,0.4375080014110734,0.5447794522457673,0.5256915176745116,0.533198815914927,0.5260676403453308,0.3804016508776071,0.4842958423295163,0.4291264924043826,0.4860388617398952,0.4057740253267006,0.503562504565746,0.3874699735856239,0.4522498914698697,0.446344612401607,0.5209399096425842,0.4746762788021906,0.5159251153275559,AuROC,./ad/pima/results_mdppprgln_2_1e1.pkl
1,0.635888991647617,0.5269794195443405,0.5455524858970611,0.4155643025690258,0.45614223951604044,0.5225923052013499,0.5504844787303006,0.5157588926074573,0.5505573368600556,0.41111845877114384,0.5065500061193118,0.44875142124684236,0.5042198028094331,0.4396414971489305,0.5385666314781685,0.4203268462497331,0.4908988911950094,0.5130203960746923,0.5443241237705339,0.4677024751415006,0.540628566718993,AuPRC,./ad/pima/results_mdppprgln_2_1e1.pkl
0,0.6513540976238023,0.5484159376759276,0.5164450509738757,0.4752002566484107,0.49209710371773485,0.49929055839968506,0.525062006171651,0.533198815914927,0.5260676403453308,0.450175831734062,0.4957302340809958,0.4098708973808911,0.4420766824801242,0.44528600068337354,0.5100262035096262,0.4356061955364791,0.4893074414077865,0.45395632275553416,0.5217217324398299,0.4754580920369492,0.515031265944935,AuROC,./ad/pima/results_mdppprgln_2_1e2.pkl
1,0.6367739812737134,0.5269794195443405,0.5455524858970611,0.46227352604114413,0.47868027796892143,0.4764305955036452,0.5513048458160956,0.5157588926074573,0.5505573368600556,0.44821404232982714,0.5117197183047887,0.4326036941649213,0.45969097739777487,0.5318962513755214,0.540998644134871,0.44426008383499854,0.50889801937796,0.5061915793017515,0.5430688703063318,0.47469441816599234,0.5448796883812244,AuPRC,./ad/pima/results_mdppprgln_2_1e2.pkl
0,0.46785046439381417,0.5054542260955788,0.47013780844997477,0.4888048728725704,0.48140656943826127,0.8341373343005563,0.756574740795444,0.5336301689555965,0.5328621277500454,0.3396295284297553,0.44973993516723804,0.7225992379955637,0.7178452211426318,0.6486003985160111,0.5513672384022008,0.20694349389929803,0.3696674039418354,0.9099663335304802,0.7614216911182324,0.26345676977680876,0.32583232728198336,AuROC,./ad/satellite/results_mdppprgln_2_1e-1.pkl
1,0.28764172556124645,0.30936710344606677,0.263943241571693,0.2698037590032897,0.26262566922564823,0.7615209319933115,0.4949956416108615,0.2982826621999466,0.34287885599515,0.2192308780015121,0.29356480664905726,0.6348834412620022,0.4753235406359424,0.3778170316216709,0.352713855243969,0.1889350526196226,0.2568450928605127,0.8656082134412437,0.5307662510332886,0.21186095103224123,0.26469128649523754,AuPRC,./ad/satellite/results_mdppprgln_2_1e-1.pkl
0,0.436107997210112,0.5054542260955788,0.47013780844997477,0.26899598752577686,0.26634991658058005,0.5675097301941509,0.568305296949777,0.5336301689555965,0.5328621277500454,0.287613039472058,0.4156748810582331,0.7929844693338524,0.7841543250763034,0.7311971880383623,0.5710959565334792,0.1965634935717417,0.3812034763060218,0.9241531335472243,0.7616160857948734,0.2560692883939567,0.3233442368126872,AuROC,./ad/satellite/results_mdppprgln_2_1e0.pkl
1,0.26754316857877425,0.30936710344606677,0.263943241571693,0.20199338334546832,0.20143519412631733,0.4912959902294781,0.32122752649250375,0.2982826621999466,0.34287885599515,0.20636087422261784,0.2709072095319385,0.7466002086071886,0.5854556551151202,0.4210579351155409,0.361570789819927,0.18744268433932054,0.24771442418866568,0.8848958403538125,0.5321426130317695,0.21060355335438546,0.26309814388436653,AuPRC,./ad/satellite/results_mdppprgln_2_1e0.pkl
0,0.4638538348528328,0.5054542260955788,0.47013780844997477,0.09474914472838891,0.09265111434213152,0.63963450794017,0.5707739999765689,0.5336301689555965,0.5328621277500454,0.20242952699160177,0.373196907866402,0.1541421877663793,0.25820301177968163,0.8654179257288495,0.6540850409183155,0.12742099838131898,0.3358468606983697,0.8756156295987535,0.7560453283532544,0.25803217694321434,0.33149754453390484,AuROC,./ad/satellite/results_mdppprgln_2_1e1.pkl
1,0.28474509320001085,0.30936710344606677,0.263943241571693,0.17289736533084268,0.17256552635079145,0.35468262548544416,0.36843751311377093,0.2982826621999466,0.34287885599515,0.2030869277690881,0.27405243510748006,0.17986003926559513,0.20671087864374038,0.7489422386106127,0.40685363988824225,0.18995509968843222,0.25713202215812714,0.8396976798114069,0.5163502608830013,0.2125216402049761,0.2662339212179361,AuPRC,./ad/satellite/results_mdppprgln_2_1e1.pkl
0,0.4151458134023309,0.5054542260955788,0.47013780844997477,0.726653575992752,0.7266258317547947,0.6026274868168289,0.6218870425738271,0.5336301689555965,0.5328621277500454,0.3667094808133663,0.43911445964361573,0.5968972033004015,0.5899722487066941,0.809907011840235,0.6225877978730459,0.22508103790464232,0.36084604853258095,0.9221365207325447,0.7661058856112843,0.2672143996900394,0.32628605699373103,AuROC,./ad/satellite/results_mdppprgln_2_1e2.pkl
1,0.2595903626979125,0.30936710344606677,0.263943241571693,0.39684419575720137,0.3977656460468237,0.6055615017478708,0.3870666617527175,0.2982826621999466,0.34287885599515,0.22673514067635825,0.2980309522626772,0.3229753733920427,0.3959275601232958,0.7319377358163094,0.38622431442546173,0.191715818038826,0.25307839105695784,0.8818433720622555,0.5343886626999086,0.21669394615872511,0.2647341988883387,AuPRC,./ad/satellite/results_mdppprgln_2_1e2.pkl
