,iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,lskde,clskde,lmkde,clmkde,Metric,EnergyScore,path,InSamp
0,0.7028957528957528,0.3917953667953668,0.8908301158301158,0.23426640926640924,0.24353281853281852,0.44092664092664097,0.8277027027027026,0.6197393822393822,0.7727316602316602,0.24150579150579152,0.7570463320463321,0.1472007722007722,0.5756756756756757,0.8685328185328185,0.8334942084942084,0.23774131274131272,0.7823359073359073,0.9496138996138996,0.8499034749034748,0.05183397683397683,0.8133204633204633,AuROC,5.587139442470367,./ad/cardio/results_xv2_1e-1_1e0.pkl,False
1,0.2336151459727261,0.14133997681241348,0.6675391258374022,0.1148086353555674,0.11813052612489194,0.22301719888764285,0.3601970908793687,0.38824539061388197,0.4818758244054101,0.08920601971936704,0.254725826477983,0.07527115779454893,0.16928883192375346,0.5345114745658117,0.3657033039223682,0.09256278326997863,0.29875411983670935,0.7801473267651994,0.39515242192473865,0.07106827723691822,0.3337339060265452,AuPRC,5.587139442470367,./ad/cardio/results_xv2_1e-1_1e0.pkl,False
0,0.7106433421244599,0.46002609281185114,0.8760591437068628,0.28907609000617246,0.29315133830873685,0.34045508108411426,0.7334184389203748,0.5981777116884575,0.7175207620223333,0.2942174962123338,0.7331238426575389,0.3626760563380282,0.7057614611974635,0.7996955838617361,0.8015052466191571,0.2963778688064643,0.7549660512878065,0.9638839010156557,0.8260198642051512,0.037792492003815716,0.7729925368946748,AuROC,5.551560148074722,./ad/cardio/results_xv3_1e-1_1e0.pkl,True
1,0.23595107528774334,0.12203688150672634,0.5168536875475449,0.10098363739432326,0.10441947517378952,0.10752813398556574,0.25799414719467845,0.258665363092027,0.31121731586917456,0.09276514983031314,0.22631220838018756,0.1349648356565003,0.2440523531123368,0.47197530261219867,0.3258620360226249,0.09837539804313868,0.27251696662865926,0.863235352958294,0.35683805474598124,0.06520302662706381,0.29563473891822356,AuPRC,5.551560148074722,./ad/cardio/results_xv3_1e-1_1e0.pkl,True
0,0.7227862742578074,0.43786145739622157,0.8946150880349569,0.358694255237116,0.40547487469476934,0.4828428222593497,0.7862742578074797,0.6535149723685901,0.742385297519599,0.2472689885618815,0.753630638735381,0.26744634365762754,0.6518442359593882,0.8672407145611104,0.7941138671121963,0.23814419740393267,0.7671250481943195,0.976352653900527,0.8225163860686288,0.018763655057190586,0.7637835753759157,AuROC,5.553809760750656,./ad/cardio/results_xv3_1e-1_1e0.pkl,False
1,0.2666752627242204,0.11521625794064572,0.6337447985752002,0.1170612149531427,0.1234086468636412,0.10661160868371652,0.2800289566877657,0.30316584640130034,0.3863582032886736,0.07608229874826421,0.2304372233644465,0.17090232904181435,0.21276570376234083,0.6900782480529928,0.2891778588473486,0.07929350700428309,0.2777513060896885,0.8961874058355396,0.3193316218894825,0.05729017403146386,0.2681372094438156,AuPRC,5.553809760750656,./ad/cardio/results_xv3_1e-1_1e0.pkl,False
0,0.7665079319129227,0.496547880963409,0.8878459356183419,0.24726435849930523,0.26023332561371004,0.3174719198703103,0.7998494673459935,0.5474756831866605,0.7137057086614174,0.23315915933302456,0.7394482399258916,0.36920304539138493,0.6831577119036591,0.8058056391848079,0.8214161648911533,0.23201569013432144,0.7659434344603983,0.9689309286706809,0.8465145900880037,0.03075787401574803,0.789818781843446,AuROC,5.7031194817885495,./ad/cardio/results_xv1_1e-1_1e0.pkl,True
1,0.2774546370993091,0.11345454721108111,0.5352935213138506,0.0755685820179295,0.07799702395371674,0.08742048848039402,0.2978244492055912,0.32129337129355384,0.4060538256962374,0.07415302000371303,0.20843283074756114,0.20781695736607664,0.22648509928998498,0.37566525962789715,0.3255796992595289,0.07453605118271212,0.2492205902030614,0.8803074240544806,0.3611873818894173,0.06184605507197483,0.29001464953246364,AuPRC,5.7031194817885495,./ad/cardio/results_xv1_1e-1_1e0.pkl,True
0,0.6818181818181818,0.5188184051820416,0.8571588117042662,0.30533839624748715,0.31605986151440696,0.3875362966272057,0.7117489390216662,0.5607549698458789,0.6429528702255976,0.326669644851463,0.6973419700692428,0.4106544561090016,0.6465266919812375,0.8195220013401832,0.7432432432432432,0.31728836274290817,0.7139825776189412,0.9678356041992406,0.7738440920259103,0.034062988608443145,0.7009157918248827,AuROC,5.702082599725001,./ad/cardio/results_xv1_1e-1_1e0.pkl,False
1,0.2544422267298722,0.15107349233519113,0.6081173842831956,0.09359863570398605,0.11794938755510918,0.12977242288713645,0.2771492795975675,0.2989766860632516,0.36437325193429926,0.09366846058576467,0.2491492682277428,0.2500440692220768,0.24264872375451502,0.42461524794369615,0.3137957777282301,0.09476766277747706,0.29684320774643597,0.8953971201013736,0.340120877722037,0.0698812196028189,0.27293546577300515,AuPRC,5.702082599725001,./ad/cardio/results_xv1_1e-1_1e0.pkl,False
0,0.7050682650682651,0.4361405261405262,0.8769696969696968,0.281052281052281,0.2866733266733267,0.5012187812187813,0.7852614052614053,0.5566633366633367,0.7030436230436231,0.27726273726273726,0.6990542790542791,0.3958707958707959,0.7302697302697303,0.8147718947718947,0.7900965700965701,0.2773559773559774,0.7331934731934732,0.9592807192807192,0.8154445554445555,0.04209124209124209,0.7605860805860806,AuROC,5.579717410510012,./ad/cardio/results_xv5_1e-1_1e-1.pkl,True
1,0.24094330626461105,0.117424393040536,0.5477453684542487,0.09196598713041741,0.0954009602927893,0.19471087755534572,0.3239485743631595,0.3118182011430245,0.3897870365652182,0.08885815718597254,0.20797094043861722,0.10601870471564577,0.2640365799468464,0.4204348020781895,0.32929883932353404,0.09428328154814948,0.25751063528931206,0.8254557098137904,0.3621730110213877,0.06900517345991682,0.29855943036203964,AuPRC,5.579717410510012,./ad/cardio/results_xv5_1e-1_1e-1.pkl,True
0,0.732919254658385,0.5417529330572809,0.9037267080745343,0.2581090407177364,0.25828157349896486,0.7001380262249828,0.8285024154589372,0.515527950310559,0.7180814354727398,0.25379572118702554,0.7529330572808834,0.3488612836438923,0.6794340924775708,0.8310904071773637,0.8300552104899931,0.23913043478260873,0.7672532781228433,0.9813664596273293,0.8526570048309179,0.018978605935127683,0.7998619737750172,AuROC,5.580383555297555,./ad/cardio/results_xv5_1e-1_1e-1.pkl,False
1,0.26447758691012146,0.10166400162350053,0.47306187868500327,0.062489375750616666,0.06896148566674998,0.129018539202044,0.24554899333743513,0.1872176452490157,0.21854432766834314,0.05975942299745793,0.164545884401994,0.09739795577702229,0.17700292633781492,0.36763600493784987,0.24875907244445616,0.059852022068511535,0.22009247108975466,0.8050481808616303,0.27326020207276386,0.04342286463833443,0.22155419625285533,AuPRC,5.580383555297555,./ad/cardio/results_xv5_1e-1_1e-1.pkl,False
0,0.7119946719946719,0.4361405261405262,0.8769696969696968,0.26198468198468194,0.30812520812520816,0.43002331002331,0.7794938394938394,0.5917848817848819,0.7112687312687314,0.2691042291042291,0.6895704295704295,0.32386280386280386,0.5421578421578421,0.7946586746586746,0.79003663003663,0.2728538128538129,0.7296436896436896,0.9642224442224442,0.8163969363969364,0.03562437562437562,0.7612254412254411,AuROC,5.623318281537701,./ad/cardio/results_xv5_1e-1_1e0.pkl,True
1,0.278941406844816,0.117424393040536,0.5477453684542487,0.09081095553069303,0.10207814892712382,0.106555862591811,0.3086300966817526,0.3434869878657163,0.4264813846980591,0.08735934588041917,0.20234987302542767,0.11294336371344724,0.16870042194000978,0.37195908864961563,0.32926224204296806,0.09159947244598372,0.24198532837006687,0.8521123817738623,0.3651099430197385,0.06873795363799452,0.30007561751869094,AuPRC,5.623318281537701,./ad/cardio/results_xv5_1e-1_1e0.pkl,True
0,0.7329192546583851,0.5417529330572809,0.9037267080745343,0.24654934437543136,0.24930986887508627,0.47222222222222227,0.8214285714285714,0.5107832988267771,0.7188578329882678,0.24189095928226365,0.7286059351276741,0.32505175983436857,0.5810904071773637,0.7789855072463768,0.8300552104899931,0.22584541062801933,0.7581090407177363,0.9842995169082126,0.8526570048309179,0.016045548654244315,0.8000345065562456,AuROC,5.627289918634986,./ad/cardio/results_xv5_1e-1_1e0.pkl,False
1,0.27714718056453963,0.10166400162350053,0.47306187868500327,0.061888731736809637,0.10290695093786753,0.23043254633594068,0.23799674159001097,0.24735278965832536,0.31521658079247367,0.05659642647051608,0.15390401045742463,0.1902755836921331,0.15689272439429996,0.3024218682032253,0.24875907244445616,0.05684520965131048,0.1758846791595775,0.8583510448835254,0.2724288130744934,0.04326812306283974,0.22132836491958513,AuPRC,5.627289918634986,./ad/cardio/results_xv5_1e-1_1e0.pkl,False
0,0.7067079099895105,0.5064774476100056,0.8747770027640174,0.365171851432159,0.38043137044721953,0.5250254580535499,0.7996814872097208,0.2882196206941435,0.5072239619622225,0.35573897264312015,0.7162250109105943,0.30556555161668214,0.546364283690767,0.7515293973523625,0.7957000773312303,0.3434042585772585,0.7500440252053872,0.9629958578024149,0.8234780677911598,0.03829044385063589,0.7638641114182241,AuROC,5.6577115816079555,./ad/cardio/results_xv4_1e-1_1e0.pkl,True
1,0.23620959664020036,0.1327069024223737,0.5495053225541237,0.14718094994906372,0.15688101137467958,0.11495124228107116,0.29303296560803127,0.1388947936728187,0.14489713612975452,0.11920212740612621,0.23632941386901324,0.08758215595819224,0.15679672800105227,0.19275772758110118,0.3053457945835401,0.09813933654534118,0.25562173563582846,0.8125816611079885,0.3375944567459322,0.06112506035416375,0.27055877815920365,AuPRC,5.6577115816079555,./ad/cardio/results_xv4_1e-1_1e0.pkl,True
0,0.7471570717839374,0.538957000710732,0.8804193319118692,0.6291755508173418,0.6786602700781805,0.7121535181236673,0.8543887704335467,0.34546019900497515,0.521455223880597,0.3607853589196873,0.7651030561478323,0.41409026297085993,0.8197405828002842,0.6921641791044776,0.8333333333333333,0.34132906894100923,0.7985963041933191,0.94909381663113,0.8546552949538024,0.05268301350390901,0.8103233830845772,AuROC,5.658397483197431,./ad/cardio/results_xv4_1e-1_1e0.pkl,False
1,0.2658948800304112,0.1418519656676311,0.4667153302359516,0.21162576860446347,0.2536734810968163,0.448880000460144,0.39869631994655896,0.18711946443642893,0.20960668457957937,0.10577740037331826,0.26553148390953074,0.19717767908373912,0.34467198786119785,0.18776014386499534,0.3788109796103462,0.09917059336583631,0.3037324960169118,0.8175174956300396,0.40761151845080046,0.07200777719756994,0.3529976440446078,AuPRC,5.658397483197431,./ad/cardio/results_xv4_1e-1_1e0.pkl,False
0,0.7400468548341844,0.46002609281185114,0.8760591437068628,0.2963077268391224,0.30852645755008135,0.7760787834577184,0.8104904326356546,0.5061304079456821,0.695615425621458,0.3125946916559116,0.7787371640199765,0.3981187924358902,0.6292576174176534,0.7333553111497672,0.8015543459962965,0.31236322316368326,0.7827142135682622,0.9625652320296278,0.8249537063015543,0.03664216373940857,0.773441445485663,AuROC,5.643005484933335,./ad/cardio/results_xv3_1e-1_-5e-2.pkl,True
1,0.2910943104421315,0.12203688150672634,0.5168536875475449,0.11201581747348327,0.12742760059424155,0.39050670658279435,0.3395376006608458,0.3161928658857015,0.41755223982861434,0.09970011667449491,0.3018968111001886,0.31062931101257923,0.21736977714519104,0.22559198164155553,0.32587097924338165,0.10552384508741319,0.3256954728800015,0.8460948226786152,0.35655823333389214,0.0652648176468097,0.29542235302452224,AuPRC,5.643005484933335,./ad/cardio/results_xv3_1e-1_-5e-2.pkl,True
0,0.7500321295463308,0.43786145739622157,0.8946150880349569,0.2784989075954247,0.28415370774964654,0.8372959773807993,0.8153193676905283,0.5525639377971984,0.7278627425780747,0.2643619072098702,0.7761213211669451,0.28016964400462663,0.6580131088549029,0.8088934584243669,0.7941138671121963,0.2516386068628711,0.7816476031358437,0.9748104356766483,0.8222593496979823,0.028145482585785878,0.7644261663025318,AuROC,5.638896352082082,./ad/cardio/results_xv3_1e-1_-5e-2.pkl,False
1,0.2613072154091643,0.11521625794064572,0.6337447985752002,0.10884940378779834,0.1087439840251934,0.33139292779751794,0.30818715653826056,0.3426044863115526,0.4143475470253072,0.0809749987114079,0.29656202447095276,0.16750893521713414,0.22559180057068806,0.32584052026708105,0.2891778588473486,0.08330044783295379,0.30507800345323566,0.8628713374251754,0.3204474653270769,0.057493414759021165,0.2683696382575616,AuPRC,5.638896352082082,./ad/cardio/results_xv3_1e-1_-5e-2.pkl,False
0,0.7423491849594586,0.5064774476100056,0.8747770027640174,0.4205287618580934,0.47051076894806554,0.6621620586951695,0.7948655125682391,0.5921734669657828,0.7052991034171215,0.3299440305649774,0.7970399748864916,0.3886392000428767,0.7321812766543906,0.8489054951112882,0.79564648142902,0.3286271026820921,0.7938242207538646,0.9523762126072874,0.8216098677712528,0.04894837183305641,0.7657705942254245,AuROC,5.664298744693591,./ad/cardio/results_xv4_1e-1_-5e-2.pkl,True
1,0.305790503444505,0.1327069024223737,0.5495053225541237,0.14393115552252783,0.15442154602018268,0.2212776176046422,0.3053929149190999,0.24909919164279412,0.30337893400110266,0.10535399986754432,0.2973235679694427,0.22346028342865112,0.237227826225147,0.4682486414029194,0.30531344959622253,0.1274821469770197,0.31430135578345453,0.6982639176690073,0.33617571375323324,0.061591745693110454,0.2715760236228092,AuPRC,5.664298744693591,./ad/cardio/results_xv4_1e-1_-5e-2.pkl,True
0,0.7404051172707888,0.538957000710732,0.8804193319118692,0.34959132906894097,0.3628287135749822,0.43105899076048326,0.800817341862118,0.5026652452025586,0.6454779673063256,0.36389481165600573,0.8248933901918977,0.45895522388059695,0.7836709310589908,0.7683013503909026,0.8331556503198294,0.36256218905472637,0.8257818052594172,0.9384328358208954,0.8532338308457712,0.05899076048329778,0.8109452736318408,AuROC,5.664812995399503,./ad/cardio/results_xv4_1e-1_-5e-2.pkl,False
1,0.2663608354537226,0.1418519656676311,0.4667153302359516,0.11240531726142386,0.11832350964652791,0.24145293869785786,0.3414146031580355,0.20423492733046672,0.2798301981305826,0.11431666744320884,0.355811164147649,0.18729318825225422,0.3254706850697569,0.3013964339753466,0.37865513190262107,0.10991614881067428,0.35710664162060207,0.7707843574858256,0.4058158666800641,0.07231021038468448,0.35343380009707953,AuPRC,5.664812995399503,./ad/cardio/results_xv4_1e-1_-5e-2.pkl,False
0,0.7535721774555911,0.4994570589821167,0.8886184584968397,0.2953973579366743,0.30067699128298836,0.3710496360422969,0.7512057035017823,0.5381406704011024,0.6650503250157266,0.34176077644309977,0.7932405715483929,0.38582512057035023,0.7930833058742474,0.7795659467393584,0.8002051942605518,0.3240796213641674,0.7952475811041548,0.9675583380762663,0.8283557499326005,0.033579965850882174,0.7673516460473893,AuROC,5.675975483870742,./ad/cardio/results_xv2_1e-1_-5e-2.pkl,True
1,0.2678529960167918,0.11709930834730081,0.5278420781311803,0.09257742692864335,0.09634109553756341,0.17193363522222527,0.2581349024256046,0.2662531505157789,0.32844028746768444,0.09782985534220232,0.3118530406314115,0.14818048881785614,0.3102194163100113,0.26099508223074025,0.31846886590397966,0.09992904669148966,0.3144845395607444,0.813425686026316,0.35285451839631354,0.06156402781892925,0.28542592071640316,AuPRC,5.675975483870742,./ad/cardio/results_xv2_1e-1_-5e-2.pkl,True
0,0.7247104247104247,0.3917953667953668,0.8908301158301158,0.23947876447876443,0.24295366795366796,0.6142857142857143,0.8355212355212355,0.6212355212355212,0.753426640926641,0.327992277992278,0.8313706563706563,0.3252895752895753,0.7172779922779923,0.8223938223938224,0.8334942084942084,0.28243243243243243,0.8314671814671815,0.9575289575289575,0.8520270270270269,0.040347490347490335,0.8091698841698842,AuROC,5.682183456518898,./ad/cardio/results_xv2_1e-1_-5e-2.pkl,False
1,0.23843173724416447,0.14133997681241348,0.6675391258374022,0.116152531294245,0.11821332327094303,0.2584583149633038,0.36999946689577085,0.37838152415690546,0.5062637845141842,0.12626291160091663,0.3715454793718262,0.19936757984614886,0.2775530316723149,0.4132704690770689,0.3657033039223682,0.12021914212193194,0.3710178067742332,0.7921179032278334,0.40069691021818454,0.07083710870961324,0.32811383680155737,AuPRC,5.682183456518898,./ad/cardio/results_xv2_1e-1_-5e-2.pkl,False
0,0.7109956709956711,0.4361405261405262,0.8769696969696968,0.2685914085914086,0.2730402930402931,0.5568165168165168,0.7878854478854479,0.596913086913087,0.7189743589743589,0.26084582084582086,0.691968031968032,0.3424042624042624,0.6827972027972027,0.8160372960372961,0.7900632700632702,0.26436230436230435,0.7261272061272063,0.9618381618381618,0.8196936396936397,0.036590076590076605,0.7556776556776557,AuROC,5.625255750805316,./ad/cardio/results_xv5_1e-1_-5e-2.pkl,True
1,0.27938169680324354,0.117424393040536,0.5477453684542487,0.08948347354413094,0.09254461216245173,0.15280998925501346,0.3310023497072728,0.3092441100979231,0.38919011815419563,0.08677805667226285,0.20695852377915042,0.13887847272127601,0.22699839829249013,0.4259981924338214,0.3292778999152465,0.08806325922367517,0.24140670278109463,0.829841022957415,0.36713328474249185,0.06883307312015224,0.2954882084079674,AuPRC,5.625255750805316,./ad/cardio/results_xv5_1e-1_-5e-2.pkl,True
0,0.7467218771566597,0.5417529330572809,0.9037267080745343,0.22170462387853693,0.22653554175293306,0.4796411318150448,0.8088336783988959,0.5129399585921326,0.731280193236715,0.21756383712905453,0.7368875086266391,0.2741545893719807,0.7727743271221532,0.8152173913043478,0.8302277432712215,0.21721877156659763,0.7620772946859903,0.9875776397515528,0.8559351276742581,0.015355417529330576,0.7957211870255347,AuROC,5.621874552387249,./ad/cardio/results_xv5_1e-1_-5e-2.pkl,False
1,0.3126502015975541,0.10166400162350053,0.47306187868500327,0.059192724837455794,0.061738028322866435,0.23396484516051044,0.23120618279082922,0.2070396862571039,0.2664166539962601,0.05794127481165513,0.1570429812019565,0.05370195256903211,0.1982843356396253,0.3204762331825157,0.2487981584260384,0.054685226347852625,0.17572198282641738,0.8794923048499715,0.2778589705585043,0.043239961957453485,0.21744903765094617,AuPRC,5.621874552387249,./ad/cardio/results_xv5_1e-1_-5e-2.pkl,False
0,0.743620173497592,0.5064774476100056,0.8747770027640174,0.3092483557542858,0.31464622876262377,0.30751797376863416,0.7668271991547161,0.620441477103065,0.7569272703607004,0.30569571309347887,0.7633128392812024,0.35383248983591997,0.5588368157908842,0.8546479132052646,0.795684764216313,0.3005581630387345,0.7695835598398248,0.9594432151416081,0.8213265751452833,0.041513854540721415,0.7672176835851064,AuROC,5.574579845746788,./ad/cardio/results_xv4_1e-1_1e-1.pkl,True
1,0.24677878577345286,0.1327069024223737,0.5495053225541237,0.12768941359956773,0.13077585473369152,0.07969182552040727,0.26958443474816335,0.3513379035171148,0.43518156855617435,0.09752959781017372,0.24758449682728856,0.23663611452079253,0.1786902427318876,0.5750850133494577,0.30534703097550736,0.08989608945442364,0.2671720216386631,0.7821651643395439,0.3359092243396823,0.06131679755194977,0.2727262585298178,AuPRC,5.574579845746788,./ad/cardio/results_xv4_1e-1_1e-1.pkl,True
0,0.6949182658137881,0.538957000710732,0.8804193319118692,0.3272032693674485,0.34177327647476896,0.49404761904761907,0.8277363184079601,0.5150586353944563,0.671641791044776,0.34639303482587064,0.8034825870646766,0.40938166311300633,0.6524520255863538,0.7523098791755508,0.8331556503198294,0.33431058990760476,0.8141435678749112,0.9468727789623312,0.8530561478322671,0.053038379530916835,0.8128109452736318,AuROC,5.574266091219569,./ad/cardio/results_xv4_1e-1_1e-1.pkl,False
1,0.22233289316182958,0.1418519656676311,0.4667153302359516,0.1044084885933775,0.11050889325257385,0.35589696438113355,0.36667512999845103,0.25369011301620437,0.30496934395943287,0.10665327568710439,0.3091501158494489,0.2525035758238342,0.2660747565912682,0.2893446989960487,0.37865513190262107,0.1007299566989663,0.3268071919637598,0.8043451519942286,0.4054376308576787,0.0720400157551031,0.35509477859029187,AuPRC,5.574266091219569,./ad/cardio/results_xv4_1e-1_1e-1.pkl,False
0,0.74876968503937,0.496547880963409,0.8878459356183419,0.22009610930986567,0.22491604909680407,0.3972542264937471,0.8096268527095878,0.5397464103751737,0.7276914949050486,0.22327321676702175,0.7860482283464567,0.3710268063918481,0.70885682028717,0.823934691987031,0.8214523506252895,0.2192276516905975,0.7961512853172765,0.9608542728114868,0.8435184113015285,0.04088264242704954,0.793697892542844,AuROC,5.565915590123113,./ad/cardio/results_xv1_1e-1_1e-1.pkl,True
1,0.2696219328138065,0.11345454721108111,0.5352935213138506,0.07418487231682615,0.07577500628450066,0.09898150394789597,0.31094410107846454,0.3647620520254768,0.4345963111048241,0.07459256989094556,0.2689192575685985,0.14819922109324918,0.2328141545647381,0.3597644733970121,0.3256253928093819,0.0738702818199618,0.29024917074848283,0.7713695890067546,0.357434044411463,0.06237669843680119,0.2925454582859279,AuPRC,5.565915590123113,./ad/cardio/results_xv1_1e-1_1e-1.pkl,True
0,0.7177797632343087,0.5188184051820416,0.8571588117042662,0.25876703149430424,0.2651329014965379,0.2821085548358276,0.6889658253294618,0.5321085548358275,0.6444605762787581,0.3034398034398034,0.7266026356935449,0.27183381728836276,0.5027920482465937,0.8318070136251954,0.7432432432432432,0.28959124413669873,0.7286129104310923,0.9637033727942819,0.771275407639044,0.036966718784900605,0.7071699798972527,AuROC,5.570931690795039,./ad/cardio/results_xv1_1e-1_1e-1.pkl,False
1,0.2867796647124587,0.15107349233519113,0.6081173842831956,0.08838626902652666,0.08969005521234512,0.08651267621836334,0.2521925435512319,0.3198601226317267,0.35634050363250713,0.093353658993068,0.30296891473035426,0.08600217464163074,0.14294985309768865,0.4362755178340867,0.3137957777282301,0.09158433698329536,0.3035025515249026,0.8418956985237297,0.3446650580365912,0.07021218007492977,0.278079839593954,AuPRC,5.570931690795039,./ad/cardio/results_xv1_1e-1_1e-1.pkl,False
0,0.7547556253857809,0.46002609281185114,0.8760591437068628,0.43208153302283825,0.7033415633241682,0.4832991975758936,0.798397957465911,0.26461758599405194,0.4864836428932159,0.32110291229448407,0.7448024802199652,0.3514533415633242,0.6930306941249089,0.7339655462656416,0.8015473317995623,0.32509399023623814,0.7668340721620559,0.9619690253072218,0.8247292520060603,0.03527439537624151,0.7740937657819426,AuROC,5.684829634947766,./ad/cardio/results_xv3_1e-1_1e-1.pkl,True
1,0.2653339396685623,0.12203688150672634,0.5168536875475449,0.12026565228007094,0.20594509015554266,0.12578123347109446,0.31432032435435375,0.11267162488397255,0.1289021571244981,0.09350109913919176,0.2512968850403079,0.10789170201678026,0.23209971750477423,0.20404587288900425,0.3258216806320166,0.09700387491775159,0.3010065505950493,0.8644438400794335,0.35634225779836054,0.06513819903845576,0.2962595381133438,AuPRC,5.684829634947766,./ad/cardio/results_xv3_1e-1_1e-1.pkl,True
0,0.7335818018249581,0.43786145739622157,0.8946150880349569,0.32489397249710833,0.3559953733453283,0.8570877779205758,0.8046523583087006,0.22657756072484259,0.44178126204857987,0.33568950006425907,0.7660969027117337,0.282097416784475,0.6826886004369618,0.7825472304331063,0.7939853489268731,0.3313198817632695,0.7774065030201773,0.9796941267189306,0.8191749132502248,0.020691427837038937,0.768024675491582,AuROC,5.67711700946329,./ad/cardio/results_xv3_1e-1_1e-1.pkl,False
