"V2","V3","V5","V6"
-0.45250093,0.12967348,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.42595931,0.17475504,0.5914887,1.3121822
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.42595931,0.80589687,-0.37786573,0.87949317
-0.44365372,0.039510361,-0.37786573,1.0866964
-0.14727237,-0.095734317,-0.37786573,0.56868837
1.5292729,-0.27606055,0.44490516,0.24264805
-0.41711211,0.62557063,-0.37786573,1.1110732
-0.32864006,1.7976912,0.62912234,0.99223609
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.43038291,0.30999972,0.73310051,0.74542051
0.11814376,-0.41130523,-0.37786573,0.98614188
-0.44807732,0.49032595,0.61842161,1.2055335
-0.32864006,-0.050652758,1.4092549,1.0958377
-0.37287609,0.039510361,-0.37786573,-0.94572324
-0.45250093,0.12967348,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.034095321,-0.18589744,0.78127026,0.92824687
2.1220356,1.1214678,-0.37786573,-0.94572324
0.88342695,-0.27606055,-0.37786573,-0.94572324
-0.43923012,2.9247302,-0.37786573,1.1141203
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.33748727,-0.36622367,1.6810535,1.0714608
-0.34633447,0.039510361,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
1.6487101,0.08459192,0.94497497,0.80026842
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
2.3166741,-0.36622367,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44365372,0.08459192,-0.37786573,-0.94572324
-0.44807732,0.039510361,2.1414153,0.80026842
0.10044935,-0.32114211,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.75956609,-0.41130523,-0.37786573,0.87949317
-0.43923012,0.26491816,-0.37786573,0.88863449
-0.45250093,1.1214678,0.17965876,0.92215265
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.060636934,0.98622311,-0.37786573,1.2969467
-0.4038413,-0.32114211,-0.37786573,-0.94572324
5.0858491,-0.45638679,-0.37786573,0.24874226
-0.43923012,3.2853826,0.1855524,0.46813388
2.7988467,-0.45638679,-0.37786573,0.73323209
-0.12073076,0.17475504,-0.37786573,0.63877181
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,0.12967348,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,0.58048907,-0.37786573,-0.94572324
2.4538057,-0.36622367,2.857146,1.0775551
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.12515436,-0.14081588,-0.37786573,0.99223609
-0.41711211,-0.36622367,-0.37786573,0.75151473
-0.31979286,2.3386699,0.27214599,0.8916816
-0.42153571,1.0313047,-0.37786573,1.162874
-0.32421646,-0.050652758,-0.37786573,1.5132912
0.582622,0.17475504,0.28860866,0.86730475
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.43480652,-0.230979,-0.37786573,0.35234386
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.36845248,-0.45638679,-0.37786573,-0.94572324
-0.4082649,1.4821203,0.1218419,0.86121054
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.1844978,0.2198366,0.31432333,1.3152293
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.31979286,0.039510361,-0.37786573,-0.94572324
0.83919093,-0.230979,-0.37786573,1.2451459
-0.36845248,0.039510361,0.82459999,1.5620449
-0.010140702,-0.14081588,1.2994161,0.92519976
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.27113323,0.76081531,-0.37786573,1.1720153
-0.22247361,2.5640777,0.31168931,0.91605844
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.84803813,0.08459192,0.43035217,1.2664756
0.087178548,0.80589687,0.5094388,1.01966
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44807732,-0.27606055,-0.37786573,1.8576142
-0.43480652,0.80589687,0.25591381,1.4096896
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.35960528,0.80589687,-0.37786573,0.83378658
-0.41711211,-0.0055711987,0.542858,0.86121054
-0.43923012,-0.18589744,-0.37786573,-0.94572324
-0.14284877,1.0313047,1.8747532,0.97395345
-0.41711211,1.1665493,0.86776508,0.85511633
1.294822,-0.45638679,-0.37786573,0.94043529
-0.44807732,0.58048907,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.31979286,-0.095734317,-0.37786573,0.98614188
-0.3994177,0.40016284,-0.37786573,0.91910555
-0.43480652,-0.45638679,4.9025988,1.421878
-0.39057049,0.12967348,-0.37786573,-0.94572324
-0.15169597,0.71573375,-0.37786573,1.2085806
0.83476733,-0.18589744,-0.37786573,0.80636263
-0.43038291,-0.32114211,-0.37786573,1.0714608
-0.195932,0.2198366,-0.37786573,-0.94572324
-0.41711211,-0.27606055,1.4927865,1.2817111
-0.44365372,-0.095734317,-0.37786573,0.30968437
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.24459162,0.039510361,-0.37786573,-0.94572324
-0.32864006,-0.0055711987,1.3727408,0.75456183
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.34633447,-0.050652758,-0.37786573,-0.94572324
-0.45250093,-0.18589744,-0.37786573,1.1232616
-0.23574442,-0.14081588,-0.37786573,0.7393263
-0.42595931,-0.0055711987,-0.37786573,0.74542051
-0.39057049,0.08459192,0.42613773,1.0958377
-0.032258713,0.08459192,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4082649,2.1583436,0.44977811,0.68143129
0.029671718,-0.050652758,-0.37786573,1.0958377
0.82149652,-0.095734317,-0.37786573,1.6047044
-0.12957796,-0.18589744,-0.37786573,1.3700772
0.0075537073,-0.14081588,2.5347742,0.9983303
-0.010140702,0.08459192,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.29325125,-0.27606055,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44365372,0.44524439,-0.37786573,-0.94572324
1.9539387,-0.18589744,0.63932919,0.49251073
0.24200463,0.12967348,-0.37786573,-0.94572324
1.9716331,-0.32114211,-0.37786573,0.41023887
2.0866468,-0.45638679,-0.37786573,-0.94572324
0.32605307,0.30999972,-0.37786573,-0.94572324
-0.44365372,0.17475504,1.2048545,0.78503289
0.5914692,0.62557063,-0.37786573,1.1567798
-0.36402888,0.17475504,-0.37786573,1.2603814
-0.45250093,0.35508128,-0.37786573,-0.94572324
1.1267251,0.08459192,0.29344868,1.0714608
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.18266119,0.62557063,0.46923698,0.87949317
-0.2136264,-0.18589744,-0.37786573,1.1506856
-0.32421646,-0.36622367,-0.37786573,1.4432078
-0.47019533,-0.59163147,-0.37786573,-0.94572324
5.0681547,-0.230979,0.21706193,0.78808
-0.22247361,-0.095734317,-0.37786573,1.190298
-0.30209845,2.9698117,0.13889721,0.69666682
-0.44807732,-0.0055711987,-0.37786573,-0.94572324
1.2328915,-0.0055711987,-0.37786573,1.0501311
-0.27555684,0.89605999,0.74831201,0.78808
-0.47019533,-0.59163147,-0.37786573,-0.94572324
1.0338294,-0.32114211,1.1967549,0.65096023
0.025248116,0.039510361,-0.37786573,1.0013774
-0.32864006,0.89605999,-0.37786573,0.9983303
-0.067647531,0.12967348,-0.37786573,0.96785924
-0.32421646,-0.14081588,-0.37786573,1.1476385
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,-0.45638679,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.029671718,0.039510361,-0.37786573,-0.94572324
-0.30652205,1.8427727,0.063399448,1.104979
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.37287609,0.039510361,1.2283961,1.1080261
-0.24459162,-0.41130523,1.7636631,1.0623195
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.08534194,-0.230979,0.93015857,0.83378658
1.2107735,0.17475504,0.38060201,0.90996423
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.43038291,-0.14081588,1.308273,1.2695227
2.462653,-0.45638679,0.81594063,0.52298179
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.023411508,-0.36622367,-0.37786573,1.4980557
-0.45250093,0.67065219,-0.37786573,-0.94572324
-0.43923012,-0.050652758,1.1757486,1.162874
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.38614689,0.17475504,-0.37786573,-0.94572324
-0.43038291,-0.54654991,-0.37786573,-0.94572324
1.6619809,-0.14081588,-0.37786573,1.0105187
1.2063499,-0.32114211,-0.37786573,0.55954706
0.68436485,-0.41130523,-0.37786573,0.75151473
-0.36402888,-0.14081588,-0.37786573,-0.94572324
3.8826293,-0.45638679,-0.37786573,-0.94572324
-0.33748727,-0.59163147,-0.37786573,0.97395345
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4082649,-0.095734317,1.1365016,1.507197
0.46318474,0.08459192,0.73310051,0.82464527
-0.43480652,1.301794,-0.37786573,1.1110732
1.0957599,0.039510361,0.79414406,0.81855105
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.14910898,0.08459192,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
1.8521958,-0.230979,-0.37786573,-0.94572324
-0.44365372,0.44524439,0.59804084,1.0897435
-0.44807732,-0.14081588,1.4062258,0.77284447
0.50742076,-0.50146835,-0.37786573,1.0105187
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.31094565,0.12967348,-0.37786573,1.132403
-0.43480652,1.1214678,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.29325125,0.17475504,0.61048661,1.2603814
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.38614689,-0.18589744,-0.37786573,0.9434824
-0.45250093,0.40016284,-0.37786573,-0.94572324
-0.32421646,0.76081531,-0.37786573,-0.94572324
-0.44807732,0.85097843,-0.37786573,-0.94572324
-0.027835111,0.35508128,-0.37786573,-0.94572324
-0.45250093,-0.095734317,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.18266119,-0.14081588,-0.37786573,-0.94572324
-0.42595931,-0.0055711987,-0.37786573,1.2725698
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.62685802,-0.27606055,-0.37786573,0.55954706
-0.45250093,-0.36622367,-0.37786573,-0.94572324
3.1792765,-0.45638679,2.2694619,0.7393263
0.67994125,-0.36622367,-0.37786573,-0.94572324
-0.43923012,0.039510361,-0.37786573,-0.94572324
-0.0057170995,-0.27606055,2.7769399,0.76065604
-0.45250093,1.0313047,0.34204645,0.90996423
-0.0012934972,0.08459192,-0.37786573,1.565092
-0.36845248,0.08459192,-0.37786573,1.0135658
-0.063223929,-0.45638679,-0.37786573,1.4767259
-0.12515436,1.5272018,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
4.6700305,-0.18589744,-0.37786573,0.61439496
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44807732,-0.230979,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.41711211,-0.050652758,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.75514249,-0.32114211,1.1283361,0.6357247
-0.25786243,0.49032595,0.34711695,1.4096896
-0.45250093,1.1665493,0.23243805,0.6844784
-0.43038291,-0.59163147,-0.37786573,-0.94572324
-0.14284877,0.039510361,-0.37786573,1.0348956
-0.0057170995,-0.14081588,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.41268851,0.62557063,-0.37786573,0.67228997
5.0504603,0.17475504,-0.37786573,0.4772752
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4038413,4.1419323,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44365372,0.17475504,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.3949941,0.30999972,-0.37786573,1.4828201
-0.4082649,0.26491816,0.26223547,1.2451459
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.29767485,0.35508128,0.85031466,0.55649995
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.0012934972,-0.230979,2.1947214,1.01966
-0.30209845,1.1665493,-0.37786573,1.4767259
-0.3994177,0.2198366,0.52326743,1.4553962
-0.4038413,1.2116309,0.48145227,0.23350673
-0.27998044,0.08459192,-0.37786573,1.3761714
-0.42153571,0.17475504,-0.37786573,-0.94572324
-0.44807732,-0.32114211,-0.37786573,-0.94572324
-0.45250093,-0.050652758,-0.37786573,0.82769237
-0.45250093,-0.36622367,-0.37786573,-0.94572324
-0.45250093,-0.54654991,-0.37786573,-0.94572324
0.3968307,-0.14081588,0.89700277,1.0866964
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,0.35508128,-0.37786573,-0.94572324
-0.26670963,0.44524439,-0.37786573,1.5315738
-0.43038291,0.40016284,-0.37786573,0.25788358
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.37729969,-0.54654991,-0.37786573,-0.94572324
-0.43038291,-0.27606055,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.31094565,20.686865,0.35791646,0.65096023
-0.076494735,-0.18589744,-0.37786573,-0.94572324
0.047366127,-0.050652758,-0.37786573,-0.94572324
-0.44365372,1.0313047,0.46910528,0.85206922
-0.47019533,-0.59163147,-0.37786573,-0.94572324
2.0512579,0.039510361,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
3.3650678,-0.45638679,1.9533459,0.53821731
-0.42153571,-0.050652758,-0.37786573,0.97090635
-0.32421646,-0.095734317,-0.37786573,0.36453228
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
1.1621139,0.039510361,0.75015583,0.68143129
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.16939038,-0.14081588,-0.37786573,-0.94572324
-0.32421646,0.89605999,-0.37786573,0.66619576
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4082649,-0.50146835,-0.37786573,-0.94572324
0.7772605,-0.50146835,3.6836045,0.85511633
0.12256737,0.94114155,-0.37786573,-0.94572324
-0.42153571,-0.27606055,-0.37786573,-0.94572324
1.0072878,0.17475504,-0.37786573,1.3761714
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.43480652,0.49032595,0.37069149,1.1141203
-0.44365372,0.49032595,-0.37786573,1.5833746
2.0424107,-0.230979,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.016400912,-0.050652758,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.33306367,0.53540751,0.82459999,1.2969467
5.0504603,-0.50146835,-0.37786573,0.52602889
0.01197731,-0.14081588,-0.37786573,1.0166129
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.41268851,-0.36622367,-0.37786573,-0.94572324
0.44549033,0.30999972,-0.37786573,0.87644607
4.9398702,0.17475504,-0.37786573,0.63877181
-0.17823759,1.1665493,0.63860484,1.220769
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.42595931,-0.230979,-0.37786573,1.4462549
-0.080918338,0.71573375,-0.37786573,-0.94572324
-0.27998044,-0.0055711987,-0.37786573,1.3274177
0.21988661,0.53540751,-0.37786573,0.56564127
0.073907741,0.44524439,-0.37786573,1.4828201
1.1709611,0.039510361,-0.37786573,0.9983303
0.47645554,0.40016284,-0.089900855,1.0348956
-0.10745995,0.53540751,0.14633834,1.1354501
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.35701828,0.98622311,-0.37786573,-0.94572324
-0.21805001,-0.095734317,1.365563,1.1506856
-0.38172329,-0.14081588,1.4697058,1.2329575
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.12256737,0.17475504,1.1337358,0.82464527
0.77283689,-0.230979,1.0824053,0.81245684
-0.45250093,0.26491816,-0.37786573,-0.94572324
-0.31979286,-0.27606055,-0.37786573,-0.94572324
0.016400912,2.7894855,0.59570314,0.41938019
-0.22689721,-0.0055711987,-0.37786573,1.5894688
-0.041105917,1.0763862,0.16187909,1.1141203
-0.13400156,-0.18589744,-0.37786573,-0.94572324
0.065060536,0.08459192,-0.37786573,1.0775551
0.60031641,0.26491816,-0.37786573,1.3365591
-0.45250093,6.1706024,-0.37786573,-0.94572324
0.21103941,0.039510361,-0.37786573,1.1445914
0.72417727,-0.36622367,-0.37786573,0.67228997
-0.47019533,-0.59163147,-0.37786573,-0.94572324
2.1353064,0.44524439,0.22907967,1.2938996
-0.43480652,0.30999972,1.1110174,0.71799656
-0.10303635,-0.230979,-0.37786573,1.2238161
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44365372,0.76081531,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
5.0416131,-0.41130523,-0.37786573,1.2878054
-0.29767485,0.08459192,-0.37786573,1.5254796
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,0.08459192,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4038413,0.53540751,-0.37786573,0.83378658
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4038413,0.2198366,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.0057170995,-0.14081588,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.4082649,-0.59163147,-0.37786573,0.4772752
1.6796754,-0.230979,-0.37786573,1.3792185
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.29325125,0.76081531,-0.09444455,1.5407151
-0.24016802,2.023099,-0.37786573,0.98918898
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.41268851,0.039510361,-0.37786573,-0.94572324
-0.45250093,-0.32114211,-0.37786573,-0.94572324
-0.28440404,-0.230979,-0.37786573,1.0958377
0.025248116,3.150138,-0.37786573,0.95262371
0.72417727,4.9984819,0.060633721,0.61439496
0.83919093,-0.41130523,-0.37786573,1.2055335
1.9362443,0.12967348,-0.37786573,0.61134786
0.75956609,-0.095734317,1.4689815,1.0714608
-0.44807732,0.58048907,0.60831354,0.90691713
0.29508785,1.8878543,-0.37786573,0.78198578
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.37729969,0.49032595,-0.37786573,-0.94572324
0.13583817,-0.230979,-0.37786573,1.306088
-0.43038291,-0.0055711987,-0.37786573,0.9952832
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.42595931,1.8878543,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.28882764,-0.050652758,1.9579554,1.0288014
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.3994177,-0.27606055,-0.37786573,1.3121822
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,0.40016284,0.58961196,0.38586202
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.64455243,0.12967348,-0.37786573,1.2238161
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.34633447,-0.32114211,1.9520289,1.3335119
1.0869127,-0.32114211,-0.37786573,1.2238161
-0.43923012,9.0558222,-0.37786573,-0.94572324
-0.45250093,-0.50146835,-0.37786573,-0.94572324
-0.076494735,-0.36622367,-0.37786573,-0.94572324
0.21546301,-0.0055711987,-0.37786573,1.0623195
0.28181705,-0.32114211,3.0694156,0.31577859
-0.3994177,0.71573375,0.41201277,1.0775551
-0.15169597,-0.18589744,-0.37786573,1.2634285
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,-0.41130523,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.44365372,0.12967348,-0.37786573,0.91910555
5.0460367,-0.50146835,-0.37786573,0.20608278
4.6081,-0.50146835,-0.37786573,-0.94572324
0.078331343,-0.095734317,-0.37786573,0.78503289
-0.29325125,0.89605999,0.39084178,0.86121054
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.42153571,2.1583436,-0.37786573,0.76065604
0.37028909,0.76081531,-0.37786573,0.93129397
2.2857089,-0.45638679,-0.37786573,0.94957661
-0.44807732,0.40016284,0.43792499,1.3274177
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.45250093,-0.59163147,-0.37786573,0.56564127
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.9895934,0.26491816,-0.37786573,0.8916816
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.30209845,-0.0055711987,-0.37786573,1.6656465
-0.45250093,0.71573375,-0.37786573,0.88558738
-0.47019533,-0.59163147,-0.37786573,-0.94572324
0.59589281,0.44524439,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.054376724,-0.32114211,2.3139111,1.3487475
0.37471269,-0.32114211,-0.37786573,-0.94572324
-0.47019533,-0.59163147,-0.37786573,-0.94572324
-0.058800326,1.301794,-0.37786573,1.3792185
-0.41268851,0.44524439,0.7316518,1.0836493
-0.2136264,-0.14081588,-0.37786573,-0.94572324
0.51184436,0.71573375,-0.37786573,-0.94572324
3.8605113,-0.32114211,-0.37786573,0.36453228
-0.45250093,0.44524439,-0.37786573,0.87949317
